Acacia_cyclops	Acacia_longifolia	Acacia_mearnsii	Acacia_melanoxylon	Acacia_saligna	Acrolophia_capensis	Adenandra_villosa	Adenocline_pauciflora	Agapanthus_africanus	Agathosma_ciliaris	Agathosma_imbricata	Agathosma_spp	Albuca_cooperi	Albuca_flaccida	Albuca_spp	Alciope_tabularis	Alectra_sessiliflora	Amphithalea_ericifolia	Anagallis_arvensis	Anaxeton_laeve	Androcymbium_capense	Androcymbium_eucomoides	Androcymbium_spp	Anisodontea_scabrosa	Annersorhiza_grandiflora	Annersorhiza_macrocarpa	Annual_spp	Anthospermum_aethiopicum	Anthospermum_galioides	Anthospermum_spp.	Apiaceae_NA	Arctotheca_calendula	Argyrolobium_filiforme	Aristea_africana	Aristea_major	Aristea_spiralis	Aristea_spp	Asclepiadaceae_NA	Aspalathus_(grey-green)	Aspalathus_(long	Aspalathus_(silver)	Aspalathus_capensis	Aspalathus_cephalotes	Aspalathus_chenopoda	Aspalathus_ciliaris	Aspalathus_cordata	Aspalathus_divaricata	Aspalathus_ericifolia	Aspalathus_forbesii	Aspalathus_hispida	Aspalathus_juniperina	Aspalathus_laricifolia	Aspalathus_linguilobia	Aspalathus_microphylla	Aspalathus_retroflexa	Aspalathus_spp.	Asparagus_africanus	Asparagus_capensis	Asparagus_compactus	Asparagus_lignosus	Asparagus_rubicundus	Asparagus_spp	Aspidoglossum_heterophyllum	Astephanus_triflorus	Asteraceae_NA	Asteraceae1_NA	Athanasia_chrithmifolia	Athanasia_crithmifolia	Atriplex_semibaccata	Avena_barbata	Avena_fatua	Babiana_sp	Baeometra_uniflora	Berkheya_armata	Berkheya_barbata	Berkheya_rigida	Berzelia_lanuginosa	Blechnum_capense	Blechnum_tabulare	Bobartia_filiformis	Bobartia_gladiata	Bobartia_indica	Bobartia_spp.	Bolusafra_bituminosa	Brachypodium_distachyon	Brassica_tournfortii	Briza_minor	Brizia_maxima	Bromus_diandrus	Bromus_pectinatus	Brunia_noduliflora	Brunsvigia_orientalis	Bulbine_lagopus	Bulbine_spp	Caesia_contorta	Campanulaceae_NA	Cannamois_virgata	Capeobolus_brevicaulis	Capnophyllum_africanum	Capnophyllum_macrocarpa??	Carduus_pycnocephalus	Carex_clavata	Carpacoce_spermacocea	Carpacoce_vaginellata	Carpobrotus_edulis	Cassine_peragua	Cassytha_ciliolata	Catapodium_rigidum	Centella_affinis	Centella_fusca	Centella_glabrata	Centella_macrocarpa	Centella_spp	Centella_tridentata	Centella_triloba	Cerastium_capense	Ceratandra_atrata	Chamaesyce_maculata	Chasmanthe_aethiopica	Cheilanthes_capensis	Chenpodium_glaucum	Chenpodium_mucronatum	Chionanthus_foveolatus	Chironia_jasminoides	Chironia_linoides	Chrysanthemoides_incana	Chrysanthemoides_monolifera	Chrysitrix_capensis	Chrysocoma_coma-aurea	Cineraria_geifolia	Cissampelos_capensis	Cleretum_herrei	Cleretum_spp	Cliffortia_atrata	Cliffortia_falcata	Cliffortia_filiffolia	Cliffortia_glauca	Cliffortia_graminea	Cliffortia_obcordata	Cliffortia_polygonifolia	Cliffortia_ruscifolia	Cliffortia_spp	Cliffortia_stricta	Clutia_alaternoides	Clutia_ericoides	Clutia_polygonoides	Clutia_spp	Coleonema_album	Commelina_africana	Corymbium_africanum	Corymbium_enerve	Corymbium_glabrum	Corymbium_spp	Cotula_spp	Cotula_turbinata	Crassula_campestris	Crassula_coccinea	Crassula_decumbens	Crassula_dichotoma	Crassula_fascicularis	Crassula_glomerata	Crassula_nudicaulis	Cullimia_setosa	Cullumia_squarrosa	Cuscuta_nitida	Cussonia_thyrsiflora	Cyanella_hyacinthoides	Cyathocoma_hexandra	Cymbopogon_marginatus	Cynanchum_africanum	Cynanchum_obtusifolium	Cynodon_dactylon	Cynosurus_echinatus	Cyperaceae_NA	Cyperaceae01_NA	Cyperaceae2_NA	Cyperaceae3_NA	Cyperaceae4_NA	Cyperus_denudatus	Cyphia_bulbosa	Datura_stramonium	Diascia_elongata	Diascia_spp	Diastella_divaricata	Dilateris_viscosa	Dilatris_pilansii	Dimorphotheca_nudicaulis	Dimorphotheca_pluvialis	Diosma_hirsuta	Diosma_oppositifolia	Diosma_spp	Diospyros_glabra	Dipogon_lignosus	Disa_bracteata	Disa_densiflora	Disa_racemosa	Disa_spp	Dischisma_arenarium	Dischisma_ciliatum	Dischisma_spp	Disparago_anomala	Disparago_ericoides	Drimia_elata	Drimia_spp	Drosanthemum_stokoei	Drosera_aliciae	Drosera_capensis	Drosera_cistiflora	Drosera_trinervia	Edmondia_sesamoides	Ehrharta_calycina	Ehrharta_capensis	Ehrharta_erecta	Ehrharta_ottonis	Ehrharta_ramosa	Ehrharta_rupestris	Ehrharta_setacea	Ehrharta_spp	Ehrharta_villosa	Elegia_asperiifolia	Elegia_coleura	Elegia_filacea	Elegia_juncea	Elegia_racemosa	Elegia_spp	Elegia_stipularis	Elytropappus_scaber	Epilobium_tetragonium	Epischoenus_gracilis	Epischoenus_spp	Epischoenus_villosus	Eragrostis_spp	Erepsia_anceps	Erepsia_bracteata	Erepsia_spp	Erica_cerinthoides	Erica_pluckenetii	Erica_sp1	Erica_sp2	Erica_sp3	Erica_sp4	Erica_sp5	Erica_sp6	Erica_sp7	Erica_sp8	Erica_sp9	Erica_spp	Erica_viscaria	Ericoid_NA	Erigeron_capensis	Erodium_spp	Eucalyptus_lehmanii	Eucalyptus_spp	Euclea_racemosa	Euphorbia_erythrina	Euphorbia_foliosa	Euphorbia_genistoides	Euphorbia_silenifolia	Euphorbia_spp	Euphorbia_tuberosa	Euryops_abrotanifolius	Fabaceae_NA	Felicia_fruticosa	Felicia_tenella	Ferraria_spp	Festuca_scabra	Ficinia_acuminata	Ficinia_angustifolia	Ficinia_brevifolia	Ficinia_bulbosa	Ficinia_capitella	Ficinia_deusta	Ficinia_dunensis	Ficinia_indica	Ficinia_nigrescens	Ficinia_oligantha	Ficinia_ramosissima	Ficinia_secunda	Ficinia_sp1	Ficinia_sp2	Ficinia_spp	Ficinia_stolonifera	Ficinia_tenuifolia	Fumaria_muralis	Galium_tomentosum	Gazania_pectinata	Gazania_spp	Geissorhiza_aspera	Geranium_incanum	Gerbera_crocea	Gerbera_linnaei	Gerbera_spp	Gladiolus_carneus	Gladiolus_spp	Glia_prolifera	Gnidia_humilis	Gnidia_imbricata	Gnidia_juniperifolia	Gnidia_oppisitifolia	Gnidia_parviflora	Gnidia_pinifolia	Gnidia_simplex	Gnidia_spp	Gnidia_tomentosa	Gomphocarpus_cancellatus	Gymnosporia_buxifolia	Haemanthus_coccineus	Hakea_drupacea	Hakea_gibbosa	Hakea_sericea	Haplocarpha_lanata	Hebenstreitia_repens	Hebenstreitia_spp	Hebenstretia_cordata	Hebenstretia_dentata	Hebenstretia_fastigiosa	Hebenstretia_repens	Helichrysum_capense	Helichrysum_crispum	Helichrysum_cylindriflorum	Helichrysum_cymosum	Helichrysum_foetidum	Helichrysum_grandiflorum	Helichrysum_indicum	Helichrysum_litorale	Helichrysum_nudifolium	Helichrysum_patulum	Helichrysum_petiolare	Helichrysum_rotundifolium	Helichrysum_sp1	Helichrysum_spp	Heliophila_elongata	Heliophila_linearis	Heliophila_scoparia	Heliophila_spp	Helipterum_speciosissima	Hemimeris_sabulosa	Hermannia_hyssopifolia	Hermannia_multiflora	Hermannia_procumbens	Hermannia_rudis	Hermannia_spp	Hermas_villosa	Hibiscus_aethiopicus	Hibiscus_trionum	Histiopteris_incisa	Holothrix_spp	Holothrix_villosa	Hypericum_spp	Hypochoeris_radicata	Hypodiscus_albo-aristatus	Indigofera_angustifolia	Indigofera_cystisoides	Indigofera_filicaulis	Indigofera_filifolia	Indigofera_filiformis	Indigofera_glomerata	Indigofera_mauritanica	Indigofera_psoraloides	Indigofera_sarmentosa	Indigofera_spp	Inula_capensis	Iridaceae_NA	Iridaceae01_NA	Ischyrolepis_capensis	Ischyrolepis_eleocharis	Ischyrolepis_gaudichaudiana	Ischyrolepis_obtusus	Ischyrolepis_spp	Ischyrolepis_tenuissima	Isolepis_leucoloma	Isolepis_ludwigii	Isolepis_marginata	Itasina_filifolia	Ixia_spp	Jordaaniella_dubia	Juncus_bufonius	Juncus_capensis	Juncus_kraussii	Juncus_lomatophyllus	Kedrostis_nana	Kiggelaria_africana	Knowltonia_capensis	Knowltonia_vesicatoria	Koeleria_capensis	Lachenalia_fistulosa	Lachenalia_orchioides	Lachenalia_spp	Lachnaea_grandiflora	Lactuca_seriola	Lagurus_ovatus	Lampranthus_aureus	Lampranthus_bicolor	Lampranthus_elegans	Lampranthus_emarginatus	Lampranthus_spp	Lapeirousia_corymbosa	Laperousia_divaricata	Laurembergia_repens	Lebeckia_cystisoides	Lebeckia_meyeriana	Lebeckia_spp	Lebeckia_wrightii	Leptospermum_laevigatum	Lessertia_frutescens	Lessertia_miniata	Lessertia_spp	Leucadendron_coniferum	Leucadendron_laureolum	Leucadendron_salignum	Leucadendron_spp	Leucadendron_xanthoconus	Leucospermum_conocarpodendron	Leucospermum_spp	Lichtensteinia_lacera	Limonium_scabrum	Linum_africanum	Linum_sp	Linum_thunbergii	Liparia_parva	Liparia_splendens	Liparia_spp	Lobelia_anceps	Lobelia_comosa	Lobelia_coronopifolia	Lobelia_eckloniana	Lobelia_erinus	Lobelia_pinifolia	Lobelia_pubescens	Lobelia_setacea	Lobelia_sp2	Lobelia_spp	Lobostemon_fruticosus	Lobostemon_montanus	Lobostemon_spp	Lolium_multiflorum	Lolium_perenne	Lolium_spp	Lycium_ferocissimum	Lythrum_hyssopifolium	Macrostylis_villosa	Malvaceae_weed	Manulea_cheiranthus	Manulea_tomentosa	Mariscus_congestus	Mariscus_thunbergii	Maurocenia_frangula	Maytenus_oleoides	Melilotus_indica	Merxmuellera_cincta	Merxmuellera_rufa	Merxmuellera_stricta	Mesemb_sp1	Mesemb_sp2	Mesemb_sp3	Mesemb_sp4	Mesemb_sp5	Mesemb_spp	Metalasia_cephalotes	Metalasia_muricata	Metalasia_spp	Micranthus_alopecuroides	Micranthus_junceus	Microcodon_glomeratum	Microdon_dubius	Microdon_spp	Mimetes_fimbriifolius	Monopsis_debilis	Monopsis_lutea	Monopsis_simplex	Monopsis_spp	Montinia_caryophyllacea	Moraea_bigfruit	Moraea_bituminosa	Moraea_fugax	Moraea_medium	Moraea_ramosissima	Moraea_small	Moraea_spp	Moraea_tripetala	Moraea_virgata	Morea_tall	Morella_humilis	Morella_serrata	Morella_spp	Moss_spp	Muraltia_acipetala	Muraltia_brachypetala	Muraltia_demissa	Muraltia_heisteria	Muraltia_sp1	Muraltia_spp	Muraltia_thunbergii	Myoporum_serratum	Myrsine_africana	Nemesia_affinis	Nemesia_large	Nemesia_lucida	Nemesia_sp2	Nemesia_spp	Oedera_capensis	Oedera_imbricata	Oenothera_nocturna	Oftia_africana	Oftia_glabra	Olea_capensis	Olea_europaea	Olea_exasperata	Orchidaceae_NA	Ornithogalum_spp	Ornithogalum_thyrsoides	Osmitopsis_asteriscoides	Osmitopsis_dentata	Osteospermum_polygaloides	Osyris_compressa	Otholobium_fruticans	Othonna_arborescens	Othonna_coronopifolia	Othonna_digitata	Othonna_filicaulis	Othonna_quinquidentata	Othonna_spp	Othonna_stenophylla	Oxalis_spp	Paraserianthes_lophantha	Passerina_rigida	Passerina_spp	Passerina_vulgaris	Pelargonium_betulinum	Pelargonium_capitatum	Pelargonium_chamaedryfolium	Pelargonium_cucullatum	Pelargonium_elongatum	Pelargonium_grossularioides	Pelargonium_myrrhifolium	Pelargonium_pinnatum	Pelargonium_quercifolium	Pelargonium_sp2	Pelargonium_spp	Pelargonium_tabulare	Pelargonium_triste	Pelargonium_undulatum	Penaea_mucronata	Pennisetum_clandestinum	Pennisetum_macrourum	Pentameris_macrocalycina	Pentaschistis_airoides	Pentaschistis_ampla	Pentaschistis_argentea	Pentaschistis_barbata	Pentaschistis_colorata	Pentaschistis_curvifolia	Pentaschistis_eriostoma	Pentaschistis_malouinensis	Pentaschistis_pallescens	Pentaschistis_pallida	Pentaschistis_papillosa	Pentaschistis_pusilla	Pentaschistis_spp	Petalacte_coronata	Petrorhagia_prolifera	Peucedanum_ferulaceum	Peucedanum_galbanum	Peucedanum_spp	Peucedanum_striatum	Peucedanum_tenuifolium	Pharnaceum_elongatum	Phylica_buxifolia	Phylica_ericoides	Phylica_imberbis	Phylica_parviflora	Phylica_plumosa	Phylica_pubescens	Phylica_spp	Phyllobolus_canaliculatus	Phyllopodium_spp	Phytolacca_octandra	Phytolacca_spp	Picris_echioides	Pinus_pinaster	Pinus_spp	Plantago_lanceolata	Plantago_remota	Platycaulos_compressus	Platycaulos_major	Poaceae_NA	Poaceae01_NA	Poaceae02_NA	Podalyria_biflora	Podalyria_sericea	Podylaria_calyptrata	Polycarpon_tetraphyllum	Polygala_bracteolata	Polygala_garcinii	Polygala_lehmanniana	Polygala_myrtifolia	Polygala_recognita	Polygala_spp	Polygala_umbellata	Polygonum_aviculare	Polypogon_monspeliensis	Polypogon_strictus	Populus_canescens	Printzia_aromatica	Prismatocarpus_fruticosus	Prismatocarpus_lycopodioides	Prismatocarpus_sessilis	Protea_acaulos	Protea_cynaroides	Protea_lepidocarpodendron	Protea_neriifolia	Protea_nitida	Protea_repens	Protea_spp	Pseudognaphalium_luteo-album	Pseudognaphalium_undulatum	Pseudopentameris_macrantha	Pseudoselago_peninsulae	Pseudoselago_serrata	Pseudoselago_spuria	Psoralea_aculeata	Psoralea_asarina	Psoralea_imbricata	Psoralea_laxa	Psoralea_pinnata	Pteridium_aquilinum	Pteronia_hirsuta	Pterygodium_acutifolia	Pycreus_polystachyos	Rafnia_angulata	Rafnia_triflora	Rapanea_melanophloeos	Raphanus_raphanistrum	Rapistrum_rugosum	Restio_perplexus	Restio_quadratus	Restionaceae_NA	Rhoicissus_spp	Rhus_glauca	Rhus_laevigata	Rhus_lucida	Rhus_rosmarinifolia	Rhus_tomentosa	Rhynchosia_capensis	Robsonodendron_maritimum	Roella_amplexicaulis	Roella_ciliata	Roella_compacta	Roella_decurrens	Roella_sp1	Roella_spp	Roella_triflora	Romulea_spp	Rubus_spp	Rumex_spp	Saltera_sarcocolla	Salvia_africana-caerula	Salvia_africana-lutea	Salvia_chamelaeagnea	Samolus_spp	Satyrium_bicorne	Satyrium_carneum	Satyrium_spp	Scabiosa_africana	Scabiosa_columbaria	Schizaea_pectinata	Schizoglossum_aschersonianum	Scirpoides_thunbergii	Selago_corymbosa	Selago_spp	Senecio_arenarius	Senecio_bipinnatus	Senecio_burchellii	Senecio_elegans	Senecio_erosus	Senecio_halimifolius	Senecio_hastatus	Senecio_pinifolius	Senecio_pinnulatus	Senecio_pterophorus	Senecio_pubigeris	Senecio_purpureus	Senecio_repandus	Senecio_rigidus	Senecio_rosmarinifolius	Senecio_scapiflorus	Senecio_spp	Senecio_subcanescens	Senecio_triqueter	Senecio_umbellatus	Serruria_villosa	Sideroxylon_inerme	Silene_bellidiodes	Silene_cretica	Silene_pilosellifolia	Silene_spp	Silene_undulata	Solanum_africanum	Solanum_mauritianum	Solanum_nigrum	Solanum_retroflexum	Solanum_spp	Sonchus_asper	Sonchus_oleraceus	Sonchus_spp	Sonderina_hispida	Spergularia_media	Spiloxene_capensis	Spiloxene_spp	Sporobolus_capensis	Staavia_radiata	Staberoha_banksii	Stachys_aethiopica	Stachys_arvensis	Stilbe_vestita	Stipagrostis_zeyheri	Stoebe_capitata	Stoebe_cinerea	Stoebe_fusca	Stoebe_spp	Struthiola_ciliata	Struthiola_oppositifolia	Struthiola_spp	Stuthiola_dodecandra	Sutera_hispida	Sutera_spp	Syncarpha_canescens	Syncarpha_gnaphaloides	Syncarpha_speciosissima	Syncarpha_vestita	Tarchonanthus_camphoratus	Teedia_lucida	Tephrosia_capensis	Tetragonia_fruticosa	Tetraria_autumnalis	Tetraria_bromoides	Tetraria_compar	Tetraria_cuspidata	Tetraria_eximia	Tetraria_fasciata	Tetraria_flexuosa	Tetraria_spp	Tetraria_sylvatica	Tetraria_thermalis	Tetraria_ustulata	Thamnochortus_arenarius	Thamnochortus_erectus	Thamnochortus_fruticosus	Thamnochortus_lucens	Thamnochortus_spp	Themeda_triandra	Thereianthus_bracteolatus	Thereianthus_spp	Thesidium_fragile	Thesium_acuminatum	Thesium_capitatum	Thesium_carinatum	Thesium_densiflorum	Thesium_funale	Thesium_pubescens	Thesium_spp	Thesium_strictum	Thesium_virgatum	Todea_barbara	Torilis_arvensis	Trachyandra_ciliata	Trachyandra_hirsuta	Trachyandra_hirsutiflora	Trachyandra_revoluta	Trachyandra_sabulosa	Trachyandra_scabra	Trachyandra_spp	Trachyandra_tabularis	Treichelia_longibracteata	Tribolium_hispidum	Tribolium_uniolae	Trichocephalus_stipularis	Trifolium_angustifolia	Trifolium_angustifolium	Trifolium_campestre	Triglochin_bulbosa	Tritoniopsis_antholyza	Tritoniopsis_dodii	Tritoniopsis_parviflora	Tritoniopsis_spp	Tritoniopsis_triticea	Tritoniopsis_unguicularis	Typha_capensis	Unknown_sp1	Unknown_spp	Ursinia_anthemoides	Ursinia_dentata	Ursinia_paleacea	Ursinia_spp	Vellereophytum_dealbatum	Vicia_hirsuta	Virgilia_oroboides	Wachendorfia_multiflora	Wachendorfia_paniculata	Wachendorfia_parviflora	Wachendorfia_spp	Wahlenbergia_capensis	Wahlenbergia_cernua	Wahlenbergia_exilis	Wahlenbergia_longifolia	Wahlenbergia_obovata	Wahlenbergia_parvifolia	Wahlenbergia_spp	Wahlenbergia_tenella	Watsonia_borbonica	Watsonia_spp	Watsonia_tabularis	weed_NA	Widdringtonia_nodiflora	Willdenowia_incurvata	Willdenowia_spp	Zaluzianskya_capensis	Zaluzianskya_divaricata	Zaluzianskya_spp	Zaluzianskya_villosa	Zantedeschia_aethiopica	Zygophyllum_flexuosum	Zygophyllum_spp	Zyrphelis_taxifolia
p1_a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
p1_b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p1_c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
