Order,Best_source,Det_to_species,Doug_to_check,Human_alternative,Human_comment,Alien,Original,Official,Synonym,TNRS_Name_submitted,TNRS_Name_matched,TNRS_Author_matched,TNRS_Overall_score,TNRS_Taxonomic_status,TNRS_Accepted_name,TNRS_Accepted_author,TNRS_Accepted_family,TNRS_Source,TNRS_Warnings,TNRS_Accepted_name_lsid
2027,TNRS_Accepted_name,,,,,,Tritoniopsis spp,0,0,Tritoniopsis spp,Tritoniopsis,,0.9,Accepted,Tritoniopsis,,Iridaceae,tpl, ,
2070,TNRS_Accepted_name,,,,,,Wachendorfia spp,0,0,Wachendorfia spp,Wachendorfia,,0.9,Accepted,Wachendorfia,,Haemodoraceae,tpl;usda, ,
2080,TNRS_Accepted_name,,,,,,Wahlenbergia spp,0,0,Wahlenbergia spp,Wahlenbergia,,0.9,Accepted,Wahlenbergia,,Campanulaceae,tpl;usda, ,
2090,TNRS_Accepted_name,,,,,,Watsonia sp,0,0,Watsonia sp,Watsonia,,0.9,Accepted,Watsonia,,Iridaceae,tpl;usda, ,
2091,TNRS_Accepted_name,,,,,,Watsonia spp,0,0,Watsonia spp,Watsonia,,0.9,Accepted,Watsonia,,Iridaceae,tpl;usda, ,
2095,TNRS_Accepted_name,,,,,,Watsonia tabularis (dead),0,0,Watsonia tabularis (dead),Watsonia tabularis,,0.9,Accepted,Watsonia tabularis,J.W.Mathews & L.Bolus,Iridaceae,tpl, ,
2112,TNRS_Accepted_name,,,,,,Willdenowia spp,0,0,Willdenowia spp,Willdenowia,,0.9,Accepted,Willdenowia,,Restionaceae,tpl, ,
2116,TNRS_Accepted_name,,,,,,Zaluzianskya spp,0,0,Zaluzianskya spp,Zaluzianskya,,0.9,Accepted,Zaluzianskya,,Scrophulariaceae,tpl, ,
2122,TNRS_Accepted_name,,,,,,Zygophyllum spp,0,0,Zygophyllum spp,Zygophyllum,,0.9,Accepted,Zygophyllum,,Zygophyllaceae,tpl, ,
838,TNRS_Accepted_name,,,,,,Hebenstreita spp,0,0,Hebenstreita spp,Hebenstreita,,0.9,Invalid,,,,tropicos, ,
383,TNRS_Accepted_name,,,,,,Cotula spp,0,0,Cotula spp,Cotula,,0.9,No opinion,,,,tpl, ,
843,Human_alternative,,,Hebenstretia,,,Hebenstreitia spp,0,0,Hebenstreitia spp,Hebenstreitia,,0.9,No opinion,,,,tpl, ,
848,Original,,1,,,,Helichrysum 2007/214,0,0,Helichrysum 2007/214,Helichrysum,,0.9,No opinion,,,,tpl, ,
867,TNRS_Name_matched,,,,,,Helichrysum sp,0,0,Helichrysum sp,Helichrysum,,0.9,No opinion,,,,tpl, ,
868,Original,,1,,,,Helichrysum sp 2007/201,0,0,Helichrysum sp 2007/201,Helichrysum,,0.9,No opinion,,,,tpl, ,
869,Original,,1,,,,Helichrysum sp 2007/234,0,0,Helichrysum sp 2007/234,Helichrysum,,0.9,No opinion,,,,tpl, ,
870,Original,,1,,,,Helichrysum sp 2007/235,0,0,Helichrysum sp 2007/235,Helichrysum,,0.9,No opinion,,,,tpl, ,
871,TNRS_Name_matched,,,,,,Helichrysum sp1,0,0,Helichrysum sp1,Helichrysum,,0.9,No opinion,,,,tpl, ,
873,TNRS_Name_matched,,,,,,Helichrysum spp,0,0,Helichrysum spp,Helichrysum,,0.9,No opinion,,,,tpl, ,
874,TNRS_Name_matched,,,,,,Helichrysum spp01,0,0,Helichrysum spp01,Helichrysum,,0.9,No opinion,,,,tpl, ,
875,TNRS_Name_matched,,,,,,HELICHRYSUM SPP01,0,0,HELICHRYSUM SPP01,Helichrysum,,0.9,No opinion,,,,tpl, ,
982,TNRS_Name_matched,,,,,,Ischyrolepis sp,0,0,Ischyrolepis sp,Ischyrolepis,,0.9,No opinion,,,,tpl, ,
983,TNRS_Name_matched,,,,,,Ischyrolepis spp,0,0,Ischyrolepis spp,Ischyrolepis,,0.9,No opinion,,,,tpl, ,
1232,TNRS_Name_matched,,,,,,Morea sp,0,0,Morea sp,Morea,,0.9,No opinion,,,,tpl, ,
1233,Original,,1,,,,Morea sp 2007/157,0,0,Morea sp 2007/157,Morea,,0.9,No opinion,,,,tpl, ,
1325,TNRS_Name_matched,,,,,,Osteospermum sp,0,0,Osteospermum sp,Osteospermum,,0.9,No opinion,,,,tpl, ,
1693,Human_alternative,,,Satyrium,,,Satirium sp,0,0,Satirium sp,Satirium,,0.9,No opinion,,,,tropicos, ,
1783,TNRS_Name_matched,,,,,,Sonchus spp,0,0,Sonchus spp,Sonchus,,0.9,No opinion,,,,tpl, ,
2049,TNRS_Name_matched,,,,,,Ursinia sp,0,0,Ursinia sp,Ursinia,,0.9,No opinion,,,,tpl, ,
2050,Original,,1,,,,Ursinia sp 2007/24,0,0,Ursinia sp 2007/24,Ursinia,,0.9,No opinion,,,,tpl, ,
2051,TNRS_Name_matched,,,,,,Ursinia spp,0,0,Ursinia spp,Ursinia,,0.9,No opinion,,,,tpl, ,
2106,Human_alternative,,,Willdenowia,,,Wildenowia spp,0,0,Wildenowia spp,Wildenowia,,0.9,No opinion,,,,tropicos, ,
588,TNRS_Accepted_name,,1,,Erica diosmifolia?,,Erica diosma,0,0,Erica diosma,Erica didyma,,0.9,Synonym,Erica vagans,L.,Ericaceae,tpl, ,
985,TNRS_Accepted_name,,,,,,Ischyrolepis tenuissima 2007/175,0,0,Ischyrolepis tenuissima 2007/175,Ischyrolepis tenuissima,,0.9,Synonym,Restio tenuissimus,Kunth,Restionaceae,tpl, ,
986,TNRS_Accepted_name,,,,,,Ischyrolepis tenuissima 2007/407,0,0,Ischyrolepis tenuissima 2007/407,Ischyrolepis tenuissima,,0.9,Synonym,Restio tenuissimus,Kunth,Restionaceae,tpl, ,
1189,Human_alternative,,,Metalasia muricata,,,Metelasia muricata,0,0,Metelasia muricata,Mertensia muricata,,0.9,Synonym,Sticherus flagellaris,(Bory ex Willd.) Ching,Gleicheniaceae,tpl;tropicos, ,
1706,TNRS_Accepted_name,,,,,,Scirpoides thunbergii (5.2),0,0,Scirpoides thunbergii (5.2),Scirpoides thunbergii,,0.9,Synonym,Scirpoides holoschoenus subsp. thunbergii,(Schrad.) Soj�k,Cyperaceae,tpl, ,
134,TNRS_Accepted_name,,,,,,Aspalathus lignosus,0,0,Aspalathus lignosus,Asparagus lignosus,,0.92,Accepted,Asparagus lignosus,Burm.f.,Asparagaceae,tpl, ,
960,TNRS_Accepted_name,,,,,,Indogofera cyticodes,0,0,Indogofera cyticodes,Indigofera cytisoides,,0.92,Accepted,Indigofera cytisoides,Thunb.,Fabaceae,ildis, ,
1200,TNRS_Accepted_name,,,,,,Microdon glomeratum,0,0,Microdon glomeratum,Microcodon glomeratus,,0.92,Accepted,Microcodon glomeratus,A.DC.,Campanulaceae,tpl, ,
1859,TNRS_Accepted_name,,,,,,Tachyandra tabulare,0,0,Tachyandra tabulare,Trachyandra tabularis,,0.92,Accepted,Trachyandra tabularis,(Baker) Oberm.,Xanthorrhoeaceae,tpl, ,
1967,TNRS_Accepted_name,,,,,,Trachryandra tabulare,0,0,Trachryandra tabulare,Trachyandra tabularis,,0.92,Accepted,Trachyandra tabularis,(Baker) Oberm.,Xanthorrhoeaceae,tpl, ,
2009,TNRS_Accepted_name,,,,,,Tricogini ambigua,0,0,Tricogini ambigua,Trichogyne ambigua,,0.92,Accepted,Trichogyne ambigua,(L.) Druce,Asteraceae,gcc, ,urn:lsid:compositae.org:names:70C3E8C7-A536-4BD4-8BA4-ABFE9981C96E
1476,Human_alternative,,,Pentameris malouinensis,,,Pentashistis maluensis,0,0,Pentashistis maluensis,Pentaschistis meruensis,,0.92,Synonym,Pentaschistis borussica,(K.Schum.) Pilg.,Poaceae,tpl, ,
1860,TNRS_Accepted_name,,,,,1,Taraxicum oficiale,0,0,Taraxicum oficiale,Taraxacum officinale,,0.92,Synonym,Taraxacum campylodes,G.E.Haglund,Asteraceae,gcc, ,urn:lsid:compositae.org:names:47A19BF1-900A-43C4-BD2D-5C163EAB7E75
42,TNRS_Accepted_name,,,,,,Amphithalae ericifolia,0,0,Amphithalae ericifolia,Amphithalea ericaefolia,,0.93,Accepted,Amphithalea ericaefolia,(L.) Eckl. & Zeyh.,Fabaceae,tpl;tropicos, ,
44,TNRS_Accepted_name,,,,,,Amphithalia ericifolia,0,0,Amphithalia ericifolia,Amphithalea ericaefolia,,0.93,Accepted,Amphithalea ericaefolia,(L.) Eckl. & Zeyh.,Fabaceae,tpl;tropicos, ,
45,TNRS_Accepted_name,,,,,,Ampithalea ericifolia,0,0,Ampithalea ericifolia,Amphithalea ericaefolia,,0.93,Accepted,Amphithalea ericaefolia,(L.) Eckl. & Zeyh.,Fabaceae,tpl;tropicos, ,
46,TNRS_Accepted_name,,,,,,Anaexeton laevae,0,0,Anaexeton laevae,Anaxeton laeve,,0.93,Accepted,Anaxeton laeve,(Harv.) Lundgren,Asteraceae,gcc, ,urn:lsid:compositae.org:names:9AEC988B-AFC9-4906-80EB-8CFED2388162
58,TNRS_Accepted_name,,,,,,Anexeton laevae,0,0,Anexeton laevae,Anaxeton laeve,,0.93,Accepted,Anaxeton laeve,(Harv.) Lundgren,Asteraceae,gcc, ,urn:lsid:compositae.org:names:9AEC988B-AFC9-4906-80EB-8CFED2388162
364,TNRS_Accepted_name,,,,,,Coella cilliata,0,0,Coella cilliata,Roella ciliata,,0.93,Accepted,Roella ciliata,L.,Campanulaceae,tpl;tropicos, ,
856,TNRS_Accepted_name,,,,,,Helichrysum indica,0,0,Helichrysum indica,Helichrysum indicum,,0.93,Accepted,Helichrysum indicum,(L.) Grierson,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:AAA629C7-32DB-4174-B5A7-967C898AB433
895,TNRS_Accepted_name,,,,,,Helmunthia membranaceae,0,0,Helmunthia membranaceae,Hellmuthia membranacea,,0.93,Accepted,Hellmuthia membranacea,(Thunb.) R.W.Haines & Lye,Cyperaceae,tpl, ,
1089,Original,,1,,,,Liparia tristes,0,0,Liparia tristes,Linaria tristis,,0.93,Accepted,Linaria tristis,(L.) Mill.,Plantaginaceae,tpl, ,
1201,TNRS_Accepted_name,,,,,,Microdon sparsiflorum,0,0,Microdon sparsiflorum,Microcodon sparsiflorus,,0.93,Accepted,Microcodon sparsiflorus,A.DC.,Campanulaceae,tpl, ,
1428,TNRS_Accepted_name,,,,,,Pennecetum clandestynum,0,0,Pennecetum clandestynum,Pennisetum clandestinum,,0.93,Accepted,Pennisetum clandestinum,Hochst. ex Chiov.,Poaceae,tpl;usda, ,
1619,TNRS_Accepted_name,,,,,,Rafnis trifolra,0,0,Rafnis trifolra,Rafnia triflora,,0.93,Accepted,Rafnia triflora,Thunb.,Fabaceae,ildis, ,
1915,TNRS_Accepted_name,,,,,,Thamnochortus eruptus,0,0,Thamnochortus eruptus,Thamnochortus erectus,,0.93,Accepted,Thamnochortus erectus,(Thunb.) Mast.,Restionaceae,tpl, ,
2035,TNRS_Accepted_name,,,,,,Trycocephalus,0,0,Trycocephalus,Trichocephalus,,0.93,Accepted,Trichocephalus,,Rhamnaceae,tpl, ,
160,TNRS_Accepted_name,,,,,,Asphalathus devoricata,0,0,Asphalathus devoricata,Aspalathus divaricata,,0.93,No opinion,,,,tpl, ,
1508,Original,,1,,,,Phylica filiformis,0,0,Phylica filiformis,Phyla filiformis,,0.93,Synonym,Phyla canescens,(Kunth) Greene,Verbenaceae,tpl, ,
289,TNRS_Accepted_name,,,,,,Chaenostoma hispida,0,0,Chaenostoma hispida,Chaenostoma hispidum,,0.94,Accepted,Chaenostoma hispidum,(Thunb.) Benth.,Scrophulariaceae,tpl;tropicos, ,
703,Original,,,,,,Fabaceae,0,0,Fabaceae,Fagaceae,,0.94,Accepted,Fagaceae,,,tpl;usda, ,
791,TNRS_Accepted_name,,,,,,Gladilous debilus,0,0,Gladilous debilus,Gladiolus debilis,,0.94,Accepted,Gladiolus debilis,Ker Gawl.,Iridaceae,tpl, ,
1063,TNRS_Accepted_name,,,,,,Leucadendron saligna,0,0,Leucadendron saligna,Leucadendron salignum,,0.94,Accepted,Leucadendron salignum,R. Br.,Proteaceae,tpl;tropicos, ,
1326,TNRS_Accepted_name,,,,,,Osteospernum poligoloides,0,0,Osteospernum poligoloides,Osteospermum polygaloides,,0.94,Accepted,Osteospermum polygaloides,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:43E879C0-68B9-4A7C-8BD9-1B0F97BAD34A
1345,TNRS_Accepted_name,,,,,,Oxalis perperea,0,0,Oxalis perperea,Oxalis purpurea,,0.94,Accepted,Oxalis purpurea,L.,Oxalidaceae,tpl;tropicos;usda, ,
1509,TNRS_Accepted_name,,,,,,Phylica imbarbus,0,0,Phylica imbarbus,Phylica imberbis,,0.94,Accepted,Phylica imberbis,P.J. Bergius,Rhamnaceae,tpl;tropicos, ,
1804,TNRS_Accepted_name,,,,,,Stenotaphron secondatum,0,0,Stenotaphron secondatum,Stenotaphrum secundatum,,0.94,Accepted,Stenotaphrum secundatum,(Walter) Kuntze,Poaceae,tpl;tropicos;usda, ,
1933,TNRS_Accepted_name,,,,,,Therianthus bracteolus,0,0,Therianthus bracteolus,Thereianthus bracteolatus,,0.94,Accepted,Thereianthus bracteolatus,(Lam.) G.J.Lewis,Iridaceae,tpl, ,
1150,TNRS_Accepted_name,,,,,,Merxmuellera ruta,0,0,Merxmuellera ruta,Merxmuellera rufa,,0.94,Synonym,Geochloa rufa,(Nees) N.P.Barker & H.P.Linder,Poaceae,tpl, ,
1766,Human_alternative,,,Silene bellidioides,,,Silene beloides,0,0,Silene beloides,Silene bryoides,,0.94,Synonym,Silene acaulis subsp. bryoides,(Jord.) Nyman,Caryophyllaceae,tpl;tropicos, ,
246,TNRS_Accepted_name,,,,,,Capelio tabulare,0,0,Capelio tabulare,Capelio tabularis,,0.95,Accepted,Capelio tabularis,(Thunb.) B.Nord.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:8F91C2D4-A99B-45E5-A67C-89B367F5EC9F
695,TNRS_Accepted_name,,,,,,Euphorbia tuberosum,0,0,Euphorbia tuberosum,Euphorbia tuberosa,,0.95,Accepted,Euphorbia tuberosa,L.,Euphorbiaceae,tpl, ,
696,TNRS_Accepted_name,,,,,,Euphorbia turbirosa,0,0,Euphorbia turbirosa,Euphorbia tuberosa,,0.95,Accepted,Euphorbia tuberosa,L.,Euphorbiaceae,tpl, ,
1062,TNRS_Accepted_name,,,,,,Leucadendron lauriloum,0,0,Leucadendron lauriloum,Leucadendron laureolum,,0.95,Accepted,Leucadendron laureolum,Fourc.,Proteaceae,tpl;tropicos, ,
1111,TNRS_Accepted_name,,,,,,Lobostomon montans,0,0,Lobostomon montans,Lobostemon montanus,,0.95,Accepted,Lobostemon montanus,H.Buek,Boraginaceae,tpl, ,
1206,TNRS_Accepted_name,,,,,,Mimetis fimbrifolius,0,0,Mimetis fimbrifolius,Mimetes fimbriifolius,,0.95,Accepted,Mimetes fimbriifolius,Salisb. ex Knight,Proteaceae,tpl;tropicos, ,
1245,TNRS_Accepted_name,,,,,,Muraltea histeria,0,0,Muraltea histeria,Muraltia heisteria,,0.95,Accepted,Muraltia heisteria,(L.) DC.,Polygalaceae,tpl;tropicos, ,
1246,TNRS_Accepted_name,,,,,,Muraltea thumbergii,0,0,Muraltea thumbergii,Muraltia thunbergii,,0.95,Accepted,Muraltia thunbergii,Eckl. & Zeyh.,Polygalaceae,tpl;tropicos, ,
1470,Human_alternative,,,Pentameris aristidoides,,,Pentashistis aristoides,0,0,Pentashistis aristoides,Pentaschistis aristidoides,,0.95,Accepted,Pentaschistis aristidoides,(Thunb.) Stapf,Poaceae,tpl;tropicos, ,
1475,Human_alternative,,,Pentameris malouinensis,,,Pentashistis malouinsis,0,0,Pentashistis malouinsis,Pentaschistis malouinensis,,0.95,Accepted,Pentaschistis malouinensis,(Steud.) Clayton,Poaceae,tpl;tropicos, ,
1551,TNRS_Accepted_name,,,,,,Podylaria calyptrata,0,0,Podylaria calyptrata,Podalyria calyptrata,,0.95,Accepted,Podalyria calyptrata,(Retz.)Willd.,Fabaceae,ildis, ,
1825,TNRS_Accepted_name,,,,,,Struthiola argenteus,0,0,Struthiola argenteus,Struthiola argentea,,0.95,Accepted,Struthiola argentea,Lehm.,Thymelaeaceae,tpl;tropicos, ,
1913,TNRS_Accepted_name,,,,,,Thamnochortus aronareus,0,0,Thamnochortus aronareus,Thamnochortus arenarius,,0.95,Accepted,Thamnochortus arenarius,Esterh.,Restionaceae,tpl;tropicos, ,
1982,TNRS_Accepted_name,,,,,,Trachyandra tabulare,0,0,Trachyandra tabulare,Trachyandra tabularis,,0.95,Accepted,Trachyandra tabularis,(Baker) Oberm.,Xanthorrhoeaceae,tpl, ,
2020,TNRS_Accepted_name,,,,,,Tritoniopsis antheliza,0,0,Tritoniopsis antheliza,Tritoniopsis antholyza,,0.95,Accepted,Tritoniopsis antholyza,(Poir.) Goldblatt,Iridaceae,tpl;tropicos, ,
2022,TNRS_Accepted_name,,,,,,Tritoniopsis anthoriza,0,0,Tritoniopsis anthoriza,Tritoniopsis antholyza,,0.95,Accepted,Tritoniopsis antholyza,(Poir.) Goldblatt,Iridaceae,tpl;tropicos, ,
2092,TNRS_Accepted_name,,,,,,Watsonia tabularae,0,0,Watsonia tabularae,Watsonia tabularis,,0.95,Accepted,Watsonia tabularis,J.W.Mathews & L.Bolus,Iridaceae,tpl, ,
2093,TNRS_Accepted_name,,,,,,Watsonia tabulare,0,0,Watsonia tabulare,Watsonia tabularis,,0.95,Accepted,Watsonia tabularis,J.W.Mathews & L.Bolus,Iridaceae,tpl, ,
1659,TNRS_Accepted_name,,,,,,Robsonodendron maritanum,0,0,Robsonodendron maritanum,Robsonodendron maritimum,,0.95,No opinion,Cassine maritima,(Bolus) L.Bolus,Celastraceae,tpl, ,
39,TNRS_Accepted_name,,,,,,Alciope tabulare,0,0,Alciope tabulare,Alciope tabularis,,0.95,Synonym,Capelio tabularis,(Thunb.) B.Nord.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:8F91C2D4-A99B-45E5-A67C-89B367F5EC9F
519,TNRS_Accepted_name,,,,,,Ehrhata rehamanii subsp subspicata,0,0,Ehrhata rehamanii subsp subspicata,Ehrharta rehmannii subsp. subspicata,,0.95,Synonym,Ehrharta rehmannii,Stapf,Poaceae,tpl, ,
135,TNRS_Accepted_name,,,,,,Aspalathus liguilobia,0,0,Aspalathus liguilobia,Aspalathus linguiloba,,0.96,Accepted,Aspalathus linguiloba,R.Dahlgren,Fabaceae,ildis, ,
244,TNRS_Accepted_name,,,,,,Capebolus brevicaulus,0,0,Capebolus brevicaulus,Capeobolus brevicaulis,,0.96,Accepted,Capeobolus brevicaulis,(C.B.Clarke) Browning,Cyperaceae,tpl, ,
261,TNRS_Accepted_name,,,,,,Carpococe vaginallata,0,0,Carpococe vaginallata,Carpacoce vaginellata,,0.96,Accepted,Carpacoce vaginellata,Salter,Rubiaceae,tpl, ,
262,TNRS_Accepted_name,,,,,,Caryx clavata,0,0,Caryx clavata,Carex clavata,,0.96,Accepted,Carex clavata,Thunb.,Cyperaceae,tpl, ,
386,TNRS_Accepted_name,,,,,,Crassula camprestis,0,0,Crassula camprestis,Crassula campestris,,0.96,Accepted,Crassula campestris,(Eckl. & Zeyh.) Endl.,Crassulaceae,tpl, ,
399,TNRS_Accepted_name,,,,,,Crasula fasicularis,0,0,Crasula fasicularis,Crassula fascicularis,,0.96,Accepted,Crassula fascicularis,Lam.,Crassulaceae,tpl;tropicos, ,
442,TNRS_Accepted_name,,,,,,Cythacoma hexandra,0,0,Cythacoma hexandra,Cyathocoma hexandra,,0.96,Accepted,Cyathocoma hexandra,(Nees) Browning,Cyperaceae,tpl;tropicos, ,
550,TNRS_Accepted_name,,,,,,Epischoenis gracilus,0,0,Epischoenis gracilus,Epischoenus gracilis,,0.96,Accepted,Epischoenus gracilis,Levyns,Cyperaceae,tpl, ,
599,TNRS_Accepted_name,,,,,,Erica hispidulum,0,0,Erica hispidulum,Erica hispidula,,0.96,Accepted,Erica hispidula,L.,Ericaceae,tpl, ,
625,TNRS_Accepted_name,,,,,,Erica plukinetti,0,0,Erica plukinetti,Erica plukenetii,,0.96,Accepted,Erica plukenetii,L.,Ericaceae,tpl, ,
779,TNRS_Accepted_name,,,,,,Galium tomentosa,0,0,Galium tomentosa,Galium tomentosum,,0.96,Accepted,Galium tomentosum,Thunb.,Rubiaceae,tpl, ,
815,TNRS_Accepted_name,,,,,,Gnidia pinifolius,0,0,Gnidia pinifolius,Gnidia pinifolia,,0.96,Accepted,Gnidia pinifolia,L.,Thymelaeaceae,tpl;tropicos, ,
892,TNRS_Accepted_name,,,,,,Hellunthia membranacea,0,0,Hellunthia membranacea,Hellmuthia membranacea,,0.96,Accepted,Hellmuthia membranacea,(Thunb.) R.W.Haines & Lye,Cyperaceae,tpl, ,
894,TNRS_Accepted_name,,,,,,Helmunthia membranacea,0,0,Helmunthia membranacea,Hellmuthia membranacea,,0.96,Accepted,Hellmuthia membranacea,(Thunb.) R.W.Haines & Lye,Cyperaceae,tpl, ,
896,TNRS_Accepted_name,,,,,,Hemanthus coccinous,0,0,Hemanthus coccinous,Haemanthus coccineus,,0.96,Accepted,Haemanthus coccineus,L.,Amaryllidaceae,tpl;tropicos, ,
1346,TNRS_Accepted_name,,,,,,Oxalis pescapri,0,0,Oxalis pescapri,Oxalis pes-caprae,,0.96,Accepted,Oxalis pes-caprae,L.,Oxalidaceae,tpl;tropicos;usda, ,
1384,TNRS_Accepted_name,,,,,,Passerina corymbosum,0,0,Passerina corymbosum,Passerina corymbosa,,0.96,Accepted,Passerina corymbosa,Eckl. ex C.H. Wright,Thymelaeaceae,tpl;tropicos, ,
1427,TNRS_Accepted_name,,,,,,Penesetum macrourum,0,0,Penesetum macrourum,Pennisetum macrourum,,0.96,Accepted,Pennisetum macrourum,Trin.,Poaceae,tpl;usda, ,
1429,TNRS_Accepted_name,,,,,1,Pennesitum clandestinum,0,0,Pennesitum clandestinum,Pennisetum clandestinum,,0.96,Accepted,Pennisetum clandestinum,Hochst. ex Chiov.,Poaceae,tpl;usda, ,
1430,TNRS_Accepted_name,,,,,,Pennesitum macrourum,0,0,Pennesitum macrourum,Pennisetum macrourum,,0.96,Accepted,Pennisetum macrourum,Trin.,Poaceae,tpl;usda, ,
1435,Human_alternative,,,Pentameris barbata,,,Pentachistis barbarta,0,0,Pentachistis barbarta,Pentaschistis barbata,,0.96,Accepted,Pentaschistis barbata,(Nees) H.P.Linder,Poaceae,tpl, ,
1582,TNRS_Accepted_name,,,,,,Protea scollimacephala,0,0,Protea scollimacephala,Protea scolymocephala,,0.96,Accepted,Protea scolymocephala,Reich.,Proteaceae,tpl;tropicos, ,
1736,TNRS_Accepted_name,,,,,,Senecio pinifolia,0,0,Senecio pinifolia,Senecio pinifolius,,0.96,Accepted,Senecio pinifolius,(L.) Lam.,Asteraceae,gcc, [Ambiguous match] ,urn:lsid:compositae.org:names:C6CDF5C9-5A0F-4BD3-A566-3F0BB36486EF
1871,TNRS_Accepted_name,,,,,,Tetragonia fruticosus,0,0,Tetragonia fruticosus,Tetragonia fruticosa,,0.96,Accepted,Tetragonia fruticosa,L.,Aizoaceae,tpl;tropicos, ,
1893,TNRS_Accepted_name,,,,,,Tetraria pleistacha,0,0,Tetraria pleistacha,Tetraria pleosticha,,0.96,Accepted,Tetraria pleosticha,C.B.Clarke,Cyperaceae,tpl, ,
1905,TNRS_Accepted_name,,,,,,Thamnochortis gracilus,0,0,Thamnochortis gracilus,Thamnochortus gracilis,,0.96,Accepted,Thamnochortus gracilis,Mast.,Restionaceae,tpl;tropicos, ,
1910,TNRS_Accepted_name,,,,,,Thamnochortus areanaruis,0,0,Thamnochortus areanaruis,Thamnochortus arenarius,,0.96,Accepted,Thamnochortus arenarius,Esterh.,Restionaceae,tpl;tropicos, ,
1925,TNRS_Accepted_name,,,,,,Thamnochorus gracilus,0,0,Thamnochorus gracilus,Thamnochortus gracilis,,0.96,Accepted,Thamnochortus gracilis,Mast.,Restionaceae,tpl;tropicos, ,
1928,TNRS_Accepted_name,,,,,,Thamnoschortus gracilus,0,0,Thamnoschortus gracilus,Thamnochortus gracilis,,0.96,Accepted,Thamnochortus gracilis,Mast.,Restionaceae,tpl;tropicos, ,
1965,TNRS_Accepted_name,,,,,,Tracheandra tabularus ?,0,0,Tracheandra tabularus ?,Trachyandra tabularis,,0.96,Accepted,Trachyandra tabularis,(Baker) Oberm.,Xanthorrhoeaceae,tpl, ,
2014,TNRS_Accepted_name,,,,,,Trintoniopsis tritisea,0,0,Trintoniopsis tritisea,Tritoniopsis triticea,,0.96,Accepted,Tritoniopsis triticea,(Burm.f.) Goldblatt,Iridaceae,tpl, ,
2053,TNRS_Accepted_name,,,,,,valerophyton dealbatum,0,0,valerophyton dealbatum,Vellereophyton dealbatum,,0.96,Accepted,Vellereophyton dealbatum,(Thunb.) Hilliard & B.L.Burtt,Asteraceae,gcc, ,urn:lsid:compositae.org:names:6D2BF24A-F6F9-4868-AA99-97A42CD62028
29,Human_alternative,,,Microdon dubius,,,Agathulpus dubia,0,0,Agathulpus dubia,Agathelpis dubia,,0.96,No opinion,,,,tpl, ,
833,TNRS_Name_matched,,,,,,Halea drupacea,0,0,Halea drupacea,Hakea drupacea,,0.96,No opinion,Hakea suaveolens,R.Br.,Proteaceae,tpl, ,
209,TNRS_Name_matched,,,,,,Bolusatra betuminosa,0,0,Bolusatra betuminosa,Bolusafra bituminosa,,0.96,Synonym,Fagelia bituminosa,(L.)DC.,Fabaceae,ildis, ,
988,TNRS_Accepted_name,,,,,,Ischyrolepis tenusima,0,0,Ischyrolepis tenusima,Ischyrolepis tenuissima,,0.96,Synonym,Restio tenuissimus,Kunth,Restionaceae,tpl, ,
1096,TNRS_Accepted_name,,1,,,,Lobelia echinoides,0,0,Lobelia echinoides,Lobelia erinoides,,0.96,Synonym,Lobelia erinus,L.,Campanulaceae,tpl;usda, [Ambiguous match] ,
2010,TNRS_Name_matched,,,,,,Trifolium angustifolia var. angustifolia,0,0,Trifolium angustifolia var. angustifolia,Trifolium angustifolium var. angustifolium,,0.96,Synonym,,,,tpl, ,
49,TNRS_Accepted_name,,,,,,Anaxeton laevae,0,0,Anaxeton laevae,Anaxeton laeve,,0.97,Accepted,Anaxeton laeve,(Harv.) Lundgren,Asteraceae,gcc, ,urn:lsid:compositae.org:names:9AEC988B-AFC9-4906-80EB-8CFED2388162
52,TNRS_Accepted_name,,,,,,Androcimbium ucomoides,0,0,Androcimbium ucomoides,Androcymbium eucomoides,,0.97,Accepted,Androcymbium eucomoides,(Jacq.) Willd.,Colchicaceae,tpl, ,
70,TNRS_Accepted_name,,,,,,Anthospermum aethiopica,0,0,Anthospermum aethiopica,Anthospermum aethiopicum,,0.97,Accepted,Anthospermum aethiopicum,L.,Rubiaceae,tpl;tropicos, ,
82,TNRS_Accepted_name,,,,,,Apocanaceae,0,0,Apocanaceae,Apocynaceae,,0.97,Accepted,Apocynaceae,,,tpl;usda, ,
124,TNRS_Accepted_name,,,,,,Aspalathus ericifolium,0,0,Aspalathus ericifolium,Aspalathus ericifolia,,0.97,Accepted,Aspalathus ericifolia,L.,Fabaceae,ildis, ,
125,TNRS_Accepted_name,,,,,,Aspalathus ericifolius,0,0,Aspalathus ericifolius,Aspalathus ericifolia,,0.97,Accepted,Aspalathus ericifolia,L.,Fabaceae,ildis, ,
148,TNRS_Accepted_name,,,,,,Asparagus asperacoides,0,0,Asparagus asperacoides,Asparagus asparagoides,,0.97,Accepted,Asparagus asparagoides,(L.) Druce,Asparagaceae,tpl;tropicos;usda, ,
