Acacia_cyclops	Acacia_saligna	Adenandra_villosa	Adenocline_pauciflora	Agapanthus	Agapanthus_africanus	Agathosma_capensis	Agathosma_ciliaris	Agathosma_imbricata	Agathosma	Albuca	Albuca_flaccida	Alciope_tabularis	Amphithalea_ericifolia	Anagallis_arvensis	Anaxeton_laeve	Anisodontea_scabrosa	Annesorhiza_hirsuta	Anthochortus_capensis	Anthochortus_crinalis	Anthospermum_aethiopicum	Aristea_africana	Aristea_major	Aristea_spiralis	Aspalathus_capensis	Aspalathus_cephalotes	Aspalathus_chenopoda	Aspalathus_cordata	Aspalathus_divaricata	Aspalathus_ericifolia	Aspalathus_linguiloba	Aspalathus	Asparagus_compactus	Asparagus_lignosus	Asparagus	Asta	Astephanus_triflorus	Avena	Avena_sativa	Babiana_ambigua	Babiana	Baeometra_uniflora	Berkheya_armata	Berkheya_barbata	Berzelia_abrotanoides	Berzelia_lanuginosa	Bobartia_gladiata	Bobartia_indica	Bobartia	Bolusafra_bituminosa	Briza_maxima	Briza_minor	Brunia_noduliflora	Bulga	Bulbine	Caesia_contorta	Calopsis_fruticosa	Calopsis_gracilis	Calopsis_viminea	Cannomois_virgata	Capeobolus_brevicaulis	Carpacoce_spermacocea	Carpacoce_vaginellata	Carpobrotus_edulis	Carex_clavata	Cassine_maritima	Cassine_peragua	Cassytha_ciliolata	Catapodium_rigidum	Centella_affinis	Centella_glabrata	Centella_tridentata	Cerastium_capense	Chasmanthe_aethiopica	Chironia_baccifera	Chironia_decumbens	Chironia_jasminoides	Chondropetalum_ebracteatum	Chrysanthemoides_monilifera	Chrysocoma_coma.aurea	Cineraria_geifolia	Cliffortia	Cliffortia_atrata	Cliffortia_falcata	Cliffortia_filifolia	Cliffortia_graminea	Cliffortia_obcordata	Cliffortia_polygonifolia	Cliffortia_ruscifolia	Cliffortia_stricta	Clutia_alaternoides	Clutia_polygonoides	Calopsis	Conyza_bonariensis	Conyza_canadensis	Conyza_scabrida	Corymbium_africanum	Corymbium_enerve	Corymbium_glabrum	Cola_ficifolia	Cotula_turbinata	Crassula_fascicularis	Crassula_glomerata	Crassula	Cullumia_setosa	Cullumia_squarrosa	Cedrostis	Cussonia_thyrsiflora	Cyanella_hyacinthoides	Cyathocoma_hexandra	Cymbopogon_marginatus	Cynanchum_obtusifolium	Unknown	Cyphia_bulbosa	Diastella_divaricata	Dilatris_pillansii	Dimorphotheca_pluvialis	Diosma_hirsuta	Diosma_oppositifolia	Diospyros_glabra	Dipogon_lignosus	Disa_bracteata	Disa_racemosa	Dischisma_arenarium	Disparago_anomala	Disparago_ericoides	Disparago_laxifolia	Drimia	Drosera_capensis	Drosera_trinervia	Edmondia_sesamoides	Ehrharta_calycina	Ehrharta_capensis	Ehrharta_erecta	Ehrharta_ramosa	Ehrharta_rehmannii_subsp._subspicata	Ehrharta_setacea	Ehrharta_villosa	Elegia_coleura	Elegia_filacea	Elegia_juncea	Elegia	Elegia_racemosa	Elegia_stipularis	Elegia_thyrsifera	Elytropappus_rhinocerotis	Elytropappus_scaber	Epischoenus_gracilis	Epischoenus_villosus	Eragrostis_capensis	Eragrostis_curvula	Erepsia	Erepsia_bracteata	Erica_abietina	Erica_cerinthoides	Erica_coccinea	Erica_corifolia	Erica_curviflora	Erica_ericoides	Erica_hirtiflora	Erica_hispidula	Erica_labialis	Erica_laeta	Erica_limosa	Erica_lutea	Erica_mammosa	Erica_mucronata	Erica_muscosa	Erica_nudiflora	Erica_plukenetii	Erica_similis	Erica	Erica_parviflora	Erica_subcapitata	Erica_tenuifolia	Erica_verticillata	Erigeron_bonariensis	Eriospermum	Euclea_racemosa	Euphorbia_erythrina	Euphorbia_genistoides	Euryops_abrotanifolius	Exomis	Feea	Ficinia_indica	Ficinia_angustifolia	Ficinia_brevifolia	Ficinia_bulbosa	Ficinia_capillifolia	Ficinia_capitella	Ficinia_deusta	Ficinia_dunensis	Ficinia	Ficinia_filiformis	Ficinia_nigrescens	Ficinia_oligantha	Ficinia_ramosissima	Ficinia_secunda	Ficinia_tenuifolia	Ficinia_trichodes	Ficinia_zeyheri	Galium_tomentosum	Geranium_incanum	Gerbera_crocea	Gerbera	Gladiolus	Gnidia_humilis	Gnidia_juniperifolia	Gnidia_oppositifolia	Gnidia_parviflora	Gnidia_tomentosa	Grias	Hakea_gibbosa	Haplocarpha_lanata	Hebenstretia_repens	Helichrysum_crispum	Helichrysum_cymosum	Helichrysum_dasyanthum	Helichrysum_indicum	Helichrysum_litorale	Helichrysum_niveum	Helichrysum_pandurifolium	Helichrysum_patulum	Helichrysum	Helipterum	Hellmuthia_membranacea	Hermannia_multiflora	Hermannia_rudis	Hermas_villosa	Hibiscus_aethiopicus	Histiopteris_incisa	Holothrix_villosa	Hordeum	Hyparrhenia_hirta	Hypochoeris_radicata	Hypodiscus_albo.aristatus	Hypodiscus_aristatus	Hypodiscus_willdenowia	Imperata_cylindrica	Indigofera_brachystachya	Indigofera_filiformis	Indigofera_glomerata	Indigofera_mauritanica	Indigofera_sarmentosa	Indigofera	Iridaceae	Ischyrolepis_capensis	Ischyrolepis_cincinnata	Ischyrolepis_eleocharis	Ischyrolepis_gaudichaudiana	Ischyrolepis_sieberi	Ischyrolepis	Ischyrolepis_tenuissima	Isolepis_antarctica	Isolepis_marginata	Isolepis	Juncus_capensis	Kiggelaria_africana	Knowltonia_capensis	Koeleria_capensis	Lactuca_serriola	Lagurus_ovatus	Lampranthus_emarginatus	Lampranthus_glomeratus	Lebeckia_wrightii	Leptospermum_laevigatum	Leucadendron_coniferum	Leucadendron_laureolum	Leucadendron_salignum	Leucadendron_xanthoconus	Leucospermum_conocarpodendron	Lichtensteinia_lacera	Lightfootia_tenella	Linum_africanum	Liparia_parva	Liparia_splendens	Lobelia_comosa	Lobelia_coronopifolia	Lobelia_erinus	Lobelia_pinifolia	Lobostemon_montanus	Macrostylis_villosa	Manulea_cheiranthus	Manulea_tomentosa	Mariscus_thunbergii	Mastersiella_digitata	Maytenus_oleoides	Merxmuellera_cincta	Merxmuellera_rufa	Merxmuellera_stricta	Metalasia_brevifolia	Metalasia_cephalotes	Metalasia_compacta	Metalasia_densa	Metalasia_divergens	Metalasia_muricata	Metalasia	Micranthus_alopecuroides	Microdon_dubius	Microcodon_glomeratus	Microcodon_sparsiflorus	Mimetes_fimbriifolius	Montinia_caryophyllacea	Moraea_hexaglottis	Morea	Moraea_virgata	Morella_humilis	Morella_quercifolia	Morella_serrata	Muraltia_demissa	Muraltia_diabolica	Muraltia_heisteria	Muraltia	Muraltia_stipulacea	Muraltia_thunbergii	Muscari	Myrsine_africana	Nemesia	Nemesia_versicolor	Nylandtia_spinosa	Oedera_imbricata	Oftia_africana	Olea_capensis	Olea_exasperata	Orchis	Osmitopsis_asteriscoides	Osteospermum_ciliatum	Osyris_compressa	Otholobium_fruticans	Othonna_filicaulis	Ottonia	Othonna_quinquedentata	Oxalis_pes.caprae	Oxalis_polyphylla	Oxalis	Oxalis_versicolor	Passerina_corymbosa	Passerina_paleacea	Pelargonium_betulinum	Pelargonium_capitatum	Pelargonium_cucullatum	Pelargonium_alatum	Pelargonium_longifolium	Pelargonium_myrrhifolium	Pelargonium	Pelargonium_tabulare	Pelargonium_triste	Penaea_cneorum	Penaea_mucronata	Pennisetum_clandestinum	Pennisetum_macrourum	Pentameris_macrocalycina	Pentaschistis_airoides	Pentaschistis_ampla	Pentaschistis_aristidoides	Pentaschistis_barbata	Pentaschistis_curvifolia	Pentaschistis_malouinensis	Pentaschistis_pallescens	Pentaschistis_pallida	Pentaschistis_pusilla	Pentaschistis	Pentaschistis_rigidissima	Petalacte_coronata	Petrorhagia_prolifera	Peucedanum_ferulaceum	Peucedanum	Phylica_buxifolia	Phylica_dioica	Phylica_ericoides	Phylica_imberbis	Picris_echioides	Pinus_pinaster	Platycaulos_compressus	Platycaulos_major	Polycarpon_tetraphyllum	Polygala_garcinii	Polypogon_monspeliensis	Printzia_aromatica	Protea_acaulos	Protea_cynaroides	Protea_lepidocarpodendron	Protea_neriifolia	Protea_nitida	Pseudognaphalium_undulatum	Pseudopentameris_macrantha	Pseudoselago_spuria	Psoralea_laxa	Pteridium_aquilinum	Pycreus_polystachyos	Rafnia_triflora	Rapanea_melanophloeos	Raphanus_raphanistrum	Rapistrum_rugosum	Restio_ambiguus	Restio_quadratus	Restio	Restio_triticeus	Rhus_glauca	Rhus_laevigata	Rhus_lucida	Rhus_rosmarinifolia	Rhus_tomentosa	Rhynchosia_ferulifolia	Robsonodendron_maritimum	Roella_amplexicaulis	Roella_ciliata	Saltera_sarcocolla	Salvia_africana.caerulea	Salvia_africana.lutea	Salvia_chamelaeagnea	Satyrium_carneum	Scabiosa_africana	Scabiosa_columbaria	Schizaea_pectinata	Scirpoides_thunbergii	Sebaea	Selago_dregei	Selago_luxurians	Senecio_scapiflorus	Senecio_elegans	Senecio_erosus	Senecio_halimifolius	Senecio_hastatus	Senecio_pinifolius	Senecio_pterophorus	Senecio_pubigerus	Senecio_repandus	Senecio_rigidus	Senecio	Senecio_triqueter	Senecio_umbellatus	Serruria_villosa	Sideroxylon_inerme	Silene	Silene_cretica	Solanum_nigrum	Solanum_quadrangulare	Solanum_retroflexum	Solanum	Sonchus_oleraceus	Staberoha_cernua	Staavia_radiata	Stilbe_vestita	Stipagrostis_zeyheri	Stoebe_aethiopica	Stoebe_cinerea	Stoebe	Struthiola	Struthiola_ciliata	Struthiola_dodecandra	Struthiola_striata	Sutera_hispida	Syncarpha_speciosissima	Syncarpha_vestita	Taraxacum_officinale	Tarchonanthus_camphoratus	Tetragonia_fruticosa	Tetraria_brachyphylla	Tetraria_bromoides	Tetraria_compar	Tetraria_cuspidata	Tetraria_eximia	Tetraria_fasciata	Tetraria_fimbriolata	Tetraria_microstachys	Tetraria_pleosticha	Tetraria	Tetraria_sylvatica	Tetraria_thermalis	Tetraria_ustulata	Thamnochortus_arenarius	Thamnochortus_fruticosus	Thamnochortus_gracilis	Thamnochortus_lucens	Thamnochortus	Themeda_triandra	Thesium_capitatum	Thesium_funale	Thesium	Thesium_strictum	Tahina	Thunbergiella_filiformis	Trachyandra_ciliata	Trachyandra_hirsuta	Trachyandra_hirsutiflora	Trachyandra_scabra	Trachyandra	Trachyandra_tabularis	Tribolium_hispidum	Tribolium_uniolae	Trichocephalus_stipularis	Tritoniopsis	Tripteris_clandestina	Tritoniopsis_antholyza	Tritoniopsis_parviflora	Tritoniopsis_triticea	Tritoniopsis_unguicularis	Typha_capensis	Ursinia_paleacea	Ursinia	Vellereophyton_dealbatum	Virgilia_oroboides	Wachendorfia_paniculata	Wahlenbergia_capensis	Wahlenbergia_exilis	Wahlenbergia_obovata	Wahlenbergia_parvifolia	Wahlenbergia_tenella	Watsonia_borbonica	Watsonia_tabularis	Widdringtonia_nodiflora	Side	Willdenowia_teres	Zaluzianskya_capensis	Zygophyllum_flexuosum
1.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
1.1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	70	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
