spcID	p1_a	p1_b	p1_c	p1_d	p1_e	p1_f	p1_g	p1_h	p1_i	p1_j	p1_k	p1_l	p2_a	p2_b	p2_c	p2_d	p2_e	p2_f	p2_g	p2_h	p2_i	p2_j	p2_k	p2_l	p3_a	p3_b	p3_c	p3_d	p3_e	p3_f	p3_g	p3_h	p3_i	p3_j	p3_k	p3_l	p4_a	p4_b	p4_c	p4_d	p4_e	p4_f	p4_g	p4_h	p4_i	p4_j	p4_k	p4_l	p5_a	p5_b	p5_c	p5_d	p5_e	p5_f	p5_g	p5_h	p5_i	p5_j	p5_k	p5_l	p6_a	p6_b	p6_c	p6_d	p6_e	p6_f	p6_g	p6_h	p6_i	p6_j	p6_k	p6_l	p7_a	p7_b	p7_c	p7_d	p7_e	p7_f	p7_g	p7_h	p7_i	p7_j	p7_k	p7_l	p8_a	p8_b	p8_c	p8_d	p8_e	p8_f	p8_g	p8_h	p8_i	p8_j	p8_k	p8_l	p9_a	p9_b	p9_c	p9_d	p9_e	p9_f	p9_g	p9_h	p9_i	p9_j	p9_k	p9_l	p10_a	p10_b	p10_c	p10_d	p10_e	p10_f	p10_g	p10_h	p10_i	p10_j	p10_k	p10_l	p11_a	p11_b	p11_c	p11_d	p11_e	p11_f	p11_g	p11_h	p11_i	p11_j	p11_k	p11_l	p12_a	p12_b	p12_c	p12_d	p12_e	p12_f	p12_g	p12_h	p12_i	p12_j	p12_k	p12_l	p13_a	p13_b	p13_c	p13_d	p13_e	p13_f	p13_g	p13_h	p13_i	p13_j	p13_k	p13_l	p14_a	p14_b	p14_c	p14_d	p14_e	p14_f	p14_g	p14_h	p14_i	p14_j	p14_k	p14_l	p15_a	p15_b	p15_c	p15_d	p15_e	p15_f	p15_g	p15_h	p15_i	p15_j	p15_k	p15_l	p16_a	p16_b	p16_c	p16_d	p16_e	p16_f	p16_g	p16_h	p16_i	p16_j	p16_k	p16_l	p17_a	p17_b	p17_c	p17_d	p17_e	p17_f	p17_g	p17_h	p17_i	p17_j	p17_k	p17_l	p18_a	p18_b	p18_c	p18_d	p18_e	p18_f	p18_g	p18_h	p18_i	p18_j	p18_k	p18_l	p19_a	p19_b	p19_c	p19_d	p19_e	p19_f	p19_g	p19_h	p19_i	p19_j	p19_k	p19_l	p20_a	p20_b	p20_c	p20_d	p20_e	p20_f	p20_g	p20_h	p20_i	p20_j	p20_k	p20_l	p21_a	p21_b	p21_c	p21_d	p21_e	p21_f	p21_g	p21_h	p21_i	p21_j	p21_k	p21_l	p22_a	p22_b	p22_c	p22_d	p22_e	p22_f	p22_g	p22_h	p22_i	p22_j	p22_k	p22_l	p23_a	p23_b	p23_c	p23_d	p23_e	p23_f	p23_g	p23_h	p23_i	p23_j	p23_k	p23_l	p24_a	p24_b	p24_c	p24_d	p24_e	p24_f	p24_g	p24_h	p24_i	p24_j	p24_k	p24_l	p25_a	p25_b	p25_c	p25_d	p25_e	p25_f	p25_g	p25_h	p25_i	p25_j	p25_k	p25_l	p26_a	p26_b	p26_c	p26_d	p26_e	p26_f	p26_g	p26_h	p26_i	p26_j	p26_k	p26_l	p27_a	p27_b	p27_c	p27_d	p27_e	p27_f	p27_g	p27_h	p27_i	p27_j	p27_k	p27_l	p28_a	p28_b	p28_c	p28_d	p28_e	p28_f	p28_g	p28_h	p28_i	p28_j	p28_k	p28_l	p29_a	p29_b	p29_c	p29_d	p29_e	p29_f	p29_g	p29_h	p29_i	p29_j	p29_k	p29_l	p30_a	p30_b	p30_c	p30_d	p30_e	p30_f	p30_g	p30_h	p30_i	p30_j	p30_k	p30_l	p31_a	p31_b	p31_c	p31_d	p31_e	p31_f	p31_g	p31_h	p31_i	p31_j	p31_k	p31_l	p32_a	p32_b	p32_c	p32_d	p32_e	p32_f	p32_g	p32_h	p32_i	p32_j	p32_k	p32_l	p33_a	p33_b	p33_c	p33_d	p33_e	p33_f	p33_g	p33_h	p33_i	p33_j	p33_k	p33_l	p34_a	p34_b	p34_c	p34_d	p34_e	p34_f	p34_g	p34_h	p34_i	p34_j	p34_k	p34_l	p35_a	p35_b	p35_c	p35_d	p35_e	p35_f	p35_g	p35_h	p35_i	p35_j	p35_k	p35_l	p36_a	p36_b	p36_c	p36_d	p36_e	p36_f	p36_g	p36_h	p36_i	p36_j	p36_k	p36_l	p37_a	p37_b	p37_c	p37_d	p37_e	p37_f	p37_g	p37_h	p37_i	p37_j	p37_k	p37_l	p38_a	p38_b	p38_c	p38_d	p38_e	p38_f	p38_g	p38_h	p38_i	p38_j	p38_k	p38_l	p39_a	p39_b	p39_c	p39_d	p39_e	p39_f	p39_g	p39_h	p39_i	p39_j	p39_k	p39_l	p40_a	p40_b	p40_c	p40_d	p40_e	p40_f	p40_g	p40_h	p40_i	p40_j	p40_k	p40_l	p41_a	p41_b	p41_c	p41_d	p41_e	p41_f	p41_g	p41_h	p41_i	p41_j	p41_k	p41_l	p42_a	p42_b	p42_c	p42_d	p42_e	p42_f	p42_g	p42_h	p42_i	p42_j	p42_k	p42_l	p43_a	p43_b	p43_c	p43_d	p43_e	p43_f	p43_g	p43_h	p43_i	p43_j	p43_k	p43_l	p44_a	p44_b	p44_c	p44_d	p44_e	p44_f	p44_g	p44_h	p44_i	p44_j	p44_k	p44_l	p45_a	p45_b	p45_c	p45_d	p45_e	p45_f	p45_g	p45_h	p45_i	p45_j	p45_k	p45_l	p46_a	p46_b	p46_c	p46_d	p46_e	p46_f	p46_g	p46_h	p46_i	p46_j	p46_k	p46_l	p47_a	p47_b	p47_c	p47_d	p47_e	p47_f	p47_g	p47_h	p47_i	p47_j	p47_k	p47_l	p48_a	p48_b	p48_c	p48_d	p48_e	p48_f	p48_g	p48_h	p48_i	p48_j	p48_k	p48_l	p49_a	p49_b	p49_c	p49_d	p49_e	p49_f	p49_g	p49_h	p49_i	p49_j	p49_k	p49_l	p50_a	p50_b	p50_c	p50_d	p50_e	p50_f	p50_g	p50_h	p50_i	p50_j	p50_k	p50_l	p51_a	p51_b	p51_c	p51_d	p51_e	p51_f	p51_g	p51_h	p51_i	p51_j	p51_k	p51_l	p52_a	p52_b	p52_c	p52_d	p52_e	p52_f	p52_g	p52_h	p52_i	p52_j	p52_k	p52_l
Acacia_cyclops	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	s	s	NA	NA	NA	NA	NA	s	NA	NA	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	NA	NA	NA	s	NA	s	s	NA	NA	NA	s	NA	NA	s	NA	NA	NA	NA	NA	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	b	b	NA	NA	NA	s	s	s	NA	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	NA	NA	NA	NA	NA	s	NA	s	NA	NA	NA	NA	NA	NA	s	NA	s	s	NA	NA	NA	NA	s	NA	s	NA	NA	s	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	NA	NA	NA	s	NA	s	NA	NA	NA	b	NA	NA	NA	s	s	s	NA	NA	NA	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	s	Regn	s	s	s	b	NA	NA	b	NA	b	s	s	s	s	s	s	s	s	s	s	s	s	NA	s	NA	NA	NA	NA	NA	NA	NA	s	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	s	s	s	s	s	s	s	s	s	s	s	NA	NA	NA	NA	NA	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	s	NA	s	s	NA	NA	NA	NA	NA	NA	s	s	NA	NA	NA	NA	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	s	s	NA	s	s		s	s	s	s	s	NA	s	s	s	s	s	s	s	s	s	NA	NA	s	s	s	s	s	s	s	s	s	s	s	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	NA	NA	NA	NA	s	NA	NA	s	s	s	s	s	s	NA	s	s	s	s	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acacia_longifolia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	s	NA	NA	s	NA	NA	s	s	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	s	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	NA	NA	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	s	s	s	s	s	s	s	s	s	s	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	s	s	s	s	s	s	s	s	s	s	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acacia_mearnsii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acacia_melanoxylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acacia_saligna	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	s	s	s	s	s	s	s	b	s	b	NA	NA	s	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	NA	NA	NA	NA	NA	b	NA	NA	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	b	b	2	s	s	s	s	s	s	b	b	NA	NA	NA	NA	b	b	r	s	s	r	NA	b	r	NA	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	s	s	s	s	s	s	s	s	s	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	s	NA	NA	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	NA	s	NA	NA	NA	NA	NA	b	NA	NA	NA	NA	NA	s	s	s	NA	NA	s	NA	NA	s	NA	NA	s	NA	NA	NA	s	NA	NA	s	s	NA	s	s	s	NA	NA	NA	NA	s	NA	NA	NA	s	NA	NA	NA	NA	NA	s	*	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	s	s	s	s	a	s	s	s	s	s	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	NA	NA	NA	NA	NA	NA	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	s	s	b	s	s	s	s	b	s	b	b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	s	s	s	s	s	s	s	s	s	s	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	NA	NA	s	s	NA	NA	NA	NA	NA	NA	s	s	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s	s	s	s	s	b	b	b	b	b	b	b
