Acacia_cyclops	Acacia_longifolia	Acacia_mearnsii	Acacia_melanoxylon	Acacia_saligna	Acrolophia_capensis	Adenandra_villosa	Adenocline_pauciflora	Agapanthus_africanus	Agathosma_ciliaris	Agathosma_imbricata	Agathosma	Albuca_cooperi	Albuca_flaccida	Albuca	Alciope_tabularis	Alectra_sessiliflora	Amphithalea_ericifolia	Anagallis_arvensis	Anaxeton_laeve	Androcymbium_capense	Androcymbium_eucomoides	Androcymbium	Anisodontea_scabrosa	Annesorhiza_grandiflora	Annesorhiza_macrocarpa	Anna	Anthospermum_aethiopicum	Anthospermum_galioides	Anthospermum	Apiaceae	Arctotheca_calendula	Argyrolobium_filiforme	Aristea_africana	Aristea_major	Aristea_spiralis	Aristea	Asclepiadaceae	Aspalathus_capensis	Aspalathus_cephalotes	Aspalathus_chenopoda	Aspalathus_ciliaris	Aspalathus_cordata	Aspalathus_divaricata	Aspalathus_ericifolia	Aspalathus_forbesii	Aspalathus	Aspalathus_hispida	Aspalathus_juniperina	Aspalathus_laricifolia	Aspalathus_linguiloba	Aspalathus_microphylla	Aspalathus_retroflexa	Asparagus_africanus	Asparagus_capensis	Asparagus_compactus	Asparagus_lignosus	Asparagus_rubicundus	Asparagus	Aspidoglossum_heterophyllum	Astephanus_triflorus	Asteliaceae	Athamanta_crithmifolia	Athanasia_crithmifolia	Atriplex_semibaccata	Avena_barbata	Avena_fatua	Babiana	Baeometra_uniflora	Berkheya_armata	Berkheya_barbata	Berkheya_rigida	Berzelia_lanuginosa	Blechnum_capense	Blechnum_tabulare	Bobartia_filiformis	Bobartia_gladiata	Bobartia_indica	Bobartia	Bolusafra_bituminosa	Brachypodium_distachyon	Brassica_tournefortii	Briza_minor	Briza_maxima	Bromus_diandrus	Bromus_pectinatus	Brunia_noduliflora	Brunsvigia_orientalis	Bulbine_lagopus	Bulbine	Caesia_contorta	Campanulaceae	Cannomois_virgata	Capeobolus_brevicaulis	Capnophyllum_africanum	Capnophyllum_macrocarpum	Carduus_pycnocephalus	Carex_clavata	Carpacoce_spermacocea	Carpacoce_vaginellata	Carpobrotus_edulis	Cassine_peragua	Cassytha_ciliolata	Catapodium_rigidum	Centella_affinis	Centella_fusca	Centella_glabrata	Centella_macrocarpa	Centella	Centella_tridentata	Centella_triloba	Cerastium_capense	Ceratandra_atrata	Chamaesyce_maculata	Chasmanthe_aethiopica	Cheilanthes_capensis	Chenopodium_glaucum	Chenopodium_mucronatum	Chionanthus_foveolatus	Chironia_jasminoides	Chironia_linoides	Chrysanthemoides_incana	Chrysanthemoides_monilifera	Chrysitrix_capensis	Chrysocoma_coma.aurea	Cineraria_geifolia	Cissampelos_capensis	Cleretum_herrei	Cleretum	Cliffortia_atrata	Cliffortia_falcata	Cliffortia_filifolia	Cliffortia_glauca	Cliffortia_graminea	Cliffortia_obcordata	Cliffortia_polygonifolia	Cliffortia_ruscifolia	Cliffortia	Cliffortia_stricta	Clutia_alaternoides	Clutia_ericoides	Clutia_polygonoides	Clutia	Coleonema_album	Commelina_africana	Corymbium_africanum	Corymbium_enerve	Corymbium_glabrum	Corymbium	Cotula	Cotula_turbinata	Crassula_campestris	Crassula_coccinea	Crassula_decumbens	Crassula_dichotoma	Crassula_fascicularis	Crassula_glomerata	Crassula_nudicaulis	Cullumia_setosa	Cullumia_squarrosa	Cuscuta_nitida	Cussonia_thyrsiflora	Cyanella_hyacinthoides	Cyathocoma_hexandra	Cymbopogon_marginatus	Cynanchum_africanum	Cynanchum_obtusifolium	Cynodon_dactylon	Cynosurus_echinatus	Cyperaceae	Cyperus_denudatus	Cyphia_bulbosa	Datura_stramonium	Diascia_elongata	Diascia	Diastella_divaricata	Dilatris_viscosa	Dilatris_pillansii	Dimorphotheca_nudicaulis	Dimorphotheca_pluvialis	Diosma_hirsuta	Diosma_oppositifolia	Diosma	Diospyros_glabra	Dipogon_lignosus	Disa_bracteata	Disa_densiflora	Disa_racemosa	Disa	Dischisma_arenarium	Dischisma_ciliatum	Dischisma	Disparago_anomala	Disparago_ericoides	Drimia_elata	Drimia	Drosanthemum_stokoei	Drosera_aliciae	Drosera_capensis	Drosera_cistiflora	Drosera_trinervia	Edmondia_sesamoides	Ehrharta_calycina	Ehrharta_capensis	Ehrharta_erecta	Ehrharta_ottonis	Ehrharta_ramosa	Ehrharta_rupestris_subsp._tricostata	Ehrharta_setacea	Ehrharta	Ehrharta_villosa	Elegia_asperifolia	Elegia_coleura	Elegia_filacea	Elegia_juncea	Elegia_racemosa	Elegia	Elegia_stipularis	Elytropappus_scaber	Epilobium_tetragonum	Epischoenus_gracilis	Epischoenus	Epischoenus_villosus	Eragrostis	Erepsia_anceps	Erepsia_bracteata	Erepsia	Erica_cerinthoides	Erica_plukenetii	Erica	Erica_viscaria	Ericoides	Erigeron_capensis	Erodium	Eucalyptus_lehmannii	Eucalyptus	Euclea_racemosa	Euphorbia_erythrina	Euphorbia_foliosa	Euphorbia_genistoides	Euphorbia_silenifolia	Euphorbia	Euphorbia_tuberosa	Euryops_abrotanifolius	Fagaceae	Felicia_fruticosa	Felicia_tenella	Ferraria	Festuca_scabra	Ficinia_acuminata	Ficinia_angustifolia	Ficinia_brevifolia	Ficinia_bulbosa	Ficinia_capitella	Ficinia_deusta	Ficinia_dunensis	Ficinia_indica	Ficinia_nigrescens	Ficinia_oligantha	Ficinia_ramosissima	Ficinia_secunda	Ficinia	Ficinia_stolonifera	Ficinia_tenuifolia	Fumaria_muralis	Galium_tomentosum	Gazania_pectinata	Gazania	Geissorhiza_aspera	Geranium_incanum	Gerbera_crocea	Gerbera_linnaei	Gerbera	Gladiolus_carneus	Gladiolus	Glia_prolifera	Gnidia_humilis	Gnidia_imbricata	Gnidia_juniperifolia	Gnidia_oppositifolia	Gnidia_parviflora	Gnidia_pinifolia	Gnidia_simplex	Gnidia	Gnidia_tomentosa	Gomphocarpus_cancellatus	Gymnosporia_buxifolia	Haemanthus_coccineus	Hakea_drupacea	Hakea_gibbosa	Hakea_sericea	Haplocarpha_lanata	Hebenstretia_repens	Hebenstreitia	Hebenstretia_cordata	Hebenstretia_dentata	Hebenstretia_fastigiosa	Helichrysum_capense	Helichrysum_crispum	Helichrysum_cylindriflorum	Helichrysum_cymosum	Helichrysum_foetidum	Helichrysum_grandiflorum	Helichrysum_indicum	Helichrysum_litorale	Helichrysum_nudifolium	Helichrysum_patulum	Helichrysum_petiolare	Helichrysum_rotundifolium	Helichrysum	Heliophila_elongata	Heliophila_linearis	Heliophila_scoparia	Heliophila	Helipterum_speciosissimum	Hemimeris_sabulosa	Hermannia_hyssopifolia	Hermannia_multiflora	Hermannia_procumbens	Hermannia_rudis	Hermannia	Hermas_villosa	Hibiscus_aethiopicus	Hibiscus_trionum	Histiopteris_incisa	Holothrix	Holothrix_villosa	Hypericum	Hypochoeris_radicata	Hypodiscus_albo.aristatus	Indigofera_angustifolia	Indigofera_cytisoides	Indigofera_filicaulis	Indigofera_filifolia	Indigofera_filiformis	Indigofera_glomerata	Indigofera_mauritanica	Indigofera_psoraloides	Indigofera_sarmentosa	Indigofera	Inula_capensis	Iridaceae	Ischyrolepis_capensis	Ischyrolepis_eleocharis	Ischyrolepis_gaudichaudiana	Ischyrolepis	Ischyrolepis_tenuissima	Isolepis_leucoloma	Isolepis_ludwigii	Isolepis_marginata	Itasina_filifolia	Ixia	Jordaaniella_dubia	Juncus_bufonius	Juncus_capensis	Juncus_kraussii	Juncus_lomatophyllus	Kedrostis_nana	Kiggelaria_africana	Knowltonia_capensis	Knowltonia_vesicatoria	Koeleria_capensis	Lachenalia_fistulosa	Lachenalia_orchioides	Lachenalia	Lachnaea_grandiflora	Lactuca_serriola	Lagurus_ovatus	Lampranthus_aureus	Lampranthus_bicolor	Lampranthus_elegans	Lampranthus_emarginatus	Lampranthus	Lapeirousia_corymbosa	Lapeirousia_divaricata	Laurembergia_repens	Lebeckia_cytisoides	Lebeckia_meyeriana	Lebeckia	Lebeckia_wrightii	Leptospermum_laevigatum	Lessertia_frutescens	Lessertia_miniata	Lessertia	Leucadendron_coniferum	Leucadendron_laureolum	Leucadendron_salignum	Leucadendron	Leucadendron_xanthoconus	Leucospermum_conocarpodendron	Leucospermum	Lichtensteinia_lacera	Limonium_scabrum	Linum_africanum	Linum	Linum_thunbergii	Liparia_parva	Liparia_splendens	Liparia	Lobelia_anceps	Lobelia_comosa	Lobelia_coronopifolia	Lobelia_eckloniana	Lobelia_erinus	Lobelia_pinifolia	Lobelia_pubescens	Lobelia_setacea	Lobelia	Lobostemon_fruticosus	Lobostemon_montanus	Lobostemon	Lolium_multiflorum	Lolium_perenne	Lolium	Lycium_ferocissimum	Lythrum_hyssopifolium	Macrostylis_villosa	Malvaceae	Manulea_cheiranthus	Manulea_tomentosa	Mariscus_congestus	Mariscus_thunbergii	Maurocenia_frangula	Maytenus_oleoides	Melilotus_indica	Merxmuellera_cincta	Merxmuellera_rufa	Merxmuellera_stricta	Unknown	Metalasia_cephalotes	Metalasia_muricata	Metalasia	Micranthus_alopecuroides	Micranthus_junceus	Microcodon_glomeratum	Microdon_dubius	Microdon	Mimetes_fimbriifolius	Monopsis_debilis	Monopsis_lutea	Monopsis_simplex	Monopsis	Montinia_caryophyllacea	Moraea	Moraea_bituminosa	Moraea_fugax	Moraea_ramosissima	Moraea_tripetala	Moraea_virgata	Morea	Morella_humilis	Morella_serrata	Morella	Mossia	Muraltia_acipetala	Muraltia_brachypetala	Muraltia_demissa	Muraltia_heisteria	Muraltia	Muraltia_thunbergii	Myoporum_serratum	Myrsine_africana	Nemesia_affinis	Nemesia	Nemesia_lucida	Oedera_capensis	Oedera_imbricata	Oenothera_nocturna	Oftia_africana	Oftia_glabra	Olea_capensis	Olea_europaea	Olea_exasperata	Orchidaceae	Ornithogalum	Ornithogalum_thyrsoides	Osmitopsis_asteriscoides	Osmitopsis_dentata	Osteospermum_polygaloides	Osyris_compressa	Otholobium_fruticans	Othonna_arborescens	Othonna_coronopifolia	Othonna_digitata	Othonna_filicaulis	Othonna_quinquedentata	Othonna	Othonna_stenophylla	Oxalis	Paraserianthes_lophantha	Passerina_rigida	Passerina	Passerina_vulgaris	Pelargonium_betulinum	Pelargonium_capitatum	Pelargonium_chamaedryfolium	Pelargonium_cucullatum	Pelargonium_elongatum	Pelargonium_grossularioides	Pelargonium_myrrhifolium	Pelargonium_pinnatum	Pelargonium_quercifolium	Pelargonium	Pelargonium_tabulare	Pelargonium_triste	Pelargonium_undulatum	Penaea_mucronata	Pennisetum_clandestinum	Pennisetum_macrourum	Pentameris_macrocalycina	Pentaschistis_airoides	Pentaschistis_ampla	Pentaschistis_argentea	Pentaschistis_barbata	Pentaschistis_colorata	Pentaschistis_curvifolia	Pentaschistis_eriostoma	Pentaschistis_malouinensis	Pentaschistis_pallescens	Pentaschistis_pallida	Pentaschistis_papillosa	Pentaschistis_pusilla	Pentaschistis	Petalacte_coronata	Petrorhagia_prolifera	Peucedanum_ferulaceum	Peucedanum_galbanum	Peucedanum	Peucedanum_striatum	Peucedanum_tenuifolium	Pharnaceum_elongatum	Phylica_buxifolia	Phylica_ericoides	Phylica_imberbis	Phylica_parviflora	Phylica_plumosa	Phylica_pubescens	Phylica	Phyllobolus_canaliculatus	Phyllopodium	Phytolacca_octandra	Phytolacca	Picris_echioides	Pinus_pinaster	Pinus	Plantago_lanceolata	Plantago_remota	Platycaulos_compressus	Platycaulos_major	Poaceae	Podalyria_biflora	Podalyria_sericea	Podalyria_calyptrata	Polycarpon_tetraphyllum	Polygala_bracteolata	Polygala_garcinii	Polygala_lehmanniana	Polygala_myrtifolia	Polygala_recognita	Polygala	Polygala_umbellata	Polygonum_aviculare	Polypogon_monspeliensis	Polypogon_strictus	Populus_canescens	Printzia_aromatica	Prismatocarpus_fruticosus	Prismatocarpus_lycopodioides	Prismatocarpus_sessilis	Protea_acaulos	Protea_cynaroides	Protea_lepidocarpodendron	Protea_neriifolia	Protea_nitida	Protea_repens	Protea	Pseudognaphalium_luteoalbum	Pseudognaphalium_undulatum	Pseudopentameris_macrantha	Pseudoselago_peninsulae	Pseudoselago_serrata	Pseudoselago_spuria	Psoralea_aculeata	Psoralea_asarina	Psoralea_imbricata	Psoralea_laxa	Psoralea_pinnata	Pteridium_aquilinum	Pteronia_hirsuta	Pterygodium_acutifolium	Pycreus_polystachyos	Rafnia_angulata	Rafnia_triflora	Rapanea_melanophloeos	Raphanus_raphanistrum	Rapistrum_rugosum	Restio_perplexus	Restio_quadratus	Restionaceae	Rhoicissus	Rhus_glauca	Rhus_laevigata	Rhus_lucida	Rhus_rosmarinifolia	Rhus_tomentosa	Rhynchosia_capensis	Robsonodendron_maritimum	Roella_amplexicaulis	Roella_ciliata	Roella_compacta	Roella_decurrens	Roella	Roella_triflora	Romulea	Rubus	Rumex	Saltera_sarcocolla	Salvia_africana.caerulea	Salvia_africana.lutea	Salvia_chamelaeagnea	Samolus	Satyrium_bicorne	Satyrium_carneum	Satyrium	Scabiosa_africana	Scabiosa_columbaria	Schizaea_pectinata	Schizoglossum_aschersonianum	Scirpoides_thunbergii	Selago_corymbosa	Selago	Senecio_arenarius	Senecio_bipinnatus	Senecio_burchellii	Senecio_elegans	Senecio_erosus	Senecio_halimifolius	Senecio_hastatus	Senecio_pinifolius	Senecio_pinnulatus	Senecio_pterophorus	Senecio_pubigerus	Senecio_purpureus	Senecio_repandus	Senecio_rigidus	Senecio_rosmarinifolius	Senecio_scapiflorus	Senecio	Senecio_subcanescens	Senecio_triqueter	Senecio_umbellatus	Serruria_villosa	Sideroxylon_inerme	Silene_bellidioides	Silene_cretica	Silene_pilosellifolia	Silene	Silene_undulata	Solanum_africanum	Solanum_mauritianum	Solanum_nigrum	Solanum_retroflexum	Solanum	Sonchus_asper	Sonchus_oleraceus	Sonchus	Sonderina_hispida	Spergularia_media	Spiloxene_capensis	Spiloxene	Sporobolus_capensis	Staavia_radiata	Staberoha_banksii	Stachys_aethiopica	Stachys_arvensis	Stilbe_vestita	Stipagrostis_zeyheri	Stoebe_capitata	Stoebe_cinerea	Stoebe_fusca	Stoebe	Struthiola_ciliata	Struthiola_oppositifolia	Struthiola	Struthiola_dodecandra	Sutera_hispida	Sutera	Syncarpha_canescens	Syncarpha_gnaphaloides	Syncarpha_speciosissima	Syncarpha_vestita	Tarchonanthus_camphoratus	Teedia_lucida	Tephrosia_capensis	Tetragonia_fruticosa	Tetraria_autumnalis	Tetraria_bromoides	Tetraria_compar	Tetraria_cuspidata	Tetraria_eximia	Tetraria_fasciata	Tetraria_flexuosa	Tetraria	Tetraria_sylvatica	Tetraria_thermalis	Tetraria_ustulata	Thamnochortus_arenarius	Thamnochortus_erectus	Thamnochortus_fruticosus	Thamnochortus_lucens	Thamnochortus	Themeda_triandra	Thereianthus_bracteolatus	Thereianthus	Thesidium_fragile	Thesium_acuminatum	Thesium_capitatum	Thesium_carinatum	Thesium_densiflorum	Thesium_funale	Thesium_pubescens	Thesium	Thesium_strictum	Thesium_virgatum	Todea_barbara	Torilis_arvensis	Trachyandra_ciliata	Trachyandra_hirsuta	Trachyandra_hirsutiflora	Trachyandra_revoluta	Trachyandra_sabulosa	Trachyandra_scabra	Trachyandra	Trachyandra_tabularis	Treichelia_longibracteata	Tribolium_hispidum	Tribolium_uniolae	Trichocephalus_stipularis	Trifolium_angustifolia	Trifolium_angustifolium	Trifolium_campestre	Triglochin_bulbosa	Tritoniopsis_antholyza	Tritoniopsis_dodii	Tritoniopsis_parviflora	Tritoniopsis	Tritoniopsis_triticea	Tritoniopsis_unguicularis	Typha_capensis	Ursinia_anthemoides	Ursinia_dentata	Ursinia_paleacea	Ursinia	Vellereophyton_dealbatum	Vicia_hirsuta	Virgilia_oroboides	Wachendorfia_multiflora	Wachendorfia_paniculata	Wachendorfia_parviflora	Wachendorfia	Wahlenbergia_capensis	Wahlenbergia_cernua	Wahlenbergia_exilis	Wahlenbergia_longifolia	Wahlenbergia_obovata	Wahlenbergia_parvifolia	Wahlenbergia	Wahlenbergia_tenella	Watsonia_borbonica	Watsonia	Watsonia_tabularis	Widdringtonia_nodiflora	Willdenowia_incurvata	Willdenowia	Zaluzianskya_capensis	Zaluzianskya_divaricata	Zaluzianskya	Zaluzianskya_villosa	Zantedeschia_aethiopica	Zygophyllum_flexuosum	Zygophyllum	Zyrphelis_taxifolia
p1_a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
p1_b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p1_c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
