Acacia_cyclops	Acacia_saligna	Adenandra_villosa	Adenocline_pauciflora	Agapanthus_sp1	Agapanthus_africanus	Agathosma_capensis	Agathosma_ciliaris	Agathosma_imbricata	Agathosma_sp1	Albuca_sp1	Albuca_flaccida	Capelio_tabularis	Amphithalea_ericifolia	Anagallis_arvensis	Anaxeton_laeve	Anisodontea_scabrosa	Annesorhiza_grandiflora	Anthochortus_capensis	Anthochortus_crinalis	Anthospermum_aethiopicum	Aristea_africana	Aristea_capitata	Aristea_spiralis	Aspalathus_capensis	Aspalathus_cephalotes	Aspalathus_chenopoda	Aspalathus_cordata	Aspalathus_divaricata	Aspalathus_ericifolia	Aspalathus_linguiloba	Aspalathus_sp5	Aspalathus_sp8	Asparagus_lignosus	Asparagus_sp1	Asparagus_sp2	Asparagus_sp4	Asteraceae_sp4	Astephanus_triflorus	Avena_sp1	Avena_sativa	Babiana_ambigua	Babiana_sp3	Baeometra_uniflora	Berkheya_armata	Berkheya_barbata	Berzelia_abrotanoides	Berzelia_lanuginosa	Bobartia_gladiata	Bobartia_indica	Fagelia_bituminosa	Briza_maxima	Briza_minor	Brunia_noduliflora	Bulb_sp6	Bulb_sp3	Bulbine_sp1	Caesia_contorta	Restio_calcicola	Restio_ramosissimus	Restio_vimineus	Cannomois_virgata	Capeobolus_brevicaulis	Carpacoce_spermacocea	Carpacoce_vaginellata	Carpobrotus_edulis	Carex_clavata	Cassine_maritima	Cassine_peragua	Cassytha_ciliolata	Catapodium_rigidum	Centella_affinis	Centella_glabrata	Centella_tridentata	Cerastium_capense	Chasmanthe_aethiopica	Chironia_baccifera	Chironia_decumbens	Chironia_jasminoides	Elegia_ebracteata	Chrysanthemoides_monilifera	Chrysocoma_coma.aurea	Cineraria_geifolia	Cliffortia_sp1	Cliffortia_atrata	Cliffortia_falcata	Cliffortia_filifolia	Cliffortia_graminea	Cliffortia_obcordata	Cliffortia_polygonifolia	Cliffortia_ruscifolia	Cliffortia_sp3	Cliffortia_stricta	Clutia_alaternoides	Clutia_polygonoides	Colopsis_sp1	Erigeron_bonariensis	Conyza_canadensis	Conyza_scabrida	Corymbium_africanum	Corymbium_enerve	Corymbium_glabrum	Cotula_filifolia	Cotula_turbinata	Crassula_fascicularis	Crassula_glomerata	Crassula_sp1	Cullumia_setosa	Cullumia_squarrosa	Kedrostis_nana	Cussonia_thyrsiflora	Cyanella_hyacinthoides	Cyathocoma_hexandra	Cymbopogon_marginatus	Cynanchum_obtusifolium	Cyperaceae_sp1	Cyphia_bulbosa	Diastella_divaricata	Dilatris_pillansii	Dimorphotheca_pluvialis	Diosma_hirsuta	Diosma_oppositifolia	Diospyros_glabra	Dipogon_lignosus	Disa_bracteata	Disa_racemosa	Dischisma_arenarium	Disparago_anomala	Disparago_ericoides	Disparago_laxifolia	Drimia_sp1	Drosera_capensis	Drosera_trinervia	Edmondia_sesamoides	Ehrharta_calycina	Ehrharta_capensis	Ehrharta_erecta	Ehrharta_ramosa	Ehrharta_rehmannii	Ehrharta_setacea	Ehrharta_villosa	Elegia_coleura	Elegia_filacea	Elegia_juncea	Elegia_racemosa	Elegia_sp2	Elegia_stipularis	Elegia_thyrsifera	Dicerothamnus_rhinocerotis	Elytropappus_scaber	Epischoenus_gracilis	Epischoenus_villosus	Eragrostis_capensis	Eragrostis_curvula	Erepsia_sp1	Erepsia_bracteata	Erica_abietina	Erica_cerinthoides	Erica_coccinea	Erica_corifolia	Erica_curviflora	Erica_ericoides	Erica_hirtiflora	Erica_hispidula	Erica_labialis	Erica_laeta	Erica_limosa	Erica_lutea	Erica_mammosa	Erica_mucronata	Erica_muscosa	Erica_nudiflora	Erica_plukenetii	Erica_similis	Erica_sp16	Erica_sp8	Erica_sp15	Erica_parviflora	Erica_subcapitata	Erica_tenuifolia	Erica_verticillata	Eriospermum_sp1	Euclea_racemosa	Euphorbia_erythrina	Euphorbia_genistoides	Euryops_abrotanifolius	ExoticWeed_sp1	Fern_sp3	Ficinia_indica	Ficinia_angustifolia	Ficinia_brevifolia	Ficinia_bulbosa	Ficinia_capillifolia	Ficinia_capitella	Ficinia_deusta	Ficinia_dunensis	Ficinia_nigrescens	Ficinia_filiformis	Ficinia_oligantha	Ficinia_ramosissima	Ficinia_secunda	Ficinia_sp2	Ficinia_sp3	Ficinia_sp1	Ficinia_trichodes	Ficinia_zeyheri	Galium_tomentosum	Geranium_incanum	Gerbera_crocea	Gerbera_sp1	Gladiolus_sp1	Gladiolus_sp4	Gnidia_humilis	Gnidia_juniperifolia	Gnidia_oppositifolia	Gnidia_parviflora	Gnidia_tomentosa	Schoenoxiphium_sp	Ficinia_capilifolia	Grass_sp4	Hakea_gibbosa	Haplocarpha_lanata	Hebenstretia_repens	Helichrysum_crispum	Helichrysum_cymosum	Helichrysum_dasyanthum	Helichrysum_indicum	Helichrysum_litorale	Helichrysum_niveum	Helichrysum_pandurifolium	Helichrysum_patulum	Helichrysum_sp1	Syncarpha_speciosissima	Hellmuthia_membranacea	Hermannia_multiflora	Hermannia_rudis	Hermas_villosa	Hibiscus_aethiopicus	Histiopteris_incisa	Holothrix_villosa	Bromus_catharticus	Hyparrhenia_hirta	Hypochoeris_radicata	Hypodiscus_albo.aristatus	Hypodiscus_aristatus	Hypodiscus_willdenowia	Imperata_cylindrica	Indigofera_brachystachya	Indigofera_filiformis	Indigofera_glomerata	Indigofera_mauritanica	Indigofera_sarmentosa	Indigofera_sp3	Iridacea_sp1	Iridacea_sp4	Restio_capensis	Restio_cincinnatus	Restio_eleocharis	Restio_gaudichaudianus	Restio_sieberi	Ischyrolepis_sp1	Ischyrolepis_sp2	Restio_tenuissimus	Isolepis_antarctica	Isolepis_marginata	Isolepis_sp1	Juncus_capensis	Kiggelaria_africana	Anemone_knowltonia	Koeleria_capensis	Lactuca_serriola	Lagurus_ovatus	Lampranthus_emarginatus	Lampranthus_glomeratus	Lebeckia_wrightii	Leptospermum_laevigatum	Leucadendron_coniferum	Leucadendron_laureolum	Leucadendron_salignum	Leucadendron_xanthoconus	Leucospermum_conocarpodendron	Lichtensteinia_lacera	Wahlenbergia_tenella	Linum_africanum	Liparia_parva	Liparia_splendens	Lobelia_comosa	Lobelia_coronopifolia	Lobelia_erinus	Lobelia_pinifolia	Lobostemon_montanus	Macrostylis_villosa	Manulea_cheiranthus	Manulea_tomentosa	Cyperus_thunbergii	Mastersiella_digitata	Maytenus_oleoides	Capeochloa_cincta	Geochloa_rufa	Tenaxia_stricta	Metalasia_brevifolia	Metalasia_cephalotes	Metalasia_compacta	Metalasia_densa	Metalasia_divergens	Metalasia_muricata	Metalasia_sp2	Micranthus_alopecuroides	Microdon_dubius	Microcodon_glomeratus	Microcodon_sparsiflorus	Mimetes_fimbriifolius	Montinia_caryophyllacea	Moraea_hexaglottis	Morea_sp2	Moraea_virgata	Morella_humilis	Morella_quercifolia	Morella_serrata	Muraltia_demissa	Muraltia_diabolica	Muraltia_heisteria	Muraltia_sp2	Muraltia_sp8	Muraltia_stipulacea	Muraltia_thunbergii	MustardSeed_sp1	Myrsine_africana	Nemesia_sp1	Nemesia_versicolor	Nylandtia_spinosa	Oedera_imbricata	Oftia_africana	Olea_capensis	Olea_exasperata	Orchid_sp1	Orchid_sp2	Osmitopsis_asteriscoides	Osteospermum_ciliatum	Colpoon_compressum	Otholobium_fruticans	Othonna_filicaulis	Othonna_sp2	Othonna_quinquedentata	Oxalis_pes.caprae	Oxalis_polyphylla	Oxalis_sp2	Oxalis_sp8	Oxalis_sp9	Oxalis_sp25	Oxalis_versicolor	Passerina_corymbosa	Passerina_paleacea	Pelargonium_betulinum	Pelargonium_capitatum	Pelargonium_cucullatum	Pelargonium_alatum	Pelargonium_longifolium	Pelargonium_myrrhifolium	Pelargonium_sp1	Pelargonium_tabulare	Pelargonium_triste	Penaea_cneorum	Penaea_mucronata	Pennisetum_clandestinum	Pennisetum_macrourum	Pentameris_macrocalycina	Pentaschistis_airoides	Pentaschistis_ampla	Pentaschistis_aristidoides	Pentaschistis_barbata	Pentaschistis_curvifolia	Pentaschistis_malouinensis	Pentaschistis_pallescens	Pentaschistis_pallida	Poagrostis_pusilla	Pentameris_sp3	Pentaschistis_rigidissima	Pentaschistis_sp2	Pentaschistis_sp3	Pentaschistis_sp5	Petalacte_coronata	Petrorhagia_prolifera	Notobubon_ferulaceum	Peucedanum_sp1	Phylica_buxifolia	Phylica_dioica	Phylica_ericoides	Phylica_imberbis	Helminthotheca_echioides	Pinus_pinaster	Platycaulos_compressus	Platycaulos_major	Polycarpon_tetraphyllum	Polygala_garcinii	Polypogon_monspeliensis	Printzia_aromatica	Protea_acaulos	Protea_cynaroides	Protea_lepidocarpodendron	Protea_neriifolia	Protea_nitida	Pseudognaphalium_undulatum	Pseudopentameris_macrantha	Pseudoselago_spuria	Psoralea_laxa	Pteridium_aquilinum	Pycreus_polystachyos	Rafnia_triflora	Rapanea_melanophloeos	Raphanus_raphanistrum	Rapistrum_rugosum	Soroveta_ambigua	Restio_quadratus	Restio_sp1	Restio_sp3	Restio_sp4	Restio_triticeus	Rhus_glauca	Rhus_laevigata	Rhus_lucida	Rhus_rosmarinifolia	Rhus_tomentosa	Rhynchosia_ferulifolia	Roella_amplexicaulis	Roella_ciliata	Saltera_sarcocolla	Salvia_africana.caerulea	Salvia_africana.lutea	Salvia_chamelaeagnea	Satyrium_carneum	Scabiosa_africana	Scabiosa_columbaria	Schizaea_pectinata	Scirpoides_thunbergii	Sebaea_sp1	Selago_dregei	Selago_luxurians	Senecio_scapiflorus	Senecio_elegans	Senecio_erosus	Senecio_halimifolius	Senecio_hastatus	Senecio_pinifolius	Senecio_pterophorus	Senecio_pubigerus	Senecio_repandus	Senecio_rigidus	Senecio_sp1	Senecio_triqueter	Senecio_umbellatus	Serruria_villosa	Sideroxylon_inerme	Silene_bellidioides	Silene_cretica	Solanum_americanum	Solanum_retroflexum	Solanum_sp1	Sonchus_oleraceus	Staberoha_cernua	Staavia_radiata	Stilbe_vestita	Stipagrostis_zeyheri	Stoebe_aethiopica	Seriphium_cinereum	Stoebe_plumosa	Struthiola_argentea	Struthiola_ciliata	Struthiola_dodecandra	Struthiola_sp1	Struthiola_striata	Struthiola_sp4	Chaenostoma_hispidum	Syncarpha_vestita	Taraxacum_campylodes	Tarchonanthus_camphoratus	Tetragonia_fruticosa	Tetraria_brachyphylla	Tetraria_bromoides	Tetraria_compar	Tetraria_cuspidata	Tetraria_eximia	Tetraria_fasciata	Tetraria_fimbriolata	Tetraria_microstachys	Tetraria_pleosticha	Tetraria_sp1	Tetraria_sp5	Tetraria_sylvatica	Tetraria_thermalis	Tetraria_ustulata	Thamnochortus_lucens	Thamnochortus_fruticosus	Thamnochortus_gracilis	Thamnochortus_sp4	Themeda_triandra	Thesium_capitatum	Thesium_funale	Thesium_sp1	Thesium_sp5	Thesium_sp6	Thesium_strictum	Thunbergiella_filiformis	Trachyandra_ciliata	Trachyandra_hirsuta	Trachyandra_hirsutiflora	Trachyandra_scabra	Trachyandra_sp4	Trachyandra_tabularis	Trachyandra_sp10	Tribolium_hispidum	Tribolium_uniolae	Trichocephalus_stipularis	Ifloga_ambigua	Tritoniopsis_sp3	Tripteris_clandestina	Tritoniopsis_sp4	Tritoniopsis_antholyza	Tritoniopsis_parviflora	Tritoniopsis_sp1	Tritoniopsis_triticea	Tritoniopsis_unguicularis	Typha_capensis	Bulb_sp7	Bulb_sp8	Bulb_sp9	Ursinia_paleacea	Ursinia_sp3	Vellereophyton_dealbatum	Virgilia_oroboides	Vygie_sp1	Vygie_sp2	Wachendorfia_paniculata	Wahlenbergia_capensis	Wahlenbergia_exilis	Wahlenbergia_obovata	Watsonia_borbonica	Watsonia_tabularis	Widdringtonia_nodiflora	Unknown_sp4	Willdenowia_teres	Zaluzianskya_capensis	Zygophyllum_flexuosum
1_1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
1_1_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1_2_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1_2_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1_3_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	70	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1_3_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1_4_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
