Acacia_cyclops	Acacia_longifolia	Acacia_mearnsii	Acacia_saligna	Acrolophia_lamellata	Acrosanthes	Adenandra_villosa	Adenocline_pauciflora	Agapanthus_africanus	Agathelpis	Agathosma_capensis	Agathosma_ciliaris	Agathosma_imbricata	Agathosma	Aizoon_paniculatum	Albuca_flaccida	Albuca	Alciope_tabularis	Amphithalea_ericifolia	Amphithalea_ericaefolia	Anagallis_arvensis	Unknown	Anaxeton_laeve	Anisodontea_scabrosa	Annesorhiza_hirsuta	Anthochortus_capensis	Anthochortus_crinalis	Anthospermum_aethiopicum	Apiaceae	Argyrolobium_lanceolatum	Aristea_africana	Aristea_macrocarpa	Aristea_major	Aristea_spiralis	Aspalathus_capensis	Aspalathus_chenopoda	Aspalathus_cordata	Aspalathus_divaricata	Aspalathus_ericifolia	Aspalathus_forbesii	Aspalathus	Aspalathus_juniperina	Aspalathus_linguiloba	Asparagus_asparagoides	Asparagus_capensis	Asparagus	Asparagus_compactus	Asparagus_lignosus	Asparagus_rubicundus	Astephanus_triflorus	Athanasia_crithmifolia	Athanasia_dentata	Avena_longa	Avena_sativa	Babiana_ambigua	Babiana	Baeometra_uniflora	Berkheya	Berkheya_armata	Berkheya_barbata	Berzelia_abrotanoides	Berzelia_lanuginosa	Blechnum_capense	Blechnum_tabulare	Bobartia_filiformis	Bobartia_gladiata	Bobartia_indica	Bobartia	Bolusafra_bituminosa	Briza_maxima	Briza_minor	Bromus_pectinatus	Brunia_noduliflora	Brunsvigia_orientalis	Caesia_contorta	Calopsis_gracilis	Calopsis_viminea	Cannomois_virgata	Capeobolus_brevicaulis	Capnophyllum_macrocarpum	Carduus_pycnocephalus	Carex_clavata	Carpacoce_spermacocea	Carpacoce_vaginellata	Carpobrotus_edulis	Cassine	Cassine_peragua	Cassytha_ciliolata	Catapodium_rigidum	Centella_affinis	Centella_glabrata	Centella_tridentata	Centella_villosa	Cerastium_capense	Ctenium	Chasmanthe_aethiopica	Chironia	Chironia_baccifera	Chironia_decumbens	Chironia_jasminoides	Chondropetalum_ebracteatum	Chrysanthemoides_monilifera	Chrysocoma_coma.aurea	Cineraria_geifolia	Cissampelos_capensis	Cleretum_herrei	Cliffortia_atrata	Cliffortia_falcata	Cliffortia_filifolia	Cliffortia_graminea	Cliffortia_obcordata	Cliffortia_polygonifolia	Cliffortia_ruscifolia	Cliffortia	Cliffortia_stricta	Clutia_alaternoides	Clutia_polygonoides	Calopsis_fruticosa	Conyza_bonariensis	Conyza_canadensis	Conyza_scabrida	Corymbium_africanum	Corymbium_enerve	Corymbium_glabrum	Cola_ficifolia	Cotula_turbinata	Crassula_coccinea	Crassula_fascicularis	Crassula_glomerata	Crassula_nudicaulis	Crassula	Crassula_tetragona	Cuiete	Cullumia_setosa	Cullumia_squarrosa	Cedrostis	Cussonia_thyrsiflora	Cyanella_hyacinthoides	Cyathocoma_hexandra	Cyclopia	Cymbopogon_marginatus	Cynanchum_obtusifolium	Cyperus_denudatus	Cyperus_thunbergii	Cyphia_bulbosa	Cyphia_incisa	Cyphia	Cyphia_digitata	Cysticapnos	Diastella_divaricata	Dilatris_pillansii	Dimorphotheca_nudicaulis	Dimorphotheca_pluvialis	Diosma_hirsuta	Diosma_oppositifolia	Diospyros_glabra	Dipogon_lignosus	Disa_bracteata	Disa_cornuta	Disa_racemosa	Dischisma_arenarium	Disparago_anomala	Disparago_ericoides	Disparago_lasiocarpa	Disparago_laxifolia	Drimia_elata	Drimia	Drosanthemum_stokoei	Drosera_aliciae	Drosera_capensis	Drosera_trinervia	Edmondia_sesamoides	Ehrharta	Ehrharta_bulbosa	Ehrharta_calycina	Ehrharta_capensis	Ehrharta_erecta	Ehrharta_ottonis	Ehrharta_ramosa	Ehrharta_villosa	Ehrharta_rehmannii_subsp._subspicata	Elegia_coleura	Elegia_filacea	Elegia_juncea	Elegia	Elegia_racemosa	Elegia_stipularis	Elegia_thyrsifera	Elegia_vaginulata	Linum_africanum	Elytropappus_rhinocerotis	Elytropappus_scaber	Epischoenus_gracilis	Epischoenus_villosus	Eragrostis_capensis	Eragrostis_curvula	Erepsia_anceps	Erepsia_bracteata	Erica_abietina	Erica_amoena	Erica_baccans	Erica_cerinthoides	Erica_imbricata	Erica_coccinea	Erica_corifolia	Erica_curviflora	Erica_ericoides	Erica_hirtiflora	Erica_hispidula	Erica_labialis	Erica_laeta	Erica_limosa	Erica_lutea	Erica_mammosa	Erica_mucronata	Erica_muscosa	Erica_nudiflora	Erica_plukenetii	Erica_sessiliflora	Erica_similis	Erica	Erica_subcapitata	Erica_tenuifolia	Erica_tristis	Erica_verticillata	Eriospermum_capense	Eucalyptus	Euclea_racemosa	Euphorbia_erythrina	Euphorbia_genistoides	Euphorbia_peplus	Euphorbia_tuberosa	Euryops_abrotanifolius	Euryops	Exomis	Felicia_filifolia	Feea	Festuca_scabra	Ficinia_angustifolia	Ficinia_brevifolia	Ficinia_bulbosa	Ficinia_capillifolia	Ficinia_capitella	Ficinia_deusta	Ficinia_dunensis	Ficinia_filiformis	Ficinia_indica	Ficinia_nigrescens	Ficinia_nodosa	Ficinia_oligantha	Ficinia_ramosissima	Ficinia_rigida	Ficinia_secunda	Ficinia	Ficinia_tenuifolia	Ficinia_trichodes	Ficinia_tristachya	Ficinia_zeyheri	Galium_tomentosum	Gazania_pectinata	Geranium_incanum	Gerbera_crocea	Gerbera	Gladiolus_debilis	Gladiolus	Gladiolus_undulatus	Gnidia_humilis	Gnidia_juniperifolia	Gnidia_oppositifolia	Gnidia_parviflora	Gnidia_pinifolia	Gnidia	Gnidia_tomentosa	Grias	Gymnosporia_buxifolia	Hakea_drupacea	Hakea_gibbosa	Hakea_suaveolens	Halleria_lucida	Haplocarpha_lanata	Hebenstretia_dentata	Hebenstretia_repens	Helichrysum	Helichrysum_crispum	Helichrysum_cylindriflorum	Helichrysum_cymosum	Helichrysum_dasyanthum	Helichrysum_indicum	Helichrysum_litorale	Helichrysum_niveum	Helichrysum_nudifolium	Helichrysum_pandurifolium	Helichrysum_patulum	Helichrysum_rotundifolium	Helichrysum_vestitum	Heliophila	Heliophila_elongata	Helipterum	Hellmuthia_membranacea	Haemanthus_coccineus	Haemanthus	Hermannia_hyssopifolia	Hermannia_multiflora	Hermannia_rudis	Herreanthus	Hermas_villosa	Hibiscus_aethiopicus	Histiopteris_incisa	Holothrix_villosa	Hordeum	Hyobanche	Hyparrhenia_hirta	Hypochoeris_radicata	Hypodiscus_albo.aristatus	Hypodiscus_aristatus	Hypodiscus	Hypodiscus_striatus	Hypodiscus_willdenowia	Imperata_cylindrica	Indigofera_angustifolia	Indigofera_brachystachya	Indigofera_cytisoides	Indigofera_filiformis	Indigofera_glomerata	Indigofera_mauritanica	Indigofera	Iridaceae	Ischyrolepis_capensis	Ischyrolepis_cincinnata	Ischyrolepis_eleocharis	Ischyrolepis_gaudichaudiana	Ischyrolepis	Ischyrolepis_sieberi	Ischyrolepis_tenuissima	Isolepis_antarctica	Isolepis_marginata	Isolepis	Ixia	Juncus_capensis	Kiggelaria_africana	Knowltonia_capensis	Knowltonia_vesicatoria	Koeleria_capensis	Lachenalia	Lachnaea_grandiflora	Lachnaea	Lactuca_serriola	Lagurus_ovatus	Lampranthus_bicolor	Lampranthus_emarginatus	Lampranthus_glomeratus	Lapeirousia_corymbosa	Laurembergia_repens	Lebeckia_wrightii	Leptospermum_laevigatum	Leucadendron_coniferum	Leucadendron_laureolum	Leucadendron_salignum	Leucadendron_xanthoconus	Leucospermum_conocarpodendron	Lichtensteinia_lacera	Lightfootia_tenella	Limonium_scabrum	Liparia_parva	Liparia_splendens	Linaria_tristis	Lobelia_comosa	Lobelia_coronopifolia	Lobelia_erinoides	Lobelia_erinus	Lobelia_pinifolia	Lobelia_setacea	Lobelia	Lobostemon_fruticosus	Lobostemon_montanus	Lycium_afrum	Macrostylis_villosa	Macrostylis_villosa_subsp._villosa	Manulea_cheiranthus	Manulea_tomentosa	Mariscus_thunbergii	Mastersiella_digitata	Maytenus_oleoides	Melinis_repens	Megema	Merxmuellera_rufa	Merxmuellera_cincta	Merxmuellera_stricta	Metalasia_brevifolia	Metalasia_cephalotes	Metalasia_compacta	Metalasia_densa	Metalasia_divergens	Metalasia_muricata	Micranthus_alopecuroides	Microdon_dubius	Microcodon_sparsiflorus	Mimetes_fimbriifolius	Mohria_caffrorum	Montinia_caryophyllacea	Moraea_bituminosa	Moraea_fugax	Moraea_hexaglottis	Morea	Moraea_tripetala	Morella_humilis	Morella_quercifolia	Morella_serrata	Muraltia_heisteria	Muraltia_demissa	Muraltia_diabolica	Muraltia	Muraltia_stipulacea	Muraltia_thunbergii	Muscari	Myoporum_tenuifolium	Myrsine_africana	Nemesia_barbata	Nemesia	Nemesia_versicolor	Nylandtia_spinosa	Oedera_capensis	Oedera_imbricata	Oftia_africana	Olea_capensis	Olea_europaea	Olea_exasperata	Orchis	Ornithogalum_hispidum	Osmitopsis_asteriscoides	Osmitopsis_dentata	Osteospermum	Osteospermum_ciliatum	Osyris_compressa	Otholobium_fruticans	Othonna_coronopifolia	Othonna_filicaulis	Othonna_quinquedentata	Oxalis_pes.caprae	Oxalis_polyphylla	Oxalis_purpurea	Oxalis	Oxalis_versicolor	Paspalum_distichum	Passerina_corymbosa	Passerina_paleacea	Pelargonium	Pelargonium_betulinum	Pelargonium_capitatum	Pelargonium_cucullatum	Pelargonium_elongatum	Pelargonium_grossularioides	Pelargonium_alatum	Pelargonium_longifolium	Pelargonium_myrrhifolium	Pelargonium_pinnatum	Pelargonium_tabulare	Pelargonium_triste	Penaea_cneorum	Penaea_mucronata	Pennisetum_clandestinum	Pennisetum_macrourum	Pentameris_macrocalycina	Pentaschistis_airoides	Pentaschistis_ampla	Pentaschistis_barbata	Pentaschistis_curvifolia	Pentaschistis_malouinensis	Pentaschistis_pallescens	Pentaschistis_pallida	Pentaschistis_pusilla	Pentaschistis_aristidoides	Pentaschistis	Pentaschistis_rigidissima	Petalacte_coronata	Petrorhagia_prolifera	Peucedanum_ferulaceum	Peucedanum	Phylica_buxifolia	Phylica_dioica	Phylica_ericoides	Phylica_imberbis	Phylica_plumosa	Physalis_viscosa	Picris_echioides	Pinus_pinaster	Pinus_pinea	Pinus_radiata	Pittosporum_undulatum	Plantago_lanceolata	Plantago_remota	Platycaulos_compressus	Platycaulos_major	Podalyria_argentea	Podalyria_sericea	Podalyria_calyptrata	Polycarpon_tetraphyllum	Polygala_garcinii	Polygala_lehmanniana	Polygala_myrtifolia	Polypogon_monspeliensis	Populus_canescens	Printzia_aromatica	Protea_acaulos	Protea_cynaroides	Protea_lepidocarpodendron	Protea_neriifolia	Protea_nitida	Protea_repens	Protea_scolymocephala	Pseudognaphalium_undulatum	Pseudopentameris_macrantha	Pseudoselago_serrata	Pseudoselago_spuria	Psoralea_aphylla	Psoralea_imbricata	Psoralea_laxa	Psoralea_pinnata	Pteridium_aquilinum	Pterocelastrus_tricuspidatus	Pteronia_hirsuta	Pycreus_polystachyos	Rafnia_angulata	Rafnia_triflora	Rapanea_melanophloeos	Raphanus_raphanistrum	Rapistrum_rugosum	Restio_ambiguus	Restio_filiformis	Restio_quadratus	Restio	Restio_tetragonus	Restio_triticeus	Rhus_glauca	Rhus_laevigata	Rhus_lucida	Rhus_rosmarinifolia	Rhus_tomentosa	Rhynchosia_ferulifolia	Robsonodendron_maritimum	Roella_amplexicaulis	Roella_ciliata	Roella_prostrata	Roella_triflora	Ruschia_promontorii	Saltera_sarcocolla	Salvia_africana.caerulea	Salvia_africana.lutea	Salvia_chamelaeagnea	Satirium	Satyrium_carneum	Scabiosa_africana	Scabiosa_columbaria	Schizaea_pectinata	Scirpoides_thunbergii	Sebaea	Selago_corymbosa	Selago_cylindrica	Selago_dregei	Selago_luxurians	Selago_scabrida	Selago_serrata	Senecio_burchellii	Senecio_elegans	Senecio_erosus	Senecio_halimifolius	Senecio_hastatus	Senecio_pinifolius	Senecio_pterophorus	Senecio_pubigerus	Senecio_repandus	Senecio_rigidus	Senecio_scapiflorus	Senecio_triqueter	Senecio_umbellatus	Serruria_villosa	Sideroxylon_inerme	Silene	Silene_bryoides	Silene_cretica	Silene_pilosellifolia	Solanum_nigrum	Solanum_quadrangulare	Solanum_retroflexum	Sonchus_oleraceus	Staavia_radiata	Staberoha_cernua	Staberoha	Stachys_aethiopica	Stilbe_vestita	Stipagrostis_zeyheri	Stoebe_aethiopica	Stoebe_cinerea	Stoebe_fusca	Stoebe	Struthiola	Struthiola_ciliata	Struthiola_dodecandra	Struthiola_striata	Sutera_hispida	Sutera	Sutera_tomentosa	Syncarpha_gnaphaloides	Syncarpha_speciosissima	Syncarpha_vestita	Trachyandra_tabularis	Taraxacum_officinale	Tarchonanthus_camphoratus	Tetragonia_fruticosa	Tetraria_brachyphylla	Tetraria_bromoides	Tetraria_compar	Tetraria_cuspidata	Tetraria_exilis	Tetraria_eximia	Tetraria_fasciata	Tetraria_fimbriolata	Tetraria_flexuosa	Tetraria	Tetraria_microstachys	Tetraria_pleosticha	Tetraria_sylvatica	Tetrasida_tulla	Tetraria_thermalis	Tetraria_ustulata	Thamnochortus_arenarius	Thamnochortus_erectus	Thamnochortus_fruticosus	Thamnochortus_gracilis	Thamnochortus_lucens	Thamnochortus	Themeda_triandra	Thereianthus_bracteolatus	Thesium_aggregatum	Thesium_capitatum	Thesium_funale	Thesium	Thesium_strictum	Thesium_viridifolium	Thesium_virgatum	Tahina	Thunbergiella_filiformis	Tina	Trachyandra_brachypoda	Trachyandra	Trachyandra_ciliata	Trachyandra_hirsuta	Trachyandra_hirsutiflora	Trachyandra_scabra	Tribolium_hispidum	Tribolium_uniolae	Trichocephalus_stipularis	Trichogyne_ambigua	Tritoniopsis_triticea	Tripteris_clandestina	Tritoniopsis	Tritoniopsis_antholyza	Tritoniopsis_parviflora	Tritoniopsis_unguicularis	Typha_capensis	Bulga	Ursinia_anthemoides	Ursinia_dentata	Ursinia_paleacea	Ursinia	Vellereophyton_dealbatum	Virgilia_oroboides	Wachendorfia_paniculata	Wahlenbergia_capensis	Wahlenbergia_cernua	Wahlenbergia_exilis	Wahlenbergia_obovata	Wahlenbergia_parviflora	Wahlenbergia_tenella	Watsonia_borbonica	Watsonia	Watsonia_tabularis	Widdringtonia_nodiflora	Side	Willdenowia_teres	Zaluzianskya_capensis	Zantedeschia_aethiopica	Zygophyllum_flexuosum
1.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
