"x" "y" "Site" "Altitude" "Geology" "Vegetation" "Aliens" "All_burns" "Burned_2000" "Burned_2005" "Burned_2008" "Burned_2011" "Burned_2012" "Burned_2015" "aspect30m" "dem_remnant_30m" "dem30m" "elevation30m" "indexgrid_landsat_30m" "jan_solar_radiation30m" "jul_solar_radiation30m" "slope30m" "Tmax_jan_mean30m" "Tmin_jul_mean30m" "topographicPositionIndex30m" "veg_communities_cowling_remnant_30m" "veg_communities_cowling30m" "veg_national_remnant_30m" "veg_national30m" "veg_subtypes_remnant_30m" "veg_subtypes30m" "vegtypes"
257257.110681738 6214219.64375633 26 "Low" "TMS" "Fynbos" "No Aliens" "1982, 2000, 2008" "1" "0" "1" "0" "0" "0" 3.78589200973511 86.8115692138672 86.8115692138672 86.8115692138672 742317 7992.33349609375 1426.5 0.435347974300385 29.4516792297363 10.2861356735229 -52.3046722412109 80 80 5 5 9 9 5
259759.225896194 6212067.13196535 28 "Low" "TMS" "Fynbos" "Invaded" "2008" "0" "0" "1" "0" "0" "0" 3.20913696289062 51.0805358886719 51.0805358886719 51.0805358886719 790928 8646.9169921875 2280.66674804688 0.224349901080132 29.4732303619385 10.1537065505981 -35.8531341552734 3 3 15 15 11 11 16
257508.02031912 6213433.71744934 29 "Low" "Sand" "Milkwoods" "No Aliens" "2000" "1" "0" "0" "0" "0" "0" 4.07416009902954 20.9821605682373 20.9821605682373 20.9821605682373 759849 8107.41650390625 1929 0.407308429479599 30.0030422210693 10.6864891052246 -53.5804824829102 80 80 5 5 11 11 5
258691.683866013 6212637.89767084 30 "Low" "TMS" "Fynbos" "No Aliens" "2000, 2008" "1" "0" "1" "0" "0" "0" 3.86688661575317 76.2568359375 76.2568359375 76.2568359375 778087 8506.75 2192.83325195312 0.303886860609055 29.3720531463623 10.2719488143921 -9.58174324035645 3 3 15 15 11 11 16
261340.704766587 6213340.76657198 31 "Low" "TMS" "Wetland" "Invaded" "1994, 2000, 2008" "1" "0" "1" "0" "0" "0" 3.59216570854187 251.113403320312 251.113403320312 251.113403320312 761999 8987.8330078125 3088.83325195312 0.0587273426353931 27.6590538024902 8.72418403625488 -5.90526533126831 3 3 15 15 11 11 16
257848.333661032 6225303.81242305 32 "Low" "Granite" "Fynbos" "No Aliens" "2000, 2015" "1" "0" "0" "0" "0" "1" 3.2888445854187 153.618591308594 153.618591308594 153.618591308594 492956 8629.3330078125 1999.33337402344 0.234098747372627 28.6394367218018 9.55513572692871 -23.0745162963867 10 10 19 19 8 8 15
257308.063331728 6225064.84207084 33 "Low" "TMS" "Fynbos" "Invaded" "1995, 2000, 2015" "1" "0" "0" "0" "0" "1" 2.37653589248657 165.465911865234 165.465911865234 165.465911865234 498330 8408.6669921875 2088 0.328599214553833 28.6566867828369 9.57591438293457 -34.7147750854492 10 10 19 19 8 8 15
259669.949405405 6226401.79602864 34 "Med" "TMS" "Fynbos" "No Aliens" "2000, 2015" "1" "0" "0" "0" "0" "1" 0.624064803123474 460.728607177734 460.728607177734 460.728607177734 468753 9150 3695.25 0.0706310942769051 26.722131729126 6.8962721824646 -32.3146362304688 3 3 15 15 11 11 16
258894.293755719 6226234.0015407 35 "High" "TMS" "Fynbos" "No Aliens" "1975, 2000, 2015" "1" "0" "0" "0" "0" "1" 1.78142404556274 663.734375 663.734375 663.734375 472097 9041.4169921875 3247.58325195312 0.160054951906204 24.3598575592041 6.34360408782959 51.1102180480957 11 11 15 15 11 11 16
258840.020871887 6226349.77575516 36 "High" "TMS" "Fynbos" "No Aliens" "1975, 2000, 2015" "1" "0" "0" "0" "0" "1" 1.81779611110687 668.721984863281 668.721984863281 668.721984863281 470074 9038.8330078125 3180.91674804688 0.132717192173004 24.2524394989014 6.22347640991211 38.6116371154785 11 11 15 15 11 11 16
258471.560205943 6227012.48417013 37 "High" "TMS" "Fynbos" "No Aliens" "1990, 2000, 2015" "1" "0" "0" "0" "0" "1" 6.06068134307861 697.434753417969 697.434753417969 697.434753417969 454559 9235.75 3922.83325195312 0.09858787804842 24.1204261779785 6.32736492156982 21.6492176055908 11 11 15 15 11 11 16
258379.172904262 6227013.20135952 38 "High" "TMS" "Fynbos" "No Aliens" "1990, 2000, 2015" "1" "0" "0" "0" "0" "1" 0.593539535999298 700.833068847656 700.833068847656 700.833068847656 454556 9224.75 4060.91674804688 0.161494866013527 23.2927722930908 6.1102876663208 40.1089096069336 11 11 15 15 11 11 16
261388.521423092 6213576.30504092 39 "Med" "TMS" "Fynbos" "Invaded" "1994, 2000, 2008" "1" "0" "1" "0" "0" "0" 1.2616446018219 262.327392578125 262.327392578125 262.327392578125 756608 9052.6669921875 3478.08325195312 0.0778310000896454 27.3855075836182 8.56215858459473 -4.97469329833984 3 3 15 15 11 11 16
261356.049207588 6213745.05595538 40 "Med" "TMS" "Fynbos" "No Aliens" "1994, 2000" "1" "0" "0" "0" "0" "0" 1.50886297225952 262.287780761719 262.287780761719 262.287780761719 753237 9050 3386.5 0.0400073565542698 27.2255573272705 8.51564121246338 0.176508888602257 3 3 15 15 11 11 16
260972.905718509 6215209.08259084 41 "Med" "TMS" "Fynbos" "Invaded" "1994, 2000" "1" "0" "0" "0" "0" "0" 4.46034860610962 230.883987426758 230.883987426758 230.883987426758 720199 8839.4169921875 3043.83325195312 0.205925673246384 28.338565826416 9.20665836334229 -2.35964846611023 3 3 15 15 11 11 16
262221.405912789 6216199.63111582 42 "Low" "Sand" "Fynbos" "Invaded" "2000, 2012" "1" "0" "0" "0" "1" "0" 0.697151899337769 85.5302658081055 85.5302658081055 85.5302658081055 697998 8579.9169921875 4725.16650390625 0.494575381278992 29.876012802124 10.4395933151245 -31.8661842346191 3 3 15 15 11 11 16
261869.829248261 6216218.47722676 43 "Low" "Sand" "Fynbos" "Invaded" "2000" "1" "0" "0" "0" "0" "0" 0.900427758693695 147.778396606445 147.778396606445 147.778396606445 697312 8962.0830078125 4022.83325195312 0.236926257610321 28.6726226806641 9.61385631561279 -1.27253878116608 3 3 15 15 11 11 16
262251.789433869 6214594.06907887 44 "Low" "TMS" "Fynbos" "No Aliens" "2000" "1" "0" "0" "0" "0" "0" 1.48906707763672 140.084854125977 140.084854125977 140.084854125977 733721 8453.75 3209.58325195312 0.450692892074585 28.9912166595459 10.110221862793 8.22900581359863 3 3 15 15 11 11 16
260502.432199992 6233030.14049973 45 "Med" "Granite" "Fynbos" "Invaded" "2000" "1" "0" "0" "0" "0" "0" 0.821596801280975 NA 224.799606323242 224.799606323242 319827 8942.6669921875 4250.91650390625 0.280494898557663 28.3710346221924 9.13767910003662 -12.8973274230957 NA 2 NA 19 NA 8 NA
258888.603928885 6228564.7500953 46 "High" "TMS" "Fynbos" "No Aliens" "1970, 1990, 2000, 2015" "1" "0" "0" "0" "0" "1" 2.59007740020752 878.371826171875 878.371826171875 878.371826171875 420199 9081.1669921875 2961.25 0.109395764768124 22.5561218261719 5.07749700546265 70.4819564819336 1 1 15 15 11 11 16
261325.439652589 6225969.0391515 47 "Med" "TMS" "Fynbos" "Invaded" "1984, 2000, 2005, 2015" "1" "1" "0" "0" "0" "1" 0.844798624515533 360.29541015625 360.29541015625 360.29541015625 478244 8845.4169921875 4470.41650390625 0.366011917591095 27.0181713104248 8.73666667938232 34.7695503234863 3 3 15 15 11 11 16
260117.708654636 6212073.21887405 48 "Low" "TMS" "Fynbos" "Cleared" "2000, 2008" "1" "0" "1" "0" "0" "0" 3.34910774230957 84.1750564575195 84.1750564575195 84.1750564575195 790266 8680.5830078125 2345.08325195312 0.196820646524429 29.0565929412842 9.96453380584717 -16.2217502593994 3 3 15 15 11 11 16
261991.583549327 6215256.52827509 49 "Med" "Sand" "Fynbos" "No Aliens" "2000" "1" "0" "0" "0" "0" "0" 2.83717632293701 207.091201782227 207.091201782227 207.091201782227 718885 8583.0830078125 2099.66674804688 0.254730433225632 28.0973052978516 9.31660556793213 2.81745862960815 3 3 15 15 11 11 16
261921.503125335 6215291.75136069 50 "Med" "Sand" "Fynbos" "Invaded" "2000" "1" "0" "0" "0" "0" "0" 2.04879069328308 226.31884765625 226.31884765625 226.31884765625 718208 8712.0830078125 2774.41674804688 0.240262091159821 27.8647499084473 9.1891040802002 15.4773292541504 3 3 15 15 11 11 16
260194.92722039 6231490.02642833 51 "Med" "Granite" "Fynbos" "Invaded" "2000" "1" "0" "0" "0" "0" "0" 2.4094865322113 NA 327.588714599609 327.588714599609 354191 8143.66650390625 1957.83325195312 0.399268627166748 27.3234939575195 8.7511739730835 -13.016827583313 NA 11 NA 15 NA 11 NA
255527.685756744 6216083.37500562 52 "Low" "Sand" "Fynbos" "Cleared" "1982, 2000, 2008" "1" "0" "1" "0" "0" "0" 4.3891487121582 84.0211944580078 84.0211944580078 84.0211944580078 700471 8632 2820.25 0.289676070213318 29.5361461639404 10.2432737350464 -14.9865045547485 3 3 15 15 11 11 16
