spcID	Status	Origin
Glandularia_X_hybrida_(hort._ex_Groenl._&_Rümpler)_G.L.Nesom_&_Pruski	Alien	SAPIA
Ficus_carica_L.	Alien	SAPIA
Agave_decipiens_Baker	Alien	SAPIA
Billardiera_heterophylla_(Lindl.)_L.W.Cayzer_&_Crisp	Alien	SAPIA
Parthenocissus_quinquefolia_(L.)_Planchon	Alien	SAPIA
Acacia_implexa_Benth.	Alien	SAPIA
Acacia_fimbriata_A.Cunn._ex_G.Don	Alien	SAPIA
Syzygium_paniculatum_Gaertn.	Alien	SAPIA
Coreopsis_lanceolata_L.	Alien	SAPIA
Egeria_densa_Planch.	Alien	SAPIA
Orobanche_minor_Sm.	Alien	SAPIA
Sphagneticola_trilobata_(L.)_Pruski	Alien	SAPIA
Rivina_humilis_L.	Alien	SAPIA
Triplaris_americana_L.	Alien	SAPIA
Albizia_procera_(Roxb.)_Benth.	Alien	SAPIA
Desmanthus_virgatus_(L.)_Willd.	Alien	SAPIA
Bauhinia_purpurea_L.	Alien	SAPIA
Atriplex_nummularia_Lindley_ssp._Nummularia	Alien	SAPIA
Ammi_majus_L.	Alien	SAPIA
Fraxinus_americana_L.	Alien	SAPIA
Sesbania_bispinosa_(Jacq.)_W._Wight_var._bispinosa	Alien	SAPIA
Jatropha_sp.	Alien	SAPIA
Salix_caprea_L.	Alien	SAPIA
Spiraea_cantoniensis_Lour.	Alien	SAPIA
Rosa_odorata_(Andr.)_Sweet	Alien	SAPIA
Eucalyptus_robusta_Sm.	Alien	SAPIA
Pinus_cf._P._uncinata_Mill._ex_Mirb.	Alien	SAPIA
Metasequoia_glyptostroboides_Hu_&_W.C.Cheng	Alien	SAPIA
Bidens_biternata_(Lour.)_Merr._&_Sherff	Alien	SAPIA
Cryptomeria_japonica_(L.f.)_D._Don	Alien	SAPIA
Dahlia_imperialis_Roezl._ex_Ortg.	Alien	SAPIA
Monstera_deliciosa_Liebm.	Alien	SAPIA
Pandanus_spp.	Alien	SAPIA
Spathodea_campanulata_Beauv.	Alien	SAPIA
Eucalyptus_tereticornis_Sm.	Alien	SAPIA
Sophora_sp._cf_S._davidii_(Franch.)_Skeels	Alien	SAPIA
Juniperus_sp.	Alien	SAPIA
Malus_pumila_Mill.	Alien	SAPIA
Juniperus_pinchotii_Sudw.	Alien	SAPIA
Pyrus_sp.	Alien	SAPIA
Acacia_cultriformis_A._Cunn.	Alien	SAPIA
Cydonia_oblonga_Mill.	Alien	SAPIA
Ulmus_sp.	Alien	SAPIA
Silybum_marianum_(L.)_Gaertn.	Alien	SAPIA
Corymbia_ficifolia_(F.Muell.)_K.D.Hill_&_L.A.S.Johnson	Alien	SAPIA
Phoenix_dactylifera_L.	Alien	SAPIA
Fraxinus_angustifolia_Vahl	Alien	SAPIA
Eucalyptus_microcorys_F._Muell.	Alien	SAPIA
Eucalyptus_leucoxylon_F._Muell.	Alien	SAPIA
Phoenix_canariensis_Hort._ex_Chabaud	Alien	SAPIA
Ipomoea_nil_(L.)_Roth	Alien	SAPIA
Eucalyptus_regnans_F._Muell.	Alien	SAPIA
Platanus_sp.	Alien	SAPIA
Eucalyptus_microtheca_F._Muell.	Alien	SAPIA
Colocasia_sp.	Alien	SAPIA
Eucalyptus_exserta_F._Muell.	Alien	SAPIA
Verbesina_encelioides_(Cav.)_Benth._&_Hook.f._ex_A.Gray	Alien	SAPIA
