big_plot	peg	plot	species	regen_mode	no	max_ht	prop_cov_alive	prop_cov	new_seed	value
1	0	1.1.1	Leucadendron_laureolum	s	1	50	100	1	0	1
1	0	1.1.1	Watsonia_borbonica	r	1	120	100	2	0	1
1	0	1.1.1	Elegia_sp	r	2	100	30	20	0	1
1	0	1.1.1	mastersiella_digitata	s	3	50	50	15	0	1
1	0	1.1.1	cannamois_virgata	r	2	50	100	1	0	1
1	0	1.1.1	Elytropappus_scaber	s	4	50	60	5	0	1
1	0	1.1.1	Cliffortia_stricta	s	1	15	100	0.1	0	1
1	0	1.1.1	Cliffortia_filifolia	s	1	35	100	0.1	0	1
1	0	1.1.1	Stoebe_aethiopica	s	1	70	100	20	0	1
1	0	1.1.1	Haplocarpha_lanata	s	1	3	100	1	0	1
1	0	1.1.1	Tetraria_eximia	r	2	20	10	0.1	0	1
1	0	1.1.1	pentashistis_sp._	?	1	40	75	1	0	1
1	0	1.1.2	Leucospermum_conocarpodendron	s	1	20	50	1	0	1
1	0	1.1.2	mastersiella_digitata	s	4	45	60	20	0	1
1	0	1.1.2	Hypodiscus_wildenowia	r	2	30	100	3	0	1
1	0	1.1.2	Ischyrolepis_spp	r	2	5	10	0.1	0	1
1	0	1.1.2	Ficinia_oligantha	s	4	5	50	3	0	1
1	0	1.1.2	Tetraria_compar	r	4	30	100	5	0	1
1	0	1.1.2	Merxmuellera_rufa	r	2	25	75	4	0	1
1	0	1.1.2	Phylica_imberbis_	r	3	40	90	10	0	1
1	0	1.1.2	Cliffortia_filifolia	s	3	40	100	2	0	1
1	0	1.1.2	cliffortia_sp.	s	2	10	100	0.1	0	1
1	0	1.1.2	Oxalis_versicolor	s	1	5	100	0.1	0	1
1	0	1.1.2	Lichtensteinia_lacera	r	1	2	100	0.1	0	1
1	0	1.1.2	Babiana_sp.	?	1	5	100	0.1	0	1
1	0	1.1.2	Eriospermum_sp.	?	1	1	100	0.1	0	1
1	0	1.1.2	Passerina_corymbosa	s	1	25	100	0.1	0	1
1	0	1.2.3	Leucadendron_laureolum	r	1	100	100	15	0	1
1	0	1.2.3	mastersiella_digitata	s	3	40	25	10	0	1
1	0	1.2.3	cannamois_virgata	s	1	10	100	0.1	0	1
1	0	1.2.3	oxalis_sp.	r	2	5	100	1	0	1
1	0	1.2.3	Ischyrolepis_capensis	r	1	5	10	0.1	0	1
1	0	1.2.3	Ficinia_bulbosa	r	3	5	100	1	0	1
1	0	1.2.3	Cliffortia_filifolia	s	1	15	80	0.1	0	1
1	0	1.2.3	Elytropappus_scaber	s	0	60	50	65	0	1
1	0	1.2.4	mastersiella_digitata	s	1	40	50	3	0	1
1	0	1.2.4	Ischyrolepis_spp	r	20	10	35	7	0	1
1	0	1.2.4	Merxmuellera_rufa	r	3	40	80	10	0	1
1	0	1.2.4	Ficinia_bulbosa	r	4	5	50	1	0	1
1	0	1.2.4	Schizaea_pectinata	r	1	15	80	0.1	0	1
1	0	1.2.4	Aristea_africana	s	4	5	100	0.1	0	1
1	0	1.2.4	oxalis_sp.	r	1	5	100	1	0	1
1	0	1.2.4	Babiana_sp.	s	2	10	100	0.1	0	1
1	0	1.2.4	Haplocarpha_lanata	s	1	3	100	0.1	0	1
1	0	1.2.4	oxalis_spp_2	s	5	0.1	100	0.1	0	1
1	0	1.2.4	Metalasia_muricata	s	1	5	100	0.1	0	1
1	0	1.2.4	Cliffortia_stricta	s	2	75	100	15	0	1
1	0	1.2.4	Leucadendron_laureolum	s	1	65	95	3	0	1
1	0	1.3.5	mastersiella_digitata	s	5	65	50	70	0	1
1	0	1.3.5	Tetraria_eximia	r	9	20	90	3	0	1
1	0	1.3.5	Cliffortia_stricta	s	1	50	100	0.1	0	1
1	0	1.3.5	Thamnochortus_gracilus	s	2	20	100	1	0	1
1	0	1.3.5	Thamnochortus_gracilus	r	1	70	100	2	0	1
1	0	1.3.5	Elytropappus_scaber	s	2	70	100	10	0	1
1	0	1.3.5	Lobelia_coronopifolia	s	1	3	100	0.1	0	1
1	0	1.3.5	Anthospermum_aethiopicum	s	5	30	50	2	0	1
1	0	1.3.5	Merxmuellera_rufa	r	3	50	50	5	0	1
1	0	1.3.5	Tetraria_compar	r	2	60	100	1	0	1
1	0	1.3.5	Phylica_imberbis_	s	1	5	100	0.1	0	1
1	0	1.3.5	Tritoniopsis_triticea	r	1	10	100	0.1	0	1
1	0	1.3.5	Babiana_sp.	s	1	5	100	0.1	0	1
1	0	1.3.5	Oxalis_sp.	r	1	20	100	0.1	0	1
1	0	1.3.5	Hypodiscus_wildenowia	r	1	20	100	1	0	1
1	0	1.3.5	Cliffortia_filifolia	s	1	50	100	0.1	0	1
1	0	1.3.6	Ischyrolepis_capensis	r	3	10	5	1	0	1
1	0	1.3.6	Tetraria_compar	r	1	30	60	15	0	1
1	0	1.3.6	Babiana_sp.	s	1	5	100	0.1	0	1
1	0	1.3.6	Trachyandra_scabra	s	8	10	100	0.1	0	1
1	0	1.3.6	Phylica_imberbis_	s	1	10	100	0.1	0	1
1	0	1.3.6	Erica_cerinthoides	s	1	10	100	1	0	1
1	0	1.3.6	Myrsine_africana	s	3	20	100	2	0	1
1	0	1.3.6	Rhus_lucida	s	3	60	80	10	0	1
1	0	1.3.6	Passerina_corymbosa	s	2	80	100	5	0	1
1	0	1.3.6	Elytropappus_scaber		0	30		10	0	1
1	0	1.3.6	Leucospermum_conocarpodendron	s	2	70	100	7	0	1
1	0	1.3.6	Leucadendron_laureolum	s	1	100	100	60	0	1
1	0	1.3.6	Ficinia_bulbosa	r	1	5	10	0.1	0	1
1	0	1.3.6	Tetraria_eximia	s	2	10	50	0.1	0	1
1	0	1.4.7	mastersiella_digitata	s	1	40	50	2	0	1
1	0	1.4.7	cannamois_virgata	r	3	60	75	2	0	1
1	0	1.4.7	Ischyrolepis_capensis	r	2	20	25	1	0	1
1	0	1.4.7	Merxmuellera_rufa	r	3	30	50	10	0	1
1	0	1.4.7	Ficinia_bulbosa	r	6	10	25	1	0	1
1	0	1.4.7	Metalasia_spp	s	1	5	100	0.1	1	1
1	0	1.4.7	Cliffortia_stricta	s	5	120	80	20	1	1
1	0	1.4.7	Clutia_polygonoides	r	1	45	100	2	0	1
1	0	1.4.7	Erica_cerinthoides	r	1	35	80	1	0	1
1	0	1.4.7	Leucospermum_conocarpodendron	s	1	30	100	1	0	1
1	0	1.4.7	Leucadendron_laureolum	s	1	80	100	10	0	1
1	0	1.4.8	mastersiella_digitata	s	2	50	40	20	0	1
1	0	1.4.8	Thamnochortus_gracilus	r	1	30	50	2	0	1
1	0	1.4.8	Ficinia_bulbosa	r	14	2	25	5	0	1
1	0	1.4.8	Ischyrolepis_capensis	r	3	10	10	1	0	1
1	0	1.4.8	Oxalis_versicolor	r	4	5	100	1	0	1
1	0	1.4.8	Erica_cerinthoides	r	1	40	100	2	0	1
1	0	1.4.8	Cliffortia_stricta	s	4	150	90	20	0	1
1	0	1.4.8	Elytropappus_scaber	s	2	20	60	4	0	1
1	0	1.4.8	Lobelia_pinifolia	s	1	60	100	5	0	1
1	0	1.4.8	Rhus_lucida	r	a	100	100	10	0	1
1	0	1.4.8	Leucospermum_conocarpodendron	s	1	50	100	1	0	1
1	0	1.5.9	mastersiella_digitata	s	2	60	50	20	0	1
1	0	1.5.9	cannamois_virgata	r	2	30	10	1	0	1
1	0	1.5.9	Ischyrolepis_capensis	r	6	20	40	15	0	1
1	0	1.5.9	Ficinia_bulbosa	r	4	10	25	3	0	1
1	0	1.5.9	Leucadendron_laureolum	s	2	70	100	10	0	1
1	0	1.5.9	Lobelia_pinifolia	r	1	70	100	10	0	1
1	0	1.5.9	Leucospermum_conocarpodendron	s	3	25	100	2	0	1
1	0	1.5.9	Passerina_corymbosa	s	2	55	100	3	0	1
1	0	1.5.9	Cliffortia_stricta	s	6	100	90	10	5	1
1	0	1.5.10	pentashistis_curvifolia	s	2	30	10	15	0	1
1	0	1.5.10	Merxmuellera_rufa	r	2	40	75	10	0	1
1	0	1.5.10	cannamois_virgata	r	3	40	70	3	0	1
1	0	1.5.10	Ficinia_bulbosa	r	11	10	30	5	0	1
1	0	1.5.10	Ischyrolepis_capensis	r	4	10	50	2	0	1
1	0	1.5.10	Asparagus_sp.	s	1	5	100	0.1	0	1
1	0	1.5.10	Phylica_imberbis_	r	1	15	10	1	0	1
1	0	1.5.10	Leucadendron_laureolum	s	1	50	75	1	0	1
1	0	1.5.10	Leucospermum_conocarpodendron	s	1	45	100	1	0	1
1	0	1.5.10	Rhus_tomentosa	r	1	75	90	10	0	1
1	0	1.5.10	Cliffortia_stricta	s	2	5	100	0.1	2	1
1	0	1.5.10	Oxalis_versicolor	r	1	5	100	0.1	0	1
1	0	1.5.10	Elytropappus_scaber		0			5	0	1
1	0	1.6.11	Ischyrolepis_capensis	r	7	80	50	40	0	1
1	0	1.6.11	Thamnochortus_gracilus	r	1	80	100	4	0	1
1	0	1.6.11	cannamois_virgata	r	4	60	50	2	0	1
1	0	1.6.11	Pseudopentameris_macrantha	s	1	60	100	2	0	1
1	0	1.6.11	Lobelia_coronopifolia	s	1	15	100	1	0	1
1	0	1.6.11	Leucospermum_conocarpodendron	s	2	70	100	10	0	1
1	0	1.6.11	Cliffortia_stricta	s	4	130	70	30	2	1
1	0	1.6.11	Passerina_corymbosa	s	2	90	100	5	0	1
1	0	1.6.11	cyphia_bulbosa	s	2	5	100	0.1	0	1
1	0	1.6.11	Pelargonium_myrrhifolium	s	2	2	100	0.1	0	1
1	0	1.6.11	Muraltia_diabolica_	s	1	10	100	1	0	1
1	0	1.6.12	Ischyrolepis_capensis	r	1	10	10	1	0	1
1	0	1.6.12	Ficinia_bulbosa	r	2	5	20	1	0	1
1	0	1.6.12	Ficinia_sp	r	20	15	100	10	0	1
1	0	1.6.12	Bulbine_sp	s	1	10	100	0.1	0	1
1	0	1.6.12	Gladiolus_sp	s	3	30	100	0.1	0	1
1	0	1.6.12	unknown_bulb__1	?	1	3	100	0.1	0	1
1	0	1.6.12	Elytropappus_scaber	s	2	5	100	0.1	0	1
1	0	1.6.12	pentashistis_rigidissima	s	2	10	100	0.1	0	1
1	0	1.6.12	Elytropappus_scaber		0			15	0	1
1	0	1.6.12	Cliffortia_stricta	s	6	100	100	15	0	1
1	0	1.6.12	Passerina_corymbosa	s	3	100	100	5	0	1
1	0	1.6.12	Erica_plukenetii	s	1	70	100	10	0	1
1	0	1.6.12	Leucadendron_laureolum	s	2	120	100	10	0	1
1	0	1.6.12	Leucospermum_conocarpodendron	s	1	65	100	1	0	1
2	0	2.1.1	Metalasia_cephalotes	s	3	70	50	50	0	1
2	0	2.1.1	Ischyrolepis_cincinnata	s	10	30	80	40	0	1
2	0	2.1.1	Ficinia_bulbosa	r	1	5	40	0.1	0	1
2	0	2.1.1	Thesium_strictum	s	1	100	50	5	0	1
2	0	2.1.1	Cliffortia_atrata	s	1	40	100	1	0	1
2	0	2.1.1	Erica_labialis	s	0		100	1	0	1
2	0	2.1.2	Metalasia_cephalotes	s	1	40	50	15	0	1
2	0	2.1.2	Ischyrolepis_cincinnata	s	7	25	75	35	0	1
2	0	2.1.2	Ischyrolepis_capensis	s	3	30	50	1	0	1
2	0	2.1.2	cannamois_virgata	r	1	40	50	1	0	1
2	0	2.1.2	Tetraria_sp	s	1	5	5	0.1	0	1
2	0	2.1.2	Mimetes_fimbrifolius	s	1	30	100	1	0	1
2	0	2.1.2	Amphithalea_ericifolia	s	2	5	100	0.1	0	1
2	0	2.2.3	Ischyrolepis_cincinnata	s	12	30	60	40	0	1
2	0	2.2.3	cannamois_virgata	r	3	50	85	10	0	1
2	0	2.2.3	Tetraria_eximia	r	3	25	50	3	0	1
2	0	2.2.3	Tetraria_cuspidata	r	3	30	50	0.1	1	1
2	0	2.2.3	Metalasia_cephalotes	s	1	40	50	10	0	1
2	0	2.2.3	Tritoniopsis	s	2	20	100	0.1	0	1
2	0	2.2.3	Erica_labialis	s	2	55	100	25	0	1
2	0	2.2.3	Mimetes_fimbrifolius	s	1	35	100	3	0	1
2	0	2.2.3	Phylica_buxifolia	s	1	20	100	0.1	0	1
2	0	2.2.3	Amphithalea_ericifolia	s	3	10	100	0.1	0	1
2	0	2.2.3	unknown_bulb_2_	s	1	2	100	0.1	0	1
2	0	2.2.4	Ischyrolepis_cincinnata	s	8	30	85	10	0	1
2	0	2.2.4	Elegia_racemosa	s	1	80	40	1	0	1
2	0	2.2.4	cannamois_virgata	s	1	30	40	0.1	0	1
2	0	2.2.4	Pseudopentameris_macrantha	r	1	60	80	5	0	1
2	0	2.2.4	Tetraria_eximia	r	1	25	50	0.1	0	1
2	0	2.2.4	Tetraria_sp_2007/32	r	1	50	75	2	0	1
2	0	2.2.4	Mimetes_fimbrifolius	s	3	25	100	2	0	1
2	0	2.2.4	Metalasia_compacta	s	1	75	10	1	0	1
2	0	2.2.4	Metalasia_cephalotes	s	2	50	60	35	0	1
2	0	2.2.4	Erica_labialis	s	8	50	100	35	0	1
2	0	2.2.4	Amphithalea_ericifolia	r	3	20	100	15	0	1
2	0	2.2.4	Amphithalea_ericifolia	s	7	15	100	5	7	1
2	0	2.2.4	Agapanthus	s	3	5	100	0.1	0	1
2	0	2.2.4	Merxmuellera_rufa	s	1	10	100	0.1	0	1
2	0	2.2.4	Ficinia_bulbosa	r	2	10	20	0.1	0	1
2	0	2.2.4	Bulb_sp	s	2	2	100	0.1	0	1
2	0	2.3.5	Thamnochortus_gracilus	s	2	60	20	3	0	1
2	0	2.3.5	Ischyrolepis_cincinnata	s	18	20	80	50	0	1
2	0	2.3.5	Metalasia_cephalotes	s	1	40	60	15	0	1
2	0	2.3.5	Erica_labialis	s	3	5	100	0.1	3	1
2	0	2.3.5	erica_sp	s	1	20	100	0.1	1	1
2	0	2.3.5	Tetraria_sp_2007/32	?	1	10	5	0.1	0	1
2	0	2.3.6	Ischyrolepis_cincinnata	s	8	40	60	25	0	1
2	0	2.3.6	Metalasia_cephalotes	s	2	40	40	20	0	1
2	0	2.3.6	Erica_labialis	s	3	50	100	40	0	1
2	0	2.3.6	Hypodiscus_aristatus	s	1	40	50	1	0	1
2	0	2.3.6	Amphithalea_ericifolia	r	2	15	100	2	2	1
2	0	2.3.6	Merxmuellera_rufa	r	5	20	50	1	0	1
2	0	2.4.7	Ischyrolepis_cincinnata	s	15	35	90	80	0	1
2	0	2.4.7	Ficinia_bulbosa	s	3	5	5	0.1	0	1
2	0	2.4.7	Pseudopentameris_macrantha	r	1	60	80	4	0	1
2	0	2.4.7	Metalasia_cephalotes	s	6	70	80	40	0	1
2	0	2.4.7	Bolusafra_bituminosa	s	1	30	100	1	0	1
2	0	2.4.7	Holothrix_villosa	s	5	1	100	0.1	0	1
2	0	2.4.7	Bulb_sp	s	1	5	100	0.1	0	1
2	0	2.4.7	Bulb_sp2	s	2	1	100	0.1	0	1
2	0	2.4.7	Agapanthus_africanus	s	2	5	100	0.1	0	1
2	0	2.4.8	Thamnochortus_gracilus	s	2	40	40	2	0	1
2	0	2.4.8	Ischyrolepis_cincinnata	s	15	30	80	70	0	1
2	0	2.4.8	Tetraria_sp_2007/32	r	5	30	50	2	0	1
2	0	2.4.8	Tetraria_cuspidata	s	1	20	10	0.1	0	1
2	0	2.4.8	Grass_sp_	s	1	10	100	0.1	0	1
2	0	2.4.8	Lebeckia_wrightii	s	1	5	5	0.1	0	1
2	0	2.4.8	Metalasia_cephalotes	s	1	30	80	4	0	1
2	0	2.4.8	Erica_labialis	s	1	25	100	0.1	0	1
2	0	2.4.8	Amphithalea_ericifolia	s	3	5	50	0.1	0	1
2	0	2.4.8	Syncarpha_vestita	s	1	40	80	3	0	1
2	0	2.4.8	bulb_sp	s	2	1	100	1	0	1
2	0	2.4.8	Oxalis_versicolor	r	2	5	100	0.1	0	1
2	0	2.4.8	Oxalis_sp	?	3	1	100	0.1	0	1
2	0	2.4.8	Erica_labialis	s	0			2	0	1
2	0	2.5.9	Ischyrolepis_cincinnata	s	12	40	75	50	0	1
2	0	2.5.9	Holothrix_villosa	s	2	1	100	0.1	0	1
2	0	2.5.9	Erica_labialis	s	3	50	100	30	0	1
2	0	2.5.9	Metalasia_cephalotes		0			3	0	1
2	0	2.5.9	Pelargonium_cucullatum	s	2	15	10	1	0	1
2	0	2.5.10	Ischyrolepis_cincinnata	s	15	35	75	40	0	1
2	0	2.5.10	Ischyrolepis_capensis	s	2	35	40	0.1	0	1
2	0	2.5.10	Metalasia_cephalotes	s	1	60	80	20	0	1
2	0	2.5.10	Tetraria_compar	r	1	30	50	1	0	1
2	0	2.5.10	bulb_sp	s	1	1	100	0.1	0	1
2	0	2.5.10	Thesium_sp	s	1	5	100	0.1	0	1
2	0	2.6.11	Tetraria_eximia	s	5	20	50	2	0	1
2	0	2.6.11	Ischyrolepis_cincinnata	s	8	30	60	80	0	1
2	0	2.6.11	Metalasia_cephalotes	s	2	40	70	60	0	1
2	0	2.6.12	Tetraria_eximia	s	2	30	30	2	0	1
2	0	2.6.12	Ischyrolepis_cincinnata	s	7	40	85	50	0	1
2	0	2.6.12	Metalasia_cephalotes	s	4	50	80	30	0	1
2	0	2.6.12	Erica_labialis		0			1	0	1
2	0	2.6.12	bulb_sp	s	1	1	100	0.1	0	1
3	0	3.1.1	Saltera_sarcocolla	r	1	70	100	20	0	1
3	0	3.1.1	Elytropappus_scaber	s	4	40	100	9	0	1
3	0	3.1.1	Peucadanum_ferulaceum	r	1	20	100	1	0	1
3	0	3.1.1	Penea_mucronata	s	1	10	100	0.1	0	1
3	0	3.1.1	Metalasia_divergens	s	3	50	80	2	0	1
3	0	3.1.1	Cannamois_virgata	r	4	80	40	40	0	1
3	0	3.1.1	Merxmuellera_rufa	r	3	30	80	10	0	1
3	0	3.1.1	Tetraria_fasciata	r	2	30	60	20	0	1
3	0	3.1.1	Tetraria_cuspidata	r	1	30	60	1	0	1
3	0	3.1.1	Restio_sp	s	1	20	100	0.1	0	1
3	0	3.1.1	Tetraria_eximia	s	5	20	80	1	0	1
3	0	3.1.1	Ficinia_sp1	r	1	5	50	0.1	0	1
3	0	3.1.2	Elytropappus_scaber	s	3	40	80	20	0	1
3	0	3.1.2	cannamois_virgata	r	9	70	40	20	0	1
3	0	3.1.2	Metalasia_muricata	s	2	40	100	1	0	1
3	0	3.1.2	Tetraria_cuspidata	?	2	70	50	5	0	1
3	0	3.1.2	Gladiolus_sp	r	2	30	100	0.1	0	1
3	0	3.1.2	Tritoniopsis_triticea	r	2	30	100	0.1	0	1
3	0	3.1.2	Merxmuellera_rufa	r	6	30	80	5	0	1
3	0	3.1.2	Tetraria_bramoides	r	2	30	100	3	0	1
3	0	3.1.2	Ficinia_sp1	r	3	10	100	0.1	0	1
3	0	3.1.2	Pseudopentameris_macrantha	r	3	40	80	3	0	1
3	0	3.1.2	Tetraria_compar	r	1	30	50	2	0	1
3	0	3.1.2	Liparia_splendens	r	1	125	100	4	0	1
3	0	3.1.2	Leucadendron_laureolum		0			25	0	1
3	0	3.1.2	Watsonia_borbonica	r	1	100	100	1	0	1
3	0	3.2.4	Pseudopentameris_macrantha	r	11	60	50	10	0	1
3	0	3.2.4	Merxmuellera_rufa	r	3	30	70	3	0	1
3	0	3.2.4	cannamois_virgata	r	6	60	60	8	0	1
3	0	3.2.4	Hypodiscus_aristatus	r	1	60	50	8	0	1
3	0	3.2.4	Agapanthus_africanus	r	3	30	100	1	0	1
3	0	3.2.4	Euphorbia_genistoides	r	4	25	100	1	2	1
3	0	3.2.4	Cliffortia_filifolia	s	3	30	100	1	0	1
3	0	3.2.4	Elytropappus_scaber	s	3	35	100	15	0	1
3	0	3.2.4	Watsonia_borbonica	r	1	80	80	1	0	1
3	0	3.2.4	Thamnochortus_gracilus	s	1	15	50	0.1	0	1
3	0	3.2.4	Erica_cerinthoides	s	1	2	100	0.1	1	1
3	0	3.2.4	Liparia_splendens	s	1	30	100	0.1	0	1
3	0	3.2.4	Ficinia_sp1	r	6	10	60	1	0	1
3	0	3.2.4	Tritoniopsis_sp	s	1	2	100	0.1	1	1
3	0	3.3.5	Pseudopentameris_macrantha	r	10	40	75	40	0	1
3	0	3.3.5	Thamnochortus_gracilus	?	1	60	90	5	0	1
3	0	3.3.5	Merxmuellera_rufa	r	2	30	80	2	0	1
3	0	3.3.5	Tetraria_cuspidata	r	16	30	50	6	0	1
3	0	3.3.5	Bobartia_latifolia	s	1	30	100	0.1	0	1
3	0	3.3.5	Penea_cneorum	r	2	30	100	2	0	1
3	0	3.3.5	Bolusafra_bituminosa	s	1	30	100	1	0	1
3	0	3.3.5	Erica_similis	s	1	10	100	0.1	0	1
3	0	3.3.5	Elytropappus_scaber	s	4	35	80	5	0	1
3	0	3.3.5	Anthospermum_aethiopicum	s	3	65	100	2	0	1
3	0	3.3.5	Clutia_alaternoides	r	2	36	100	2	1	1
3	0	3.3.5	Phylica_imberbis_	r	1	16	100	0.1	0	1
3	0	3.3.5	Lichtensteinia_lacera	r	2	15	100	1	0	1
3	0	3.3.5	Haplocarpha_lanata	s	1	5	100	0.1	0	1
3	0	3.3.6	Elytropappus_scaber	s	6	30	80	20	0	1
3	0	3.3.6	agathosma_imbricata	r	2	45	100	3	1	1
3	0	3.3.6	Pseudopentameris_macrantha	r	5	80	90	25	0	1
3	0	3.3.6	Merxmuellera_rufa	r	5	30	90	5	0	1
3	0	3.3.6	Tetraria_compar_	r	1	30	100	8	0	1
3	0	3.3.6	Hypodiscus_aristatus	s	1	60	50	1	0	1
3	0	3.3.6	Restio_triticeus	s	2	40	20	1	0	1
3	0	3.3.6	Agapanthus_africanus	s	1	10	100	1	0	1
3	0	3.3.6	Phylica_imberbis_	s	2	20	100	0.1	0	1
3	0	3.3.6	Tritoniopsis	s	9	10	100	0.1	0	1
3	0	3.3.6	Penea_cneorum	s	1	10	100	0.1	0	1
3	0	3.3.6	Iridacea_bulb	s	1	20	100	0.1	0	1
3	0	3.3.6	Senecio_sp	s	1	20	100	0.1	0	1
3	0	3.3.6	Erica_cerinthoides	r	1	20	100	0.1	0	1
3	0	3.3.6	Watsonia_borbonica	r	3	100	75	15	4	1
3	0	3.4.7	Tetraria_bramoides	r	1	50	75	3	0	1
3	0	3.4.7	Pseudopentameris_macrantha	r	6	50	40	10	0	1
3	0	3.4.7	Merxmuellera_rufa	r	1	30	50	0.1	0	1
3	0	3.4.7	Bobartia_latifolia	s	2	40	100	0.1	0	1
3	0	3.4.7	Ischyrolepis_capensis	r	3	60	50	10	0	1
3	0	3.4.7	Watsonia_borbonica	s	1	30	100	1	1	1
3	0	3.4.7	Cymbopogon_marginatus	s	1	50	100	1	0	1
3	0	3.4.7	Tritoniopsis	r	1	30	100	0.1	0	1
3	0	3.4.7	Lobelia_pinifolia	s	1	40	100	0.1	0	1
3	0	3.4.7	Erica_plukenetii	s	1	100	100	5	0	1
3	0	3.4.7	Elytropappus_scaber	s	10	70	80	30	0	1
3	0	3.4.7	Leucadendron_laureolum	s	5	150	100	80	0	1
3	0	3.4.7	Leucadendron_xanthoconus	s	4	110	100	20	0	1
3	0	3.4.7	Rhus_lucida	r	6	50	100	10	0	1
3	0	3.4.7	Oxalis_versicolor	s	1	5	100	0.1	0	1
3	0	3.4.8	Tetraria_bramoides	r	1	130	40	5	0	1
3	0	3.4.8	Cannamois_virgata	r	2	80	70	2	0	1
3	0	3.4.8	Ischyrolepis_capensis	r	2	50	50	2	0	1
3	0	3.4.8	mastersiella_digitata	s	1	50	50	4	0	1
3	0	3.4.8	Merxmuellera_rufa	r	2	30	40	2	0	1
3	0	3.4.8	Dilateris_pillansii	r	1	30	100	0.1	0	1
3	0	3.4.8	Watsonia_borbonica	r	2	9	50	1	1	1
3	0	3.4.8	Ficinia_bulbosa	r	1	5	50	0.1	0	1
3	0	3.4.8	Elytropappus_scaber	s	1	3	100	2	0	1
3	0	3.4.8	Ursinia_sp_2007/24	s	1	25	100	0.1	0	1
3	0	3.4.8	Diosma_oppisitifolia	s	1	20	100	0.1	0	1
3	0	3.4.8	Bolusafra_bituminosa	s	1	10	100	0.1	0	1
3	0	3.4.8	Rhus_lucida	r	1	60	100	10	0	1
3	0	3.4.8	Leucadendron_laureolum		0			20	0	1
3	0	3.5.9	mastersiella_digitata	s	2	40	90	5	0	1
3	0	3.5.9	Cannamois_virgata	r	3	70	100	3	0	1
3	0	3.5.9	Pseudopentameris_macrantha	r	6	50	50	20	0	1
3	0	3.5.9	Merxmuellera_rufa	r	2	20	80	2	0	1
3	0	3.5.9	Cymbopogon_marginatus	r	1	40	40	2	0	1
3	0	3.5.9	Pentameris_macrocalycina	s	2	30	100	0.1	0	1
3	0	3.5.9	Watsonia_borbonica	r	5	110	50	4	4	1
3	0	3.5.9	Liparia_splendens	r	1	120	100	10	0	1
3	0	3.5.9	Hermus_villosa	r	1	60	100	2	0	1
3	0	3.5.9	Elytropappus_scaber		0		50	25	0	1
3	0	3.5.9	Clutia_alaternoides	r	1	30	100	2	0	1
3	0	3.5.9	Senecio_erosus_	r	1	15	100	1	0	1
3	0	3.5.9	Bolusafra_bituminosa	s	1	15	10	0.1	0	1
3	0	3.5.9	Erica_ericoides	s	1	35	100	5	0	1
3	0	3.5.10	Merxmuellera_rufa	r	6	50	6		0	1
3	0	3.5.10	mastersiella_digitata	s	2	30	6		0	1
3	0	3.5.10	Bobartia_latifolia	r	1	20	1		0	1
3	0	3.5.10	Thamnochortus_gracilus	s	1	50	1		0	1
3	0	3.5.10	Elytropappus_scaber	s	5	50	20		0	1
3	0	3.5.10	Tetraria_cuspidata	s	2	40	1		0	1
3	0	3.5.10	Watsonia_borbonica	r	4	50	1	3	0	1
3	0	3.5.10	Euphorbia_genistoides	s	2	100	0.1		0	1
3	0	3.5.10	Leucadendron_laureolum		0	25			0	1
3	0	3.6.11	Elytropappus_scaber						0	1
3	0	3.6.11	Watsonia_borbonica	r	4	100	50	3	3	1
3	0	3.6.11	ischyrolepis_capensis	r	1	40	10	20	0	1
3	0	3.6.11	cannamois_virgata	r	6	60	75	5	0	1
3	0	3.6.11	mastersiella_digitata	s	3	40	70	2	0	1
3	0	3.6.11	Merxmuellera_rufa	r	1	30	50	2	0	1
3	0	3.6.11	Elytropappus_scaber	s	4	50	70	20	0	1
3	0	3.6.11	Pseudopentameris_macrantha	r	4	30	60	4	0	1
3	0	3.6.11	Tetraria_cuspidata	r	1	40	50	1	0	1
3	0	3.6.11	Liparia_splendens	s	2	10	100	0.1	0	1
3	0	3.6.11	Cliffortia_filifolia	s	1	20	100	0.1	0	1
3	0	3.6.12	Elytropappus_scaber	s	6	40	30	20	0	1
3	0	3.6.12	Cannamois_virgata	r	5	60	60	10	0	1
3	0	3.6.12	Restio_triticeus	?	1	60	100	3	0	1
3	0	3.6.12	Pseudopentameris_macrantha	r	3	70	70	4	0	1
3	0	3.6.12	Merxmuellera_rufa	r	1	30	60	4	0	1
3	0	3.6.12	Watsonia_borbonica	r	1	100	40	1	0	1
3	0	3.6.12	Watsonia_borbonica	s	11	30	100	0.1	0	1
3	0	3.6.12	Hermus_villosa	s	1	30	50	0.1	0	1
3	0	3.6.12	Leucospermum_conocarpodendron	r	0			4	0	1
3	0	3.6.12	Leucadendron_laureolum		0			10	0	1
5	PR	5.1.1	Scirpoides_thunbergii	r	3	120	75	100	0	1
5	PR	5.1.1	Penea_mucronata	s	3	100	100	10	0	1
5	PR	5.1.1	Berzelia_lanuginosa	s	1	120	100	15	0	1
5	PR	5.1.1	Erica_hirtiflora		0			5	0	1
5	PR	5.1.1	Ficinia_angustifolia	r	2	50	50	10	0	1
5	PR	5.1.1	Psoralea_laxa	s	2	30	100	0.1	0	1
5	PR	5.1.2	Platycaulos_major_	r	15	110	50	100	0	1
5	PR	5.1.2	Psoralea_laxa	s	2	30	100	0.1	0	1
