big_plot	peg	plot	species	regen_mode	no	max_ht	prop_cov_alive	prop_cov	new_seed	value
11	pg	11.6.12	Linum_africanum	s	1	40	100	1	0	1
11	pg	11.6.12	Bobartia_indica	s	1	100	100	1	0	1
11	pg	11.6.12	Merxmuellera_rufa	r	3	30	75	2	0	1
11	pg	11.6.12	Tetraria_cuspidata	r	3	40	100	4	0	1
11	pg	11.6.12	Penea_mucronata	r	1	60	100	20	0	1
11	pg	11.6.12	Diosma_oppisitifolia	s	1	30	100	0.1	0	1
11	pg	11.6.12	Metalasia_muricata	s	3	50	100	10	0	1
11	pg	11.6.12	Cymbopogon_marginatus	s	1	25	100	1	0	1
11	pg	11.6.12	Stoebe_cinerea	s	2	15	100	2	0	1
11	pg	11.6.12	Cassytha_cilliolata		0			2	0	1
11	pg	11.6.12	Restio_triticeus		0			2	0	1
11	pg	11.6.12	Leucadendron_xanthoconus		0			10	0	1
11	pg	11.6.12	Protea_lepidocarpodendron		0			1	0	1
13	0	13.1.1	Cymbopogon_marginatus	s	1	40	100	3	0	1
13	0	13.1.1	Tribolium_uniolae	s	8	40	50	5	0	1
13	0	13.1.1	Rhus_tomentosa	r	1	90	100	40	0	1
13	0	13.1.1	Muraltia_heisteria	s	2	10	100	0.1	2	1
13	0	13.1.1	Hibiscus_aethiopicus	s	1	10	100	0.1	0	1
13	0	13.1.1	Briza_maxima	s	1	30	100	0.1	0	1
13	0	13.1.1	Ficinia_nigrescens	s	1	20	100	0.1	0	1
13	0	13.1.2	Rhus_lucida	r	6	100	100	50	1	1
13	0	13.1.2	Merxmuellera_stricta	s	2	20	75	20	0	1
13	0	13.1.2	Ficinia_oligantha	r	3	20	50	3	0	1
13	0	13.1.2	Stoebe_cinerea	s	1	50	100	20	0	1
13	0	13.1.2	Baeometra_uniflora	s	1	20	50	0.1	0	1
13	0	13.1.2	Muraltia_heisteria	s	1	40	50	2	0	1
13	0	13.1.2	Tribolium_uniolae	s	2	30	50	1	0	1
13	0	13.1.2	Watsonia_borbonica	s	1	30	100	0.1	0	1
13	0	13.2.3	Merxmuellera_stricta	s	7	75	10	30	0	1
13	0	13.2.3	Pentaschistis_curvifolia	s	1	40	50	1	0	1
13	0	13.2.3	Cymbopogon_marginatus	s	1	40	80	3	0	1
13	0	13.2.3	Tribolium_uniolae	s	2	40	25	2	0	1
13	0	13.2.3	Watsonia_borbonica	s	3	20	100	0.1	0	1
13	0	13.2.3	Metalasia_muricata		0			5	0	1
13	0	13.2.4	Tribolium_uniolae	s	6	40	50	2	0	1
13	0	13.2.4	Merxmuellera_stricta	s	1	40	80	3	0	1
13	0	13.2.4	Anthospermum_aethiopicum		0			5	0	1
13	0	13.2.4	Acacia_saligna	s	3	65	100	10	0	1
13	0	13.2.4	Metalasia_muricata	s	3	35	100	8	2	1
13	0	13.2.4	Muraltia_heisteria	s	1	35	100	10	2	1
13	0	13.2.4	Anthospermum_aethiopicum	s	3	4	100	0.1	0	1
13	0	13.2.4	Cymbopogon_marginatus	s	3	25	80	1	2	1
13	0	13.2.4	Hibiscus_aethiopicus	s	1	6	100	0.1	0	1
13	0	13.2.4	Bobartia_indica	s	0			1	0	1
13	0	13.3.5	Pentaschistis_curvifolia	s	3	10	90	1	0	1
13	0	13.3.5	Merxmuellera_stricta	s	2	40	50	10	1	1
13	0	13.3.5	Ischyrolepis_sieberii	r	1	60	100	3	0	1
13	0	13.3.5	Ischyrolepis_sieberii	s	1	40	100	1	0	1
13	0	13.3.5	Berkheya_barbata	r	1	20	100	15	0	1
13	0	13.3.5	Erica_nudiflora	s	2	20	100	5	0	1
13	0	13.3.5	Watsonia_borbonica	s	4	40	100	1	0	1
13	0	13.3.5	Cymbopogon_marginatus	s	1	30	50	1	0	1
13	0	13.3.5	Indigofera_mauritanica	r	1	10	100	1	0	1
13	0	13.3.5	Senecio_triqueter	s	1	30	100	2	0	1
13	0	13.3.5	Cliffortia_filifolia	s	1	20	100	0.1	0	1
13	0	13.4.8	Watsonia_borbonica	s	2	70	100	2	2	1
13	0	13.4.8	Cymbopogon_marginatus	s	4	40	75	20	0	1
13	0	13.4.8	Tribolium_uniolae	s	6	40	75	1	0	1
13	0	13.4.8	Merxmuellera_stricta	s	4	50	90	10	0	1
13	0	13.4.8	Pentaschistis_curvifolia	s	1	40	40	3	0	1
13	0	13.4.8	Briza_maxima	s	2	30	50	0.1	0	1
13	0	13.4.8	Themeda_triandra	s	1	40	75	5	0	1
13	0	13.4.8	Tarchonanthus_camphoratus	s	1	20	100	0.1	0	1
13	0	13.4.8	Hibiscus_aethiopicus	s	1	18	100	0.1	0	1
13	0	13.4.8	Helichrysum_cymosum	s	1	14	100	0.1	0	1
13	0	13.4.8	Diospyros_glabra	s	0			1	0	1
13	0	13.4.8	Baeometra_uniflora	s	1	10	50	0.1	0	1
13	0	13.4.8	Thesium_funale	s	1	25	100	1	0	1
13	0	13.4.8	Metalasia_muricata	s	0			5	0	1
13	0	13.5.9	Ischyrolepis_sieberii	s	1	60	100	20	0	1
13	0	13.5.9	Merxmuellera_stricta	s	2	50	100	15	0	1
13	0	13.5.9	Cymbopogon_marginatus	s	7	40	50	15	0	1
13	0	13.5.9	Helichrysum_cymosum	s	1	40	25	5	0	1
13	0	13.5.9	Montinia_caryophyllacea	r	4	40	100	10	0	1
13	0	13.5.9	Watsonia_borbonica	s	1	20	20	1	0	1
13	0	13.5.10	Watsonia_borbonica	s	2	140	90	20	0	1
13	0	13.5.10	Tribolium_uniolae	s	2	30	20	2	0	1
13	0	13.5.10	Cymbopogon_marginatus	s	1	40	75	1	0	1
13	0	13.5.10	Merxmuellera_stricta	s	1	60	50	15	0	1
13	0	13.5.10	Rhus_lucida		0			60	0	1
13	0	13.5.10	Ficinia_oligantha	r	2	15	50	1	0	1
13	0	13.5.10	Micranthus_alopecuroides	s	2	5	100	0.5	0	1
13	0	13.6.11	Tribolium_uniolae	s	10	40	75	3	0	1
13	0	13.6.11	Cymbopogon_marginatus	s	3	25	80	5	0	1
13	0	13.6.11	Ficinia_oligantha	s	1	15	100	1	0	1
13	0	13.6.11	Cliffortia_filifolia	s	1	20	90	2	0	1
13	0	13.6.11	Briza_maxima	s	15	30	20	3	0	1
13	0	13.6.11	Hordium_catharticum	s	25	10	10	5	0	1
13	0	13.6.11	Watsonia_borbonica	s	2	10	100	0.1	2	1
13	0	13.6.11	Micranthus_alopecuroides	s	1	10	100	0.1	0	1
13	0	13.6.11	Cyanella_hyacinthoides	s	1	10	25	0.1	0	1
13	0	13.6.11	Merxmuellera_stricta	s	1	25	80	1	0	1
13	0	13.6.12	Montinia_caryophyllacea	r	1	70	100	70	0	1
13	0	13.6.12	Berkheya_barbata	r	1	20	50	1	0	1
13	0	13.6.12	Hibiscus_aethiopicus	r	2	7	100	0.1	0	1
13	0	13.6.12	Erica_nudiflora	s	1	40	100	5	0	1
13	0	13.6.12	Tribolium_uniolae	s	7	40	50	2	0	1
13	0	13.6.12	Cymbopogon_marginatus	s	1	30	100	1	0	1
13	0	13.6.12	Micranthus_alopecuroides	s	7	30	50	0.1	0	1
13	0	13.6.12	Merxmuellera_rufa		0		50	1	0	1
13	0	13.6.12	Indigofera_mauritanica	s	1	10	100	0.1	0	1
13	0	13.6.12	Watsonia_borbonica	s	1	70	80	0.1	0	1
13	0	13.6.12	Trachyandra_sp	s	1	40	100	0.1	0	1
13	0	13.6.12	Disparago_ericoides		0			0.1	0	1
13	0	13.6.12	Merxmuellera_stricta	s	1	20	50	1	0	1
14	0	14.1.1	Erica_nudiflora	s	11	35	100	25	2	1
14	0	14.1.1	Protea_acaulos	r	17	15	100	15	0	1
14	0	14.1.1	Leucadendron_salignum	r	1	40	100	5	0	1
14	0	14.1.1	Gnidia_juniperifolia	r	4	20	100	1	0	1
14	0	14.1.1	Ischyrolepis_sieberii	r	16	35	100	10	0	1
14	0	14.1.1	Tritoniopsis_pink	r	3	50	100	1	0	1
14	0	14.1.1	Indigofera_mauritanica	s	6	10	100	2	0	1
14	0	14.1.1	Thamnochortus_gracilus	r	1	60	100	5	0	1
14	0	14.1.1	Centella_affinis	r	1	15	100	10	0	1
14	0	14.1.1	Otholobium_fruiticans	r	2	20	100	5	0	1
14	0	14.1.1	Cassytha_cilliolata	s	1	25	100	3	0	1
14	0	14.1.1	Disparago_anomala	s	3	30	85	4	0	1
14	0	14.1.1	Tetraria_cuspidata	r	3	35	50	5	0	1
14	0	14.1.1	Merxmuellera_rufa	r	3	25	100	2	0	1
14	0	14.1.1	Corymbium_enerve_	r	5	20	100	2	0	1
14	0	14.1.1	Berkheya_barbata	r	3	10	100	2	0	1
14	0	14.1.1	Ficinia_oligantha	r	2	15	50	0.1	0	1
14	0	14.1.1	Cliffortia_filifolia	s	1	10	100	0.1	0	1
14	0	14.1.2	Cymbopogon_marginatus	r	2	40	70	20	0	1
14	0	14.1.2	Brunia_noduliflora	r	1	65	90	10	0	1
14	0	14.1.2	Centella_affinis	s	1	20	100	15	0	1
14	0	14.1.2	Indigofera_mauritanica	s	4	10	100	1	0	1
14	0	14.1.2	Bobartia_gladiata		0			2	0	1
14	0	14.1.2	Anthospermum_aethiopicum	s	1	80	100	15	0	1
14	0	14.1.2	Cliffortia_filifolia	s	4	20	100	0.1	0	1
14	0	14.1.2	Erica_nudiflora	s	3	55	100	15	0	1
14	0	14.1.2	Microdon_dubius		0			1	0	1
14	0	14.1.2	Scabiosa_columbaria	s	6	10	100	1	0	1
14	0	14.1.2	Diosma_hirsuta	s	2	25	100	1	0	1
14	0	14.1.2	Leucadendron_salignum	r	1	40	100	2	0	1
14	0	14.1.2	Ischyrolepis_gaudichandiana	r	4	75	80	30	0	1
14	0	14.1.2	Erica_plukenetii	s	1	80	100	1	0	1
14	0	14.2.3	Corymbium_enerve_	r	2	20	100	2	0	1
14	0	14.2.3	Centella_affinis	s	1	25	100	5	0	1
14	0	14.2.3	Otholobium_fruiticans	s	1	7	100	0.1	0	1
14	0	14.2.3	Pentaschistis_curvifolia	r	1	30	50	3	0	1
14	0	14.2.3	Indigofera_mauritanica	s	1	30	100	0.1	0	1
14	0	14.2.3	Ischyrolepis_gaudichandiana	r	5	50	80	15	0	1
14	0	14.2.3	Ischyrolepis_sieberii	r	1	70	100	2	0	1
14	0	14.2.3	Brunia_noduliflora	r	1	70	90	15	0	1
14	0	14.2.3	Erica_nudiflora	s	6	50	100	15	0	1
14	0	14.2.3	Prinzia_aromatica	r	2	40	80	15	0	1
14	0	14.2.3	Berkheya_barbata	r	1	40	100	3	0	1
14	0	14.2.3	Euryops_abrotanifolius	s	7	90	50	15	0	1
14	0	14.2.3	Ficinia_oligantha		2	10	75	2	0	1
14	0	14.2.3	Widdringtonia_nodiflora		0			5	0	1
14	0	14.2.3	Tetraria_bramoides		0			2	0	1
14	0	14.2.3	Gnidia_juniperifolia	s	1	20	100	0.1	0	1
14	0	14.2.4	Tetraria_bramoides	r	1	140	85	20	0	1
14	0	14.2.4	Centella_affinis	s	4	15	100	5	0	1
14	0	14.2.4	Penea_mucronata	r	1	10	100	0.1	0	1
14	0	14.2.4	Erica_mucronata	s	11	35	100	25	0	1
14	0	14.2.4	Erica_coccinea	s	1	15	100	0.1	1	1
14	0	14.2.4	Ischyrolepis_sieberii	r	3	50	80	8	0	1
14	0	14.2.4	Merxmuellera_rufa	r	4	25	100	10	0	1
14	0	14.2.4	Tetraria_fasciata	r	2	35	40	10	0	1
14	0	14.2.4	Rhus_rosmarinifolia	r	1	30	100	0.1	0	1
14	0	14.2.4	Otholobium_fruiticans	s	2	15	100	0.1	0	1
14	0	14.2.4	Cassytha_cilliolata		1	30	100	4	0	1
14	0	14.2.4	Disparago_anomala	s	2	25	10	5	0	1
14	0	14.2.4	Tritoniopsis_antholyza	r	1	30	100	0.1	0	1
14	0	14.2.4	Elytropappus_scaber		0			0.1	0	1
14	0	14.2.4	Penea_mucronata	s	1	40	100	3	0	1
14	0	14.2.4	Anthospermum_aethiopicum	s	1	10	100	0.1	1	1
14	0	14.3.5	Indigofera_mauritanica	s	4	20	100	1	0	1
14	0	14.3.5	Lichtensteinia_lacera	r	1	10	100	1	0	1
14	0	14.3.5	Tritoniopsis	r	9	40	100	4	0	1
14	0	14.3.5	Ischyrolepis_sieberii	r	4	50	70	15	0	1
14	0	14.3.5	Tetraria_fasciata	r	6	30	70	10	0	1
14	0	14.3.5	Merxmuellera_rufa	r	3	30	50	5	0	1
14	0	14.3.5	agathosma_imbricata	s	1	30	100	0.1	0	1
14	0	14.3.5	Otholobium_fruiticans	s	2	5	100	0.1	2	1
14	0	14.3.5	Berkheya_barbata	r	1	15	10	0.1	0	1
14	0	14.3.5	Erica_nudiflora	s	8	25	100	20	17	1
14	0	14.3.5	Brunia_noduliflora	r	1	30	2	2	0	1
14	0	14.3.5	Struthiola_sp	s	1	50	100	2	0	1
14	0	14.3.5	Cassytha_cilliolata		1	30	100	10	0	1
14	0	14.3.5	Chrysanthemoides_monolifera	s	1	10	100	0.1	0	1
14	0	14.3.5	Gerbera_crocea	s	1	2	100	0.1	0	1
14	0	14.3.5	Hypodiscus_albo-aristatus		0			0.1	0	1
14	0	14.3.5	Ficinia_oligantha	s	1	15	100	0.1	0	1
14	0	14.3.5	Tetraria_cuspidata	s	1	20	100	0.1	0	1
14	0	14.3.6	Ischyrolepis_sieberii	r	2	60	80	10	0	1
14	0	14.3.6	Elegia_juncea	s	1	70	60	10	0	1
14	0	14.3.6	Disparago_anomala	s	3	20	50	5	0	1
14	0	14.3.6	Brunia_noduliflora	r	1	70	10	30	0	1
14	0	14.3.6	Montinia_caryophyllacea	r	3	20	100	1	0	1
14	0	14.3.6	Otholobium_fruiticans	r	1	15	100	0.1	0	1
14	0	14.3.6	Erica_nudiflora	s	1	45	100	5	15	1
14	0	14.3.6	Tetraria_fasciata	r	3	30	50	10	0	1
14	0	14.3.6	Cassytha_cilliolata		1	55	100	10	0	1
14	0	14.3.6	Indigofera_mauritanica	s	2	20	100	2	0	1
14	0	14.3.6	Cymbopogon_marginatus	s	1	20	75	0.1	0	1
14	0	14.3.6	Centella_affinis	s	6	15	100	3	0	1
14	0	14.3.6	Lobelia_pinifolia	s	1	35	100	0.1	0	1
14	0	14.3.6	Ficinia_oligantha	r	1	20	50	0.1	0	1
14	0	14.4.7	Otholobium_fruiticans	r	2	30	100	5	0	1
14	0	14.4.7	Disparago_anomala	s	3	30	50	25	0	1
14	0	14.4.7	Tetraria_cuspidata	r	3	30	100	5	2	1
14	0	14.4.7	Merxmuellera_rufa	r	1	20	50	4	0	1
14	0	14.4.7	Centella_affinis	s	4	10	100	1	0	1
14	0	14.4.7	Tritoniopsis_antholyza	r	2	25	100	0.1	0	1
14	0	14.4.7	Erica_nudiflora	s	3	30	100	15	0	1
14	0	14.4.7	Ischyrolepis_sieberii	r	3	40	100	2	0	1
14	0	14.4.7	Berkheya_armata	r	1	2	100	1	0	1
14	0	14.4.7	Pentaschistis_curvifolia	s	1	10	100	0.1	0	1
14	0	14.4.7	Micranthus_alopecuroides	s	2	10	100	0.1	0	1
14	0	14.4.8	Elegia_juncea	r	1	65	80	5	0	1
14	0	14.4.8	Tetraria_cuspidata	r	1	20	80	2	1	1
14	0	14.4.8	Ischyrolepis_sieberii	r	3	50	50	3	0	1
14	0	14.4.8	Ischyrolepis_gaudichandiana	r	1	40	100	2	0	1
14	0	14.4.8	Merxmuellera_rufa	r	3	25	50	5	0	1
14	0	14.4.8	Ficinia_oligantha	r	1	15	100	0.1	0	1
14	0	14.4.8	Tetraria_fasciata	r	1	30	50	3	0	1
14	0	14.4.8	Gnidia_juniperifolia	s	5	20	50	1	0	1
14	0	14.4.8	Centella_affinis	s	15	10	80	10	0	1
14	0	14.4.8	Penea_mucronata	r	2	30	100	2	0	1
14	0	14.4.8	Berkheya_armata	r	1	10	100	0.1	0	1
14	0	14.4.8	Anthospermum_aethiopicum	s	1	30	100	0.1	0	1
14	0	14.4.8	Senecio_pinifolia	r	1	30	100	2	0	1
14	0	14.4.8	Corymbium_enerve_	r	2	30	100	3	0	1
14	0	14.4.8	Indigofera_mauritanica	s	3	10	100	3	0	1
14	0	14.4.8	Tritoniopsis	r	4	30	100	1	0	1
14	0	14.4.8	Cassytha_cilliolata		1	30	100	3	0	1
14	0	14.4.8	Merxmuellera_stricta	s	1	30	100	1	0	1
14	0	14.4.8	Cliffortia_filifolia	s	1	25	100	0.1	0	1
14	0	14.4.8	Diosma_hirsuta	s	1	20	100	0.1	0	1
14	0	14.4.8	Erica_nudiflora	s	16	35	100	50	0	1
14	0	14.5.9	Leucadendron_xanthoconus	s	1	130	100	75	0	1
14	0	14.5.9	Erica_nudiflora	s	14	25	100	45	0	1
14	0	14.5.9	Centella_affinis	s	4	10	100	5	0	1
14	0	14.5.9	Ischyrolepis_sieberii	r	1	70	50	5	0	1
14	0	14.5.9	Penea_mucronata	r	1	30	100	2	0	1
14	0	14.5.9	Cassytha_cilliolata		1	30	10	5	0	1
14	0	14.5.9	Cymbopogon_marginatus	r	2	35	50	2	0	1
14	0	14.5.9	Tritoniopsis	r	1	40	100	0.1	0	1
14	0	14.5.9	indigofera_mauritanica	s	1	20	100	1	0	1
14	0	14.5.9	Berkheya_armata	r	2	10	100	1	0	1
14	0	14.5.9	Thamnochortus_gracilus	r	3	20	100	1	0	1
14	0	14.5.9	tetraria_cuspidata	s	2	30	50	1	0	1
14	0	14.5.9	Disparago_anomala	s	1	25	50	0.1	0	1
14	0	14.5.9	Otholobium_fruiticans	r	1	20	100	2	0	1
14	0	14.5.9	merxmuellera_rufa	r	1	20	50	0.1	0	1
14	0	14.5.10	Ischyrolepis_gaudichandiana	r	6	60	75	30	0	1
14	0	14.5.10	Ischyrolepis_sieberii		0		50	5	0	1
14	0	14.5.10	Erica_nudiflora	s	10	50	100	30	0	1
14	0	14.5.10	Erica_plukenetii	s	1	60	100	5	0	1
14	0	14.5.10	Euryops_abrotanifolius	s	2	50	50	3	0	1
14	0	14.5.10	Chrysanthemoides_monolifera	s	1	85	100	3	0	1
14	0	14.5.10	Penea_mucronata	r	2	55	100	10	0	1
14	0	14.5.10	Cliffortia_filifolia	s	6	40	100	5	0	1
14	0	14.5.10	Tritoniopsis	r	1	45	100	1	0	1
14	0	14.5.10	Indigofera_mauritanica	s	1	25	100	0.1	0	1
14	0	14.5.10	Anthospermum_aethiopicum		0		100	1	0	1
14	0	14.5.10	Ficinia_oligantha	s	7	20	75	3	0	1
14	0	14.5.10	Tetraria_bramoides		0			0.1	0	1
14	0	14.5.10	Scabiosa_columbaria	s	3	3	100	0.1	0	1
14	0	14.5.10	Centella_affinis	s	1	1	10	2	0	1
14	0	14.6.11	Rhus_lucida	r	1	130		90	0	1
14	0	14.6.11	Leucadendron_xanthoconus	s	2	60	100	5	0	1
14	0	14.6.11	Tetraria_cuspidata	s	1	40	100	2	0	1
14	0	14.6.11	Ischyrolepis_gaudichandiana	r	4	90	100	15	0	1
14	0	14.6.11	Ficinia_oligantha	s	7	20	75	3	0	1
14	0	14.6.11	Cyphia_bulbosa	r	2	5	100	0.1	0	1
14	0	14.6.11	Peucadanum_sp_2007/155	r	4	10	100	1	0	1
14	0	14.6.11	Erica_nudiflora	s	2	20	100	0.1	1	1
14	0	14.6.11	Cassytha_cilliolata		0			1	0	1
14	0	14.6.11	Acacia_cyclops	s	1	30	100	0.1	0	1
14	0	14.6.11	Chrysanthemoides_monolifera	s	2	135	100	1	0	1
14	0	14.6.11	Anthospermum_aethiopicum	s	1	90	100	2	0	1
14	0	14.6.11	Pelargonium_myrrhifolium	r	1	40	100	0.1	0	1
14	0	14.6.12	Thunbergiella_filiformis	r	1	10	100	0.1	0	1
14	0	14.6.12	Erica_nudiflora	s	8	50	100	15	5	1
14	0	14.6.12	Pentaschistis_pallescens	r	2	40	50	5	0	1
14	0	14.6.12	Euryops_abrotanifolius	s	4	80	100	3	0	1
14	0	14.6.12	Rhus_lucida	r	1	80	100	10	0	1
14	0	14.6.12	Chrysanthemoides_monolifera	s	3	60	75	3	0	1
14	0	14.6.12	Gnidia_juniperifolia	r	3	25	100	1	0	1
14	0	14.6.12	Ficinia_oligantha	s	3	20	75	1	0	1
14	0	14.6.12	Centella_affinis	s	1	10	100	1	0	1
14	0	14.6.12	Berkheya_armata	r	1	5	50	1	0	1
14	0	14.6.12	Ischyrolepis_sieberii	r	2	80	75	2	0	1
14	0	14.6.12	Microdon_dubius	s	2	40	50	2	0	1
14	0	14.6.12	Ischyrolepis_gaudichandiana	r	2	60	100	2	0	1
14	0	14.6.12	Leucadendron_xanthoconus	s	1	13	100	0.1	1	1
14	0	14.6.12	Thesium_strictum		0			5	0	1
14	0	14.6.12	Cassine_peragua		0			1	0	1
16	0	16.1.1	Sutera_hispida	s	1	30	50	10	0	1
16	0	16.1.1	Chrysanthemoides_monolifera	s	13	100	100	40	9	1
16	0	16.1.1	Euclea_racemosa	r	2	70	100	10	0	1
16	0	16.1.1	Salvia_africana-lutea		0		100	40	0	1
16	0	16.1.1	Tetragonia_fruticosa		0			5	0	1
16	0	16.1.1	Olea_exasperata	r	3	30	100	2	0	1
16	0	16.1.1	Curdrostis_nana	s	1	10	100	0.1	0	1
16	0	16.1.2	Euclea_racemosa	r	3	200	100	100	0	1
16	0	16.1.2	Olea_exasperata	r	2	30	100	1	0	1
16	0	16.1.2	asparagus_lignosus	s	1	100	1	50	0	1
16	0	16.1.2	Ficinia_ramossima	r	3	10	100	1	0	1
16	0	16.1.2	Rhus_glauca		0			2	0	1
16	0	16.1.2	Sutera_hispida		0			2	0	1
16	0	16.2.3	Solanum_retroflexum	s	2	30	100	5	0	1
16	0	16.2.3	asparagus_lignosus	s	2	40	100	15	0	1
16	0	16.2.3	Helichrysum_pandurifolium	s	2	40	100	20	0	1
16	0	16.2.3	Rhus_glauca	r	1	150	100	60	0	1
16	0	16.2.3	Tetragonia_fruticosa	s	1	50	50	25	0	1
16	0	16.2.4	Sutera_hispida	s	1	20	100	5	0	1
16	0	16.2.4	Solanum_retroflexum		0			2	0	1
16	0	16.2.4	Olea_exasperata	r	9	30	100	5	0	1
16	0	16.2.4	Euclea_racemosa	r	2	120	100	100	0	1
16	0	16.2.4	Tetragonia_fruticosa	s	1	50	50	5	0	1
16	0	16.2.4	Helichrysum_pandurifolium	s	1	50	0	5	0	1
16	0	16.2.4	Asparagus_lignosus		0			2	0	1
16	0	16.3.5	Euclea_racemosa	r	2	200	100	100	0	1
16	0	16.3.5	Solanum_quadrangulare		0			5	0	1
16	0	16.3.5	Tetragonia_fruticosa		0			30	0	1
16	0	16.3.5	Helichrysum_pandurifolium	s	1	40	0	10	0	1
16	0	16.3.5	Curdrostis_nana	s	2	10	100	0.1	0	1
16	0	16.3.6	Rhus_glauca	r	1	100	100	80	0	1
16	0	16.3.6	Asparagus_sp	s	1	50	100	25	0	1
16	0	16.3.6	Chrysocoma_coma-aurea	s	1	30	100	0.1	0	1
16	0	16.3.6	Sutera_hispida	s	1	20	100	5	0	1
16	0	16.3.6	Chrysanthemoides_monolifera	s	1	20	100	1	0	1
16	0	16.3.6	Helichrysum_pandurifolium	s	1	40	50	5	0	1
16	0	16.3.6	Pentaschistis_barbata	s	1	20	50	1	0	1
16	0	16.3.6	Catapodium_rgidum	r	25	20	0	20	0	1
16	0	16.4.7	Dischisma_arenarium	s	25	10	0	10	0	1
16	0	16.4.7	Silene_cretica	s	4	20	0	1	0	1
16	0	16.4.7	Ficinia_dunensis	r	10	20	100	5	0	1
16	0	16.4.7	Ehrharta_villosa	r	4	30	50	2	0	1
16	0	16.4.7	Ischyrolepis_eleocharis	r	15	20	50	20	0	1
16	0	16.4.7	Olea_exasperata	r	1	50	100	15	0	1
16	0	16.4.7	Crassula_glomerata	s	5	5	0	1	0	1
16	0	16.4.8	Gladiolus_sp	s	1	30	0	0.1	0	1
16	0	16.4.8	Sutera_hispida	s	5	40	75	75	0	1
16	0	16.4.8	Ficinia_ramossima	r	5	30	100	5	0	1
16	0	16.4.8	Olea_exasperata	r	4	50	100	5	0	1
16	0	16.4.8	Euclea_racemosa	r	3	130	100	100	0	1
16	0	16.4.8	Asparagus_sp		0			5	0	1
16	0	16.4.8	Ehrharta_villosa	r	3	40	100	1	0	1
16	0	16.5.9	Olea_exasperata	r	8	70	100	90	0	1
16	0	16.5.9	Ehrharta_villosa	r	2	50	50	1	0	1
16	0	16.5.9	Pentaschistis_barbata	s	1	10	100	0.1	0	1
16	0	16.5.10	Ficinia_ramossima	r	12	20	100	10	0	1
16	0	16.5.10	Olea_exasperata	r	6	25	100	10	0	1
16	0	16.5.10	Euclea_racemosa	r	1	60	100	20	0	1
16	0	16.5.10	Salvia_africana-lutea		0			10	0	1
16	0	16.5.10	Crassula_glomerata	s	25	10	0	5	0	1
16	0	16.5.10	Pentaschistis_barbata	s	3	10	100	0.1	0	1
16	0	16.5.10	Catapodium_rigidum	s	5	5	0	0.1	0	1
16	0	16.6.11	Phylica_ericoides	s	1	100	100	20	0	1
16	0	16.6.11	Passerina_paleacea	s	2	100	100	30	0	1
16	0	16.6.11	Metalasia_muricata	s	1	150	100	20	0	1
16	0	16.6.11	Ischyrolepis_eleocharis	r	5		50	5	0	1
16	0	16.6.11	Olea_exasperata	r	11	40	100	10	0	1
16	0	16.6.11	Ficinia_ramossima	r	5	30	50	1	0	1
16	0	16.6.11	Euclea_racemosa	s	1	50	100	2	0	1
16	0	16.6.11	Helichrysum_crispum		0			2	0	1
16	0	16.6.12	Euclea_racemosa	r	4	90	100	20	0	1
16	0	16.6.12	Olea_exasperata	r	8	80	100	50	0	1
16	0	16.6.12	Sutera_hispida	s	1	20	100	10	0	1
16	0	16.6.12	Chrysanthemoides_monolifera	s	5	10	100	0.1	0	1
16	0	16.6.12	Rhus_glauca		0			3	0	1
16	0	16.6.12	Ficinia_ramossima	r	1	20	100	0.1	0	1
17	pg	17.1.1	Tetragonia_fruticosa	s	1	30	100	75	0	1
17	pg	17.1.1	Rhus_glauca	r	0		100	10	0	1
17	pg	17.1.1	Pennesitum_clandestinum	s	1	10	100	15	0	1
17	0	17.1.2	Euclea_racemosa	r	1	120	100	100	0	1
17	pg	17.2.3	Tetragonia_fruticosa	s	1	20	50	60	0	1
17	pg	17.2.3	Helichrysum_pandurifolium	s	1	40	40	50	0	1
17	pg	17.2.4	Tetragonia_fruticosa	s	0	20	50	2	0	1
17	0	17.3.5	Tetragonia_fruticosa	s	1	30	50	30	0	1
17	0	17.3.5	Helichrysum_niveum	s	2	20	75	25	0	1
17	pg	17.3.6	Phylica_ericoides	s	1	40	100	25	0	1
17	pg	17.3.6	Ehrharta_villosa	r	15	40	100	30	0	1
17	pg	17.3.6	Senecio_pinifolia	s	2	40	0	10	0	1
17	pg	17.3.6	Isolepis_sp	s	5	5	0	1	0	1
17	pg	17.3.6	Tetragonia_fruticosa		1	30	50	1	0	1
17	pg	17.4.7	Euclea_racemosa	r	1	150	100	100	0	1
17	pg	17.4.8	Tetragonia_fruticosa	s	1	30	50	100	0	1
17	0	17.5.10	Euclea_racemosa		0			20	0	1
17	0	17.5.10	Tetragonia_fruticosa	s	1	30	100	75	0	1
18	0	18.1.1	Ischyrolepis_eleocharis	r	25	20	50	40	0	1
18	0	18.1.1	Euclea_racemosa	s	2	12	100	0.1	0	1
18	0	18.1.1	Ficinia_ramossima	s	2	10	75	0.1	0	1
18	0	18.1.1	Phylica_ericoides	s	2	20	100	3	0	1
18	0	18.1.1	Passerina_paleacea		0			1	0	1
18	0	18.1.1	vygie_sp	s	1	8	100	3	0	1
18	0	18.1.1	Indigofera_brachystachya	s	2	8	100	0.1	2	1
18	0	18.1.1	Senecio_elegans	s	3	10	100	1	0	1
18	0	18.1.1	Zygophyllum_flexuosum	s	4	20	100	4	0	1
