big_plot	plot	sub-plot	species	regen_mode	no	max_ht	prop_cov_alive	prop_cov	new_seed
40	40.5	40.5.10	Wildenowia_glomerata		2	30	50	3	0
40	40.5	40.5.10	Euphorbia_scuberosa		6	5	100	2	0
40	40.5	40.5.10	Pelargnium_triste		2	10	100	1	0
40	40.5	40.5.10	Romulya_plava		3	15	100	0.1	0
40	40.5	40.5.10	Orchid_sp		6	1	100	0.1	0
40	40.6	40.6.11	Adenandra_villosa	s	1	15	100	0.1	1
40	40.6	40.6.11	Agathosma_sp	s	1	12	100	0.1	0
40	40.6	40.6.11	Babiana_ambigua	r	2	5	100	0.1	0
40	40.6	40.6.11	Cullumia_setosa		1	35	100	2	1
40	40.6	40.6.11	Diosma_oppisitifolia		1	25	100	3	0
40	40.6	40.6.11	Hypodiscus_wildenowia	r	4	30	80	10	0
40	40.6	40.6.11	Ischyrolepis_capensis	r	8	45	75	10	0
40	40.6	40.6.11	Ischyrolepis_tenuissima	r	3	10	100	5	0
40	40.6	40.6.11	Metalasia_brevifolia	s	2	35	100	2	2
40	40.6	40.6.11	Pelargonium_longifolium	r	1	5	10	0.1	1
40	40.6	40.6.11	Thamnochortus_gracilus	r	2	25	100	0.1	2
40	40.6	40.6.11	Willdenovia_glomerata		4	40	60	3	0
40	40.6	40.6.11	Osteospernum_polyganoides		1	20	25	3	0
40	40.6	40.6.11	Meraltea_thumbergii		2	10	100	1	2
40	40.6	40.6.11	Orchid_sp		1	1	100	0.1	0
40	40.6	40.6.11	Pelargonium_sp		1	2	100	0.1	0
40	40.6	40.6.11	Tretreria_salvatica		1	15	100	1	0
40	40.6	40.6.12	Crassula_fasicularis	s	1	15	100	0.1	1
40	40.6	40.6.12	Cullumia_setosa		8	30	80	10	0
40	40.6	40.6.12	Diastella_divericata	s	1	25	100	5	1
40	40.6	40.6.12	Elegia_stipularis		3	30	100	3	3
40	40.6	40.6.12	Ficinia_bulbosa	r	9	5	60	0.1	0
40	40.6	40.6.12	Ischyrolepis_capensis	r	3	35	75	4	0
40	40.6	40.6.12	Leucadendron_laureolum	s	2	30	100	2	2
40	40.6	40.6.12	Metalasia_brevifolia	s	10	20	100	5	10
40	40.6	40.6.12	Metalasia_compacta	s	2	30	100	1	0
40	40.6	40.6.12	Roella_ciliata	s	1	25	50	0.1	1
40	40.6	40.6.12	Struthiola_ciliata	s	4	35	100	2	4
40	40.6	40.6.12	Tetraria_eximia		1				
40	40.6	40.6.12	Thamnochortus_gracilus	r	1	10	100	0.1	1
40	40.6	40.6.12	Willdenovia_glomerata		3	30	75	1	0
40	40.6	40.6.12	Romulya_plava		2	10	100	0.1	0
40	40.6	40.6.12	Speudopentamerus_mecrantha		0	60	100	2	0
41	41.1	41.1.1	Briza_maxima		25	5	100	1	0
41	41.1	41.1.1	Ehrharta_calycina		1	15	100	1	0
41	41.1	41.1.1	Metalasia_muricata	s	1	18	100	1	1
41	41.1	41.1.1	Pentaschistis_airodes	s	5	10	100	1	5
41	41.1	41.1.1	Cliffortia_atrata	s	1	15	100	0.1	1
41	41.1	41.1.1	Bulb_sp1		1	10	100	0.1	0
41	41.1	41.1.1	Bulb_sp2		1	10	100	0.1	0
41	41.1	41.1.2	Cliffortia_falcata		0	65	100	10	0
41	41.1	41.1.2	Ficinia_bulbosa	s	1	15	50	0.1	1
41	41.1	41.1.2	Metalasia_muricata		0	45	100	5	0
41	41.1	41.1.2	Pentaschistis_airodes		5	10	100	1	0
41	41.1	41.1.2	Senecio_elegans		25	5	100	5	0
41	41.1	41.1.2	Struthiola_ciliata		1	30	100	2	1
41	41.1	41.1.2	Thamnochortus_fruticosus	r	1	50	80	25	0
41	41.1	41.1.2	Tribolium_uniolae	s	1	30	100	1	1
41	41.1	41.1.2	Watsonia_barbonica	s	1	30	100	0.1	1
41	41.1	41.1.2	Acacia_saligna		1	80	100	2	1
41	41.1	41.1.2	Helichrysum_sp	s	25	3	100	2	25
41	41.1	41.1.2	Bulb_sp_3		1	10	100	1	0
41	41.2	41.2.3	Cliffortia_falcata		0	70	100	25	0
41	41.2	41.2.3	Metalasia_muricata		0	75	100	20	0
41	41.2	41.2.3	Pentaschistis_airodes	s	20	10	100	1	20
41	41.2	41.2.3	Senecio_elegans	s	3	10	100	0.1	3
41	41.2	41.2.3	Tribolium_uniolae		3	30	50	3	0
41	41.2	41.2.3	Watsonia_barbonica	s	3	100	100	0.1	3
41	41.2	41.2.3	Watsonia_barbonica	r	0	100	50	5	0
41	41.2	41.2.3	Helichrysum_sp		25	2	100	0.1	0
41	41.2	41.2.4	Metalasia_muricata		0	120	50	40	0
41	41.2	41.2.4	Muraltia_demissa	r	1	20	100	35	0
41	41.2	41.2.4	Thamnochortus_fruticosus	r	1	40	80	35	0
41	41.2	41.2.4	Trichocephalus_stipularis	s	1	20	100	2	1
41	41.2	41.2.4	Ischyrolepis_capensis	s	0	40	100	0.1	0
41	41.3	41.3.5	Ficinia_nigrescens	s	7	35	100	5	7
41	41.3	41.3.5	Metalasia_muricata	s	1	40	100	5	0
41	41.3	41.3.5	Pentaschistis_airodes	s	10	10	100	1	10
41	41.3	41.3.5	Senecio_elegans	s	5	5	100	0.1	0
41	41.3	41.3.5	Ehrharta_ramosa	s	5	60	100	10	5
41	41.3	41.3.5	Passerina_corymbosa		0	150	100	50	0
41	41.3	41.3.5	Oxalis_sp		2	2	100	0.1	0
41	41.3	41.3.5	Lobelia_pinifolia		0	50	100	0.1	0
41	41.3	41.3.5	Gladiolus_brevifolius	s	1	30	100	0.1	1
41	41.3	41.3.6	Ficinia_bulbosa		1	15	50	1	1
41	41.3	41.3.6	Ficinia_nigrescens		3	30	100	5	3
41	41.3	41.3.6	Pentaschistis_airodes		5	5	100	0.1	5
41	41.3	41.3.6	Senecio_elegans		10	5	100	0.1	10
41	41.3	41.3.6	Oxalis_sp		1	1	100	0.1	0
41	41.3	41.3.6	Wildenovia_glomerata	r	1	90	80	70	0
41	41.3	41.3.6	Passerina_corymbosa	s	8	170	100	50	7
41	41.4	41.4.7	Chrysanthemoides_monolifera	s	2	60	100	10	2
41	41.4	41.4.7	Holothix_villosa	s	1	1	100	0.1	1
41	41.4	41.4.7	Hypochoeris_radicata	s	25	1	100	2	25
41	41.4	41.4.7	Pelargonium_capitatum		1	5	100	0.1	1
41	41.4	41.4.7	Pentaschistis_airodes	s	10	10	100	2	10
41	41.4	41.4.7	Tribolium_uniolae	s	4	30	75	4	4
41	41.4	41.4.7	Urcinia_paeliaceae		20	5	100	2	0
41	41.4	41.4.7	Citirium_phycorni		11	10	100	1	0
41	41.4	41.4.7	Helichrysum_sp	s	25	2	100	1	25
41	41.4	41.4.8	Ficinia_bulbosa		1	10	10	1	0
41	41.4	41.4.8	Holothix_villosa		1	1	100	0.1	1
41	41.4	41.4.8	Metalasia_muricata		0	100	100	20	0
41	41.4	41.4.8	Pentaschistis_airodes		10	20	100	2	10
41	41.4	41.4.8	Rhus_lucida		0	160	100	80	0
41	41.4	41.4.8	Tribolium_uniolae		2	10	100	0.1	2
41	41.4	41.4.8	Oxalis_thin_leaf		8	10	100	2	0
41	41.4	41.4.8	Lachendorphia_paniculata	s	8	10	100	2	8
41	41.4	41.4.8	Oxalis_sp	s	5	2	100	1	5
41	41.5	41.5.9	Holothix_villosa		1	2	100	0.1	1
41	41.5	41.5.9	Metalasia_muricata		0	80	100	10	0
41	41.5	41.5.9	Wachendorphia_paniculata		1	30	100	1	0
41	41.5	41.5.9	Morea_sp		1	30	100	0.1	1
41	41.5	41.5.9	Acacia_saligna		2	160	100	10	0
41	41.5	41.5.9	Passerina_corymbosa		1	70	100	5	1
41	41.5	41.5.10	Briza_maxima	s	5	5	100	0.1	5
41	41.5	41.5.10	Cliffortia_falcata	s	2	40	100	20	2
41	41.5	41.5.10	Ficinia_bulbosa		6	15	75	5	6
41	41.5	41.5.10	Helichrysum_indicum		50	2	100	5	0
41	41.5	41.5.10	Pentaschistis_airodes	s	25	5	100	1	25
41	41.5	41.5.10	Senecio_elegans	s	20	5	100	2	20
41	41.5	41.5.10	Tribolium_uniolae		5	20	10	5	0
41	41.5	41.5.10	Wachendorphia_paniculata		2	15	100	1	2
41	41.5	41.5.10	Morea_sp	s	1	20	100	2	1
41	41.5	41.5.10	Acacia_saligna	s	1	20	100	2	1
41	41.5	41.5.10	Passerina_corymbosa	s	1	25	100	0.1	1
41	41.5	41.5.10	Ficinia_deusta	s	1	25	50	3	1
41	41.5	41.5.10	Ischyrolepis_capensis	s	1	20	100	3	1
41	41.5	41.5.10	Urcinia_paeliaceae	s	7	10	100	1	7
41	41.6	41.6.11	Helichrysum_indicum	s	50	2	100	2	50
41	41.6	41.6.11	Pentaschistis_airodes	s	50	5	100	5	50
41	41.6	41.6.11	Wachendorphia_paniculata	s	1	20	100	0.1	1
41	41.6	41.6.11	Othonna_quiquidentata	s	1	70	50	5	1
41	41.6	41.6.11	Cliffortia_filifolia	s	1	20	100	2	1
41	41.6	41.6.11	Morea_sp	s	4	20	100	0.1	4
41	41.6	41.6.11	Tracheandra_sp		2	20	100	0.1	2
41	41.6	41.6.12	Ficinia_bulbosa		2	10	25	1	2
41	41.6	41.6.12	Metalasia_muricata	s	1	50	100	5	1
41	41.6	41.6.12	Tribolium_uniolae	s	7	20	50	5	7
41	41.6	41.6.12	Wachendorphia_paniculata	s	1	10	100	0.1	1
41	41.6	41.6.12	Asparagus_compactus		0	50	100	1	0
48	48.1	48.1.1	Acacia_saligna	s	5	20	100	2	5
48	48.1	48.1.1	Annersorhiza_hirsuta	s	1	0.5	100	0.1	1
48	48.1	48.1.1	Anthospermum_aethiopicum	s	48	40	100	1	0
48	48.1	48.1.1	Aristea_spiralus		1	20	50	1	0
48	48.1	48.1.1	Erica_dicora	s	10	35	100	4	10
48	48.1	48.1.1	Montinia_caryophyllacea		1	30	25	1	1
48	48.1	48.1.1	Othonna_quiquidentata		2	30	50	1	0
48	48.1	48.1.1	Phylica_imberbis		1	30	100	1	0
48	48.1	48.1.1	Tritoniopsis_triticea		1	30	100	1	0
48	48.1	48.1.1	Watsonia_borbonica	b	37	90	50	20	30
48	48.1	48.1.1	Ficinia_tinusima	b	15	10	25	4	15
48	48.1	48.1.1	Asparagus_sp	r	1	30	100	10	0
48	48.1	48.1.1	Aspalathus_ericifolia	s	3	30	100	3	0
48	48.1	48.1.1	Lachenalia_sp		4	5	100	0.1	0
48	48.1	48.1.1	Holothirx_villosa	s	1	0.5	100	0.1	0
48	48.1	48.1.1	Oxalis_sp	s	3	0.5	100	0.1	0
48	48.1	48.1.1	Chrysanthemoides	s	1	40	75	1	0
48	48.1	48.1.2	Erica_dicora	s	12	20	90	5	12
48	48.1	48.1.2	Ficinia_deusta	r	1	20	50	2	0
48	48.1	48.1.2	Ischyrolepis_capensis		5	15	85	1	0
48	48.1	48.1.2	Othonna_quiquidentata		6	150	0	10	0
48	48.1	48.1.2	Passerina_corymbosa	s	1	10	100	0.1	1
48	48.1	48.1.2	Struthiola_dodecandra	s	11	60	50	15	11
48	48.1	48.1.2	Watsonia_borbonica	s	3	10	100	0.1	3
48	48.1	48.1.2	Ficinia_tinusima		7	10	25	2	0
48	48.1	48.1.2	Holothirx_villosa		1	0.5	100	0.1	1
48	48.1	48.1.2	Oxalis_sp		12	0.5	100	1	0
48	48.1	48.1.2	Lachenalia_sp		15	0.5	100	1	0
48	48.2	48.2.3	Anthospermum_aethiopicum	s	10	30	100	2	10
48	48.2	48.2.3	Passerina_corymbosa		1	200	80	100	0
48	48.2	48.2.3	Watsonia_borbonica		6	30	50	2	0
48	48.2	48.2.3	Lachenalia_sp	s	1	0.5	100	0.1	1
48	48.2	48.2.3	Agathulpus_dubia		1	30	100	0.1	0
48	48.2	48.2.4	Acacia_saligna	s	1	5	100	0.1	1
48	48.2	48.2.4	Aspalathus_ericifolia	s	3	40	100	25	3
48	48.2	48.2.4	Asparagus_compactus		1	50	100	20	0
48	48.2	48.2.4	Cyanella_hyacinthoides	s	1	2	100	0.1	1
48	48.2	48.2.4	Erica_dicora		1	20	100	0.1	0
48	48.2	48.2.4	Ficinia_nigrescens		3	30	50	4	0
48	48.2	48.2.4	Othonna_quiquidentata		3	120	50	10	0
48	48.2	48.2.4	Thesium_funale	s	1	40	100	0.1	1
48	48.2	48.2.4	Vygie_sp		2	10	100	1	0
48	48.2	48.2.4	Wachendorfia_paniculata	s	2	5	100	0.1	2
48	48.2	48.2.4	Watsonia_borbonica	s	3	30	100	0.1	3
48	48.2	48.2.4	Lachenalia_sp	s	4	0.5	100	0.1	4
48	48.2	48.2.4	Oxalis_sp		5	0.5	100	0.1	5
48	48.2	48.2.4	Holothirx_villosa		2	0.5	100	0.1	0
48	48.3	48.3.5	Acacia_saligna		0		1		
48	48.3	48.3.5	Anthospermum_aethiopicum		10	75	100	10	0
48	48.3	48.3.5	Aspalathus_ericifolia		2	35	100	10	0
48	48.3	48.3.5	Elytropappus_scaber		3	30	100	5	0
48	48.3	48.3.5	Erica_diosma	s	20	30	100	15	20
48	48.3	48.3.5	Ficinia_tenuifolia	s	5	10	25	1	5
48	48.3	48.3.5	Hypodiscus_wildenowia		1	20	90	2	0
48	48.3	48.3.5	Othonna_quiquidentata		2	60	0		
48	48.3	48.3.5	Passerina_corymbosa	s	5	10	100	0.1	5
48	48.3	48.3.5	Watsonia_borbonica	s	3	30	100	0.1	3
48	48.3	48.3.5	Oxalis_sp		5	0.5	100	0.1	0
48	48.3	48.3.5	Lachenalia_sp		2	2	100	0.1	0
48	48.3	48.3.6	Othonna_quiquidentata		1	100	50	5	0
48	48.3	48.3.6	Passerina_corymbosa	s	4	20	100	1	4
48	48.3	48.3.6	Thesium_funale	s	2	30	50	2	2
48	48.3	48.3.6	Tribolium_uniole		11	20	30	3	0
48	48.3	48.3.6	Watsonia_borbonica	r	2	100	50	5	0
48	48.3	48.3.6	Watsonia_borbonica	s	9	40	80	1	9
48	48.3	48.3.6	Oxalis_sp		1	1	100	0.1	0
48	48.3	48.3.6	Lachenalia_sp		1	2	100	0.1	0
48	48.3	48.3.6	Cypha_digitata	s	4	30	100	1	4
48	48.4	48.4.7	Acacia_saligna	s	3	30	100	2	3
48	48.4	48.4.7	Aspalathus_ericifolia		10	40	75	20	0
48	48.4	48.4.7	Merxmulera_rufa		1	30	50	1	0
48	48.4	48.4.7	Othonna_quiquidentata		2	100	50	2	0
48	48.4	48.4.7	Passerina_corymbosa		3	20	100	1	0
48	48.4	48.4.7	Tribolium_uniole		5	10	25	0.1	0
48	48.4	48.4.7	Vygie_sp		2	10	75	2	0
48	48.4	48.4.7	Watsonia_borbonica	r	4	100	50	5	0
48	48.4	48.4.7	Watsonia_borbonica	s	12	10	100	0.1	12
48	48.4	48.4.7	Oxalis_sp	s	10	0.5	100	1	10
48	48.4	48.4.8	Cyanella_hyacinthoides		1	0.5	100	0.1	0
48	48.4	48.4.8	Ficinia_nigrescens		1	20	50	0.1	0
48	48.4	48.4.8	Ischyrolepis_capensis		7	30	80	10	0
48	48.4	48.4.8	Metalasia_muricata		4	70	100	40	0
48	48.4	48.4.8	Passerina_corymbosa	s	2	20	80	2	0
48	48.4	48.4.8	Thesium_funale		1	30	50	0.1	0
48	48.4	48.4.8	Vygie_sp		1	10	100	0.1	0
48	48.4	48.4.8	Wachendorfia_paniculata		3	20	100	0.1	0
48	48.4	48.4.8	Oxalis_sp		10	0.5	100	0.1	0
48	48.4	48.4.8	Aspalathus_ericifolia		1	40	50	5	0
48	48.4	48.4.8	Holothirx_villosa	s	2	0.5	100	0.1	2
48	48.4	48.4.8	Lachenalia_sp		2	0.5	100	0.1	0
48	48.5	48.5.9	Casmanthe_aethiopica	s	5	30	100	0.1	0
48	48.5	48.5.9	Osyris_compressa		0	150	100	50	0
48	48.5	48.5.9	Rhus_tomentosa	r	0	150	100	50	0
48	48.5	48.5.9	Tribolium_uniole		2	20	50	1	0
48	48.5	48.5.9	Watsonia_borbonica	s	11	40	100	1	11
48	48.5	48.5.9	Disa_braceata	r	8	5	100	1	0
48	48.5	48.5.10	Acacia_saligna		2	10	100	0.1	0
48	48.5	48.5.10	Cliffortia_filifolia		2	40	100	2	0
48	48.5	48.5.10	Elytropappus_scaber		3	20	100	2	0
48	48.5	48.5.10	Erica_plukenetii		2	40	100	2	0
48	48.5	48.5.10	Ficinia_oligantha		2	5	50	0.1	0
48	48.5	48.5.10	Ischyrolepis_capensis	s	3	10	50	0.1	3
48	48.5	48.5.10	Metalasia_muricata		2	40	100	3	0
48	48.5	48.5.10	Othonna_quiquidentata		6	100	10	5	0
48	48.5	48.5.10	Passerina_corymbosa		8	15	100	1	0
48	48.5	48.5.10	Rhus_rosmarinifolia		2	30	100	1	0
48	48.5	48.5.10	Watsonia_borbonica	s	4	40	100	0.1	0
48	48.5	48.5.10	Aspalathus_ericifolia		17	40	90	20	0
48	48.5	48.5.10	Lachenalia_sp		10	0.5	100	1	0
48	48.5	48.5.10	Holothirx_villosa		5	0.5	100	0.1	0
48	48.5	48.5.10	Oxalis_sp		12	0.5	100	0.1	0
48	48.6	48.6.11	Acacia_saligna	s	4	60	100	2	0
48	48.6	48.6.11	Anthospermum_aethiopicum	s	1	70	100	1	1
48	48.6	48.6.11	Aspalathus_ericifolia		1	50	100	5	0
48	48.6	48.6.11	Erica_plukenetii	s	5	30	100	0.1	5
48	48.6	48.6.11	Ficinia_tenuifolia		4	10	75	1	0
48	48.6	48.6.11	Metalasia_muricata		3	40	100	3	0
48	48.6	48.6.11	Othonna_quiquidentata		4	150	50	20	0
48	48.6	48.6.11	Passerina_corymbosa	s	4	20	100	1	4
48	48.6	48.6.11	Struthiola_dodecandra		3	50	100	1	0
48	48.6	48.6.11	Tribolium_uniole		4	30	50	1	0
48	48.6	48.6.11	Aspalathus_divericata		0	10	100	5	0
48	48.6	48.6.11	Lachenalia_sp		2	0.5	100	0.1	0
48	48.6	48.6.11	Oxalis_sp		4	0.5	100	0.1	0
48	48.6	48.6.11	Chorysa_coma		1	50	100	2	0
48	48.6	48.6.12	Anthospermum_aethiopicum		5	40	100	5	0
48	48.6	48.6.12	Elytropappus_scaber		2	20	100	3	0
48	48.6	48.6.12	Ficinia_tenuifolia		1	10	20	0.1	0
48	48.6	48.6.12	Metalasia_muricata	s	1	30	100	0.1	0
48	48.6	48.6.12	Passerina_corymbosa		3	30	100	0.1	0
48	48.6	48.6.12	Thesium_funale		2	30	25	1	0
48	48.6	48.6.12	Tribolium_uniole		15	30	25	3	0
48	48.6	48.6.12	Watsonia_borbonica		7	30	100	1	0
48	48.6	48.6.12	Lachenalia_sp		8	0.5	100	0.1	0
48	48.6	48.6.12	Protea_nitida		0	150	100		0
48	48.6	48.6.12	Holothirx_villosa		1	0.5	100	0.1	0
52	52.1	52.1.1	Aspalathus_chenopoda		0	150	100	40	0
52	52.1	52.1.1	Cassine_perugua	r	0	80	100	5	0
52	52.1	52.1.1	Cullumia_setosa		0	80	100	0.1	0
52	52.1	52.1.1	Ficinia_oligantha		5	20	50	20	0
52	52.1	52.1.1	Helichrysum_dasyanthum	s	1	55	100	20	1
52	52.1	52.1.1	Othonna_quiquidentata		1	80	10	0.1	0
52	52.1	52.1.1	Helichrysum_pangurifolium	s	2	20	100	5	2
52	52.1	52.1.2	Acacia_saligna	s	4	150	100	60	4
52	52.1	52.1.2	Ficinia_secunda	s	5	25	10	10	5
52	52.1	52.1.2	Pentaschistis_airodes		3	10	5	0.1	0
52	52.1	52.1.2	Rhus_laevigata	s	1	40	100	2	1
52	52.1	52.1.2	Oxalis_sp_pink_		1	10	100	0.1	0
52	52.1	52.1.2	Oxalis_sp_2_thin_leaf		1	10	100	0.1	0
52	52.1	52.1.2	Ficinia_nigrescens		1	30	5	10	0
52	52.2	52.2.3	Acacia_saligna		0	150	100	2	0
52	52.2	52.2.3	Aspalathus_chenopoda		1	120	100	50	0
52	52.2	52.2.3	Elytropappus_scaber		0	30	100	2	0
52	52.2	52.2.3	Ficinia_oligantha		2	20	50	5	0
52	52.2	52.2.3	Helminthia_membranaceae		1	100	25	25	0
52	52.2	52.2.3	Metalasia_muricata	s	1	130	100	20	1
52	52.2	52.2.3	Othonna_quiquidentata		1	100	50	20	0
52	52.2	52.2.3	Phylica_plumosa	s	1	100	100	2	1
52	52.2	52.2.3	Stoebe_cynerea	s	1	20	100	0.1	1
52	52.2	52.2.4	Aspalathus_chenopoda	s	1	180	100	100	1
52	52.2	52.2.4	Cullumia_setosa	s	1	40	50	10	1
52	52.2	52.2.4	Ficinia_oligantha		1	15	100	1	0
52	52.2	52.2.4	Helmunthia_membranaceae	s	1	100	80	25	1
52	52.2	52.2.4	Phylica_sp		2	50	100	5	2
52	52.2	52.2.4	Oxalis_sp1		10	15	100	5	0
52	52.2	52.2.4	Oxalis_sp_2_thin_leaf		10	10	100	2	0
52	52.2	52.2.4	Tetragonia_fruticosa		1	20	100	5	0
52	52.3	52.3.5	Aspalathus_chenopoda		0	140	100	25	0
52	52.3	52.3.5	Cassine_perugua	r	0	150	100	25	0
52	52.3	52.3.5	Cullumia_setosa		0	40	100	2	0
52	52.3	52.3.5	Ficinia_secunda		2	20	10	10	0
52	52.3	52.3.5	Metalasia_muricata	s	1	40	100	5	1
52	52.3	52.3.5	Othonna_quiquidentata		0	150	25	40	0
52	52.3	52.3.5	Pentaschistis_barbata		4	30	20	10	0
52	52.3	52.3.5	Rhus_tomentosa		1	130	100	20	0
52	52.3	52.3.5	Phylica_sp	s	2	50	100	5	2
52	52.3	52.3.5	Phylica_plumosa		0	50	100	1	0
52	52.3	52.3.5	Hermannia_sp		1	55	100	2	0
52	52.3	52.3.5	Elmuntia		1	50	25	5	0
52	52.3	52.3.5	Oxalis_sp_1		5	10	100	1	0
52	52.3	52.3.6	Acacia_saligna		2	90	100	10	0
52	52.3	52.3.6	Aspalathus_chenopoda	s	1	100	100	25	1
52	52.3	52.3.6	Cullumia_setosa	s	1	50	100	30	1
52	52.3	52.3.6	Ficinia_secunda		3	20	50	5	0
52	52.3	52.3.6	Helichrysum_dasyanthum		0	55	100	10	0
52	52.3	52.3.6	Metalasia_muricata		1	80	100	20	0
52	52.3	52.3.6	Olea_exasperata		1	40	100	20	0
52	52.3	52.3.6	Othonna_quiquidentata		0	130	20	50	0
52	52.3	52.3.6	Passerina_corymbosa		1	65	100	2	0
52	52.3	52.3.6	Hermannia_sp		1	55	100	2	0
52	52.3	52.3.6	Elmuntia		1	50	25	5	0
52	52.3	52.3.6	Oxalis_sp1		5	10	100	1	0
52	52.4	52.4.7	Aspalathus_chenopoda		1	120	100	100	0
52	52.4	52.4.7	Metalasia_muricata	s	2	80	100	2	2
52	52.4	52.4.7	Olea_exasperata		3	50	100	30	0
52	52.4	52.4.7	Ehrharta_calacina		2	20	50	5	0
52	52.4	52.4.7	Phylica_sp		1	35	100	2	0
52	52.4	52.4.8	Tarchonanthus_camphoratus		0	300	100	10	0
52	52.4	52.4.8	Oxalis_sp_2_		3	5	100	0.1	0
52	52.4	52.4.8	Aspalathus_chenopoda		0	200	100	40	0
52	52.4	52.4.8	Cullumia_setosa		0	70	100	5	0
52	52.4	52.4.8	Helichrysum_dasyanthum		1	75	100	30	0
52	52.4	52.4.8	Pentachistis_barbata		1	70	50	2	0
52	52.5	52.5.9	Aspalathus_chenopoda	s	1	120	100	80	1
52	52.5	52.5.9	Cassine_perugua	r	1	75	100	75	0
52	52.5	52.5.9	Ficinia_secunda		1	30	10	1	0
52	52.5	52.5.9	Osyris_compressa		0	100	100	10	0
52	52.5	52.5.9	Othonna_quiquidentata		1	100	2	10	0
52	52.5	52.5.9	Pelargonium_triste		1	10	100	1	0
52	52.5	52.5.9	Phylica_sp_1		1	40	100	1	0
52	52.5	52.5.9	Oxalis_sp_2		1	10	100	0.1	0
52	52.5	52.5.9	Ehrharta_calacina		1	50	50	0.1	0
52	52.5	52.5.10	Acacia_saligna	s	1	20	100	5	1
52	52.5	52.5.10	Aspalathus_chenopoda		2	140	100	100	0
52	52.5	52.5.10	Ficinia_secunda		1	20	10	0.1	0
52	52.5	52.5.10	Passerina_corymbosa	s	1	50	100	0.1	1
52	52.5	52.5.10	Pentachistis_airoides		1	20	100	0.1	0
52	52.5	52.5.10	Oxalis_sp_2		10	15	100	2	0
52	52.5	52.5.10	Oxalis_sp_1		10	10	100	2	0
52	52.6	52.6.11	Aspalathus_chenopoda		3	100	100	100	0
52	52.6	52.6.11	Babiana_ambigua		10	15	100	2	0
52	52.6	52.6.11	Helichrysum_dasyanthum		1	40	100	30	0
52	52.6	52.6.11	Ischyrolepis_capensis	s	1	20	100	0.1	1
52	52.6	52.6.11	Metalasia_muricata		2	20	100	1	0
52	52.6	52.6.11	Olea_exasperata	s	1	50	100	0.1	1
52	52.6	52.6.11	Passerina_corymbosa	s	1	25	100	0.1	1
52	52.6	52.6.11	Pentaschistis_airodes		1	10	100	0.1	0
52	52.6	52.6.11	Pentaschistis_barbata		1	40	50	5	0
52	52.6	52.6.11	Crassula_fasicularis_		1	10	100	0.1	0
52	52.6	52.6.11	Hermannia_sp		0	10	100	1	0
52	52.6	52.6.11	Oxalis_sp1		10	10	100	1	0
52	52.6	52.6.11	Oxalis_sp2		1	10	100	0.1	0
