Site/plot	Subplot	Date	Genus	species	Regen_mode	no	Max_height	prop_cov_alive	prop_cov
2.5	I	21/11/2014	Erica	similis	S	1	40	20	20
2.5	I	21/11/2014	Erica	glabella	S	1	40	20	20
2.5	I	21/11/2014	Restio	cincinnatus	R	5	30	25	35
2.5	I	21/11/2014	Tetraria	sylvatica	S	1	30	0.5	5
2.5	J	21/11/2014	Moss		S		1	5	10
2.5	J	21/11/2014	Restio	cincinnatus	R	6	35	50	60
2.5	J	21/11/2014	Erica	similis	S	2	25	10	10
2.6	K	21/11/2014	Restio	cincinnatus	R	5	40	25	50
2.6	K	21/11/2014	Erica	similis	S	1	35	10	10
2.6	K	21/11/2014	Phylica	imberbis	S	1	20	1	1
2.6	L	21/11/2014	Moss		S	7	1	4	6
2.6	L	21/11/2014	Restio	cincinnatus	R	4	30	2	50
2.6	L	21/11/2014	Erica	similis	S	0	100	6	6
2.6	L	21/11/2014	Tetraria	eximia	S	1	30	0	1
40.1	A	20.11.14	Edmondia	sesamoides	S	4	60	8	8
40.1	A	20.11.14	Metalasia	compacta	S	3	75	20	20
40.1	A	20.11.14	Erica	muscosa	S	3	80	40	40
40.1	A	20.11.14	Leucadendron	laureolum	S	2	90	1	2
40.1	A	20.11.14	Babiana	ambigua	R	2	10	0.1	0.2
40.1	A	20.11.14	Restio	cincinnatus	R	2	15	1	1
40.1	A	20.11.14	Thamnochortus	obtusus	R	1	45	1	1
40.1	A	20.11.14	Thamnochortus	gracilis	R	2	40	2	6
40.1	A	20.11.14	Restio	capensis	R	2	40	2	5
40.1	A	20.11.14	Anaxeton	laeve	S	0	30	0.4	0.4
40.1	A	20.11.14	Metalasia	brevifolius	S	1	20	5	5
40.1	A	20.11.14	Struthiola	ciliata	S	1	40	1	1
40.1	A	20.11.14	Thesium	strictum	S	1	45	1	1
40.1	A	20.11.14	Cullumia	setosa	S	2	40	1	1
40.1	A	20.11.14	Willdenowia	teres	S	1	40	0.5	0.5
40.1	A	20.11.14	Muraltia	thunbergii	S	1	10	0.1	0.1
40.1	B	20.11.14	Leucadendron	laureolum	S	3	70	20	20
40.1	B	20.11.14	Leucadendron	salignum	R	1	30	20	20
40.1	B	20.11.14	Restio	capensis	R	1	40	3	20
40.1	B	20.11.14	Babiana	ambigua	R	6	10	0.2	1
40.1	B	20.11.14	Edmondia	sesamoides	S	3	45	3	3
40.1	B	20.11.14	Diastella	divaricata	S	0	40	8	8
40.1	B	20.11.14	Erica	similis	S	0	40	1	1
40.1	B	20.11.14	Elytropappus	scaber	S	0	55	3	3
40.1	B	20.11.14	Pelargonium	triste	R	3	20	1	3
40.1	B	20.11.14	Struthiola	ciliata	S	0	45	0.5	0.5
40.1	B	20.11.14	Adenandra	villosa	S	2	15	1	1
40.1	B	20.11.14	Willdenowia	teres	R	3	60	1	2
40.1	B	20.11.14	Thamnochortus	obtusus	R	3	35	2	3
40.1	B	20.11.14	Cullumia	setosa	S	3	45	8	15
40.1	B	20.11.14	Metalasia	brevifolius	S	1	10	0.1	0.1
40.1	B	20.11.14	Restio	cincinnatus	R	1	10	1	1
40.2	C	20.11.14	Stoebe	cinerea	S	1	65	20	20
40.2	C	20.11.14	Metalasia	compacta	S	3	75	15	15
40.2	C	20.11.14	Diastella	divaricata	S	0	35	3	3
40.2	C	20.11.14	Adenandra	villosa	S	4	40	2	2
40.2	C	20.11.14	Tetraria	compar	R	1	40	8	10
40.2	C	20.11.14	Edmondia	sesamoides	S	2	35	1	1
40.2	C	20.11.14	Willdenowia	teres	R	6	35	2	3
40.2	C	20.11.14	Gnidia	juniperifolia	S	2	15	1	1
40.2	C	20.11.14	Leucadendron	laureolum	S	0	75	1	1
40.2	C	20.11.14	Tetraria	eximia	R	0	40	0.5	0.5
40.2	C	20.11.14	Restio	cinlinnatus	R	5	15	6	12
40.2	C	20.11.14	Microdon	dubium	S	1	35	0.3	0.3
40.2	C	20.11.14	Restio	capensis	R	0	25	0.5	0.5
40.2	C	20.11.14	Hypodiscus	aristatus	R	1	50	0.5	1
40.2	C	20.11.14	Roella	incurva	R	1	25	0.5	0.5
40.2	C	20.11.14	Anaxeton	laevis	S	1	30	1	1
40.2	C	20.11.14	Thamnochortus	gracilis	S	1	60	2	4
40.2	C	20.11.14	Corymbium	glabrum	R	0	30	0.5	0.5
40.2	D	20.11.14	Diastella	divaricata	S	0	30	25	25
40.2	D	20.11.14	Erica	subcapitata	S	1	70	20	20
40.2	D	20.11.14	Edmondia	sesamoides	S	2	40	3	3
40.2	D	20.11.14	Corymbium	glabrum	R	1	20	2	3
40.2	D	20.11.14	Metalasia	compacta	S	3	65	4	4
40.2	D	20.11.14	Metalasia	brevifolius	S	1	40	1	1
40.2	D	20.11.14	Restio	cincinnatus	R	1	20	2	2
40.2	D	20.11.14	Willdenowia	teres	R	1	40	1	2
40.2	D	20.11.14	Cullumia	setosa	S	1	30	0.5	0.5
40.2	D	20.11.14	Restio	curviramis	R	5	10	2	5
40.2	D	20.11.14	Struthiola	ciliata	S	1	40	1	2
40.2	D	20.11.14	Elegia	stipularis	S	0	50	0.5	0.5
40.2	D	20.11.14	Adenandra	villosa	S	1	5	0.1	0.1
40.2	D	20.11.14	Thamnochortus	obtusus	R	0	25	0.5	0.5
40.2	D	20.11.14	Tetraria	sylvatica	S	1	20	0.2	0.2
40.2	D	20.11.14	Babiana	ambigua	R	1	5	0.1	0.2
40.3	E	20.11.14	Metalasia	densa	S	4	80	8	8
40.3	E	20.11.14	Passerina	corymbosa	S	1	35	2	2
40.3	E	20.11.14	Aspalathus	capensis	S	1	80	35	35
40.3	E	20.11.14	Thamnochortus	gracilis	R	5	75	15	20
40.3	E	20.11.14	Cullumia	setosa	S	3	45	4	5
40.3	E	20.11.14	Anaxeton	laevis	S	1	45	1	1
40.3	E	20.11.14	Metalasia	brevifolius	S	2	40	2	2
40.3	E	20.11.14	Willdenowia	teres	R	3	50	1	2
40.3	E	20.11.14	Roella	amplexicaulis	S	1	20	0.5	1
40.3	E	20.11.14	Tetraria	sylvatica	S	3	30	0.5	1
40.3	E	20.11.14	Struthiola	ciliata	S	1	50	1	1
40.3	E	20.11.14	Edmondia	sesamoides	S	0	45	0.1	0.5
40.3	E	20.11.14	Thesium	subnudum	S	1	45	0.5	0.5
40.3	E	20.11.14	Restio	capensis	R	0	40	1	2
40.3	E	20.11.14	Babiana	ambigua	R	1	10	0.3	0.5
40.3	E	20.11.14	Cliffortia	atrata	S	0	70	0.5	0.5
40.3	F	20.11.14	Metalasia	compacta	S	1	75	2	2
40.3	F	20.11.14	Leucadendron	laureolum	S	1	65	4	4
40.3	F	20.11.14	Anaxeton	laevis	S	1	45	1	1
40.3	F	20.11.14	Thamnochortus	gracilis	R	3	55	5	8
40.3	F	20.11.14	Willdenowia	teres	R	3	40	15	25
40.3	F	20.11.14	Edmondia	sesamoides	S	2	55	2	2
40.3	F	20.11.14	Erica	similis	S	2	50	10	10
40.3	F	20.11.14	Stoebe	cinerea	S	1	53	1	1
40.3	F	20.11.14	Tetraria	sylvatica	S	4	20	0.5	1
40.3	F	20.11.14	Struthiola	ciliata	S	1	40	0.5	0.5
40.3	F	20.11.14	Thesium	subnudum	S	2	55	5	5
40.3	F	20.11.14	Erica	subcapitata	S	1	60	2	2
40.3	F	20.11.14	Stoebe	cyathuloides	S	2	20	0.5	1
40.3	F	20.11.14	Restio	capensis	R	1	35	2	3
40.3	F	20.11.14	Roella	incurva	S	2	10	0.5	1
40.3	F	20.11.14	Muraltia	thunbergii	S	1	5	0.1	0.1
40.3	F	20.11.14	Restio	cincinnatus	S	1	10	1	1
40.4	G	20.11.14	Willdenowia	teres	R	6	30	3	5
40.4	G	20.11.14	Restio	cincinnatus	R	7	10	4	5
40.4	G	20.11.14	Erica	corifolia	S	2	50	5	5
40.4	G	20.11.14	Metalasia	compacta	S	2	70	4	4
40.4	G	20.11.14	Diastella	divaricata	S	0	35	3	3
40.4	G	20.11.14	Disparago	ericoides	S	1	10	1	1
40.4	G	20.11.14	Edmondia	sesamoides	S	5	35	3	2
40.4	G	20.11.14	Erica	subcapitata	S	2	60	4	4
40.4	G	20.11.14	Erica	similis	S	2	40	2	2
40.4	G	20.11.14	Tetraria	microstachys	R	1	20	1	1
40.4	G	20.11.14	Tetraria	sylvatica	R	3	15	1	1
40.4	G	20.11.14	Phylica	imberbis	S	1	10	0.2	0.2
40.4	G	20.11.14	Ficinia	oligantha	R	2	10	0.5	0.5
40.4	G	20.11.14	Roella	incurva	S	1	10	0.2	0.2
40.4	G	20.11.14	Staberoha	distachya	R	1	45	0.5	0.5
40.4	G	20.11.14	Anaxeton	laevis	S	2	25	1	1
40.4	H	20.11.14	Muraltia	thunbergii	S	2	10	1	1
40.4	H	20.11.14	Struthiola	ciliata	S	1	45	10	10
40.4	H	20.11.14	Restio	capensis	R	3	40	3	5
40.4	H	20.11.14	Erica	subcapitata	S	1	45	3	3
40.4	H	20.11.14	Watsonia	tabularis	R	1	35	2	3
40.4	H	20.11.14	Babiana	ambigua	R	2	10	0	0.5
40.4	H	20.11.14	Pelargonium	triste	R	2	10	0	1
40.4	H	20.11.14	Restio	curviramis	R	10	20	25	40
40.4	H	20.11.14	Thesium	strictum	S	1	45	1	2
40.4	H	20.11.14	Cullumia	setosa	S	0	35	0.5	0.5
40.4	H	20.11.14	Willdenowia	teres	R	2	40	1	2
40.4	H	20.11.14	Ficinia	deusta	R	1	25	1	2
40.4	H	20.11.14	Metalasia	brevifolius	S	0	50	2	2
40.4	H	20.11.14	Roella	incurva	S	1	20	0.2	0.2
40.4	H	20.11.14	Thamnochortus	obtusus	R	2	25	1	1
40.5	I	20.11.14	Cullumia	setosa	S	2	50	1	1
40.5	I	20.11.14	Struthiola	ciliata	S	5	70	2	2
40.5	I	20.11.14	Elegia	stipularis	S	5	65	40	45
40.5	I	20.11.14	Restio	cincinnatus	R	4	35	30	35
40.5	I	20.11.14	Metalasia	densa	S	0	70	0.5	0.5
40.5	I	20.11.14	Willdenowia	teres	R	2	40	2	2
40.5	I	20.11.14	Pelargonium	cucullatum	S	1	10	0.5	0.5
40.5	J	20.11.14	Cullumia	setosa	S	2	40	4	6
40.5	J	20.11.14	Adenandra	villosa	S	2	15	0.5	0.5
40.5	J	20.11.14	Metalasia	densa	S	1	45	3	8
40.5	J	20.11.14	Diastella	divaricata	S	0	35	0.5	0.5
40.5	J	20.11.14	Leucadendron	laureolum	S	0	70	3	3
40.5	J	20.11.14	Willdenowia	teres	R	5	45	2	3
40.5	J	20.11.14	Erica	subcapitata	S	1	10	0.1	0.1
40.5	J	20.11.14	Restio	capensis	R	1	40	2	3
40.5	J	20.11.14	Restio	curviramis	R	10	20	30	40
40.5	J	20.11.14	Struthiola	ciliata	S	0	30	2	2
40.5	J	20.11.14	Thamnochortus	obtusus	R	3	25	3	3
40.5	J	20.11.14	Pelargonium	triste	R	1	10	0	1
40.6	K	20.11.14	Hypodiscus	willdenowii	R	4	40	10	15
40.6	K	20.11.14	Restio	curviramis	R	5	20	25	30
40.6	K	20.11.14	Willdenowia	teres	R	3	40	2	4
40.6	K	20.11.14	Erica	plukenetii	S	1	25	1	1
40.6	K	20.11.14	Diosma	oppositifolia	R	1	25	3	3
40.6	K	20.11.14	Restio	capensis	R	4	35	3	5
40.6	K	20.11.14	Erica	subcapitata	S	1	60	6	6
40.6	K	20.11.14	Adenandra	villosa	S	1	20	2	2
40.6	K	20.11.14	Ehrharta	calycina	S	1	15	0.2	0.2
40.6	K	20.11.14	Agathosma	imbricata	S	1	20	1	1
40.6	K	20.11.14	Pelargonium	longifolium	R	2	20	0.2	0.2
40.6	K	20.11.14	Thamnochortus	obtusus	R	3	35	3	4
40.6	L	20.11.14	Leucadendron	laureolum	S	2	80	25	25
40.6	L	20.11.14	Diastella	divaricata	S	1	35	25	25
40.6	L	20.11.14	Elegia	stipularis	S	3	50	12	12
40.6	L	20.11.14	Restio	cincinnatus	R	5	20	10	10
40.6	L	20.11.14	Cullumia	setosa	S	5	40	10	12
40.6	L	20.11.14	Pseudopentameris	macrantha	R	1	45	2	2
40.6	L	20.11.14	Erica	subcapitata	S	1	35	1	2
40.6	L	20.11.14	Metalasia	compacta	S	1	40	1	2
40.6	L	20.11.14	Struthiola	ciliata	S	2	35	1	1
40.6	L	20.11.14	Erica	similis	S	0	40	0.5	0.5
40.6	L	20.11.14	Willdenowia	teres	R	1	30	0.5	1
30.1	A	19.11.14	Erica	subcapitata	S	3	55	12	12
30.1	A	19.11.14	Erica	similis	S	10	60	35	35
30.1	A	19.11.14	Amphithalea	ericifolia	R	3	50	15	15
30.1	A	19.11.14	Leucadendron	laureolum	S	0	95	4	4
30.1	A	19.11.14	Elegia	stipularis	S	3	55	8	8
30.1	A	19.11.14	Willdenowia	teres	R	3	60	20	25
30.1	A	19.11.14	Restio	cincinnatus	R	3	25	15	18
30.1	A	19.11.14	Edmondia	sesamoides	S	0	50	2	2
30.1	A	19.11.14	Euphorbia	erythrina	S	1	10	1	1
30.1	A	19.11.14	Thamnochortus	gracilis	R	2	50	6	6
30.1	A	19.11.14	Anaxeton	laevis	S	2	30	1	1
30.1	A	19.11.14	Microdon	dubium	S	1	30	1	1
30.1	A	19.11.14	Aristea	dichotoma	R	2	10	1	1
30.1	A	19.11.14	Corymbium	glabrum	R	1	25	1	1
30.1	A	19.11.14	Ficinia	oligantha	S	2	5	0.5	0.5
30.1	A	19.11.14	Restio	capensis	R	1	20	1	5
30.1	B	19.11.14	Serruria	villosa	S	8	70	45	45
30.1	B	19.11.14	Leucadendron	laureolum	S	2	120	35	35
30.1	B	19.11.14	Cullumia	setosa	S	4	60	12	12
30.1	B	19.11.14	Erica	similis	S	10	60	50	50
30.1	B	19.11.14	Elegia	stipularis	S	6	80	30	50
30.1	B	19.11.14	Elytropappus	scaber	S	2	50	10	10
30.1	B	19.11.14	Diosma	oppositifolia	R	0	30	1	1
30.1	B	19.11.14	Euryops	abrotanifolius	S	1	30	0.3	0.3
30.1	B	19.11.14	Thesium	strictum	S	1	50	0	3
30.2	C	19.11.14	Erica	subcapitata	S	1	65	3	3
30.2	C	19.11.14	Willdenowia	teres	R	5	45	5	10
30.2	C	19.11.14	Elytropappus	scaber	S	3	40	15	16
30.2	C	19.11.14	Searsia	lucida	R	2	40	40	40
30.2	C	19.11.14	Anaxeton	laevis	S	2	40	1	1
30.2	C	19.11.14	Elegia	stipularis	S	2	60	20	20
30.2	C	19.11.14	Agathosma	imbricata	S	1	30	0.5	0.5
30.2	C	19.11.14	Cullumia	setosa	S	2	35	1	3
30.2	C	19.11.14	Serruria	villosa	S	1	45	1	1
30.2	C	19.11.14	Agathosma	ciliaris	R	3	30	10	10
30.2	C	19.11.14	Trachyandra	tabularis	R	1	60	0.5	0.5
30.2	C	19.11.14	Restio	cincinnatus	R	4	15	15	20
30.2	C	19.11.14	Roella	ciliata	S	3	30	0.5	2
30.2	C	19.11.14	Liparia	parva	S	1	20	0.5	0.5
30.2	C	19.11.14	Adenandra	villosa	S	1	25	0.2	0.2
30.2	C	19.11.14	Elegia	stipularis	S	2	50	8	10
30.2	C	19.11.14	Serruria	villosa	S	3	55	15	15
30.2	C	19.11.14	Erica	similis	S	4	40	15	15
30.2	C	19.11.14	Restio	cincinnatus	R	3	15	8	10
30.2	C	19.11.14	Pseudopentameris	macrantha	R	2	40	5	6
30.2	C	19.11.14	Cullumia	setosa	S	2	40	10	16
30.2	C	19.11.14	Liparia	parva	R	1	30	10	10
30.2	C	19.11.14	Willdenowia	teres	R	2	40	2	3
30.2	C	19.11.14	Microdon	dubium	S	1	15	0.3	0.3
30.2	C	19.11.14	Leucadendron	laureolum	S	0	70	3	3
30.2	D	19.11.14	Elegia	stipularis	S	2	50	8	10
30.2	D	19.11.14	Serruria	villosa	S	3	55	15	15
30.2	D	19.11.14	Erica	similis	S	4	40	15	15
30.2	D	19.11.14	Restio	cincinnatus	R	3	15	8	10
30.2	D	19.11.14	Pseudopentameris	macrantha	R	2	40	5	6
30.2	D	19.11.14	Cullumia	setosa	S	2	40	10	16
30.2	D	19.11.14	Liparia	parva	R	1	30	10	10
30.2	D	19.11.14	Willdenowia	teres	R	2	40	2	3
30.2	D	19.11.14	Microdon	dubium	S	1	15	0.3	0.3
30.2	D	19.11.14	Leucadendron	laureolum	S	0	70	3	3
30.3	E	19.11.14	Thamnochortus	gracilis	R	1	50	2	3
30.3	E	19.11.14	Erica	similis	S	4	30	20	20
30.3	E	19.11.14	Corymbium	glabrum	R	2	30	5	6
30.3	E	19.11.14	Willdenowia	teres	R	2	50	1	2
30.3	E	19.11.14	Aspalathus	linguiloba	S	2	35	18	20
30.3	E	19.11.14	Elytropappus	scaber	S	1	50	3	3
30.3	E	19.11.14	Restio	capensis	R	3	40	2	3
30.3	E	19.11.14	Amphithalea	ericifolia	R	2	25	4	4
30.3	E	19.11.14	Agathosma	ciliaris	S	2	25	1	1
30.3	E	19.11.14	Corymbium	africanum	R	1	10	0.5	0.5
30.3	E	19.11.14	Roella	ciliata	S	1	20	0	1
30.3	E	19.11.14	Tetraria	sylvatica	S	1	20	0.3	0.3
30.3	E	19.11.14	Gnidia	juniperifolia	S	2	25	0.5	0.5
30.3	E	19.11.14	Ficinia	gracilis	R	2	10	0.2	0.2
30.3	F	19.11.14	Leucadendron	laureolum	S	1	100	35	35
30.3	F	19.11.14	Serruria	villosa	S	2	75	18	18
30.3	F	19.11.14	Erica	subcapitata	S	4	70	8	8
30.3	F	19.11.14	Selago	polystachya	S	2	40	2	2
30.3	F	19.11.14	Cullumia	setosa	S	1	40	1	1
30.3	F	19.11.14	Crassula	fascicularis	S	1	30	0.3	0.3
30.3	F	19.11.14	Elegia	stipularis	S	1	75	3	3
30.3	F	19.11.14	Elytropappus	scaber	S	1	50	3	3
30.3	F	19.11.14	Erica	similis	S	4	50	8	8
30.3	F	19.11.14	Willdenowia	teres	R	3	65	2	3
30.3	F	19.11.14	Thamnochortus	gracilis	R	3	80	10	15
30.3	F	19.11.14	Roella	amplexicaulis	S	1	75	0.5	0.5
30.3	F	19.11.14	Aspalathus	linguiloba	S	2	35	0.5	2
30.3	F	19.11.14	Restio	cincinnatus	R	1	25	1	3
30.3	F	19.11.14	Anaxeton	laevis	S	1	10	0.2	0.2
30.3	F	19.11.14	Passerina	corymbosa	S	1	40	0.3	0.3
30.3	F	19.11.14	Ficinia	oligantha	S	3	10	0.4	0.6
30.4	G	19.11.14	Leucadendron	laureolum	S	2	90	30	30
30.4	G	19.11.14	Euryops	abrotanifolius	S	5	60	8	8
30.4	G	19.11.14	Erica	cerinthoides	R	1	50	3	3
30.4	G	19.11.14	Erica	plukenetii	S	1	60	5	5
30.4	G	19.11.14	Erica	subcapitata	S	3	65	4	4
30.4	G	19.11.14	Elytropappus	scaber	S	3	45	15	45
30.4	G	19.11.14	Anthospermum	aethiopicum	S	2	30	2	2
30.4	G	19.11.14	Erica	corifolia	S	1	40	1	1
30.4	G	19.11.14	Anaxeton	laevis	S	1	35	1	1
30.4	G	19.11.14	Thamnochortus	gracilis	R	3	90	15	20
30.4	G	19.11.14	Pseudopentameris	macrantha	R	3	50	2	2
30.4	G	19.11.14	Erica	similis	S	1	25	1	1
30.4	G	19.11.14	Roella	amplexicaulis	S	1	40	0	3
30.4	G	19.11.14	Metalasia	densa	S	1	40	0.2	0.2
30.4	G	19.11.14	Cymbopogon	marginatus	S	0	30	0.3	0.3
30.4	G	19.11.14	Serruria	villosa	S	0	65	3	3
30.4	G	19.11.14	Passerina	corymbosa	S	1	50	0.4	0.4
30.4	H	19.11.14	Leucadendron	laureolum	S	1	70	20	20
30.4	H	19.11.14	Elegia	stipularis	S	4	60	30	35
30.4	H	19.11.14	Tritoniopsis	triticea	R	1	30	2	2
30.4	H	19.11.14	Erica	similis	S	6	50	25	25
30.4	H	19.11.14	Selago	polystachya	S	3	30	3	3
30.4	H	19.11.14	Roella	amplexicaulis	S	1	45	0	2
30.4	H	19.11.14	Cullumia	setosa	S	3	40	3	4
30.4	H	19.11.14	Clutia	alaternoides	R	1	20	1	1
30.4	H	19.11.14	Phylica	imberbis	S	1	25	0.5	0.5
30.4	H	19.11.14	Pseudopentameris	macrantha	S	1	40	1	1
30.4	H	19.11.14	Restio	capensis	R	1	50	3	5
30.4	H	19.11.14	Passerina	corymbosa	S	1	40	0.3	0.3
30.4	H	19.11.14	Willdenowia	teres	R	0	35	1	2
30.5	I	19.11.14	Erica	similis	S	2	40	20	20
30.5	I	19.11.14	Euryops	abrotanifolius	S	1	70	15	15
30.5	I	19.11.14	Olea	capensis	R	1	35	1	1
30.5	I	19.11.14	Montinia	caryophyllacea	R	1	20	0.5	0.5
30.5	I	19.11.14	Agathosma	imbricata	S	1	20	0.5	0.5
30.5	I	19.11.14	Passerina	corymbosa	S	0	30	0.2	0.2
30.5	I	19.11.14	Pseudopentameris	macrantha	R	0	100	0.2	1
30.5	I	19.11.14	Searsia	lucida	R	0	100	0.5	0.5
30.5	I	19.11.14	Cymbopogon	marginatus	R	0	30	0.2	0.5
30.5	I	19.11.14	Phylica	imberbis	S	2	10	0.3	0.3
30.5	I	19.11.14	Willdenowia	teres	R	1	25	0.5	0.5
30.5	I	19.11.14	Restio	cincinnatus	R	2	10	0.5	1
30.5	J	19.11.14	Serruria	villosa	S	6	55	25	25
30.5	J	19.11.14	Leucadendron	laureolum	S	0	100	2	2
30.5	J	19.11.14	Selago	polystachya	S	1	30	1	1
30.5	J	19.11.14	Elegia	stipularis	S	3	70	10	12
30.5	J	19.11.14	Elytropappus	scaber	S	2	40	5	5
30.5	J	19.11.14	Pelargonium	longifolium	R	1	10	0.1	0.1
30.5	J	19.11.14	Metalasia	densa	S	2	40	1	1
30.5	J	19.11.14	Ficinia	deusta	R	1	45	1	1
30.5	J	19.11.14	Willdenowia	teres	R	2	30	1	2
30.5	J	19.11.14	Thamnochortus	obtusus	R	2	30	3	4
30.5	J	19.11.14	Phylica	imberbis	S	1	10	0.3	0.3
30.5	J	19.11.14	Chironia	linoides	S	1	15	1	1
30.5	J	19.11.14	Restio	cincinnatus	R	1	15	1	1
30.5	J	19.11.14	Pentameris	curvifolius	S	1	40	0.5	0.5
30.5	J	19.11.14	Ficinia	gracilis	R	1	10	0.2	0.2
30.6	K	19.11.14	Pseudopentameris	macrantha	R	2	55	25	30
30.6	K	19.11.14	Petalacte	coronata	R	1	10	2	2
30.6	K	19.11.14	Anaxeton	laevis	S	2	60	2	2
30.6	K	19.11.14	Anthospermum	aethiopicum	S	1	45	0.5	0.5
30.6	K	19.11.14	Lampranthus	sp	S	1	40	0.5	0.5
30.6	K	19.11.14	Erica	similis	S	3	35	8	8
30.6	K	19.11.14	Phylica	imberbis	S	2	35	2	2
30.6	K	19.11.14	Elegia	stipularis	S	2	50	4	6
30.6	K	19.11.14	Elytropappus	scaber	S	2	50	8	8
30.6	K	19.11.14	Agathosma	imbricata	S	3	45	4	4
30.6	K	19.11.14	Erica	subcapitata	S	2	50	8	8
30.6	K	19.11.14	Adenandra	villosa	S	1	20	1	1
30.6	K	19.11.14	Cullumia	setosa	S	3	50	2	2
30.6	K	19.11.14	Roella	amplexicaulis	S	1	50	0	2
30.6	K	19.11.14	Willdenowia	teres	R	1	35	1	1
30.6	K	19.11.14	Clutia	alaternoides	R	1	10	0.3	0.3
30.6	K	19.11.14	Thamnochortus	obtusus	R	1	20	1	1
30.6	L	19.11.14	Restio	curviramis	R	5	25	35	55
30.6	L	19.11.14	Helichrysum	indicum	S	1	5	0.1	0.1
30.6	L	19.11.14	Pelargonium	triste	R	2	10	0.2	0.3
30.6	L	19.11.14	Crassula	fascicularis	S	1	3	0.1	0.1
30.6	L	19.11.14	Thamnochortus	obtusus	R	2	10	1	1
30.6	L	19.11.14	Senecio	arenarius	S	1	10	0	1
30.6	L	19.11.14	Leucadendron	laureolum	S	0	100	10	10
30.6	L	19.11.14	Polygala	recognita	S	1	30	1	1
30.6	L	19.11.14	Cullumia	setosa	S	1	20	1	1
30.6	L	19.11.14	Montinia	caryophyllacea	R	1	30	3	3
30.6	L	19.11.14	Tribolium	uniolae	R	1	40	0.5	1
30.6	L	19.11.14	Euphorbia	tuberosa	R	1	5	0	0.1
30.6	L	19.11.14	Chironia	linoides	S	1	10	0.5	0.5
28.1	A	27.11.14	Pennisetum	clandestinum	R	1	50	2	3
28.1	A	27.11.14	Osteospermum	monoliferum	S	0	180	100	100
28.1	A	27.11.14	Searsia	lucida	S	1	40	0.5	0.5
28.1	B	27.11.14	Ehrharta	ramosa	R	2	50	3	50
28.1	B	27.11.14	Restio	capensis	R	3	40	10	15
28.1	B	27.11.14	Tritoniopsis	triticea	R	1	35	1	1
28.1	B	27.11.14	Watsonia	borbonica	R	1	50	1	2
28.1	B	27.11.14	Macrostylis	villosa	R	1	25	3	3
28.1	B	27.11.14	Metalasia	densa	S	0	80	25	25
28.1	B	27.11.14	Thesium	strictum	S	0	130	5	5
28.1	B	27.11.14	Thamnochortus	fruticosus	R	1	25	1	1
28.1	B	27.11.14	Passerina	corymbosa	S	4	70	20	20
28.2	C	27.11.14	Passerina	corymbosa	S	1	150	25	25
28.2	C	27.11.14	Metalasia	densa	S	0	100	20	20
28.2	C	27.11.14	Helichrysum	indicum	S	8	10	1	2
28.2	C	27.11.14	Chrysocoma	coma.aurea	S	1	35	3	4
28.2	C	27.11.14	Tenaxia	stricta	R	2	35	5	10
28.2	C	27.11.14	Pentameris	airoides	S	10	20	1	5
28.2	C	27.11.14	Briza	minor	S	2	10	0	0.5
28.2	C	27.11.14	Briza	maxima	S	3	20	0	1
28.2	D	27.11.14	Metalasia	densa	S	2	80	100	100
28.2	D	27.11.14	Passerina	corymbosa	S	2	85	2	2
28.2	D	27.11.14	Searsia	Lucida	R	1	45	4	4
28.2	D	27.11.14	Erica	similis	S	1	40	10	10
28.2	D	27.11.14	Cullumia	setosa	S	1	60	3	8
28.2	D	27.11.14	Pelargonium	cucullatum	S	2	50	0	4
28.2	D	27.11.14	Ehrharta	ramosa	S	1	70	2	5
28.2	D	27.11.14	Tenaxia	stricta	R	1	30	1	3
28.2	D	27.11.14	Restio	capensis	R	0	50	1	1
28.3	E	27.11.14	Watsonia	corbonica	R	3	100	3	30
28.3	E	27.11.14	Metalasia	densa	S	0	80	20	20
28.3	E	27.11.14	Passerina	corymbosa	S	1	110	10	10
28.3	E	27.11.14	Restio	capensis	R	1	50	20	20
28.3	E	27.11.14	Aspalathus	ericifolius	S	2	60	0	30
28.3	E	27.11.14	Tribolium	uniolae	S	2	40	1	2
28.3	E	27.11.14	Briza	maxima	S	3	20	0	0.5
28.3	F	27.11.14	Ehrharta	ramosa	R	2	60	2	60
28.3	F	27.11.14	Searsia	tomentosa	R	1	120	10	15
28.4	G	27.11.14	Ficinia	nigrescens	S	4	45	15	20
28.4	G	27.11.14	Passerina	corymbosa	S	2	15	1	1
28.4	G	27.11.14	Crassula	glomerata	S	10	3	0	2
28.4	G	27.11.14	Ehrharta	ramosa	R	2	50	20	50
28.4	G	27.11.14	Maytenus	oleoides	R	0	150	0.5	0.5
28.4	G	27.11.14	Moss		S	10	1	10	15
28.4	H	27.11.14	Watsonia	borbonica	R	1	140	25	40
28.4	H	27.11.14	Metalasia	densa	S	1	80	20	20
28.4	H	27.11.14	Aspalathus	ericifolium	S	1	50	10	10
28.4	H	27.11.14	Erica	similis	S	1	40	10	10
28.4	H	27.11.14	Cullumia	setosa	S	1	60	10	15
28.4	H	27.11.14	Ehrharta	ramosa	R	2	50	5	8
28.4	H	27.11.14	Thamnochortus	fruticosus	R	2	20	3	3
28.4	H	27.11.14	Cliffortia	filifolia	S	1	15	2	2
28.4	H	27.11.14	Phylica	imberbis	S	0	20	0.5	0.5
