Acacia_cyclops	Acacia_longifolia	Acacia_saligna	Adenandra_villosa	Adenocline_pauciflora	Agapanthus_africanus	Agathosma_ciliaris	Agathosma_imbricata	Agathosma_sp3	Albuca_cooperi	Albuca_flaccida	Albuca_sp3	Capelio_tabularis	Amphithalea_ericifolia	Anagallis_arvensis	Anaxeton_laeve	Anisodontea_scabrosa	Anthospermum_aethiopicum	Anthospermum_galioides	Anthospermum_sp2	Apiaceae_sp1	Aristea_africana	Aristea_capitata	Aristea_spiralis	Aspalathus_sp3	Aspalathus_sp4	Aspalathus_capensis	Aspalathus_cephalotes	Aspalathus_chenopoda	Aspalathus_cordata	Aspalathus_divaricata	Aspalathus_ericifolia	Aspalathus_forbesii	Aspalathus_hispida	Aspalathus_juniperina	Aspalathus_linguiloba	Aspalathus_microphylla	Aspalathus_retroflexa	Aspalathus_sp10	Asparagus_capensis	Asparagus_lignosus	Asparagus_sp3	Asteraceae_sp1	Athanasia_crithmifolia	Avena_fatua	Babiana_sp1	Baeometra_uniflora	Berkheya_armata	Berkheya_barbata	Berzelia_lanuginosa	Blechnum_capense	Bobartia_filiformis	Bobartia_gladiata	Bobartia_indica	Fagelia_bituminosa	Briza_minor	Briza_maxima	Bromus_diandrus	Bromus_pectinatus	Brunia_noduliflora	Bulbine_lagopus	Bulbine_sp3	Caesia_contorta	Campanulaceae_sp1	Cannomois_virgata	Capeobolus_brevicaulis	Jordaaniella_dubia	Carduus_pycnocephalus	Carpacoce_spermacocea	Carpacoce_vaginellata	Carpobrotus_edulis	Cassine_peragua	Cassytha_ciliolata	Catapodium_rigidum	Centella_affinis	Centella_glabrata	Centella_macrocarpa	Centella_sp1	Centella_tridentata	Cerastium_capense	Euphorbia_maculata	Chenopodium_mucronatum	Chironia_jasminoides	Chironia_linoides	Chrysanthemoides_incana	Chrysanthemoides_monilifera	Chrysocoma_coma.aurea	Cineraria_geifolia	Cissampelos_capensis	Cleretum_herrei	Cliffortia_atrata	Cliffortia_falcata	Cliffortia_filifolia	Cliffortia_glauca	Cliffortia_graminea	Cliffortia_obcordata	Cliffortia_polygonifolia	Cliffortia_sp6	Cliffortia_stricta	Clutia_alaternoides	Clutia_ericoides	Clutia_polygonoides	Clutia_sp1	Commelina_africana	Corymbium_africanum	Corymbium_enerve	Corymbium_glabrum	Corymbium_sp1	Cotula_sp1	Cotula_turbinata	Crassula_campestris	Crassula_coccinea	Crassula_fascicularis	Crassula_glomerata	Cullumia_setosa	Cuscuta_nitida	Cyanella_hyacinthoides	Cyathocoma_hexandra	Cymbopogon_marginatus	Cynanchum_africanum	Cynanchum_obtusifolium	Cyperaceae_sp3	Cyperaceae_sp4	Cyphia_bulbosa	Diascia_elongata	Diastella_divaricata	Dimorphotheca_nudicaulis	Diosma_hirsuta	Diosma_oppositifolia	Diosma_sp1	Diospyros_glabra	Dipogon_lignosus	Disa_densiflora	Disa_racemosa	Dischisma_sp3	Drosanthemum_stokoei	Drosera_aliciae	Drosera_capensis	Drosera_trinervia	Edmondia_sesamoides	Ehrharta_calycina	Ehrharta_capensis	Ehrharta_erecta	Ehrharta_ottonis	Ehrharta_ramosa	Ehrharta_rupestris	Ehrharta_setacea	Ehrharta_sp4	Ehrharta_villosa	Elegia_asperiflora	Elegia_juncea	Elegia_racemosa	Elegia_sp4	Elegia_stipularis	Epilobium_tetragonum	Epischoenus_gracilis	Epischoenus_villosus	Eragrostis_sp1	Erepsia_anceps	Erepsia_bracteata	Erepsia_sp6	Erica_cerinthoides	Erica_plukenetii	Erica_sp19	Erica_sp21	Erica_sp23	Erica_sp30	Ericoid_sp1	Hilliardiella_pinifolia	Eucalyptus_lehmannii	Eucalyptus_sp3	Euclea_racemosa	Euphorbia_erythrina	Euphorbia_genistoides	Euphorbia_tuberosa	Euryops_abrotanifolius	Felicia_tenella	Festuca_scabra	Ficinia_angustifolia	Ficinia_brevifolia	Ficinia_bulbosa	Ficinia_capitella	Ficinia_deusta	Ficinia_dunensis	Ficinia_indica	Ficinia_nigrescens	Ficinia_oligantha	Ficinia_ramosissima	Ficinia_secunda	Ficinia_sp1	Ficinia_sp4	Ficinia_sp5	Ficinia_filiformis	Fumaria_muralis	Galium_tomentosum	Gazania_pectinata	Geranium_incanum	Gerbera_crocea	Gnidia_humilis	Gnidia_juniperifolia	Gnidia_oppositifolia	Gnidia_parviflora	Gnidia_simplex	Gnidia_sp2	Gnidia_tomentosa	Gomphocarpus_cancellatus	Gymnosporia_buxifolia	Hakea_drupacea	Hakea_gibbosa	Haplocarpha_lanata	Hebenstretia_repens	Hebenstretia_sp1	Hebenstretia_cordata	Hebenstretia_dentata	Hebenstretia_fastigiosa	Helichrysum_crispum	Helichrysum_cymosum	Helichrysum_foetidum	Helichrysum_indicum	Helichrysum_litorale	Helichrysum_rotundifolium	Helichrysum_sp3	Heliophila_sp2	Helipterum_speciosissimum	Hermannia_hyssopifolia	Hermannia_multiflora	Hermannia_procumbens	Hermannia_rudis	Hermannia_sp2	Hermas_villosa	Histiopteris_incisa	Holothrix_villosa	Hypericum_sp1	Hypochoeris_radicata	Hypodiscus_albo.aristatus	Indigofera_angustifolia	Indigofera_filifolia	Indigofera_filiformis	Indigofera_glomerata	Indigofera_mauritanica	Indigofera_psoraloides	Indigofera_sarmentosa	Indigofera_sp4	Pulicaria_scabra	Iridacea_sp3	Iridacea_sp2	Restio_capensis	Restio_eleocharis	Restio_gaudichaudianus	Restio_sp9	Ischyrolepis_sp2	Restio_tenuissimus	Isolepis_leucoloma	Isolepis_ludwigii	Isolepis_marginata	Itasina_filifolia	Ixia_sp2	Juncus_bufonius	Juncus_lomatophyllus	Anemone_knowltonia	Anemone_vesicatoria	Lachenalia_orchioides	Cryptadenia_grandiflora	Lactuca_serriola	Lampranthus_bicolor	Lampranthus_elegans	Lampranthus_emarginatus	Lebeckia_meyeriana	Lebeckia_sp1	Lebeckia_wrightii	Leptospermum_laevigatum	Leucadendron_coniferum	Leucadendron_laureolum	Leucadendron_sp1	Leucadendron_xanthoconus	Leucospermum_conocarpodendron	Lichtensteinia_lacera	Limonium_scabrum	Linum_africanum	Linum_thunbergii	Liparia_splendens	Liparia_sp1	Lobelia_anceps	Lobelia_comosa	Lobelia_coronopifolia	Lobelia_eckloniana	Lobelia_erinus	Lobelia_pinifolia	Lobelia_pubescens	Lobelia_setacea	Lobelia_sp1	Lobostemon_fruticosus	Lobostemon_montanus	Lobostemon_sp1	Lolium_multiflorum	Lolium_perenne	Lycium_ferocissimum	Lythrum_hyssopifolia	Macrostylis_villosa	Lavatera_arborea	Manulea_cheiranthus	Manulea_tomentosa	Gahnia_aspera	Maytenus_oleoides	Capeochloa_cincta	Geochloa_rufa	Tenaxia_stricta	Mesemb_sp1	Mesemb_sp5	Mesemb_sp8	Metalasia_cephalotes	Metalasia_muricata	Metalasia_sp2	Micranthus_alopecuroides	Micranthus_junceus	Microcodon_glomeratum	Microdon_dubius	Mimetes_fimbriifolius	Monopsis_debilis	Monopsis_simplex	Monopsis_sp1	Montinia_caryophyllacea	Moraea_sp3	Moraea_bituminosa	Moraea_fugax	Moraea_sp4	Moraea_ramosissima	Moraea_sp5	Moraea_sp2	Moraea_tripetala	Moraea_virgata	Moraea_sp6	Morella_sp1	Muraltia_brachypetala	Muraltia_demissa	Muraltia_sp5	Muraltia_sp6	Muraltia_thunbergii	Myoporum_tenuifolium	Myrsine_africana	Nemesia_affinis	Nemesia_sp5	Nemesia_lucida	Nemesia_sp2	Nemesia_sp3	Oedera_imbricata	Oenothera_nocturna	Oftia_africana	Oftia_glabra	Olea_capensis	Olea_europaea	Olea_exasperata	Orchid_sp8	Ornithogalum_sp2	Ornithogalum_thyrsoides	Osmitopsis_asteriscoides	Osmitopsis_dentata	Osteospermum_polygaloides	Colpoon_compressum	Otholobium_fruticans	Othonna_coronopifolia	Othonna_digitata	Othonna_filicaulis	Othonna_quinquedentata	Othonna_sp1	Othonna_stenophylla	Oxalis_sp18	Paraserianthes_lophantha	Passerina_rigida	Passerina_sp1	Passerina_corymbosa	Pelargonium_betulinum	Pelargonium_capitatum	Pelargonium_chamaedryfolium	Pelargonium_cucullatum	Pelargonium_elongatum	Pelargonium_grossularioides	Pelargonium_myrrhifolium	Pelargonium_quercifolium	Pelargonium_sp3	Pelargonium_sp4	Pelargonium_tabulare	Pelargonium_triste	Pelargonium_undulatum	Penaea_mucronata	Pennisetum_clandestinum	Pentameris_macrocalycina	Pentaschistis_airoides	Pentaschistis_colorata	Pentaschistis_eriostoma	Pentaschistis_malouinensis	Pentaschistis_pallescens	Pentaschistis_pallida	Pentaschistis_papillosa	Poagrostis_pusilla	Pentaschistis_sp6	Petalacte_coronata	Petrorhagia_prolifera	Notobubon_ferulaceum	Notobubon_galbanum	Notobubon_tenuifolium	Phylica_buxifolia	Phylica_ericoides	Phylica_imberbis	Phylica_sp4	Phyllobolus_canaliculatus	Phyllopodium_sp1	Phytolacca_octandra	Helminthotheca_echioides	Pinus_pinaster	Pinus_sp2	Plantago_remota	Platycaulos_compressus	Platycaulos_major	Poaceae_sp3	Poaceae_sp1	Podalyria_biflora	Podalyria_sericea	Podalyria_calyptrata	Polycarpon_tetraphyllum	Polygala_bracteolata	Polygala_garcinii	Polygala_lehmanniana	Polygala_myrtifolia	Polygala_recognita	Polygala_sp1	Polygonum_aviculare	Polypogon_monspeliensis	Polypogon_strictus	Populus_canescens	Prismatocarpus_sessilis	Protea_cynaroides	Protea_lepidocarpodendron	Protea_neriifolia	Protea_nitida	Protea_sp1	Pseudognaphalium_undulatum	Pseudopentameris_macrantha	Pseudoselago_peninsulae	Pseudoselago_serrata	Pseudoselago_spuria	Psoralea_aculeata	Psoralea_asarina	Psoralea_imbricata	Psoralea_laxa	Psoralea_pinnata	Pteridium_aquilinum	Pteronia_hirsuta	Pterygodium_acutifolium	Pycreus_polystachyos	Rafnia_angulata	Rafnia_triflora	Rapanea_melanophloeos	Raphanus_raphanistrum	Restio_perplexus	Restio_quadratus	Restio_sp10	Rhoicissus_sp1	Rhus_glauca	Rhus_laevigata	Rhus_lucida	Rhus_rosmarinifolia	Rhus_tomentosa	Rhynchosia_capensis	Cassine_maritima	Roella_amplexicaulis	Roella_ciliata	Roella_compacta	Roella_decurrens	Roella_sp2	Roella_triflora	Romulea_sp1	Saltera_sarcocolla	Salvia_africana.caerulea	Salvia_chamelaeagnea	Scabiosa_africana	Scabiosa_columbaria	Schizaea_pectinata	Scirpoides_thunbergii	Selago_corymbosa	Selago_sp1	Senecio_burchellii	Senecio_elegans	Senecio_erosus	Senecio_hastatus	Senecio_pinifolius	Senecio_pinnulatus	Senecio_pterophorus	Senecio_pubigerus	Senecio_purpureus	Senecio_repandus	Senecio_rigidus	Senecio_rosmarinifolius	Senecio_scapiflorus	Senecio_sp2	Senecio_triqueter	Senecio_umbellatus	Serruria_villosa	Silene_bellidioides	Silene_cretica	Silene_pilosellifolia	Silene_sp1	Solanum_mauritianum	Solanum_americanum	Solanum_retroflexum	Solanum_sp2	Sonchus_asper	Sonchus_oleraceus	Sonchus_sp1	Dasispermum_hispidum	Spiloxene_sp1	Staavia_radiata	Staberoha_banksii	Stachys_aethiopica	Stachys_arvensis	Stilbe_vestita	Stoebe_capitata	Seriphium_cinereum	Stoebe_fusca	Stoebe_sp1	Struthiola_ciliata	Struthiola_sp2	Chaenostoma_hispidum	Syncarpha_canescens	Syncarpha_speciosissima	Syncarpha_vestita	Tarchonanthus_camphoratus	Tephrosia_capensis	Tetragonia_fruticosa	Tetraria_autumnalis	Tetraria_bromoides	Tetraria_compar	Tetraria_cuspidata	Tetraria_eximia	Tetraria_fasciata	Tetraria_flexuosa	Tetraria_sp2	Tetraria_sylvatica	Tetraria_thermalis	Tetraria_ustulata	Thamnochortus_lucens	Thamnochortus_erectus	Thamnochortus_sp5	Themeda_triandra	Thereianthus_bracteolatus	Thesium_acuminatum	Thesium_capitatum	Thesium_carinatum	Thesium_densiflorum	Thesium_funale	Thesium_pubescens	Thesium_sp3	Thesium_strictum	Todea_barbara	Trachyandra_ciliata	Trachyandra_hirsuta	Trachyandra_hirsutiflora	Trachyandra_revoluta	Trachyandra_scabra	Trachyandra_sp7	Trachyandra_tabularis	Treichelia_longibracteata	Tribolium_hispidum	Tribolium_uniolae	Trichocephalus_stipularis	Trifolium_angustifolium	Tritoniopsis_antholyza	Tritoniopsis_parviflora	Tritoniopsis_sp2	Tritoniopsis_triticea	Tritoniopsis_unguicularis	Unknown_sp1	Unknown_sp2	Ursinia_dentata	Ursinia_paleacea	Ursinia_sp2	Vellereophyton_dealbatum	Wachendorfia_multiflora	Wachendorfia_paniculata	Wachendorfia_sp1	Wahlenbergia_capensis	Wahlenbergia_longifolia	Wahlenbergia_obovata	Wahlenbergia_sp1	Wahlenbergia_tenella	Watsonia_borbonica	Watsonia_sp2	Watsonia_tabularis	Weed_sp1	Willdenowia_incurvata	Willdenowia_sp2	Zaluzianskya_capensis	Zaluzianskya_divaricata	Zaluzianskya_sp1	Zantedeschia_aethiopica	Zygophyllum_flexuosum	Zyrphelis_taxifolia
1_a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0
1_b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1_c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1_d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1_e	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1_f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
