comb	LocID	variable	PlotPres	SubPlotPres
30__Ischyrolepis_sp2	30	Ischyrolepis_sp2	0	58
30__Isolepis_ludwigii	30	Isolepis_ludwigii	0	1
30__Lebeckia_meyeriana	30	Lebeckia_meyeriana	0	1
30__Leucadendron_coniferum	30	Leucadendron_coniferum	0	5
30__Linum_africanum	30	Linum_africanum	0	1
30__Linum_thunbergii	30	Linum_thunbergii	0	4.1
30__Lobelia_anceps	30	Lobelia_anceps	0	9
30__Lobelia_pubescens	30	Lobelia_pubescens	0	3.1
30__Lobelia_sp1	30	Lobelia_sp1	0	6
30__Metalasia_cephalotes	30	Metalasia_cephalotes	0	4
30__Monopsis_sp1	30	Monopsis_sp1	0	7
30__Othonna_stenophylla	30	Othonna_stenophylla	0	4
30__Passerina_rigida	30	Passerina_rigida	0	11
30__Pentameris_macrocalycina	30	Pentameris_macrocalycina	0	6
30__Phylica_ericoides	30	Phylica_ericoides	0	3
30__Plantago_remota	30	Plantago_remota	0	7
30__Pseudognaphalium_undulatum	30	Pseudognaphalium_undulatum	0	38
30__Pseudoselago_serrata	30	Pseudoselago_serrata	0	59
30__Restio_gaudichaudianus	30	Restio_gaudichaudianus	0	19
30__Rhus_laevigata	30	Rhus_laevigata	0	13
30__Roella_amplexicaulis	30	Roella_amplexicaulis	0	39
30__Senecio_scapiflorus	30	Senecio_scapiflorus	0	1
30__Senecio_triqueter	30	Senecio_triqueter	0	4
30__Senecio_umbellatus	30	Senecio_umbellatus	0	8
30__Silene_bellidioides	30	Silene_bellidioides	0	2
30__Stoebe_capitata	30	Stoebe_capitata	0	47
30__Stoebe_fusca	30	Stoebe_fusca	0	16
30__Thamnochortus_erectus	30	Thamnochortus_erectus	0	38
30__Trachyandra_hirsuta	30	Trachyandra_hirsuta	0	2
30__Tribolium_hispidum	30	Tribolium_hispidum	0	1
30__Tribolium_uniolae	30	Tribolium_uniolae	0	3
30__Zaluzianskya_divaricata	30	Zaluzianskya_divaricata	0	1
31__Cryptadenia_grandiflora	31	Cryptadenia_grandiflora	0	1
31__Dasispermum_hispidum	31	Dasispermum_hispidum	0	1
31__Ficinia_sp4	31	Ficinia_sp4	0	3
31__Holothrix_villosa	31	Holothrix_villosa	0	25
31__Leucadendron_coniferum	31	Leucadendron_coniferum	0	1
31__Lobelia_anceps	31	Lobelia_anceps	0	3
31__Microcodon_glomeratum	31	Microcodon_glomeratum	0	3
31__Morella_sp1	31	Morella_sp1	0	25
31__Pseudoselago_serrata	31	Pseudoselago_serrata	0	10
31__Restio_quadratus	31	Restio_quadratus	0	1
31__Restio_sp9	31	Restio_sp9	0	1
31__Senecio_repandus	31	Senecio_repandus	0	1
31__Senecio_triqueter	31	Senecio_triqueter	0	4
31__Solanum_mauritianum	31	Solanum_mauritianum	0	4
31__Stoebe_capitata	31	Stoebe_capitata	0	1
31__Syncarpha_speciosissima	31	Syncarpha_speciosissima	0	1
31__Tenaxia_stricta	31	Tenaxia_stricta	0	1
31__Tribolium_hispidum	31	Tribolium_hispidum	0	3
31__Tritoniopsis_unguicularis	31	Tritoniopsis_unguicularis	0	19
31__Ursinia_paleacea	31	Ursinia_paleacea	0	2
32__Aspalathus_ericifolia	32	Aspalathus_ericifolia	0	3
32__Aspalathus_hispida	32	Aspalathus_hispida	0	5
32__Capeochloa_cincta	32	Capeochloa_cincta	0	44
32__Ficinia_bulbosa	32	Ficinia_bulbosa	0	3
32__Hermannia_hyssopifolia	32	Hermannia_hyssopifolia	0	4
32__Indigofera_glomerata	32	Indigofera_glomerata	0	16
32__Indigofera_sarmentosa	32	Indigofera_sarmentosa	0	1
32__Leucadendron_sp1	32	Leucadendron_sp1	0	1
32__Muraltia_sp6	32	Muraltia_sp6	0	13
32__Myoporum_tenuifolium	32	Myoporum_tenuifolium	0	1
32__Othonna_stenophylla	32	Othonna_stenophylla	0	5
32__Pelargonium_chamaedryfolium	32	Pelargonium_chamaedryfolium	0	1
32__Phylica_ericoides	32	Phylica_ericoides	0	7
32__Pseudoselago_serrata	32	Pseudoselago_serrata	0	3
32__Pulicaria_scabra	32	Pulicaria_scabra	0	1
32__Restio_sp9	32	Restio_sp9	0	1
32__Roella_amplexicaulis	32	Roella_amplexicaulis	0	1
32__Romulea_sp1	32	Romulea_sp1	0	1
32__Scabiosa_columbaria	32	Scabiosa_columbaria	0	1
32__Struthiola_ciliata	32	Struthiola_ciliata	0	8
32__Tetraria_autumnalis	32	Tetraria_autumnalis	0	4
32__Tetraria_ustulata	32	Tetraria_ustulata	0	7
32__Themeda_triandra	32	Themeda_triandra	0	1
32__Thesium_densiflorum	32	Thesium_densiflorum	0	1
32__Watsonia_borbonica	32	Watsonia_borbonica	0	3
33__Aspalathus_juniperina	33	Aspalathus_juniperina	0	1
33__Ficinia_sp4	33	Ficinia_sp4	0	1
33__Helminthotheca_echioides	33	Helminthotheca_echioides	0	8
33__Hypericum_sp1	33	Hypericum_sp1	0	3
33__Indigofera_angustifolia	33	Indigofera_angustifolia	0	1
33__Iridacea_sp2	33	Iridacea_sp2	0	1
33__Muraltia_sp6	33	Muraltia_sp6	0	1
33__Phylica_ericoides	33	Phylica_ericoides	0	12
33__Pinus_pinaster	33	Pinus_pinaster	0	1
33__Pulicaria_scabra	33	Pulicaria_scabra	0	1
33__Rafnia_angulata	33	Rafnia_angulata	0	1
33__Restio_sp9	33	Restio_sp9	0	1
33__Roella_amplexicaulis	33	Roella_amplexicaulis	0	1
33__Thesium_densiflorum	33	Thesium_densiflorum	0	1
33__Tribolium_uniolae	33	Tribolium_uniolae	0	4
34__Ehrharta_setacea	34	Ehrharta_setacea	0	6
34__Elegia_sp4	34	Elegia_sp4	0	1
34__Ficinia_sp5	34	Ficinia_sp5	0	8
34__Isolepis_ludwigii	34	Isolepis_ludwigii	0	5
34__Juncus_bufonius	34	Juncus_bufonius	0	6.1
34__Micranthus_alopecuroides	34	Micranthus_alopecuroides	0	2
34__Platycaulos_major	34	Platycaulos_major	0	2
34__Pteronia_hirsuta	34	Pteronia_hirsuta	0	69
34__Restio_quadratus	34	Restio_quadratus	0	44
34__Senecio_repandus	34	Senecio_repandus	0	41.1
34__Senecio_sp2	34	Senecio_sp2	0	7
34__Staavia_radiata	34	Staavia_radiata	0	3
34__Stoebe_capitata	34	Stoebe_capitata	0	18
34__Stoebe_fusca	34	Stoebe_fusca	0	23
35__Capeochloa_cincta	35	Capeochloa_cincta	0	19
35__Cassine_maritima	35	Cassine_maritima	0	1
35__Commelina_africana	35	Commelina_africana	0	2
35__Corymbium_glabrum	35	Corymbium_glabrum	0	3
35__Diosma_hirsuta	35	Diosma_hirsuta	0	1
35__Ficinia_sp5	35	Ficinia_sp5	0	2
35__Gnidia_humilis	35	Gnidia_humilis	0	1
35__Helichrysum_sp3	35	Helichrysum_sp3	0	1
35__Hermannia_sp2	35	Hermannia_sp2	0	21
35__Histiopteris_incisa	35	Histiopteris_incisa	0	1
35__Hypochoeris_radicata	35	Hypochoeris_radicata	0	14
35__Indigofera_filiformis	35	Indigofera_filiformis	0	47
35__Indigofera_psoraloides	35	Indigofera_psoraloides	0	16
35__Iridacea_sp2	35	Iridacea_sp2	0	94
35__Isolepis_marginata	35	Isolepis_marginata	0	5
35__Leucadendron_sp1	35	Leucadendron_sp1	0	28
35__Lobelia_comosa	35	Lobelia_comosa	0	11
35__Moraea_sp6	35	Moraea_sp6	0	23
35__Olea_exasperata	35	Olea_exasperata	0	1
35__Pentaschistis_eriostoma	35	Pentaschistis_eriostoma	0	1
35__Pseudoselago_peninsulae	35	Pseudoselago_peninsulae	0	1
35__Pseudoselago_serrata	35	Pseudoselago_serrata	0	1
35__Roella_amplexicaulis	35	Roella_amplexicaulis	0	16
35__Senecio_pterophorus	35	Senecio_pterophorus	0	2
35__Senecio_scapiflorus	35	Senecio_scapiflorus	0	1
35__Stachys_arvensis	35	Stachys_arvensis	0	4
35__Stoebe_capitata	35	Stoebe_capitata	0	12
35__Stoebe_fusca	35	Stoebe_fusca	0	4
35__Struthiola_ciliata	35	Struthiola_ciliata	0	12
35__Syncarpha_speciosissima	35	Syncarpha_speciosissima	0	3.1
35__Tetraria_eximia	35	Tetraria_eximia	0	2
35__Tetraria_flexuosa	35	Tetraria_flexuosa	0	4
35__Themeda_triandra	35	Themeda_triandra	0	1
35__Thesium_densiflorum	35	Thesium_densiflorum	0	2
35__Trachyandra_hirsuta	35	Trachyandra_hirsuta	0	1
35__Watsonia_sp2	35	Watsonia_sp2	0	1
36__Ehrharta_sp4	36	Ehrharta_sp4	0	25
36__Elegia_sp4	36	Elegia_sp4	0	51
36__Epischoenus_villosus	36	Epischoenus_villosus	0	69
36__Pseudoselago_peninsulae	36	Pseudoselago_peninsulae	0	1
36__Psoralea_aculeata	36	Psoralea_aculeata	0	6
36__Pterygodium_acutifolium	36	Pterygodium_acutifolium	0	2
36__Senecio_rigidus	36	Senecio_rigidus	0	1
36__Seriphium_cinereum	36	Seriphium_cinereum	0	1
36__Staberoha_banksii	36	Staberoha_banksii	0	13
36__Tetraria_sp2	36	Tetraria_sp2	0	1
37__Bobartia_gladiata	37	Bobartia_gladiata	0	1
37__Carpacoce_spermacocea	37	Carpacoce_spermacocea	0	39
37__Clutia_alaternoides	37	Clutia_alaternoides	0	1
37__Ficinia_sp5	37	Ficinia_sp5	0	56
37__Ischyrolepis_sp2	37	Ischyrolepis_sp2	0	11
37__Itasina_filifolia	37	Itasina_filifolia	0	3
37__Osmitopsis_dentata	37	Osmitopsis_dentata	0	1
37__Pentaschistis_pallida	37	Pentaschistis_pallida	0	69
37__Pentaschistis_papillosa	37	Pentaschistis_papillosa	0	7
37__Platycaulos_compressus	37	Platycaulos_compressus	0	31
37__Schizaea_pectinata	37	Schizaea_pectinata	0	3
37__Senecio_pubigerus	37	Senecio_pubigerus	0	96
37__Seriphium_cinereum	37	Seriphium_cinereum	0	118
37__Struthiola_sp2	37	Struthiola_sp2	0	10
37__Tetraria_autumnalis	37	Tetraria_autumnalis	0	9
37__Tetraria_sp2	37	Tetraria_sp2	0	1
37__Tetraria_ustulata	37	Tetraria_ustulata	0	1
37__Ursinia_paleacea	37	Ursinia_paleacea	0	1
37__Wahlenbergia_sp1	37	Wahlenbergia_sp1	0	111
37__Zyrphelis_taxifolia	37	Zyrphelis_taxifolia	0	2
38__Anthospermum_galioides	38	Anthospermum_galioides	0	1
38__Corymbium_sp1	38	Corymbium_sp1	0	4
38__Elegia_racemosa	38	Elegia_racemosa	0	1
38__Elegia_sp4	38	Elegia_sp4	0	27
38__Ficinia_bulbosa	38	Ficinia_bulbosa	0	18
38__Gnidia_humilis	38	Gnidia_humilis	0	21
38__Gnidia_oppositifolia	38	Gnidia_oppositifolia	0	8
38__Helichrysum_sp3	38	Helichrysum_sp3	0	1
38__Ixia_sp2	38	Ixia_sp2	0	6
38__Penaea_mucronata	38	Penaea_mucronata	0	35
38__Pentaschistis_eriostoma	38	Pentaschistis_eriostoma	0	3
38__Pentaschistis_malouinensis	38	Pentaschistis_malouinensis	0	2
38__Pseudoselago_spuria	38	Pseudoselago_spuria	0	2
38__Roella_ciliata	38	Roella_ciliata	0	59
38__Roella_decurrens	38	Roella_decurrens	0	7
38__Stilbe_vestita	38	Stilbe_vestita	0	5.1
38__Struthiola_ciliata	38	Struthiola_ciliata	0	121
38__Tetraria_cuspidata	38	Tetraria_cuspidata	0	18
38__Tetraria_sp2	38	Tetraria_sp2	0	1
38__Tetraria_ustulata	38	Tetraria_ustulata	0	27
38__Thereianthus_bracteolatus	38	Thereianthus_bracteolatus	0	8
38__Thesium_carinatum	38	Thesium_carinatum	0	1
38__Thesium_funale	38	Thesium_funale	0	9
38__Tritoniopsis_unguicularis	38	Tritoniopsis_unguicularis	0	18
38__Ursinia_paleacea	38	Ursinia_paleacea	0	16
38__Watsonia_sp2	38	Watsonia_sp2	0	1
38__Watsonia_tabularis	38	Watsonia_tabularis	0	3
39__Aspalathus_capensis	39	Aspalathus_capensis	0	10
39__Chrysanthemoides_monilifera	39	Chrysanthemoides_monilifera	0	1
39__Lobelia_pinifolia	39	Lobelia_pinifolia	0	3
39__Passerina_corymbosa	39	Passerina_corymbosa	0	6
39__Pelargonium_chamaedryfolium	39	Pelargonium_chamaedryfolium	0	1
39__Pelargonium_cucullatum	39	Pelargonium_cucullatum	0	21
39__Pelargonium_elongatum	39	Pelargonium_elongatum	0	6
39__Pelargonium_triste	39	Pelargonium_triste	0	1
39__Pentaschistis_airoides	39	Pentaschistis_airoides	0	35
39__Petrorhagia_prolifera	39	Petrorhagia_prolifera	0	1
39__Pinus_pinaster	39	Pinus_pinaster	0	1
39__Polygala_sp1	39	Polygala_sp1	0	4
39__Pseudopentameris_macrantha	39	Pseudopentameris_macrantha	0	5
39__Roella_ciliata	39	Roella_ciliata	0	47
39__Roella_compacta	39	Roella_compacta	0	53
39__Senecio_burchellii	39	Senecio_burchellii	0	5
39__Senecio_elegans	39	Senecio_elegans	0	2.1
39__Senecio_umbellatus	39	Senecio_umbellatus	0	20
39__Seriphium_cinereum	39	Seriphium_cinereum	0	1
39__Silene_cretica	39	Silene_cretica	0	1
39__Stoebe_capitata	39	Stoebe_capitata	0	2
39__Struthiola_ciliata	39	Struthiola_ciliata	0	5
39__Thesium_strictum	39	Thesium_strictum	0	13
39__Tribolium_uniolae	39	Tribolium_uniolae	0	1
39__Tritoniopsis_triticea	39	Tritoniopsis_triticea	0	1
39__Ursinia_paleacea	39	Ursinia_paleacea	0	1
39__Wahlenbergia_sp1	39	Wahlenbergia_sp1	0	5
4__Cliffortia_polygonifolia	4	Cliffortia_polygonifolia	0	1
4__Ficinia_sp5	4	Ficinia_sp5	0	1
4__Gnidia_sp2	4	Gnidia_sp2	0	1
4__Hakea_gibbosa	4	Hakea_gibbosa	0	106
4__Notobubon_tenuifolium	4	Notobubon_tenuifolium	0	1
4__Penaea_mucronata	4	Penaea_mucronata	0	1
4__Phylica_imberbis	4	Phylica_imberbis	0	4
4__Phytolacca_octandra	4	Phytolacca_octandra	0	1
4__Pinus_pinaster	4	Pinus_pinaster	0	13
4__Psoralea_aculeata	4	Psoralea_aculeata	0	3
4__Senecio_pubigerus	4	Senecio_pubigerus	0	3.1
4__Senecio_rigidus	4	Senecio_rigidus	0	1.1
4__Seriphium_cinereum	4	Seriphium_cinereum	0	3.1
4__Struthiola_ciliata	4	Struthiola_ciliata	0	2.1
4__Struthiola_sp2	4	Struthiola_sp2	0	3
4__Thesium_acuminatum	4	Thesium_acuminatum	0	0.1
4__Thesium_sp3	4	Thesium_sp3	0	1
40__Agathosma_sp3	40	Agathosma_sp3	0	3
40__Capeobolus_brevicaulis	40	Capeobolus_brevicaulis	0	1
40__Diosma_hirsuta	40	Diosma_hirsuta	0	2
40__Erepsia_anceps	40	Erepsia_anceps	0	3
40__Itasina_filifolia	40	Itasina_filifolia	0	1
40__Osteospermum_polygaloides	40	Osteospermum_polygaloides	0	30
40__Passerina_corymbosa	40	Passerina_corymbosa	0	6
40__Pelargonium_myrrhifolium	40	Pelargonium_myrrhifolium	0	1
40__Pelargonium_triste	40	Pelargonium_triste	0	11
40__Pentaschistis_airoides	40	Pentaschistis_airoides	0	6
40__Petalacte_coronata	40	Petalacte_coronata	0	4
40__Polygala_bracteolata	40	Polygala_bracteolata	0	1
40__Pseudoselago_serrata	40	Pseudoselago_serrata	0	1
40__Restio_sp10	40	Restio_sp10	0	6
40__Roella_amplexicaulis	40	Roella_amplexicaulis	0	3
40__Roella_compacta	40	Roella_compacta	0	56
40__Senecio_pinifolius	40	Senecio_pinifolius	0	12
40__Senecio_umbellatus	40	Senecio_umbellatus	0	6
40__Stoebe_sp1	40	Stoebe_sp1	0	8
40__Struthiola_ciliata	40	Struthiola_ciliata	0	24
40__Tetraria_sylvatica	40	Tetraria_sylvatica	0	23
40__Thesium_capitatum	40	Thesium_capitatum	0	8
40__Thesium_strictum	40	Thesium_strictum	0	1
40__Trachyandra_hirsuta	40	Trachyandra_hirsuta	0	1
40__Trachyandra_revoluta	40	Trachyandra_revoluta	0	1
40__Trichocephalus_stipularis	40	Trichocephalus_stipularis	0	2
41__Aspalathus_divaricata	41	Aspalathus_divaricata	0	1
41__Gnidia_oppositifolia	41	Gnidia_oppositifolia	0	1
41__Muraltia_sp6	41	Muraltia_sp6	0	2
41__Othonna_quinquedentata	41	Othonna_quinquedentata	0	16
41__Pelargonium_chamaedryfolium	41	Pelargonium_chamaedryfolium	0	100
41__Pelargonium_cucullatum	41	Pelargonium_cucullatum	0	11
41__Pentaschistis_airoides	41	Pentaschistis_airoides	0	13
41__Roella_ciliata	41	Roella_ciliata	0	1
41__Senecio_burchellii	41	Senecio_burchellii	0	1
41__Senecio_elegans	41	Senecio_elegans	0	1
41__Senecio_rigidus	41	Senecio_rigidus	0	1
41__Trachyandra_revoluta	41	Trachyandra_revoluta	0	1
42__Pelargonium_capitatum	42	Pelargonium_capitatum	0	3
42__Tetragonia_fruticosa	42	Tetragonia_fruticosa	0	1
42__Trifolium_angustifolium	42	Trifolium_angustifolium	0	1
43__Ischyrolepis_sp2	43	Ischyrolepis_sp2	0	3
44__Passerina_corymbosa	44	Passerina_corymbosa	0	2
44__Phyllobolus_canaliculatus	44	Phyllobolus_canaliculatus	0	1
44__Phytolacca_octandra	44	Phytolacca_octandra	0	3
44__Rhus_laevigata	44	Rhus_laevigata	0	12
44__Solanum_sp2	44	Solanum_sp2	0	1
46__Bobartia_gladiata	46	Bobartia_gladiata	0	1
46__Clutia_alaternoides	46	Clutia_alaternoides	0	1
46__Commelina_africana	46	Commelina_africana	0	5
46__Elegia_sp4	46	Elegia_sp4	0	8
46__Helichrysum_sp3	46	Helichrysum_sp3	0	1
46__Hilliardiella_pinifolia	46	Hilliardiella_pinifolia	0	0.1
46__Indigofera_mauritanica	46	Indigofera_mauritanica	0	1
46__Moraea_sp5	46	Moraea_sp5	0	11
46__Pentaschistis_pallida	46	Pentaschistis_pallida	0	1
46__Roella_compacta	46	Roella_compacta	0	2
46__Senecio_pinnulatus	46	Senecio_pinnulatus	0	6
47__Muraltia_sp6	47	Muraltia_sp6	0	1
47__Phytolacca_octandra	47	Phytolacca_octandra	0	1
47__Pinus_sp2	47	Pinus_sp2	0	3
47__Seriphium_cinereum	47	Seriphium_cinereum	0	7
47__Watsonia_sp2	47	Watsonia_sp2	0	0.1
48__Muraltia_thunbergii	48	Muraltia_thunbergii	0	1
48__Passerina_sp1	48	Passerina_sp1	0	4
48__Pentaschistis_sp6	48	Pentaschistis_sp6	0	1
48__Watsonia_sp2	48	Watsonia_sp2	0	1
49__Helichrysum_indicum	49	Helichrysum_indicum	0	3
49__Salvia_africana.caerulea	49	Salvia_africana.caerulea	0	1
49__Seriphium_cinereum	49	Seriphium_cinereum	0	1
5__Aspalathus_sp3	5	Aspalathus_sp3	0	2
5__Brunia_noduliflora	5	Brunia_noduliflora	0	1
5__Cuscuta_nitida	5	Cuscuta_nitida	0	1
5__Cyathocoma_hexandra	5	Cyathocoma_hexandra	0	7
5__Cyperaceae_sp3	5	Cyperaceae_sp3	0	40
5__Epilobium_tetragonum	5	Epilobium_tetragonum	0	1
5__Erica_sp30	5	Erica_sp30	0	3
5__Ficinia_angustifolia	5	Ficinia_angustifolia	0	6
5__Ficinia_sp4	5	Ficinia_sp4	0	6
5__Gnidia_sp2	5	Gnidia_sp2	0	6
5__Helichrysum_sp3	5	Helichrysum_sp3	0	1
5__Hypochoeris_radicata	5	Hypochoeris_radicata	0	2
5__Iridacea_sp3	5	Iridacea_sp3	0	5
5__Ixia_sp2	5	Ixia_sp2	0	16
5__Juncus_bufonius	5	Juncus_bufonius	0	0.1
5__Micranthus_junceus	5	Micranthus_junceus	0	21.1
5__Osmitopsis_asteriscoides	5	Osmitopsis_asteriscoides	0	28
5__Othonna_quinquedentata	5	Othonna_quinquedentata	0	1
5__Penaea_mucronata	5	Penaea_mucronata	0	28
5__Pinus_pinaster	5	Pinus_pinaster	0	1
5__Polycarpon_tetraphyllum	5	Polycarpon_tetraphyllum	0	10
5__Polygala_lehmanniana	5	Polygala_lehmanniana	0	1
5__Polygonum_aviculare	5	Polygonum_aviculare	0	1
5__Psoralea_asarina	5	Psoralea_asarina	0	1
5__Psoralea_imbricata	5	Psoralea_imbricata	0	1
5__Restio_quadratus	5	Restio_quadratus	0	37
5__Restio_sp10	5	Restio_sp10	0	3
5__Scirpoides_thunbergii	5	Scirpoides_thunbergii	0	10
5__Senecio_pubigerus	5	Senecio_pubigerus	0	5
5__Senecio_rigidus	5	Senecio_rigidus	0	2.1
5__Seriphium_cinereum	5	Seriphium_cinereum	0	1
5__Spiloxene_sp1	5	Spiloxene_sp1	0	5
5__Wahlenbergia_capensis	5	Wahlenbergia_capensis	0	2
5__Watsonia_tabularis	5	Watsonia_tabularis	0	3
50__Cullumia_setosa	50	Cullumia_setosa	0	5
50__Lobostemon_fruticosus	50	Lobostemon_fruticosus	0	1
50__Lobostemon_sp1	50	Lobostemon_sp1	0	1
50__Moraea_sp2	50	Moraea_sp2	0	3
50__Pentaschistis_airoides	50	Pentaschistis_airoides	0	3
50__Restio_sp10	50	Restio_sp10	0	5
50__Silene_cretica	50	Silene_cretica	0	1
51__Ficinia_sp5	51	Ficinia_sp5	0	1
52__Albuca_sp3	52	Albuca_sp3	0	1
6__Chrysanthemoides_monilifera	6	Chrysanthemoides_monilifera	0	2
6__Erepsia_bracteata	6	Erepsia_bracteata	0	10
6__Ericoid_sp1	6	Ericoid_sp1	0	2
6__Felicia_tenella	6	Felicia_tenella	0	4
6__Gnidia_sp2	6	Gnidia_sp2	0	3
6__Oftia_africana	6	Oftia_africana	0	5.1
6__Pentaschistis_pallescens	6	Pentaschistis_pallescens	0	1.1
6__Phylica_buxifolia	6	Phylica_buxifolia	0	20
6__Phylica_imberbis	6	Phylica_imberbis	0	5
6__Phylica_sp4	6	Phylica_sp4	0	3
6__Phytolacca_octandra	6	Phytolacca_octandra	0	1
6__Polygala_lehmanniana	6	Polygala_lehmanniana	0	1
6__Pseudopentameris_macrantha	6	Pseudopentameris_macrantha	0	56
6__Pseudoselago_serrata	6	Pseudoselago_serrata	0	40
6__Psoralea_pinnata	6	Psoralea_pinnata	0	3
6__Rhus_tomentosa	6	Rhus_tomentosa	0	2
6__Roella_ciliata	6	Roella_ciliata	0	4
6__Senecio_pinifolius	6	Senecio_pinifolius	0	1
6__Seriphium_cinereum	6	Seriphium_cinereum	0	75
6__Thesium_strictum	6	Thesium_strictum	0	3
6__Unknown_sp2	6	Unknown_sp2	0	1
6__Watsonia_tabularis	6	Watsonia_tabularis	0	1
7__Centella_macrocarpa	7	Centella_macrocarpa	0	1
7__Cyphia_bulbosa	7	Cyphia_bulbosa	0	1.1
7__Ericoid_sp1	7	Ericoid_sp1	0	1
7__Ficinia_bulbosa	7	Ficinia_bulbosa	0	3
7__Ficinia_sp4	7	Ficinia_sp4	0	2
7__Iridacea_sp3	7	Iridacea_sp3	0	3
7__Isolepis_marginata	7	Isolepis_marginata	0	1
7__Manulea_tomentosa	7	Manulea_tomentosa	0	1
7__Micranthus_junceus	7	Micranthus_junceus	0	1
7__Pelargonium_triste	7	Pelargonium_triste	0	3.1
7__Pentaschistis_pallescens	7	Pentaschistis_pallescens	0	2
7__Phylica_imberbis	7	Phylica_imberbis	0	4
7__Poaceae_sp3	7	Poaceae_sp3	0	1
7__Restio_capensis	7	Restio_capensis	0	8
7__Roella_ciliata	7	Roella_ciliata	0	1
7__Scabiosa_columbaria	7	Scabiosa_columbaria	0	1
7__Tarchonanthus_camphoratus	7	Tarchonanthus_camphoratus	0	0.1
7__Trichocephalus_stipularis	7	Trichocephalus_stipularis	0	3
7__Unknown_sp2	7	Unknown_sp2	0	1
8__Acacia_cyclops	8	Acacia_cyclops	0	25
8__Asparagus_lignosus	8	Asparagus_lignosus	0	1
8__Clutia_sp1	8	Clutia_sp1	0	1
8__Colpoon_compressum	8	Colpoon_compressum	0	1
8__Ficinia_bulbosa	8	Ficinia_bulbosa	0	2
8__Ficinia_ramosissima	8	Ficinia_ramosissima	0	4
8__Leucadendron_xanthoconus	8	Leucadendron_xanthoconus	0	1
8__Pelargonium_betulinum	8	Pelargonium_betulinum	0	1
8__Phylica_ericoides	8	Phylica_ericoides	0	1
8__Pseudoselago_serrata	8	Pseudoselago_serrata	0	1
8__Selago_corymbosa	8	Selago_corymbosa	0	1
8__Senecio_repandus	8	Senecio_repandus	0	1
8__Wahlenbergia_tenella	8	Wahlenbergia_tenella	0	1
9__Carpacoce_spermacocea	9	Carpacoce_spermacocea	0	42
9__Chrysanthemoides_incana	9	Chrysanthemoides_incana	0	3
9__Cliffortia_sp6	9	Cliffortia_sp6	0	1
9__Ficinia_bulbosa	9	Ficinia_bulbosa	0	12
9__Ficinia_ramosissima	9	Ficinia_ramosissima	0	29
9__Ficinia_sp5	9	Ficinia_sp5	0	32
9__Gnidia_oppositifolia	9	Gnidia_oppositifolia	0	1
9__Helichrysum_sp3	9	Helichrysum_sp3	0	1
9__Hermas_villosa	9	Hermas_villosa	0	1
9__Hilliardiella_pinifolia	9	Hilliardiella_pinifolia	0	1
9__Isolepis_ludwigii	9	Isolepis_ludwigii	0	25
9__Itasina_filifolia	9	Itasina_filifolia	0	1
9__Lavatera_arborea	9	Lavatera_arborea	0	4
9__Leucadendron_xanthoconus	9	Leucadendron_xanthoconus	0	1.1
9__Lobelia_sp1	9	Lobelia_sp1	0	1
9__Metalasia_cephalotes	9	Metalasia_cephalotes	0	1
9__Monopsis_sp1	9	Monopsis_sp1	0	2
9__Moraea_sp4	9	Moraea_sp4	0	7
9__Myoporum_tenuifolium	9	Myoporum_tenuifolium	0	27
9__Passerina_sp1	9	Passerina_sp1	0	1
9__Pelargonium_quercifolium	9	Pelargonium_quercifolium	0	1
9__Phylica_ericoides	9	Phylica_ericoides	0	1
9__Platycaulos_major	9	Platycaulos_major	0	4
9__Pteridium_aquilinum	9	Pteridium_aquilinum	0	61
9__Pulicaria_scabra	9	Pulicaria_scabra	0	6
9__Rhus_laevigata	9	Rhus_laevigata	0	3
9__Senecio_pterophorus	9	Senecio_pterophorus	0	9
9__Senecio_scapiflorus	9	Senecio_scapiflorus	0	1
9__Senecio_triqueter	9	Senecio_triqueter	0	1
9__Stoebe_capitata	9	Stoebe_capitata	0	40
9__Thamnochortus_sp5	9	Thamnochortus_sp5	0	1
9__Thesium_acuminatum	9	Thesium_acuminatum	0	25
9__Thesium_densiflorum	9	Thesium_densiflorum	0	3
9__Wachendorfia_paniculata	9	Wachendorfia_paniculata	0	11
9__Wahlenbergia_obovata	9	Wahlenbergia_obovata	0	1
