spcID	IUCN
Erodium_malacoides	NE
Erodium_moschatum	NE
Erucastrum_gallicum	NA
Eucalyptus_camaldulensis	NE
Eucalyptus_conferruminata	NA
Eucalyptus_diversicolor	NA
Eucalyptus_gomphocephala	NE
Eucalyptus_grandis	NE
Euclea_acutifolia	LC
Euclea_racemosa	LC
Euclea_tomentosa	LC
Eulophia_aculeata	LC
Eulophia_chlorantha	DDD
Eulophia_tabularis	LC
Euphorbia_arceuthobioides	LC
Euphorbia_caput-medusae	LC
Euphorbia_chamaesyce	NE
Euphorbia_erythrina	LC
Euphorbia_foliosa	LC
Euphorbia_genistoides	LC
Euphorbia_helioscopia	NE
Euphorbia_marlothiana	DDT
Euphorbia_mauritanica	LC
Euphorbia_peplus	NE
Euphorbia_pubescens	LC
Euphorbia_silenifolia	LC
Euphorbia_terracina	NA
Euphorbia_tuberosa	LC
Euryops_abrotanifolius	LC
Euryops_pectinatus	VU
Eustegia_filiformis	LC
Eustegia_fraterna	Thr*
Eustegia_minuta	LC
Evotella_rubiginosa	Rare
Exomis_microphylla	LC
Fagopyrum_esculantum	NA
Falckia_repens	NA
Fallopia_convolvulus	NE
Felicia_aethiopica	LC
Felicia_amoena	LC
Felicia_bergerana	NA
Felicia_cymbalariae	LC
Felicia_cymbalariodes	NA
Felicia_fruticosa	LC
Felicia_heterophylla	LC
Felicia_hyssopifolia	LC
Felicia_tenella	LC
Ferraria_crispa	LC
Festuca_scabra	LC
Ficinia_acuminata	LC
Ficinia_anceps	Rare
Ficinia_angustifolia	LC
Ficinia_argyropa	LC
Ficinia_bergiana	LC
Ficinia_brevifolia	LC
Ficinia_bulbosa	LC
Ficinia_capillifolia	LC
Ficinia_capitella	LC
Ficinia_deusta	LC
Ficinia_dunensis	LC
Ficinia_ecklonia	NA
Ficinia_elatior	VU
Ficinia_fastigiata	VU
Ficinia_filiformis	LC
Ficinia_indica	LC
Ficinia_ixioides	LC
Ficinia_lateralis	LC
Ficinia_micrantha	EN
Ficinia_nigrescens	LC
Ficinia_oligantha	LC
Ficinia_pallens	LC
Ficinia_paradoxa	LC
Ficinia_pinquior	NA
Ficinia_polystachya	LC
Ficinia_pygmaea	NT
Ficinia_radiata	LC
Ficinia_ramosissima	LC
Ficinia_rigida	VU
Ficinia_secunda	LC
Ficinia_stolonifera	LC
Ficinia_tenuifolia	LC
Ficinia_trichodes	LC
Ficinia_tristachya	LC
Ficinia_x_lucida	NA
Ficinia_zeyheri	LC
Ficus_carica	NA
Foeniculum_vulgare	NE
Frankenia_pulverulenta	LC
Frankenia_repens	LC
Fraxinus_americana	NA
Fuirena_coerulescens	LC
Fuirena_hirsuta	LC
Fumaria_muralis	NA
Galaxia_alata	CR
Galaxia_albiflora	LC
Galaxia_fugacissima	LC
Galaxia_ovata	LC
Galaxia_versicolor	VU
Galenia_africana	LC
Galenia_crystallina	LC
Galenia_filiformis	LC
Galenia_herniariaefolia	LC
Galenia_pubescens	LC
Galenia_secunda	LC
Galinsoga_parviflora	NE
Galium_spurium-aparine	LC
Galium_tomentosum	LC
Gamochaeta_purpurea	NA
Gastridium_phleoides	NE
Gastrodia_sesamoides	NE
Gazania_maritima	LC
Gazania_pectinata	LC
Geissorhiza_aspera	LC
Geissorhiza_bolusii	LC
Geissorhiza_bonae-spei	NA
Geissorhiza_brehmii	VU
Geissorhiza_hispidula	LC
Geissorhiza_humilis	VU
Geissorhiza_imbricata	NT
Geissorhiza_inflexa	LC
Geissorhiza_juncea	LC
Geissorhiza_ovata	LC
Geissorhiza_pusilla	LC
Geissorhiza_setacea	EN
Geissorhiza_similis	LC
Geissorhiza_tabularis	Rare
Geissorhiza_tenella	VU
Geissorhiza_umbrosa	LC
Geranium_canescens	LC
Geranium_dissectum	NE
Geranium_incanum	LC
Geranium_molle	NE
Geranium_ornithopodon	LC
Geranium_purpureum	NE
Geranium_rotundifolium	NE
Gerbera_crocea	LC
Gerbera_hybrid	NA
Gerbera_integralis	LC
Gerbera_linnaei	LC
Gerbera_piloselloides	LC
Gerbera_wrightii	Rare
Gethyllis_afra	LC
Gethyllis_ciliaris	NT
Gethyllis_kaapensis	EN
Gethyllis_villosa	LC
Gibbaria_ilicifolia	LC
Gladiolus_alatus	LC
Gladiolus_angustus	LC
Gladiolus_aureus	CR
Gladiolus_bonaespei	NA
Gladiolus_brevifolius	LC
Gladiolus_carinatus	LC
Gladiolus_carneus	LC
Gladiolus_cunonius	LC
Gladiolus_debilis	LC
Gladiolus_gracilis	LC
Gladiolus_hyalinus	LC
Gladiolus_jonquilliodorus	EN
Gladiolus_liliaceus	LC
Gladiolus_maculatus	LC
Gladiolus_monticola	Rare
Gladiolus_ornatus	LC
Gladiolus_pillansii	LC
Gladiolus_priorii	LC
Gladiolus_punctulatus	LC
Gladiolus_quadrangulus	EN
Gladiolus_tristis	LC
Gladiolus_undulatus	LC
Gladiolus_vigilans	EN
Gladiolus_watsonius	NT
Gleichenia_polypodioides	LC
Glia_capensis	LC
Gnaphalium_declinatum	NT
Gnaphalium_pauciflorum	LC
Gnaphalium_subfalcatum	NE
Gnidia_anomala	LC
Gnidia_humilis	EN
Gnidia_hybrids	NA
Gnidia_imbricata	LC
Gnidia_inconspicua	LC
Gnidia_juniperifolia	LC
Gnidia_laxa	LC
Gnidia_linoides	LC
Gnidia_nana	LC
Gnidia_oppositifolia	LC
Gnidia_parviflora	DDT
Gnidia_parvula	DDD
Gnidia_penicillata	NT
Gnidia_pinifolia	LC
Gnidia_sericea	LC
Gnidia_spicata	VU
Gnidia_squarrosa	LC
Gnidia_subulata	NA
Gnidia_tomentosa	LC
Gomphocarpus_fruticosus	LC
Gomphocarpus_physocarpus	LC
Gomphrena_celosioides	NE
Gorteria_personata	LC
Grammatotheca_bergiana	LC
Grewia_occidentalis	LC
Grielum_grandiflorum	LC
Grubbia_rosmarinifolia	LC
Grubbia_tomentosa	LC
Gunnera_perpensa	Declining
Gymnodiscus_capillaris	LC
Gymnosporia_buxifolia	LC
Gynandriris_setifolia	LC
Haemanthus_coccineus	LC
Haemanthus_pubescens	Rare
Haemanthus_sanguineus	LC
Hainardia_cylindrica	NE
Hakea_drupacea	NE
Hakea_gibbosa	NE
Hakea_salicifolia	NE
Hakea_sericea	NE
Halleria_lucida	LC
Halopeplis_nodulosa	NA
Haplocarpha_lanata	LC
Hartogiella_schinoides	LC
Harveya_bolusii	LC
Harveya_capensis	LC
Harveya_coccinea	LC
Harveya_laxiflora	LC
Harveya_purpurea	NA
Harveya_squamosa	LC
Harveya_tubulosa	LC
Hebenstreitia_cordata	NA
Hebenstreitia_dentata	NA
Hebenstreitia_fastigiosa	NA
Hebenstreitia_integrifolia	NA
Hebenstreitia_ramossissima	NA
Hebenstreitia_repens	NA
Hedera_helix	NA
Hedychium_coccineum	NA
Hedychium_coronarium	NE
Hedypnois_cretica	NE
Helichrysum_anomalum	LC
Helichrysum_asperum	LC
Helichrysum_capense	LC
Helichrysum_crispum	LC
Helichrysum_cylindriflorum	LC
Helichrysum_cymosum	LC
Helichrysum_dasyanthum	LC
Helichrysum_felinum	LC
Helichrysum_foetidum	LC
Helichrysum_fruticans	Rare
Helichrysum_grandiflorum	LC
Helichrysum_helianthemifolium	LC
Helichrysum_indicum	LC
Helichrysum_litorale	LC
Helichrysum_marifolium	Rare
Helichrysum_moeserianum	LC
Helichrysum_niveum	LC
Helichrysum_nudifolium	LC
Helichrysum_odoratissimum	LC
Helichrysum_pandurifolium	LC
Helichrysum_patulum	LC
Helichrysum_retortum	LC
Helichrysum_revolutum	LC
Helichrysum_rotundifolium	LC
Helichrysum_rutilans	LC
Helichrysum_spiralepis	LC
Helichrysum_stellatum	LC
Helichrysum_teretifolium	LC
Helichrysum_tinctum	LC
Helictotrichon_capense	LC
Helictotrichon_dodii	LC
Helictotrichon_hirtulum	LC
Helictotrichon_leoninum	LC
Helictotrichon_longum	LC
Helictotrichon_quinquesetum	CR_PE
Heliophila_acuminata	LC
Heliophila_adpressa	LC
Heliophila_africana	LC
Heliophila_callosa	LC
Heliophila_cinerea	Rare
Heliophila_concatenata	LC
Heliophila_coronopifolia	LC
Heliophila_crithmifolia	LC
Heliophila_diffusa	LC
Heliophila_digitata	LC
Heliophila_lactea	LC
Heliophila_linearis	LC
Heliophila_meyeri	LC
Heliophila_pendula	LC
Heliophila_pinnata	LC
Heliophila_promentorii	NA
Heliophila_pusilla	Thr*
Heliophila_refracta	LC
Heliophila_scoparia	LC
Heliophila_subulata	LC
Heliophila_tabularis	VU
Heliotropium_supinum	NE
Hellmuthia_membranacea	LC
Helxine_solierolii	NA
Hemarthria_altissima	LC
Hemimeris_montana	LC
Hemimeris_sabulosa	LC
Hermannia_alnifolia	LC
Hermannia_althaeifolia	LC
Hermannia_decumbens	LC
Hermannia_diffusa	LC
Hermannia_grossularifolia	LC
Hermannia_hyssopifolia	LC
Hermannia_incana	LC
Hermannia_lavendulifolia	NA
Hermannia_linifolia	LC
Hermannia_micrantha	Rare
Hermannia_modesta	LC
Hermannia_multiflora	LC
Hermannia_pinnata	LC
Hermannia_prismatocarpa	LC
Hermannia_procumbens	EN
Hermannia_rudis	LC
Hermannia_rugosa	VU
Hermannia_salviifolia	LC
Hermannia_scabricaulis	LC
Hermannia_ternifolia	LC
Hermas_capitata	LC
Hermas_pillansii	Rare
Hermas_villosa	LC
Herniaria_capensis	LC
Herschelianthe_barbata	CR
Herschelianthe_graminifolia	LC
Herschelianthe_lugens	EN
Herschelianthe_purpurascens	NT
Herschelianthe_venusta	EN
Herscheliodisa_vogelpoelii	NA
Hesperantha_falcata	LC
Hesperantha_pilosa	LC
Hesperantha_radiata	LC
Hesperantha_spicata	CR
Hessea_cinnamomea	EN
Heteropogon_contortus	LC
Hexaglottis_lewisiae	LC
Hexaglottis_longifolia	LC
Hexaglottis_virgata	Rare
Hibiscus_aethiopicus	LC
Hibiscus_diversifolius	LC
Hibiscus_trionum	NE
Hippia_pilosa	LC
Histiopteris_incisa	LC
Holcus_lanatus	NE
Holcus_setiger	LC
Holothrix_brevipetala	LC
Holothrix_cernua	LC
Holothrix_exilis	LC
Holothrix_mundii	LC
Holothrix_villosa	LC
Homalanthus_populifolius	NE
Homeria_bulbillifera	LC
Homeria_collina	LC
Homeria_flaccida	LC
Homeria_galpinii	LC
Homeria_miniata	LC
Homeria_minor	LC
Homeria_ochroleuca	LC
Hordeum_capense	LC
Hordeum_murinum	NE
Hordeum_vulgare	NA
Huperzia_gnidioides	LC
Hydnora_africana	LC
Hydrocotyle_verticillata	LC
Hymenogyne_glabra	LC
Hymenolepis_parviflora	LC
Hymenophyllum_capense	LC
Hymenophyllum_peltatum	LC
Hymenophyllum_tunbridgense	LC
Hyobanche_atropurpurea	LC
Hyobanche_sanguinea	LC
Hyparrhenia_hirta	LC
Hypericum_canariense	NA
Hypericum_lalandii	LC
Hypericum_perforatum	NE
Hypertelis_arenicola	LC
Hypertelis_trachysperma	CR_PE
Hypochoeris_glabra	NA
Hypochoeris_radicata	NA
Hypodiscus_albo_-_aristatus	NA
Hypodiscus_argenteus	LC
Hypodiscus_aristatus	LC
Hypodiscus_rugosus	LC
Hypodiscus_willdenowia	LC
Hypolepis_sparsisora	LC
Hypolepis_villoso-viscida	NA
Ilex_mitis	Declining
Ilysanthes_dubia	NA
Impatiens_sodeniI	NE
Imperata_cylindrica	LC
Indigofera_aff_gracilis	NA
Indigofera_angustifolia	LC
Indigofera_brachystachya	LC
Indigofera_candolleana	LC
Indigofera_capillaris	LC
Indigofera_complanata	VU
Indigofera_cytisoides	LC
Indigofera_filicaulis	LC
Indigofera_filifolia	LC
Indigofera_filiformis	LC
Indigofera_glomerata	LC
Indigofera_gracilis	LC
Indigofera_incana	LC
Indigofera_mauritanica	LC
Indigofera_obscura	LC
Indigofera_procumbens	LC
Indigofera_psoraloides	VU
Indigofera_racemosa	NE
Indigofera_sarmentosa	LC
Indigofera_torulosa	LC
Ipomoea_indica	NE
Ischyrolepis_capensis	LC
Ischyrolepis_cincinnata	LC
Ischyrolepis_curviramis	LC
Ischyrolepis_eleocharis	LC
Ischyrolepis_gaudichaudiana	LC
Ischyrolepis_ocreata	LC
Ischyrolepis_paludosa	VU
Ischyrolepis_papillosa	VU
Ischyrolepis_pratensis	EN
Ischyrolepis_sieberi	LC
Ischyrolepis_sporadica	LC
Ischyrolepis_tenuissima	LC
Ischyrolepis_triflora	LC
Isoetes_capensis	EN
Isoetes_stellenbossiensis	NT
Isolepis_antarctica	LC
Isolepis_brevicaulis	LC
Isolepis_bulbifera	EX
Isolepis_cernua	LC
Isolepis_digitata	LC
Isolepis_hystrix	LC
Isolepis_incomtula	LC
Isolepis_inconspicua	EN
Isolepis_leucoloma	VU
Isolepis_ludwigii	LC
Isolepis_marginata	LC
Isolepis_natans	LC
Isolepis_prolifer	NA
Isolepis_pusilla	DDD
Isolepis_rubicunda	LC
Isolepis_sororia	LC
Isolepis_striata	LC
Isolepis_venustulus	NA
Isolepis_verrucosula	LC
Itasina_filifolia	LC
Ixia_dubia	Declining
Ixia_maculata	EN
Ixia_monadelpha	EN
Ixia_odorata	LC
Ixia_paniculata	LC
Ixia_polystachya	LC
Ixia_scillaris	LC
Jacaranda_mimosifolia	NE
Jordaaniella_dubia	LC
Juncus_bufonius	NE
Juncus_capensis	LC
Juncus_capillaceus	NE
Juncus_capitatus	NE
Juncus_cephalotes	LC
Juncus_dregeanus	LC
Juncus_effusus	LC
Juncus_imbricatus	NE
Juncus_krausii	NA
Juncus_lomatophyllus	LC
Juncus_oxycarpus	LC
Juncus_punctorius	LC
Juncus_rupestris	LC
Juncus_scabriusculus	LC
Juncus_stenopetalus	LC
Jussiaea_angustifolia	NA
Kedrostis_nana	LC
Kickxia_spuria	NE
Kiggelaria_africana	LC
Klattia_partita	NT
Kniphofia_tabularis	LC
Kniphofia_uvaria	LC
Knowltonia_anemonoides	LC
Knowltonia_capensis	LC
Knowltonia_vesicatoria	LC
Koeleria_capensis	LC
Lachenalia_aloides	LC
Lachenalia_bulbifera	LC
Lachenalia_capensis	VU
Lachenalia_contaminata	NT
Lachenalia_fistulosa	LC
Lachenalia_mediana	VU
Lachenalia_orchoides	NA
Lachenalia_pustulata	NT
Lachenalia_reflexa	VU
Lachenalia_rosea	LC
Lachenalia_rubida	LC
Lachenalia_salteri	EN
Lachenalia_unifolia	LC
Lachenalia_variegata	LC
Lachnaea_capitata	VU
Lachnaea_densiflora	NT
Lachnospermum_fasciculatum	LC
Lachnospermum_imbricatum	LC
Lactuca_capensis	LC
Lactuca_serriola	NE
Lagurus_ovatus	NE
Lamarckia_aurea	NE
Lampranthus_aduncus	DDT
Lampranthus_aurantiacus	LC
Lampranthus_austricolus	NA
Lampranthus_bicolor	VU
Lampranthus_caespitosus	DDT
Lampranthus_calcaratus	DDT
Lampranthus_curvifolius	VU
Lampranthus_dunensis	EN
Lampranthus_elegans	LC
Lampranthus_emarginatus	LC
Lampranthus_explanatus	EN
Lampranthus_falciformis	LC
Lampranthus_filicaulis	VU
Lampranthus_glaucus	VU
Lampranthus_incurvus	DDT
Lampranthus_multiradiatus	LC
Lampranthus_peacockiae	VU
Lampranthus_promontorii	Rare
Lampranthus_reptans	EN
Lampranthus_roseus	DDT
Lampranthus_spiniformis	LC
Lampranthus_steenbergensis	LC
Lampranthus_stenus	EN
Lampranthus_tenuifolius	CR
Lampranthus_tenuis	DDT
Lampranthus_variabilis	DDT
Lantana_camara	NE
Lapeirousia_anceps	LC
Lapeirousia_corymbosa	Declining
Lapeirousia_jacquinii	LC
Lapsana_communis	NA
Lasiopogon_brachypterus	LC
Lasiopogon_glomeratus	NA
Lasiospermum_bipinnatum	LC
Lathyrus_angulatus	NA
Lathyrus_cicera	NA
Lathyrus_culinaris	NA
Lathyrus_latifolius	NA
Laurembergia_repens	LC
Laurentia_arabidea	LC
Laurentia_pygmaea	LC
Laurentia_secunda	LC
Lavetera_arborea	NA
Lavetera_cretica	NA
Lebeckia_carnosa	NE
Lebeckia_inflata	LC
Lebeckia_macowanii	NE
Lebeckia_meyeriana	EN
Lebeckia_plukenetiana	EN
Lebeckia_wrightii	LC
Leidesia_procumbens	LC
Lemna_gibba	LC
Leonotis_leonuris	NA
Lepidium_africanum	LC
Lepidium_capense	LC
Lepidium_ecklonii	LC
Lepidium_pinnatum	LC
Lepidium_ruderale	NA
Lepidium_virginicum	NE
Leptospermum_laevigatum	NE
Lessertia_argentea	LC
Lessertia_capensis	LC
Lessertia_excisa	LC
Lessertia_herbacea	LC
Lessertia_miniata	LC
Lessertia_physodes	LC
Lessertia_tomentosa	LC
Leucadendron_argenteum	EN
Leucadendron_coniferum	VU
Leucadendron_floridum	CR
Leucadendron_grandiflorum	EX
Leucadendron_laureolum	LC
Leucadendron_levisanus	CR
Leucadendron_macowanii	CR
Leucadendron_rubrum	LC
Leucadendron_salicifolia	NA
Leucadendron_salignum	LC
Leucadendron_spissifolium	LC
Leucadendron_strobilinum	NT
Leucadendron_xanthoconus	LC
Leucospermum_conocarpodendron	EN
Leucospermum_cordifolium	NT
Leucospermum_hypophyllocarpodendr	NA
Leucospermum_reflexum	NE
Leucospermum_rodolentum	VU
Leucospermum_vestitum	NT
Leysera_gnaphalodes	LC
Lichtensteinia_lacera	LC
Lichtensteinia_obscura	LC
Lightfootia_adpressa	LC
Lightfootia_longifolia	DDT
Lightfootia_oppositifolia	LC
Lightfootia_parvifolia	LC
Lightfootia_subulata	VU
Lightfootia_tenella	LC
Lightfootia_tenuis	LC
Ligustrum_japonicum	NE
Ligustrum_sinense	NE
Limeum_africanum	LC
Limonium_equisetinum	LC
Limonium_perigrinum	NA
Limonium_scabrum	LC
Limonium_sinuatum	NE
Limosella_aquatica	NE
Limosella_grandiflora	LC
Linum_africanum	LC
Linum_quadrifolium	LC
Linum_thesioides	LC
Linum_thunbergii	LC
Liparia_angustifolia	EN
Liparia_graminifolia	EX
Liparia_laevigata	VU
Liparia_parva	VU
Liparia_splendens	LC
Liparis_capensis	LC
Lobelia_anceps	LC
Lobelia_boivini	NA
Lobelia_comosa	LC
Lobelia_coronopifolia	LC
Lobelia_eckloniana	Rare
Lobelia_erinus	LC
Lobelia_humifusa	NA
Lobelia_limosa	DDT
Lobelia_linearis	LC
Lobelia_pinifolia	LC
Lobelia_pubescens	LC
Lobelia_quadrisepela	NA
Lobelia_setacea	LC
Lobelia_zwartkopensis	CR_PE
Lobostemon_argenteus	LC
Lobostemon_fruticosus	LC
Lobostemon_glaber	LC
Lobostemon_glaucophyllus	LC
Lobostemon_montanus	LC
Lobostemon_paniculatus	LC
Lobostemon_trichotomus	LC
Lobularia_maritima	NE
Lolium_multiflorum	NE
Lolium_rigidum	NE
Lolium_temulentum	NE
Lotononis_fastigiata	LC
Lotononis_hirsuta	LC
Lotononis_involucrata	VU
Lotononis_oxyptera	LC
Lotononis_perplexa	DDD
Lotononis_prostrata	NT
Lotononis_sabulosa	LC
Lotononis_umbellata	LC
Lotus_angustissimus	NA
Lotus_subbiflorus	NE
Lotus_uliginosus	NE
Lupinus_micranthus	NA
Lychnis_flos-jovis	NA
Lycium_afrum	LC
Lycium_ferocissimum	LC
Lycopodiella_caroliniana	LC
Lycopodiella_cernua	LC
Lyperia_lychnidea	LC
Lyperia_tristis	LC
Lyperia_violacea	LC
Lythrum_hyssopifolia	NE
Lythrum_salicaria	NE
Macrostylis_villosa	EX
Mairia_burchellii	DDT
Mairia_coriacea	LC
Mairia_crenata	LC
Mairia_hybrid	NA
Malcomia_maritima	NA
Malva_nicaeensis	NA
Malva_parviflora	NE
Malva_verticillata	NE
Manochlamys_albicans	LC
Manulea_cheiranthus	LC
Manulea_tomentosa	LC
Mariscus_congestus	LC
Mariscus_thunbergii	LC
Marrubium_vulgare	NE
Marsilea_macrocarpa	LC
Mastersiella_digitata	LC
Matthiola_incana	NE
Maurocenia_frangularia	LC
Maytenus_acuminata	LC
Maytenus_angustifolia	LC
Maytenus_lucida	LC
Maytenus_oleoides	LC
Medicago_laciniata	NE
Medicago_minima	NA
Medicago_polymorpha	NE
Medicago_sativa	NE
Melasma_scabrum	LC
Melasphaerula_ramosa	LC
Melia_azedarach	NE
Melianthus_major	LC
Melica_racemosa	LC
Melilotus_alba	NA
Melilotus_indica	NA
Melinis_repens	LC
Melolobium_aethiopicum	LC
Melolobium_exudans	LC
Mentha_aquatica	LC
Mentha_longifolia	LC
Mentha_spicata	NE
Merciera_brevifolia	EN
Mercurialis_annua	NE
Merxmuellera_cincta	LC
Merxmuellera_decora	LC
Merxmuellera_disticha	LC
Merxmuellera_lupulina	LC
Merxmuellera_rufa	LC
Merxmuellera_stricta	LC
Mesembryanthemum_cristallinum	NA
Mesembryanthemum_nodiflorum	LC
Metalasia_brevifolia	LC
Metalasia_cephalotes	LC
Metalasia_compacta	LC
Metalasia_densa	LC
Metalasia_divergens	LC
Metalasia_muricata	LC
Metrosideros_angustifolia	LC
Metrosideros_excelsa	NA
Micranthus_alopecuroides	LC
Micranthus_junceus	LC
Micranthus_tubulosis	NA
Microcodon_glomeratum	LC
Microcodon_hispidulum	LC
Microcodon_sparsiflorum	LC
Microdon_capitatus	EN
Microdon_nitidus	Rare
Microloma_sagittatum	LC
Microloma_tenuifolium	LC
Mimetes_cucullatus	LC
Mimetes_fimbriifolius	Rare
Mimetes_hirtus	VU
Modiola_caroliana	NA
Moenchia_erecta	NE
Mohria_caffrorum	LC
Mollugo_pusilla	LC
Monadenia_atrorubens	VU
Monadenia_bolusiana	LC
Monadenia_bracteata	LC
Monadenia_cernua	VU
Monadenia_comosa	LC
Monadenia_conferta	LC
Monadenia_densiflora	LC
Monadenia_ecalcarata	DDD
Monadenia_ophrydea	LC
Monadenia_physodes	CR
Monadenia_pygmaea	Rare
Monadenia_reticulata	LC
Monadenia_rufescens	LC
Monadenia_sabulosa	CR
Monopsis_debilis	LC
Monopsis_lutea	LC
Monopsis_simplex	LC
Monopsis_variifolia	EN
Monsonia_emarginata	LC
Montinia_caryophyllacea	LC
Moraea_angusta	LC
Moraea_anomala	LC
Moraea_aristata	CR
Moraea_bellendenii	LC
Moraea_bituminosa	LC
Moraea_bulbillifera	LC
Moraea_ciliata	LC
Moraea_elsiae	VU
Moraea_flaccida	LC
Moraea_fugax	LC
Moraea_gawleri	LC
Moraea_inconspicua	LC
Moraea_lugubris	LC
Moraea_neglecta	LC
Moraea_papilionacea	LC
Moraea_ramosissima	LC
Moraea_tricolor	EN
Moraea_tricuspidata	LC
Moraea_tripetala	LC
Moraea_vegeta	LC
Moraea_viscaria	LC
Morella_cordifolia	LC
Muraltia_acipetala	Rare
Muraltia_alopecuroides	LC
Muraltia_brachypetala	VU
Muraltia_brevicornu	EN
Muraltia_comptonii	VU
Muraltia_curvipetala	Rare
Muraltia_demissa	LC
Muraltia_diabolica	Rare
Muraltia_dumosa	LC
Muraltia_ericoides	LC
Muraltia_filiformis	LC
Muraltia_heisteria	LC
Muraltia_hybrids	NA
Muraltia_macropetela	NA
Muraltia_mitior	EN
Muraltia_mixta	DDD
Muraltia_orbicularis	VU
Muraltia_pageae	LC
Muraltia_pauciflora	LC
Muraltia_rosmarinifolia	LC
Muraltia_satureioides	LC
Muraltia_serpylloides	LC
Muraltia_stipulacea	DDD
Muraltia_thunbergii	NT
Muraltia_thymifolia	LC
Myoporum_tenuifolium_subsp._montanum	NA
Myosotis_arvensis	NE
Myosotis_discolor	NE
Myrica_diversifolia	LC
Myrica_humilis	LC
Myrica_kraussiana	LC
Myrica_quercifolia	LC
Myrica_serrata	LC
Myriophyllum_aquaticum	NE
Myrsine_africana	LC
Myrsine_pillansii	LC
Myrtus_communis	NE
Nasella_trichotoma	NA
Neesenbeckia_punctoria	LC
Nemesia_barbata	LC
Nemesia_bicornis	LC
Nemesia_fruticans	LC
Nemesia_gracilis	LC
Nemesia_guthriei	LC
Nemesia_lucida	DDT
Nemesia_macrocarpa	LC
Nemesia_micrantha	EX
Nemesia_pinnata	LC
Nemesia_versicolor	LC
Nenax_acerosa	LC
Nenax_hirta	NT
Nephrolepis_exaltata	NE
Nerine_sarniensis	LC
Nerium_oleander	NE
Neslia_paniculata	NA
Nicandra_physolodes	NA
Nicotiana_glauca	NE
Nidorella_foetida	LC
Noltea_africana	LC
Noltea_nigrita	NA
Nothoscordum_gracile	NA
Nylandtia_spinosa	LC
Nymphaea_nounchali	NA
Nymphoides_indica	LC
Nymphoides_thunbergiana	LC
Ocotea_bullata	EN
Oedera_genistifolia	LC
Oedera_imbricata	LC
Oedera_prolifera	LC
Oedera_steyniae	VU
Oenothera_biennis	NE
Oenothera_longifolia	NA
Oenothera_nocturna	NA
Oenothera_odorata	NA
Oenothera_rosea	NE
Oenothera_striata	NA
Oftia_africana	LC
Oldenlandia_capensis	LC
Olea_capensis	LC
Olea_europaea	LC
Olea_exasperata	LC
Olinia_ventosa	LC
Oncosiphon_africanum	VU
Oncosiphon_grandiflorum	LC
Oncosiphon_sabulosum	LC
Oncosiphon_suffruticosum	LC
Onixotis_punctata	NA
Onixotis_stricta	LC
Ophioglossum_bergianum	Rare
Ophioglossum_nudicaule	LC
Ophioglossum_polyphyllum	LC
Opuntia_ficus-indica	NE
Opuntia_monacantha	NA
Orbea_variegata	LC
Orbea_verrucosa	LC
Ornithogalum_conicum	LC
Ornithogalum_dregeanum	LC
Ornithogalum_graminifolium	LC
Ornithogalum_hispidum	LC
Ornithogalum_juncifolium	Critically_Rare
Ornithogalum_niveum	NE
Ornithogalum_pilosum	LC
Ornithogalum_suaveolens	LC
Ornithogalum_thyrsoides	LC
Ornithoglossum_viride	LC
Ornithopus_compressus	NA
Orobanche_minor	NE
Orobanche_ramosa	NE
Orphium_frutescens	LC
Osmitopsis_asteriscoides	LC
Osmitopsis_dentata	Rare
Osmunda_regalis	LC
Osteospermum_ciliatum	LC
Osteospermum_clandestinum	LC
Osteospermum_dentatum	LC
Osteospermum_fruticosum	LC
Osteospermum_hyoseroides	LC
Osteospermum_imbricatum	LC
Osteospermum_polygaloides	LC
Osteospermum_spinosum	LC
Osteospermum_tomentosum	LC
Osyris_compressa	LC
Otholobium_bracteolatum	LC
Otholobium_decumbens	LC
Otholobium_fruticans	LC
Otholobium_hirtum	LC
Otholobium_spicatum	LC
Otholobium_trianthum	LC
Otholobium_uncinatum	NT
Othonna_amplexifolia	LC
Othonna_arborescens	LC
Othonna_bulbosa	LC
Othonna_ciliata	VU
Othonna_coronopifolia	LC
Othonna_dentata	LC
Othonna_digitata	LC
Othonna_filicaulis	LC
Othonna_heterophylla	LC
Othonna_parviflora	LC
Othonna_perfoliata	LC
Othonna_pinnata	LC
Othonna_quinquedentata	LC
Othonna_stenophylla	LC
Oxalis_argyrophylla	LC
Oxalis_bifida	LC
Oxalis_caprina	LC
Oxalis_commutata	LC
Oxalis_compressa	LC
Oxalis_corniculata	NE
Oxalis_dentata	LC
Oxalis_depressa	LC
Oxalis_eckloniana	LC
Oxalis_falcatula	EN
Oxalis_flava	LC
Oxalis_glabra	LC
Oxalis_hirta	DDT
Oxalis_incarnata	LC
Oxalis_lanata	LC
Oxalis_latifolia	NE
Oxalis_luteola	LC
Oxalis_minuta	LC
Oxalis_monophylla	LC
Oxalis_multicaulis	LC
Oxalis_natans	CR
Oxalis_nidulans	LC
Oxalis_obtusa	LC
Oxalis_pes-caprae	LC
Oxalis_pocockiae	LC
Oxalis_polyphylla	LC
Oxalis_punctata	LC
Oxalis_purpurea	LC
Oxalis_pusilla	LC
Oxalis_stellata	LC
Oxalis_tenuifolia	LC
Oxalis_tomentosa	LC
Oxalis_versicolor	LC
Pachites_bodkinii	Rare
Panicum_coloratum	LC
Panicum_maximum	LC
Panicum_obumbratum	LC
Panicum_repens	LC
Panicum_schinzii	LC
Panicum_subalbidum	LC
