spcID	IUCN
Paraserianthes_lophantha	NE
Paronychia_braziliana	NA
Paspalum_dictichum	NA
Paspalum_dilatatum	NE
Paspalum_urvillei	NE
Paspalum_vaginatum	LC
Passerina_ericoides	VU
Passerina_filiformis	LC
Passerina_paleacea	LC
Passerina_paludosa	EN
Passerina_rigida	LC
Passerina_vulgaris	LC
Passiflora_caerulea	NA
Pauridia_minuta	NT
Pavonia_columella	LC
Pelargonium_alchemilloides	LC
Pelargonium_anethifolium	LC
Pelargonium_auritum	LC
Pelargonium_betulinum	LC
Pelargonium_candicans	LC
Pelargonium_capitatum	LC
Pelargonium_chamaedrifolium	NA
Pelargonium_cucullatum	LC
Pelargonium_ellaphieae	EN
Pelargonium_elongatum	LC
Pelargonium_gibbosum	LC
Pelargonium_grossulariodes	NA
Pelargonium_hirtum	LC
Pelargonium_hybrids	NA
Pelargonium_iocastum	LC
Pelargonium_lobatum	LC
Pelargonium_longifolium	LC
Pelargonium_multiradiatum	LC
Pelargonium_myrrhifolium	LC
Pelargonium_pillansii	LC
Pelargonium_pinnatum	LC
Pelargonium_plurisectum	VU
Pelargonium_radens	LC
Pelargonium_rapaceum	LC
Pelargonium_revolutum	EN
Pelargonium_senecioides	LC
Pelargonium_tabulare	LC
Pelargonium_triste	LC
Pelargonium_vitifolium	LC
Pellaea_calomelanos	LC
Pellaea_pteroides	LC
Penaea_mucronata	LC
Pennisetum_clandestinum	NE
Pennisetum_macrourum	LC
Pennisetum_setaceum	NE
Pennisetum_thunbergii	LC
Pentameris_longiglumis	Rare
Pentameris_macrocalycina	LC
Pentaschistis_acinosa	LC
Pentaschistis_airoides	LC
Pentaschistis_ampla	LC
Pentaschistis_argentea	LC
Pentaschistis_aristidoides	LC
Pentaschistis_aspera	NT
Pentaschistis_aurea	LC
Pentaschistis_barbata	LC
Pentaschistis_capensis	LC
Pentaschistis_colorata	LC
Pentaschistis_curvifolia	LC
Pentaschistis_ecklonii	EN
Pentaschistis_eriostoma	LC
Pentaschistis_glandulosa	LC
Pentaschistis_malouinensis	LC
Pentaschistis_pallescens	LC
Pentaschistis_pallida	LC
Pentaschistis_papillosa	LC
Pentaschistis_pusilla	LC
Pentaschistis_rigidissima	LC
Pentaschistis_tortuosa	LC
Peperomia_retusa	LC
Periballia_minuta	NE
Persea_americana	NA
Persicaria_attenuata	LC
Persicaria_lapathifolium	NA
Persicaria_serrulata	LC
Petalacte_coronata	LC
Petrorhagia_prolifera	NE
Peucedanum_capense	NA
Peucedanum_ferulaceum	NA
Peucedanum_galbaniopse	NA
Peucedanum_galbanum	NA
Peucedanum_gummiferum	NA
Peucedanum_hybrid	NA
Peucedanum_sieberianum	NA
Peucedanum_strictum	NA
Phaenocoma_prolifera	LC
Phalaris_angusta	NE
Phalaris_aquatica	NE
Phalaris_minor	NE
Pharnaceum_cordifolium	LC
Pharnaceum_dichotomum	LC
Pharnaceum_elongatum	LC
Pharnaceum_exiguum	LC
Pharnaceum_lanatum	LC
Pharnaceum_lineare	LC
Phoenix_canariensis	NA
Phragmitis_australis	NA
Phyla_nodiflora	NE
Phylica_atrata	LC
Phylica_buxifolia	LC
Phylica_callosa	LC
Phylica_cephalantha	LC
Phylica_dioica	LC
Phylica_disticha	LC
Phylica_dodii	LC
Phylica_ericoides	LC
Phylica_excelsa	LC
Phylica_harveyi	VU
Phylica_imberbis	LC
Phylica_parviflora	LC
Phylica_plumosa	VU
Phylica_pubescens	LC
Phylica_schlechterii	NA
Phylica_stipularis	LC
Phylica_strigosa	LC
Phylica_villosa	LC
Phyllobolus_canaliculatus	LC
Phyllopodium_capillare	NT
Phyllopodium_capitatatum	NA
Phyllopodium_cordatum	LC
Phyllopodium_heterophyllum	LC
Physalis_peruviana	NE
Phytolacca_americana	NE
Phytolacca_octandra	NE
Picris_echioides	NE
Pinus_canariensis	NE
Pinus_halipensis	NA
Pinus_pinaster	NE
Pinus_pinea	NE
Pinus_radiata	NE
Pistia_stratoites	NA
Pittosporum_undulatum	NE
Plantago_bigelovii	NE
Plantago_coronopus	NE
Plantago_crassifolia	LC
Plantago_lanceolata	LC
Plantago_remota	LC
Platycaulos_compressus	LC
Platycaulos_major	LC
Plecostachys_polifolia	LC
Plecostachys_serpyllifolia	LC
Plectranthus_comosus	NA
Pleopeltis_macrocarpa	LC
Plexipus_cernuus	LC
Poa_annua	NE
Poa_pratensis	NE
Podalyria_argentea	EN
Podalyria_biflora	LC
Podalyria_calyptrata	LC
Podalyria_cuneifolia	LC
Podalyria_sericea	NT
Podocarpus_latifolius	LC
Polpoda_capensis	LC
Polyarrhena_reflexa	VU
Polycarena_capensis	NT
Polycarena_cephalophora	LC
Polycarena_silenoides	CR_PE
Polycarpon_tetraphyllum	NA
Polygala_bracteolata	LC
Polygala_garcini	NA
Polygala_lehmanniana	LC
Polygala_myrtifolia	LC
Polygala_nematocaulis	LC
Polygala_recognita	LC
Polygala_refracta	LC
Polygala_virgata	LC
Polygonum_aviculare	NE
Polygonum_maritimum	NE
Polygonum_undulatum	LC
Polypogon_maritimus	NA
Polypogon_monspeliensis	NE
Polypogon_strictus	LC
Polypogon_viridis	NE
Polystichum_monticola	LC
Polystichum_pungens	LC
Polyxena_corymbosa	NA
Populus_canescens	NA
Portulaca_oleracea	NE
Potamogeton_pectinatus	LC
Potamogeton_pusillus	LC
Prenia_pallens	LC
Printzia_aromatica	LC
Printzia_polifolia	LC
Prionanthium_pholiuroides	EN
Prionium_serratum	Declining
Prismatocarpus_fruticosus	LC
Prismatocarpus_nitidus	LC
Prismatocarpus_sessilis	DDT
Protea_acaulos	LC
Protea_aurea	LC
Protea_burchellii	VU
Protea_compacta	NT
Protea_coronata	NT
Protea_cynaroides	LC
Protea_eximia	LC
Protea_grandiceps	NT
Protea_laurifolia	LC
Protea_lepidocarpodendron	NT
Protea_magnifica	LC
Protea_neriifolia	LC
Protea_nitida	LC
Protea_repens	LC
Protea_scolymocephala	VU
Protea_scorzonerifolia	VU
Protea_speciosa	LC
Protea_susannae	NT
Pseudalthenia_aschersoniana	CR
Pseudobaeckia_africana	NA
Pseudognaphalium_luteo_-_album	NA
Pseudognaphalium_undulatum	LC
Pseudopentameris_macrantha	LC
Pseudoselago_peninsulae	DDD
Psidium_guajava	NE
Psilocaulon_parviflorum	LC
Psoralea_aculeata	LC
Psoralea_alata	LC
Psoralea_aphylla	LC
Psoralea_asarina	NT
Psoralea_capitata	LC
Psoralea_cordata	LC
Psoralea_fascicularis	EN
Psoralea_glaucina	CR
Psoralea_hybrids	NA
Psoralea_imbricata	LC
Psoralea_laxa	LC
Psoralea_pinnata	LC
Psoralea_repens	NT
Psoralea_restioides	LC
Psoralea_spicata	LC
Pteridium_aquilinum	LC
Pteris_dentata	LC
Pteris_tremula	NE
Pteris_vittata	LC
Pterocelastrus_rostratus	Declining
Pterocelastrus_tricuspidatus	LC
Pteronia_camphorata	LC
Pteronia_hirsuta	LC
Pteronia_uncinata	LC
Pterygodium_acutifolium	LC
Pterygodium_alatum	LC
Pterygodium_caffrum	LC
Pterygodium_catholicum	LC
Pterygodium_connivens	CR_PE
Pterygodium_cruciferum	EN
Pterygodium_platypetalum	LC
Pterygodium_volucris	LC
Puccinellia_fasciculata	NE
Pulicaria_scabra	LC
Putterlickia_pyracantha	LC
Pycreus_mundii	LC
Pycreus_nitidus	LC
Pycreus_polystachyos	LC
Pyracantha_angustifolia	NE
Pyracantha_coccinea	NE
Quercus_canariensis	NA
Quercus_cerris	NA
Quercus_ilex	NA
Quercus_palustris	NA
Quercus_robur	NE
Quercus_suber	NA
Rafnia_angulata	LC
Rafnia_capensis	LC
Rafnia_crassifolia	LC
Rafnia_triflora	LC
Ranunculus_multifidus	NE
Ranunculus_muricatus	NE
Ranunculus_trichophyllus	LC
Rapanea_melanophloeos	Declining
Raphanus_raphanistrum	NE
Raphanus_sativus	NE
Rapistrum_rugosum	NE
Relhania_fruticosa	LC
Reseda_alba	NA
Reseda_lutea	LC
Restio_ambiguus	LC
Restio_bifidus	LC
Restio_bifurcus	LC
Restio_communis	VU
Restio_dispar	LC
Restio_distichus	LC
Restio_dodii	VU
Restio_egregius	LC
Restio_filiformis	LC
Restio_harveyi	EN
Restio_leptostachyus	LC
Restio_micans	EN
Restio_multiflorus	LC
Restio_pedicillatus	NA
Restio_perplexus	LC
Restio_quadratus	LC
Restio_quinquefarius	LC
Restio_sarcocladus	NA
Restio_sejunctus	LC
Restio_tetragonus	LC
Restio_triticeus	LC
Restio_versatilis	LC
Rhodocoma_fruticosa	LC
Rhoicissus_tomentosa	LC
Rhus_hybrids	NA
Rhynchopsidium_sessiliflora	NA
Rhynchosia_capensis	LC
Rhynchosia_ferulifolia	LC
Rhynchosia_pinnata	LC
Rhynchospora_brownii	LC
Ricinus_communis	NE
Robinia_pseudoacacia	NE
Roella_amplexicaulis	LC
Roella_ciliata	LC
Roella_compacta	LC
Roella_decurrens	VU
Roella_dunantii	LC
Roella_goodiana	VU
Roella_muscosa	LC
Roella_prostrata	LC
Roella_recurvata	Rare
Roella_squarrosa	LC
Roella_triflora	LC
Roepera_flexuosum	NA
Roepera_fulvum	NA
Roepera_morgsana	NA
Roepera_procumbens	NA
Roepera_sessilifolium	NA
Roepera_spinosum	NA
Romulea_cruciata	LC
Romulea_flava	LC
Romulea_gracillima	LC
Romulea_hirsuta	LC
Romulea_minutiflora	LC
Romulea_obscura	LC
Romulea_papyracea	LC
Romulea_rosea	LC
Romulea_schlechteri	LC
Romulea_tabularis	LC
Romulea_triflora	LC
Rorippa_officinale	NA
Rubus_fruiticosus	NA
Rubus_pinnatus	LC
Rubus_rigidus	LC
Rubus_rosifolius	NE
Rumex_acetosella	NE
Rumex_conglomeratus	LC
Rumex_cordatus	LC
Rumex_crispus	NE
Rumex_lanceolatus	LC
Rumex_lativalvis	LC
Rumex_pulcher	NE
Rumex_saggitatus	NA
Rumohra_adiantiformis	LC
Ruppia_cirrhosa	LC
Ruppia_maritima	LC
Ruppia_spiralis	LC
Ruschia_filamentosa	Rare
Ruschia_geminiflora	VU
Ruschia_macowanii	LC
Ruschia_microphylla	DDT
Ruschia_promontorii	Rare
Ruschia_pulchella	NA
Ruschia_rubricaulis	VU
Ruschia_rupis_-_arcuatae	NA
Ruschia_sarmentosa	LC
Sagina_apetala	NE
Sagina_maritima	NE
Sagina_procumbens	NA
Salaxis_axillaris	LC
Salicornia_meyeriana	LC
Salix_babylonica	NE
Salix_caprea	NE
Salix_mucronata	NE
Salsola_kali	NE
Saltera_sarcocolla	LC
Salvia_africana_-_caerulea	NA
Salvia_africana_-_lutea	NA
Salvia_chamelaeagnea	LC
Salvia_lanceolata	LC
Salvinia_molesta	NE
Samolus_porosus	LC
Samolus_valerandi	LC
Sanicula_elata	LC
Sarcocornia_capensis	LC
Sarcocornia_littorea	LC
Sarcocornia_natalensis	LC
Sarcocornia_perennis	LC
Sarcocornia_pillansii	LC
Satyridium_rostratum	LC
Satyrium_bicallosum	LC
Satyrium_bicorne	LC
Satyrium_bracteatum	LC
Satyrium_candidum	LC
Satyrium_carneum	NT
Satyrium_coriifolium	LC
Satyrium_erectum	LC
Satyrium_foliosum	VU
Satyrium_halackii	NA
Satyrium_humile	LC
Satyrium_ligulatum	LC
Satyrium_lupulinum	LC
Satyrium_odorum	LC
Satyrium_retusum	LC
Satyrium_stenopetalum	LC
Satyrium_striatum	VU
Scabiosa_africana	LC
Scabiosa_angustiloba	LC
Scabiosa_columbaria	LC
Schinus_molle	NE
Schinus_terebinthefolius	NA
Schizaea_pectinata	LC
Schizaea_tenella	LC
Schizodium_bifidum	NA
Schizodium_cornutum	NA
Schizodium_flexuosum	NA
Schizodium_inflexum	NA
Schizodium_obliquum	NA
Schizoglossum_aschersonianum	LC
Schizoglossum_periglossoides	LC
Schkuhria_pinnata	NE
Schoenoplectus_scirpioides	NA
Schoenoplectus_triqueter	NE
Schoenoxiphium_ecklonii	LC
Schoenoxiphium_lanceum	LC
Schoenoxiphium_lehmanii	NA
Schoenoxiphium_sparteum	LC
Schoenoxiphium_thunbergii	LC
Schoenus_nigricans	LC
Scirpoides_nodosus	LC
Scirpoides_thunbergii	LC
Scirpus_delicatulus	EX
Scirpus_diabolicus	LC
Scirpus_fluitans	LC
Scirpus_globiceps	LC
Scirpus_maritimus	LC
Scirpus_radosus	NA
Scirpus_trachyspermus	LC
Scleranthus_annuus	NE
Scolopia_mundii	LC
Scopologena_veruculata	NA
Scutia_myrtina	LC
Scyphogyne_muscosa	LC
Scyphogyne_urceolata	LC
Sebaea_albens	LC
Sebaea_ambigua	LC
Sebaea_aurea	LC
Sebaea_capitata	LC
Sebaea_exacoides	LC
Sebaea_hybrid	NA
Sebaea_micrantha	LC
Sebaea_minutiflora	LC
Sebaea_pusilla	LC
Sebaea_schlechteri	LC
Sebaea_sulphurea	LC
Sebaea_zeyherii	NA
Secale_cereale	NA
Secamone_alpini	LC
Secamone_filiformis	LC
Selaginella_pygmaea	LC
Selago_adpressa	LC
Selago_corymbosa	LC
Selago_cylidrica	NA
Selago_dregei	VU
Selago_fruticulosa	LC
Selago_quadrangularis	Rare
Selago_scabrida	LC
Selago_serrata	LC
Selago_spuria	LC
Senecio_abruptus	LC
Senecio_aloides	LC
Senecio_angulatus	LC
Senecio_arenarius	LC
Senecio_arniciflorus	LC
Senecio_bipinnatus	LC
Senecio_burchellii	LC
Senecio_carroensis	LC
Senecio_cordifolius	LC
Senecio_corymbiferus	LC
Senecio_crassulifolius	NA
Senecio_crenulatus	DDT
Senecio_crispus	LC
Senecio_cymbalariifolius	LC
Senecio_elegans	LC
Senecio_erosus	LC
Senecio_erubescens	LC
Senecio_foeniculiodes	NA
Senecio_glastifolius	LC
Senecio_glutinaruis	NA
Senecio_grandiflorus	LC
Senecio_halimifolius	LC
Senecio_hastutus	NA
Senecio_hybrid	NA
Senecio_laevigatus	LC
Senecio_lanceus	LC
Senecio_lineatus	LC
Senecio_littoreus	LC
Senecio_lyratus	NE
Senecio_maritimus	LC
Senecio_paniculatus	LC
Senecio_pillansii	Thr*
Senecio_pinifolius	LC
Senecio_pinnulatus	LC
Senecio_pterophorus	LC
Senecio_pubigerus	LC
Senecio_purpureus	LC
Senecio_repandus	LC
Senecio_rigidus	LC
Senecio_rosmarinifolius	LC
Senecio_scapiflorus	LC
Senecio_speciosus	LC
Senecio_subcanescens	LC
Senecio_tamoides	LC
Senecio_triqueter	LC
Senecio_umbellatus	LC
Senecio_verbascifolius	EN
Senecio_vulgaris	NE
Senna_multiglandulosa	NE
Serruria_aemula	CR
Serruria_collina	VU
Serruria_cyanoides	EN
Serruria_decumbens	EN
Serruria_fasciflora	NT
Serruria_foeniculacea	CR
Serruria_glomerata	VU
Serruria_hirsuta	CR
Serruria_inconspicua	VU
Serruria_trilopha	CR
Serruria_villosa	Rare
Sesamum_capense	LC
Sesbania_punicea	NE
Seseli_annuum	NA
Setaria_geniculata	NE
Setaria_megaphylla	LC
Setaria_sphacelata	LC
Setaria_verticillata	LC
Setaria_viridis	NA
Sida_rhombifolia	LC
Sideroxylon_inerme	LC
Siersia_angustifolia	NA
Siersia_crenata	NA
Siersia_dissecta	NA
Siersia_glauca	NA
Siersia_laevigata	NA
Siersia_lucida	NA
Siersia_rosmarinifolia	NA
Siersia_scytophylla	NA
Siersia_tomentosa	NA
Siersia_undulata	NA
Silene_belladoides	NA
Silene_burchellii	NE
Silene_clandestina	NE
Silene_crassifolia	LC
Silene_gallica	NE
Silene_undulata	LC
Silybum_marianum	NE
Simocheilus_bicolor	LC
Simocheilus_depressus	LC
Simocheilus_purpureus	LC
Sinapis_alba	NE
Sinapis_arvensis	NE
Sisymbrium_capense	LC
Sisymbrium_officinale	NE
Sisymbrium_orientale	NE
Sisyrinchium_micranthum	NE
Skiatophytum_tripolium	VU
Solanum_aculeastrum	LC
Solanum_americanum	NE
Solanum_burbankii	LC
Solanum_giganteum	LC
Solanum_guineense	LC
Solanum_hermannii	LC
Solanum_linnaeanum	LC
Solanum_marginatum	NA
Solanum_mauritianum	NE
Solanum_nigrum	NE
Solanum_pseudocapsicum	NE
Solanum_retroflexum	LC
Solanum_sisymbriifolium	NE
Solanum_tomentosum	LC
Soliva_pterosperma	NE
Sonchus_asper	NE
Sonchus_dregeanus	LC
Sonchus_oleraceus	NE
Sonderina_didyma	LC
Sonderina_hispida	LC
Sparaxis_bulbifera	LC
Sparaxis_grandiflora	LC
Sparaxis_villosa	LC
Spartium_junceum	NE
Spergula_arvensis	NE
Spergularia_macrorhiza	NA
Spergularia_marina	NA
Spergularia_media	NE
Spergularia_rubra	NE
Sphaerocionium_marlothii	NA
Spiloxene_alba	VU
Spiloxene_aquatica	LC
Spiloxene_canaliculata	EN
Spiloxene_capensis	LC
Spiloxene_curculigoides	LC
Spiloxene_flaccida	LC
Spiloxene_gracilipes	LC
Spiloxene_minuta	EN
Spiloxene_ovata	LC
Spiloxene_schlechteri	LC
Spiloxene_serrata	LC
Spirodela_punctata	LC
Sporobolus_africanus	LC
Sporobolus_virginicus	LC
Staavia_dodii	Rare
Staavia_dregeana	NA
Staavia_glutinosa	Rare
Staavia_radiata	LC
Staberoha_banksii	LC
Staberoha_cernua	LC
Staberoha_distachyos	LC
Staberoha_vaginata	LC
Stachys_aethiopica	LC
Stachys_arvensis	NE
Stachys_thunbergii	LC
Steirodiscus_tagetes	VU
Stellaria_media	NE
Stenocarpus_sinuatus	NA
Stenogramma_pozoi	NA
Stenotaphrum_secundatum	LC
Stilbe_ericoides	LC
Stilbe_vestita	LC
Stipa_dregeana	LC
Stipa_papposa	NA
Stipagrostis_anomala	LC
Stipagrostis_zeyheri	LC
Stoebe_aethiopica	LC
Stoebe_bruniades	LC
Stoebe_capitata	LC
Stoebe_cinerea	LC
Stoebe_fusca	LC
Stoebe_incana	DDT
Stoebe_plumosa	LC
Stoebe_prostrata	LC
Stoebe_rosea	Rare
Stoebe_sphaerocephala	LC
Strumaria_tenella	LC
Struthiola_ciliata	LC
Struthiola_confusa	LC
Struthiola_dodecandra	LC
Struthiola_hybrids	NA
Struthiola_myrsinites	LC
Struthiola_salteri	LC
Struthiola_striata	LC
Stylapterus_fruticulosus	EN
Suaeda_caespitosa	LC
Sutera_caerulea	LC
Sutera_hispida	LC
Sutera_pedunculata	LC
Sutera_uncinata	LC
Sutherlandia_frutescens	LC
Sympieza_gracilis	LC
Sympieza_labialis	LC
Syncarpha_canescens	LC
Syncarpha_gnaphaloides	LC
Syncarpha_speciosissima	LC
Syncarpha_variegata	LC
Syncarpha_vestita	LC
Syncarpha_zeyheri	Rare
Syndesmanthus_articulatus	LC
Syzygium_paniculatum	NA
Tagetes_minuta	NE
Taraxacum_officinale	NE
Tarchonanthus_camphoratus	LC
Teedia_lucida	LC
Tephrosia_capensis	LC
Tephrosia_grandiflora	LC
Tetragonia_decumbens	LC
Tetragonia_fruiticosa	NA
Tetragonia_herbacea	LC
Tetragonia_portulacoides	LC
Tetragonia_spicata	LC
Tetraria_autumnalis	LC
Tetraria_bolusii	LC
Tetraria_brachyphylla	NT
Tetraria_brevicaulis	NA
Tetraria_bromoides	LC
Tetraria_burmanii	NA
Tetraria_capillacea	LC
Tetraria_compacta	DDT
Tetraria_compar	LC
Tetraria_crassa	DDT
Tetraria_crinifolia	LC
Tetraria_cuspidata	LC
Tetraria_exilis	DDT
Tetraria_eximia	LC
Tetraria_fasciata	LC
Tetraria_fimbriolata	LC
Tetraria_flexuosa	LC
Tetraria_graminifolia	VU
Tetraria_involucrata	LC
Tetraria_macowaniana	LC
Tetraria_microstachys	LC
Tetraria_paludosa	CR_PE
Tetraria_pillansii	LC
Tetraria_pygmaea	LC
Tetraria_sylvatica	LC
Tetraria_thermalis	LC
Tetraria_triangularis	LC
Tetraria_ustulata	LC
Tetraria_variabilis	DDT
Thamnochortus_arenarius	LC
Thamnochortus_erectus	LC
Thamnochortus_fraternus	NT
Thamnochortus_fruticosus	LC
Thamnochortus_gracilis	LC
Thamnochortus_guthrieae	LC
Thamnochortus_levynsiae	Rare
Thamnochortus_lucens	LC
Thamnochortus_nutans	VU
Thamnochortus_obtusus	LC
Thamnochortus_punctatus	Declining
Thamnochortus_spicigerus	LC
Thamnochortus_sporadicus	LC
Thelypteris_confluens	LC
Themeda_triandra	LC
Thereianthus_bracteolatus	LC
Thereianthus_spicatus	LC
Thesidium_fragile	LC
Thesidium_fruticulosum	LC
Thesidium_hirtum	LC
Thesium_acuminatum	LC
Thesium_aggregatum	LC
Thesium_capitatum	LC
Thesium_capituliflorum	LC
Thesium_carinatum	NA
Thesium_commutatum	LC
Thesium_densiflorum	LC
Thesium_ecklonianum	EN
Thesium_ericifolium	NA
Thesium_euphrasioides	LC
Thesium_frisea	NA
Thesium_funale	LC
Thesium_nigromontanum	LC
Thesium_paniculatum	LC
Thesium_patulum	LC
Thesium_pinifolium	LC
Thesium_pseudovirgatum	LC
Thesium_pubescens	LC
Thesium_rariflorum	DDT
Thesium_scabrum	LC
Thesium_schumannianum	DDD
Thesium_sedifolium	NA
Thesium_spicatum	LC
Thesium_spinosum	LC
Thesium_spinulosum	LC
Thesium_strictum	LC
Thesium_virgatum	LC
Thesium_viridifolium	LC
Thinopyrum_distichum	NE
Todea_barbara	LC
Tolpis_capensis	LC
Torilis_arvensis	NE
Trachyandra_brachypoda	LC
Trachyandra_chlamydophylla	LC
Trachyandra_ciliata	LC
Trachyandra_divaricata	LC
Trachyandra_filiformis	LC
Trachyandra_flexifolia	LC
Trachyandra_hirsuta	LC
Trachyandra_hirsutiflora	LC
Trachyandra_hispida	LC
Trachyandra_muricata	LC
Trachyandra_revoluta	LC
Trachyandra_sabulosa	LC
Trachyandra_scabra	LC
Trachyandra_tabularis	LC
Tradescantia_fluminensis	NE
Tragus_koelerioides	LC
Treichelia_longebracteata	NA
Trianoptiles_capensis	LC
Trianoptiles_solitaria	CR
Trianoptiles_stipitata	LC
Tribolium_acutiflorum	LC
Tribolium_echinatum	LC
Tribolium_hispidum	LC
Tribolium_obliterum	LC
Tribolium_obtusifolium	LC
Tribolium_uniolae	LC
Tribulis_terrestris	NA
Trichogyne_ambigua	LC
Trichogyne_repens	LC
Trichogyne_verticillata	LC
Trifolium_angustifolium	NE
Trifolium_arvense	NE
Trifolium_burchellianum	LC
Trifolium_campestre	NE
Trifolium_cernuum	NE
Trifolium_dubium	NE
Trifolium_glomeratum	NE
Trifolium_ornithopodiodes	NA
Trifolium_repens	NE
Trifolium_resupinatum	NE
Trifolium_stipulaceum	LC
Trifolium_suffocatum	NE
Trifolium_tomentosum	NE
Triglochin_bulbosa	LC
Triglochin_striatum	NA
Triticum_durum	NA
Tritonia_crispa	LC
Tritonia_crocata	LC
Tritonia_duesta	NA
Tritonia_lineata	SA
Tritoniopsis_antholyza	LC
Tritoniopsis_dodii	LC
Tritoniopsis_parviflora	LC
Tritoniopsis_triticea	LC
Tritoniopsis_unguicularis	LC
Troglophyton_capillaceum	LC
Troglophyton_parvulum	LC
Tropaeolum_majus	NA
Tulbaghia_alliacea	LC
Tulbaghia_capensis	LC
Tylecodon_grandiflorus	LC
Tylecodon_paniculatus	LC
Typha_capensis	LC
Typha_domingensis	NA
Urospermum_picroides	NE
Ursinia_anthemoides	LC
Ursinia_chrysanthemoides	LC
Ursinia_dentata	LC
Ursinia_nana	LC
Ursinia_nudicaulis	LC
Ursinia_paleacea	LC
Ursinia_tenuifolia	LC
Urtica_dubia	NA
Urtica_urens	NE
Utricularia_bisquamata	LC
Valeriana_capensis	LC
Vellereophyton_dealbatum	LC
Verbascum_virgatum	NE
Verbena_bonariensis	NE
Verbena_litoralis	NE
Verbena_officinalis	NE
Verbena_venosa	NE
Vernonia_neocorymbosa	NA
Veronica_anagallis-aquatica	LC
Veronica_arvensis	NE
Veronica_persica	NE
Vicia_benghalensis	NE
Vicia_hirsuta	NE
Vicia_lutea	NA
Vicia_sativa	NE
Vicia_tetrasperma	NE
Vicia_villosa	NE
Villarsia_capensis	LC
Villarsia_goldblattiana	VU
Vinca_major	NE
Viola_arvensis	NE
Viola_decumbens	LC
Viola_tricolor	NE
Virgilia_divaricata	LC
Virgilia_oroboides	LC
Viscum_capense	LC
Viscum_rotundifolium	LC
Vittaria_isoetifolia	LC
Vulpia_bromoides	NE
Vulpia_fasciculata	NE
Vulpia_myuros	NE
Wachendorfia_brachyandra	VU
Wachendorfia_multiflora	LC
Wachendorfia_paniculata	LC
Wachendorfia_thyrsiflora	LC
Wahlenbergia_androsacea	LC
Wahlenbergia_annularis	LC
Wahlenbergia_brehmeri	DDD
Wahlenbergia_capensis	LC
Wahlenbergia_cernua	LC
Wahlenbergia_ciliolata	LC
Wahlenbergia_clavata	LC
Wahlenbergia_dunantii	DDT
Wahlenbergia_exilis	LC
Wahlenbergia_obovata	LC
Wahlenbergia_procumbens	LC
Wahlenbergia_pyrophila	LC
Wahlenbergia_rotundifolia	DDD
Wahlenbergia_saxifragoides	DDT
Wahlenbergia_subpilosa	DDT
Walafrida_pubescens	LC
Watsonia_angusta	LC
Watsonia_borbonica	VU
Watsonia_marginata	LC
Watsonia_meriana	LC
Watsonia_tabularis	LC
Watsonia_zeyheri	LC
Wiborgia_obcordata	LC
Widdringtonia_nodiflora	LC
Willdenowia_affinis	EX
Willdenowia_glomerata	LC
Willdenowia_humilis	LC
Willdenowia_incurvata	LC
Willdenowia_sulcata	LC
Willdenowia_teres	LC
Wimmerella_bifida	DDD
Withania_somnifera	LC
Witsenia_maura	Declining
Wolffia_arrhiza	LC
Wurmbea_hiemalis	VU
Wurmbea_inusta	VU
Wurmbea_marginata	LC
Wurmbea_monopetala	LC
Wurmbea_spicata	LC
Xanthium_spinosum	NE
Xanthium_strumarium	NE
Xiphotheca_fruticosa	VU
Xiphotheca_lanceolata	EN
Xiphotheca_reflexa	EN
Xyris_capensis	LC
Xysmalobium_undulatum	LC
Yucca_gloriosa	NA
Zaluzianskya_capensis	LC
Zaluzianskya_divaricata	LC
Zaluzianskya_ramosa	LC
Zaluzianskya_villosa	LC
Zannichellia_palustris	LC
Zantedeschia_aethiopica	LC
Zehneria_scabra	LC
Zostera_capensis	LC
Zyrphelis_capensis	NA
Zyrphelis_foliosa	LC
Zyrphelis_microcephala	LC
Zyrphelis_taxifolia	Rare
