Acacia_cyclops	Acacia_longifolia	Acacia_mearnsii	Acacia_saligna	Acrolophia_lamellata	Acrosanthes_sp1	Adenandra_villosa	Adenocline_pauciflora	Agapanthus_africanus	Agathosma_capensis	Agathosma_ciliaris	Agathosma_imbricata	Agathosma_sp1	Agathosma_sp2	Aizoon_paniculatum	Albuca_flaccida	Albuca_sp2	Capelio_tabularis	Amphithalea_ericifolia	Anagallis_arvensis	Dasispermum_suffruticosum	Anaxeton_laeve	Anisodontea_scabrosa	Annesorhiza_grandiflora	Anthochortus_capensis	Anthochortus_crinalis	Anthospermum_aethiopicum	Apiaceae_sp2	Argyrolobium_lanceolatum	Aristea_africana	Aristea_bakeri	Aristea_capitata	Aristea_spiralis	Aspalathus_capensis	Aspalathus_chenopoda	Aspalathus_cordata	Aspalathus_divaricata	Aspalathus_ericifolia	Aspalathus_forbesii	Aspalathus_sp7	Aspalathus_juniperina	Aspalathus_laricifolia	Aspalathus_linguiloba	Aspalathus_sp5	Aspalathus_sp6	Asparagus_asparagoides	Asparagus_capensis	Asparagus_lignosus	Asparagus_rubicundus	Asparagus_sp1	Astephanus_triflorus	Athanasia_crithmifolia	Athanasia_dentata	Avena_sp1	Avena_sativa	Babiana_ambigua	Babiana_sp2	Baeometra_uniflora	Berkheya_sp1	Berkheya_armata	Berkheya_barbata	Berzelia_abrotanoides	Berzelia_lanuginosa	Blechnum_capense	Blechnum_tabulare	Bobartia_filiformis	Bobartia_gladiata	Bobartia_indica	Fagelia_bituminosa	Briza_maxima	Briza_minor	Bromus_pectinatus	Brunia_noduliflora	Brunsvigia_orientalis	Caesia_contorta	Restio_ramosissimus	Restio_vimineus	Cannomois_virgata	Capeobolus_brevicaulis	Jordaaniella_dubia	Carduus_pycnocephalus	Carex_clavata	Carpacoce_spermacocea	Carpacoce_vaginellata	Carpobrotus_edulis	Cassine_maritima	Cassine_peragua	Cassytha_ciliolata	Catapodium_rigidum	Centella_affinis	Centella_glabrata	Centella_tridentata	Centella_villosa	Cerastium_capense	Ceterium_sp1	Chasmanthe_aethiopica	Chironia_sp1	Chironia_baccifera	Chironia_decumbens	Chironia_jasminoides	Elegia_ebracteata	Chrysanthemoides_monilifera	Chrysocoma_coma.aurea	Cineraria_geifolia	Cissampelos_capensis	Cleretum_herrei	Cliffortia_atrata	Cliffortia_falcata	Cliffortia_filifolia	Cliffortia_graminea	Cliffortia_obcordata	Cliffortia_polygonifolia	Cliffortia_ruscifolia	Cliffortia_sp2	Cliffortia_stricta	Clutia_alaternoides	Clutia_polygonoides	Restio_calcicola	Erigeron_bonariensis	Conyza_canadensis	Conyza_scabrida	Corymbium_africanum	Corymbium_enerve	Corymbium_glabrum	Cotula_filifolia	Cotula_turbinata	Crassula_coccinea	Crassula_fascicularis	Crassula_glomerata	Crassula_nudicaulis	Crassula_sp2	Crassula_tetragona	Cysticapnos_vesicaria	Cullumia_setosa	Cullumia_squarrosa	Kedrostis_nana	Cussonia_thyrsiflora	Cyanella_hyacinthoides	Cyathocoma_hexandra	Aspalathus	Cymbopogon_marginatus	Cynanchum_obtusifolium	Cyperus_denudatus	Cyperus_thunbergii	Cyphia_bulbosa	Cyphia_incisa	Cyphia_digitata	Diastella_divaricata	Dilatris_pillansii	Dimorphotheca_nudicaulis	Dimorphotheca_pluvialis	Diosma_hirsuta	Diosma_oppositifolia	Diospyros_glabra	Dipogon_lignosus	Disa_bracteata	Disa_cornuta	Disa_racemosa	Dischisma_arenarium	Disparago_anomala	Disparago_ericoides	Disparago_laxifolia	Drimia_elata	Drimia_sp1	Drosanthemum_stokoei	Drosera_aliciae	Drosera_capensis	Drosera_trinervia	Edmondia_sesamoides	Ehrharta_ramosa	Ehrharta_bulbosa	Ehrharta_calycina	Ehrharta_capensis	Ehrharta_erecta	Ehrharta_sp3	Ehrharta_ottonis	Ehrharta_sp2	Ehrharta_villosa	Ehrharta_rehmannii	Elegia_coleura	Elegia_filacea	Elegia_juncea	Elegia_racemosa	Elegia_stipularis	Elegia_thyrsifera	Elegia_vaginulata	Linum_africanum	Dicerothamnus_rhinocerotis	Elytropappus_scaber	Epischoenus_gracilis	Epischoenus_villosus	Eragrostis_capensis	Eragrostis_curvula	Erepsia_anceps	Erepsia_bracteata	Erica_abietina	Erica_amoena	Erica_baccans	Erica_cerinthoides	Erica_imbricata	Erica_coccinea	Erica_corifolia	Erica_curviflora	Erica_ericoides	Erica_hirtiflora	Erica_hispidula	Erica_labialis	Erica_laeta	Erica_limosa	Erica_lutea	Erica_mammosa	Erica_mucronata	Erica_muscosa	Erica_nudiflora	Erica_plukenetii	Erica_sessiliflora	Erica_similis	Erica_sp8	Erica_sp12	Erica_sp14	Erica_sp15	Erica_sp19	Erica_sp33	Erica_sp34	Erica_subcapitata	Erica_tenuifolia	Erica_tristis	Erica_verticillata	Eriospermum_capense	Eucalyptus_sp1	Eucalyptus_sp2	Euclea_racemosa	Euphorbia_erythrina	Euphorbia_genistoides	Euphorbia_peplus	Euphorbia_tuberosa	Euryops_abrotanifolius	ExoticWeed_sp1	Felicia_filifolia	Fern_sp2	Fern_sp3	Mohria_caffrorum	Fern_sp5	Festuca_scabra	Ficinia_angustifolia	Ficinia_brevifolia	Ficinia_bulbosa	Ficinia_capillifolia	Ficinia_capitella	Ficinia_deusta	Ficinia_dunensis	Ficinia_filiformis	Ficinia_indica	Ficinia_nigrescens	Ficinia_nodosa	Ficinia_oligantha	Ficinia_ramosissima	Ficinia_rigida	Ficinia_secunda	Ficinia_sp3	Ficinia_sp1	Ficinia_trichodes	Ficinia_tristachya	Ficinia_zeyheri	Galium_tomentosum	Gazania_pectinata	Geranium_incanum	Gerbera_crocea	Gerbera_sp1	Gladiolus_debilis	Gladiolus_sp1	Gladiolus_sp4	Gladiolus_sp2	Gladiolus_sp3	Gladiolus_undulatus	Gnidia_humilis	Gnidia_juniperifolia	Gnidia_oppositifolia	Gnidia_parviflora	Gnidia_pinifolia	Gnidia_sp1	Gnidia_tomentosa	Schoenoxiphium_sp	Bromus_leptoclados	Gymnosporia_buxifolia	Hakea_drupacea	Hakea_gibbosa	Hakea_suaveolens	Halleria_lucida	Haplocarpha_lanata	Hebenstretia_dentata	Hebenstretia_repens	Vellerophyton_dealbatum	Helichrysum_crispum	Helichrysum_cylindriflorum	Helichrysum_cymosum	Helichrysum_dasyanthum	Helichrysum_indicum	Helichrysum_litorale	Helichrysum_niveum	Helichrysum_nudifolium	Helichrysum_pandurifolium	Helichrysum_patulum	Helichrysum_rotundifolium	Helichrysum_sp1	Thamnochortus_gracilis	Syncarpha_vestita	Heliophila_sp1	Heliophila_elongata	Syncarpha_speciosissima	Hellmuthia_membranacea	Haemanthus_coccineus	Haemanthus_sp1	Hermannia_hyssopifolia	Hermannia_multiflora	Hermannia_rudis	Haemanthus_sp3	Hermas_villosa	Hibiscus_aethiopicus	Histiopteris_incisa	Holothrix_villosa	Bromus_catharticus	Hyobanche_sp1	Hyparrhenia_hirta	Hypochoeris_radicata	Hypodiscus_albo.aristatus	Hypodiscus_aristatus	Hypodiscus_radiata	Hypodiscus_striatus	Hypodiscus_willdenowia	Imperata_cylindrica	Indigofera_angustifolia	Indigofera_brachystachya	Indigofera_cytisoides	Indigofera_filiformis	Indigofera_glomerata	Indigofera_mauritanica	Indigofera_sp2	Iridacea_sp5	Restio_capensis	Restio_cincinnatus	Restio_eleocharis	Restio_gaudichaudianus	Restio_triticeus	Restio_sieberi	Restio_tenuissimus	Isolepis_antarctica	Isolepis_marginata	Isolepis_sp1	Ixia_sp3	Ixia_sp1	Juncus_capensis	Kiggelaria_africana	Anemone_knowltonia	Anemone_vesicatoria	Koeleria_capensis	Lachenalia_sp2	Cryptadenia_grandiflora	Lachnaea_sp1	Lactuca_serriola	Lagurus_ovatus	Lampranthus_bicolor	Lampranthus_emarginatus	Lampranthus_glomeratus	Lapeirousia_corymbosa	Laurembergia_repens	Lebeckia_wrightii	Leptospermum_laevigatum	Leucadendron_coniferum	Leucadendron_laureolum	Leucadendron_salignum	Leucadendron_xanthoconus	Leucospermum_conocarpodendron	Lichtensteinia_lacera	Wahlenbergia_tenella	Limonium_scabrum	Liparia_parva	Liparia_splendens	Lyperia_tristis	Lobelia_comosa	Lobelia_coronopifolia	Lobelia_erinus	Lobelia_pinifolia	Lobelia_setacea	Lobelia_sp3	Lobostemon_fruticosus	Lobostemon_montanus	Lycium_afrum	Macrostylis_villosa	Manulea_cheiranthus	Manulea_tomentosa	Mastersiella_digitata	Maytenus_oleoides	Melinis_repens	Mesemb_sp6	Geochloa_rufa	Capeochloa_cincta	Tenaxia_stricta	Mesemb_sp5	Metalasia_brevifolia	Metalasia_cephalotes	Metalasia_compacta	Metalasia_densa	Metalasia_divergens	Metalasia_muricata	Micranthus_alopecuroides	Microdon_dubius	Microcodon_sparsiflorus	Mimetes_fimbriifolius	Montinia_caryophyllacea	Moraea_bituminosa	Moraea_fugax	Moraea_hexaglottis	Morea_sp1	Morea_sp2	Moraea_tripetala	Morella_humilis	Morella_quercifolia	Morella_serrata	Muraltia_heisteria	Muraltia_demissa	Muraltia_diabolica	Muraltia_sp8	Muraltia_stipulacea	Muraltia_thunbergii	MustardSeed_sp1	Myoporum_tenuifolium	Myrsine_africana	Nemesia_barbata	Nemesia_sp1	Nemesia_versicolor	Nylandtia_spinosa	Oedera_capensis	Oedera_imbricata	Oftia_africana	Olea_capensis	Olea_europaea	Olea_exasperata	Orchid_sp1	Orchid_sp3	Orchid_sp4	Orchid_sp5	Orchid_sp6	Orchid_sp7	Ornithogalum_hispidum	Osmitopsis_asteriscoides	Osmitopsis_dentata	Osteospermum_ciliatum	Osteospermum_sp1	Colpoon_compressum	Otholobium_fruticans	Othonna_coronopifolia	Othonna_filicaulis	Othonna_quinquedentata	Oxalis_pes.caprae	Oxalis_polyphylla	Oxalis_purpurea	Oxalis_sp2	Oxalis_sp22	Oxalis_versicolor	Paspalum_distichum	Passerina_corymbosa	Passerina_paleacea	Pelargonium_sp5	Pelargonium_betulinum	Pelargonium_capitatum	Pelargonium_cucullatum	Pelargonium_elongatum	Pelargonium_grossularioides	Pelargonium_alatum	Pelargonium_longifolium	Pelargonium_myrrhifolium	Pelargonium_pinnatum	Pelargonium_sp1	Pelargonium_tabulare	Pelargonium_triste	Penaea_cneorum	Penaea_mucronata	Pennisetum_clandestinum	Pennisetum_macrourum	Pentameris_macrocalycina	Pentaschistis_airoides	Pentaschistis_ampla	Pentaschistis_barbata	Pentaschistis_curvifolia	Pentaschistis_malouinensis	Pentaschistis_pallescens	Pentaschistis_pallida	Poagrostis_pusilla	Pentameris_aristidoides	Pentameris_malouinensis	Pentameris_sp3	Pentaschistis_rigidissima	Pentaschistis_sp3	Pentameris_rigidissima	Petalacte_coronata	Petrorhagia_prolifera	Notobubon_ferulaceum	Peucedanum_sp1	Phylica_buxifolia	Phylica_dioica	Phylica_ericoides	Phylica_imberbis	Phylica_plumosa	Physalis_viscosa	Helminthotheca_echioides	Pinus_pinaster	Pinus_pinea	Pinus_radiata	Pittosporum_undulatum	Plantago_lanceolata	Plantago_remota	Platycaulos_compressus	Platycaulos_major	Podalyria_argentea	Podalyria_sericea	Podalyria_calyptrata	Polycarpon_tetraphyllum	Polygala_garcinii	Polygala_lehmanniana	Polygala_myrtifolia	Polypogon_monspeliensis	Populus_canescens	Printzia_aromatica	Protea_acaulos	Protea_cynaroides	Protea_lepidocarpodendron	Protea_neriifolia	Protea_nitida	Protea_repens	Protea_scolymocephala	Pseudognaphalium_undulatum	Pseudopentameris_macrantha	Pseudoselago_serrata	Pseudoselago_spuria	Psoralea_aphylla	Psoralea_imbricata	Psoralea_laxa	Psoralea_pinnata	Pteridium_aquilinum	Pterocelastrus_tricuspidatus	Pteronia_hirsuta	Pycreus_polystachyos	Rafnia_angulata	Rafnia_triflora	Rapanea_melanophloeos	Raphanus_raphanistrum	Rapistrum_rugosum	Soroveta_ambigua	Restio_filiformis	Restio_quadratus	Restio_sp1	Restio_sp3	Restio_sp4	Restio_tetragonus	Rhus_glauca	Rhus_laevigata	Rhus_lucida	Rhus_rosmarinifolia	Rhus_tomentosa	Rhynchosia_ferulifolia	Roella_amplexicaulis	Roella_ciliata	Roella_prostrata	Roella_triflora	Ruschia_promontorii	Saltera_sarcocolla	Salvia_africana.caerulea	Salvia_africana.lutea	Salvia_chamelaeagnea	Satyrium_sp2	Satyrium_carneum	Scabiosa_africana	Scabiosa_columbaria	Schizaea_pectinata	Scirpoides_thunbergii	Sebaea_sp1	Selago_corymbosa	Selago_cylindrica	Selago_dregei	Selago_luxurians	Selago_scabrida	Selago_serrata	Senecio_burchellii	Senecio_elegans	Senecio_erosus	Senecio_halimifolius	Senecio_hastatus	Senecio_pinifolius	Senecio_pterophorus	Senecio_pubigerus	Senecio_repandus	Senecio_rigidus	Senecio_scapiflorus	Senecio_triqueter	Senecio_umbellatus	Serruria_villosa	Sideroxylon_inerme	Silene_bellidioides	Silene_cretica	Silene_pilosellifolia	Solanum_americanum	Solanum_retroflexum	Sonchus_oleraceus	Staavia_radiata	Staberoha_cernua	Staberoha_sp1	Stachys_aethiopica	Stilbe_vestita	Stipagrostis_zeyheri	Stoebe_aethiopica	Seriphium_cinereum	Stoebe_fusca	Stoebe_plumosa	Struthiola_argentea	Struthiola_ciliata	Struthiola_dodecandra	Struthiola_sp1	Struthiola_striata	Struthiola_sp3	Chaenostoma_hispidum	Sutera_sp1	Sutera_tomentosa	Syncarpha_gnaphaloides	Trachyandra_tabularis	Taraxacum_campylodes	Tarchonanthus_camphoratus	Tetragonia_fruticosa	Tetraria_brachyphylla	Tetraria_bromoides	Tetraria_compar	Tetraria_cuspidata	Tetraria_exilis	Tetraria_eximia	Tetraria_fasciata	Tetraria_fimbriolata	Tetraria_flexuosa	Tetraria_involucrata	Tetraria_microstachys	Tetraria_pleosticha	Tetraria_sp1	Tetraria_sylvatica	Tetraria_thermalis	Tetraria_ustulata	Thamnochortus_lucens	Thamnochortus_erectus	Thamnochortus_fruticosus	Thamnochortus_sp4	Themeda_triandra	Thereianthus_bracteolatus	Thesium_aggregatum	Thesium_capitatum	Thesium_funale	Thesium_sp1	Thesium_sp5	Thesium_sp6	Thesium_sp7	Thesium_strictum	Thesium_viridifolium	Thesium_virgatum	Thunbergiella_filiformis	Iridacea_sp6	Trachyandra_brachypoda	Trachyandra_sp8	Trachyandra_ciliata	Trachyandra_hirsuta	Trachyandra_hirsutiflora	Trachyandra_scabra	Trachyandra_sp3	Trachyandra_sp4	Trachyandra_revoluta	Trachyandra_sp10	Tribolium_hispidum	Tribolium_uniolae	Trichocephalus_stipularis	Trichogyne_ambigua	Ifloga_ambigua	Tritoniopsis_triticea	Tripteris_clandestina	Tritoniopsis_sp4	Tritoniopsis_antholyza	Tritoniopsis_parviflora	Tritoniopsis_sp1	Tritoniopsis_unguicularis	Typha_capensis	Bulb_sp7	Bulb_sp8	Bulb_sp9	Ursinia_anthemoides	Ursinia_dentata	Ursinia_paleacea	Ursinia_sp1	Ursinia_sp3	Vellereophyton_dealbatum	Virgilia_oroboides	Vygie_sp4	Ruschia_rubricaulis	Wachendorfia_paniculata	Wahlenbergia_capensis	Wahlenbergia_cernua	Wahlenbergia_exilis	Wahlenbergia_obovata	Watsonia_borbonica	Watsonia_sp1	Watsonia_tabularis	Widdringtonia_nodiflora	Unknown_sp4	Willdenowia_teres	Zaluzianskya_capensis	Zantedeschia_aethiopica	Zygophyllum_flexuosum
1_1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
1_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1_3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1_4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
