Acacia_cyclops	Acacia_longifolia	Acacia_mearnsii	Acacia_melanoxylon	Acacia_saligna	Acrolophia_capensis	Adenandra_villosa	Adenocline_pauciflora	Agapanthus_africanus	Agathosma_ciliaris	Agathosma_imbricata	Agathosma_sp3	Albuca_cooperi	Albuca_flaccida	Albuca_sp3	Capelio_tabularis	Alectra_sessiliflora	Amphithalea_ericifolia	Anagallis_arvensis	Anaxeton_laeve	Androcymbium_capense	Androcymbium_eucomoides	Androcymbium_sp1	Anisodontea_scabrosa	Annesorhiza_grandiflora	Annual_sp1	Anthospermum_aethiopicum	Anthospermum_galioides	Anthospermum_sp1	Apiaceae_sp1	Arctotheca_calendula	Argyrolobium_filiforme	Aristea_africana	Aristea_capitata	Aristea_spiralis	Aristea_sp2	Asclepiadaceae_sp1	Aspalathus_sp2	Aspalathus_sp3	Aspalathus_sp4	Aspalathus_capensis	Aspalathus_cephalotes	Aspalathus_chenopoda	Aspalathus_ciliaris	Aspalathus_cordata	Aspalathus_divaricata	Aspalathus_ericifolia	Aspalathus_forbesii	Aspalathus_hispida	Aspalathus_juniperina	Aspalathus_laricifolia	Aspalathus_linguiloba	Aspalathus_microphylla	Aspalathus_retroflexa	Aspalathus_sp9	Asparagus_africanus	Asparagus_capensis	Asparagus_lignosus	Asparagus_rubicundus	Asparagus_sp3	Aspidoglossum_heterophyllum	Astephanus_triflorus	Asteraceae_sp1	Asteraceae_sp2	Athanasia_crithmifolia	Atriplex_semibaccata	Avena_barbata	Avena_fatua	Babiana_sp5	Baeometra_uniflora	Berkheya_armata	Berkheya_barbata	Berkheya_rigida	Berzelia_lanuginosa	Blechnum_capense	Blechnum_tabulare	Bobartia_filiformis	Bobartia_gladiata	Bobartia_indica	Bobartia_sp1	Fagelia_bituminosa	Brachypodium_distachyon	Brassica_tournefortii	Briza_minor	Briza_maxima	Bromus_diandrus	Bromus_pectinatus	Brunia_noduliflora	Brunsvigia_orientalis	Bulbine_lagopus	Bulbine_sp3	Caesia_contorta	Campanulaceae_sp1	Cannomois_virgata	Capeobolus_brevicaulis	Jordaaniella_dubia	Carduus_pycnocephalus	Carex_clavata	Carpacoce_spermacocea	Carpacoce_vaginellata	Carpobrotus_edulis	Cassine_peragua	Cassytha_ciliolata	Catapodium_rigidum	Centella_affinis	Centella_fusca	Centella_glabrata	Centella_macrocarpa	Centella_sp1	Centella_tridentata	Centella_triloba	Cerastium_capense	Ceratandra_atrata	Euphorbia_maculata	Chasmanthe_aethiopica	Cheilanthes_capensis	Chenopodium_glaucum	Chenopodium_mucronatum	Chionanthus_foveolatus	Chironia_jasminoides	Chironia_linoides	Osteospermum_incana	Osteospermum_monolifera	Chrysitrix_capensis	Chrysocoma_coma.aurea	Cineraria_geifolia	Cissampelos_capensis	Cleretum_herrei	Cleretum_sp1	Cliffortia_atrata	Cliffortia_falcata	Cliffortia_filifolia	Cliffortia_glauca	Cliffortia_graminea	Cliffortia_obcordata	Cliffortia_polygonifolia	Cliffortia_ruscifolia	Cliffortia_sp6	Cliffortia_stricta	Clutia_alaternoides	Clutia_ericoides	Clutia_polygonoides	Clutia_sp1	Coleonema_album	Commelina_africana	Corymbium_africanum	Corymbium_enerve	Corymbium_glabrum	Corymbium_sp1	Cotula_sp1	Cotula_turbinata	Crassula_campestris	Crassula_coccinea	Crassula_decumbens	Crassula_dichotoma	Crassula_fascicularis	Crassula_glomerata	Crassula_nudicaulis	Cullumia_setosa	Cullumia_squarrosa	Cuscuta_nitida	Cussonia_thyrsiflora	Cyanella_hyacinthoides	Cyathocoma_hexandra	Cymbopogon_marginatus	Cynanchum_africanum	Cynanchum_obtusifolium	Cynodon_dactylon	Cynosurus_echinatus	Cyperaceae_sp3	Cyperaceae_sp4	Cyperaceae_sp5	Cyperaceae_sp6	Cyperaceae_sp7	Cyperus_denudatus	Cyphia_bulbosa	Datura_stramonium	Diascia_elongata	Diascia_sp1	Diastella_divaricata	Dilatris_pillansii	Dilatris_viscosa	Dimorphotheca_nudicaulis	Dimorphotheca_pluvialis	Diosma_hirsuta	Diosma_oppositifolia	Diosma_sp1	Diospyros_glabra	Dipogon_lignosus	Disa_bracteata	Disa_densiflora	Disa_racemosa	Disa_sp2	Dischisma_arenarium	Dischisma_ciliatum	Dischisma_sp1	Disparago_anomala	Disparago_ericoides	Drimia_elata	Drimia_sp2	Drosanthemum_stokoei	Drosera_aliciae	Drosera_capensis	Drosera_cistiflora	Drosera_trinervia	Edmondia_sesamoides	Ehrharta_calycina	Ehrharta_capensis	Ehrharta_erecta	Ehrharta_ottonis	Ehrharta_ramosa	Ehrharta_rupestris	Ehrharta_setacea	Ehrharta_sp1	Ehrharta_villosa	Elegia_asperiflora	Elegia_coleura	Elegia_filacea	Elegia_juncea	Elegia_racemosa	Elegia_sp4	Elegia_stipularis	Elytropappus_scaber	Epilobium_tetragonum	Epischoenus_gracilis	Epischoenus_villosus	Eragrostis_sp1	Erepsia_anceps	Erepsia_bracteata	Erepsia_sp7	Erica_cerinthoides	Erica_plukenetii	Erica_sp30	Erica_sp31	Erica_sp32	Erica_sp36	Erica_sp37	Erica_sp38	Erica_sp39	Erica_sp40	Erica_sp41	Erica_sp42	Erica_viscaria	Ericoid_sp1	Hilliardiella_pinifolia	Erodium_sp1	Eucalyptus_lehmannii	Eucalyptus_sp3	Euclea_racemosa	Euphorbia_erythrina	Euphorbia_foliosa	Euphorbia_genistoides	Euphorbia_silenifolia	Euphorbia_sp1	Euphorbia_tuberosa	Euryops_abrotanifolius	Fabaceae_sp1	Felicia_fruticosa	Felicia_tenella	Ferraria_sp1	Festuca_scabra	Ficinia_acuminata	Ficinia_angustifolia	Ficinia_brevifolia	Ficinia_bulbosa	Ficinia_capitella	Ficinia_deusta	Ficinia_dunensis	Ficinia_indica	Ficinia_nigrescens	Ficinia_oligantha	Ficinia_ramosissima	Ficinia_secunda	Ficinia_sp2	Ficinia_sp5	Ficinia_stolonifera	Ficinia_filiformis	Fumaria_muralis	Galium_tomentosum	Gazania_pectinata	Gazania_sp1	Geissorhiza_aspera	Geranium_incanum	Gerbera_crocea	Gerbera_linnaei	Gerbera_sp2	Gladiolus_carneus	Gladiolus_sp3	Glia_prolifera	Gnidia_humilis	Gnidia_imbricata	Gnidia_juniperifolia	Gnidia_oppositifolia	Gnidia_parviflora	Gnidia_pinifolia	Gnidia_simplex	Gnidia_sp2	Gnidia_tomentosa	Gomphocarpus_cancellatus	Gymnosporia_buxifolia	Haemanthus_coccineus	Hakea_drupacea	Hakea_gibbosa	Hakea_sericea	Haplocarpha_lanata	Hebenstretia_repens	Hebenstretia_sp2	Hebenstretia_cordata	Hebenstretia_dentata	Hebenstretia_fastigiosa	Helichrysum_capense	Helichrysum_crispum	Helichrysum_cylindriflorum	Helichrysum_cymosum	Helichrysum_foetidum	Helichrysum_grandiflorum	Helichrysum_indicum	Helichrysum_litorale	Helichrysum_nudifolium	Helichrysum_patulum	Helichrysum_petiolare	Helichrysum_rotundifolium	Helichrysum_sp1	Helichrysum_sp3	Heliophila_elongata	Heliophila_linearis	Heliophila_sp2	Heliophila_scoparia	Hemimeris_sabulosa	Hermannia_hyssopifolia	Hermannia_multiflora	Hermannia_procumbens	Hermannia_rudis	Hermannia_sp2	Hermas_villosa	Hibiscus_aethiopicus	Hibiscus_trionum	Histiopteris_incisa	Holothrix_sp1	Holothrix_villosa	Hypericum_sp1	Hypochoeris_radicata	Hypodiscus_albo.aristatus	Indigofera_angustifolia	Indigofera_cytisoides	Indigofera_filicaulis	Indigofera_filifolia	Indigofera_filiformis	Indigofera_glomerata	Indigofera_mauritanica	Indigofera_psoraloides	Indigofera_sarmentosa	Indigofera_sp4	Pulicaria_scabra	Iridacea_sp3	Iridacea_sp2	Restio_capensis	Restio_eleocharis	Restio_gaudichaudianus	Restio_sp9	Ischyrolepis_sp2	Restio_tenuissimus	Isolepis_leucoloma	Isolepis_ludwigii	Isolepis_marginata	Itasina_filifolia	Ixia_sp2	Juncus_bufonius	Juncus_capensis	Juncus_kraussii	Juncus_lomatophyllus	Kedrostis_nana	Kiggelaria_africana	Anemone_knowltonia	Anemone_vesicatoria	Koeleria_capensis	Lachenalia_fistulosa	Lachenalia_orchioides	Lachenalia_sp4	Cryptadenia_grandiflora	Lactuca_serriola	Lagurus_ovatus	Lampranthus_aureus	Lampranthus_bicolor	Lampranthus_elegans	Lampranthus_emarginatus	Lampranthus_sp4	Lapeirousia_corymbosa	Lapeirousia_divaricata	Laurembergia_repens	Lebeckia_cytisoides	Lebeckia_meyeriana	Lebeckia_wrightii	Leptospermum_laevigatum	Lessertia_frutescens	Lessertia_miniata	Lessertia_sp1	Leucadendron_coniferum	Leucadendron_laureolum	Leucadendron_salignum	Leucadendron_sp1	Leucadendron_xanthoconus	Leucospermum_conocarpodendron	Leucospermum_sp1	Lichtensteinia_lacera	Limonium_scabrum	Linum_africanum	Linum_sp2	Linum_thunbergii	Liparia_parva	Liparia_splendens	Liparia_sp1	Lobelia_anceps	Lobelia_comosa	Lobelia_coronopifolia	Lobelia_eckloniana	Lobelia_erinus	Lobelia_pinifolia	Lobelia_pubescens	Lobelia_setacea	Lobelia_sp2	Lobelia_sp1	Lobostemon_fruticosus	Lobostemon_montanus	Lobostemon_sp1	Lolium_multiflorum	Lolium_perenne	Lolium_sp1	Lycium_ferocissimum	Lythrum_hyssopifolia	Macrostylis_villosa	Lavatera_arborea	Manulea_cheiranthus	Manulea_tomentosa	Gahnia_aspera	Cyperus_thunbergii	Cassine_maurocenia	Maytenus_oleoides	Melilotus_indicus	Capeochloa_cincta	Geochloa_rufa	Tenaxia_stricta	Mesemb_sp8	Mesemb_sp9	Mesemb_sp10	Mesemb_sp11	Mesemb_sp12	Mesemb_sp13	Metalasia_cephalotes	Metalasia_muricata	Metalasia_sp2	Micranthus_alopecuroides	Micranthus_junceus	Microcodon_glomeratum	Microcodon_sp1	Microdon_dubius	Mimetes_fimbriifolius	Monopsis_debilis	Monopsis_lutea	Monopsis_simplex	Monopsis_sp1	Montinia_caryophyllacea	Moraea_sp3	Moraea_bituminosa	Moraea_fugax	Moraea_sp4	Moraea_ramosissima	Moraea_sp5	Moraea_sp2	Moraea_tripetala	Moraea_virgata	Moraea_sp6	Morella_humilis	Morella_serrata	Morella_sp1	Moss_sp2	Muraltia_acipetala	Muraltia_brachypetala	Muraltia_demissa	Muraltia_heisteria	Muraltia_sp6	Muraltia_thunbergii	Myoporum_tenuifolium	Myrsine_africana	Nemesia_affinis	Nemesia_sp5	Nemesia_lucida	Nemesia_sp3	Nemesia_sp4	Oedera_capensis	Oedera_imbricata	Oenothera_nocturna	Oftia_africana	Olea_capensis	Olea_europaea	Olea_exasperata	Orchid_sp8	Ornithogalum_sp2	Ornithogalum_thyrsoides	Osmitopsis_asteriscoides	Osmitopsis_dentata	Osteospermum_polygaloides	Colpoon_compressum	Otholobium_fruticans	Othonna_arborescens	Othonna_coronopifolia	Othonna_digitata	Othonna_filicaulis	Othonna_quinquedentata	Othonna_sp1	Othonna_stenophylla	Oxalis_sp18	Paraserianthes_lophantha	Passerina_rigida	Passerina_sp1	Passerina_corymbosa	Pelargonium_betulinum	Pelargonium_capitatum	Pelargonium_chamaedryfolium	Pelargonium_cucullatum	Pelargonium_elongatum	Pelargonium_grossularioides	Pelargonium_myrrhifolium	Pelargonium_pinnatum	Pelargonium_quercifolium	Pelargonium_sp4	Pelargonium_sp1	Pelargonium_tabulare	Pelargonium_triste	Pelargonium_undulatum	Penaea_mucronata	Pennisetum_clandestinum	Pennisetum_macrourum	Pentameris_macrocalycina	Pentaschistis_airoides	Pentaschistis_ampla	Pentaschistis_argentea	Pentameris_barbata	Pentaschistis_colorata	Pentaschistis_curvifolia	Pentaschistis_eriostoma	Pentaschistis_malouinensis	Pentaschistis_pallescens	Pentaschistis_pallida	Pentaschistis_papillosa	Pentaschistis_sp6	Petalacte_coronata	Petrorhagia_prolifera	Notobubon_ferulaceum	Notobubon_galbanum	Peucedanum_sp3	Notobubon_striatum	Notobubon_tenuifolium	Pharnaceum_elongatum	Phylica_buxifolia	Phylica_ericoides	Phylica_imberbis	Phylica_parviflora	Phylica_plumosa	Phylica_pubescens	Phylica_sp4	Phyllobolus_canaliculatus	Phyllopodium_sp1	Phytolacca_octandra	Phytolacca_sp1	Helminthotheca_echioides	Pinus_pinaster	Pinus_sp2	Plantago_lanceolata	Plantago_remota	Platycaulos_compressus	Platycaulos_major	Poaceae_sp3	Poaceae_sp1	Podalyria_biflora	Podalyria_sericea	Podalyria_calyptrata	Polycarpon_tetraphyllum	Polygala_bracteolata	Polygala_garcinii	Polygala_lehmanniana	Polygala_myrtifolia	Polygala_recognita	Polygala_sp1	Polygala_umbellata	Polygonum_aviculare	Polypogon_monspeliensis	Polypogon_strictus	Populus_canescens	Printzia_aromatica	Prismatocarpus_fruticosus	Prismatocarpus_lycopodioides	Prismatocarpus_sessilis	Protea_acaulos	Protea_cynaroides	Protea_lepidocarpodendron	Protea_neriifolia	Protea_nitida	Protea_repens	Protea_sp2	Pseudognaphalium_undulatum	Pseudopentameris_macrantha	Pseudoselago_peninsulae	Pseudoselago_serrata	Pseudoselago_spuria	Psoralea_aculeata	Psoralea_asarina	Psoralea_imbricata	Psoralea_laxa	Psoralea_pinnata	Pteridium_aquilinum	Pteronia_hirsuta	Pterygodium_acutifolium	Pycreus_polystachyos	Rafnia_angulata	Rafnia_triflora	Rapanea_melanophloeos	Raphanus_raphanistrum	Rapistrum_rugosum	Restio_quadratus	Restio_sp10	Rhoicissus_sp1	Searsia_glauca	Searsia_laevigata	Searsia_lucida	Searsia_rosmarinifolia	Searsia_tomentosa	Rhynchosia_capensis	Cassine_maritima	Roella_amplexicaulis	Roella_ciliata	Roella_compacta	Roella_decurrens	Roella_sp4	Roella_sp5	Roella_triflora	Romulea_sp1	Rubus_sp1	Rumex_sp1	Saltera_sarcocolla	Salvia_africana.caerulea	Salvia_africana.lutea	Salvia_chamelaeagnea	Samolus_sp1	Satyrium_bicorne	Satyrium_carneum	Satyrium_sp1	Scabiosa_africana	Scabiosa_columbaria	Schizaea_pectinata	Schizoglossum_aschersonianum	Scirpoides_thunbergii	Selago_corymbosa	Selago_sp1	Senecio_arenarius	Senecio_bipinnatus	Senecio_burchellii	Senecio_elegans	Senecio_erosus	Senecio_halimifolius	Senecio_hastatus	Senecio_pinifolius	Senecio_pinnulatus	Senecio_pterophorus	Senecio_pubigerus	Senecio_purpureus	Senecio_repandus	Senecio_rigidus	Senecio_rosmarinifolius	Senecio_scapiflorus	Senecio_sp2	Senecio_subcanescens	Senecio_triqueter	Senecio_umbellatus	Serruria_villosa	Sideroxylon_inerme	Silene_bellidioides	Silene_cretica	Silene_pilosellifolia	Silene_sp1	Silene_undulata	Solanum_americanum	Solanum_mauritianum	Solanum_retroflexum	Solanum_sp2	Sonchus_asper	Sonchus_oleraceus	Sonchus_sp1	Dasispermum_hispidum	Spergularia_media	Pauridia_capensis	Spiloxene_sp1	Sporobolus_africanus	Staavia_radiata	Staberoha_banksii	Stachys_aethiopica	Stachys_arvensis	Stilbe_vestita	Stipagrostis_zeyheri	Stoebe_capitata	Seriphium_cinereum	Stoebe_fusca	Stoebe_sp1	Struthiola_ciliata	Struthiola_dodecandra	Struthiola_sp2	Chaenostoma_hispidum	Sutera_sp2	Syncarpha_canescens	Syncarpha_gnaphaloides	Syncarpha_speciosissima	Syncarpha_vestita	Tarchonanthus_camphoratus	Teedia_lucida	Tephrosia_capensis	Tetragonia_fruticosa	Tetraria_autumnalis	Tetraria_bromoides	Tetraria_compar	Tetraria_cuspidata	Tetraria_eximia	Tetraria_fasciata	Tetraria_flexuosa	Tetraria_sp2	Tetraria_sylvatica	Tetraria_thermalis	Tetraria_ustulata	Thamnochortus_lucens	Thamnochortus_erectus	Thamnochortus_fruticosus	Thamnochortus_sp2	Themeda_triandra	Thereianthus_bracteolatus	Thereianthus_sp1	Thesidium_fragile	Thesium_acuminatum	Thesium_capitatum	Thesium_carinatum	Thesium_densiflorum	Thesium_funale	Thesium_sp3	Thesium_strictum	Thesium_virgatum	Todea_barbara	Torilis_arvensis	Trachyandra_ciliata	Trachyandra_hirsuta	Trachyandra_hirsutiflora	Trachyandra_revoluta	Trachyandra_sabulosa	Trachyandra_scabra	Trachyandra_sp7	Trachyandra_tabularis	Treichelia_longibracteata	Tribolium_hispidum	Tribolium_uniolae	Trichocephalus_stipularis	Trifolium_angustifolium	Trifolium_campestre	Triglochin_bulbosa	Tritoniopsis_parviflora	Tritoniopsis_antholyza	Tritoniopsis_dodii	Tritoniopsis_sp2	Tritoniopsis_triticea	Tritoniopsis_unguicularis	Typha_capensis	Unknown_sp2	Unknown_sp3	Ursinia_anthemoides	Ursinia_dentata	Ursinia_paleacea	Ursinia_sp2	Vellereophyton_dealbatum	Vicia_hirsuta	Virgilia_oroboides	Wachendorfia_multiflora	Wachendorfia_paniculata	Wachendorfia_sp1	Wahlenbergia_capensis	Wahlenbergia_exilis	Wahlenbergia_longifolia	Wahlenbergia_obovata	Wahlenbergia_sp1	Wahlenbergia_tenella	Watsonia_borbonica	Watsonia_sp2	Watsonia_tabularis	Weed_sp2	Widdringtonia_nodiflora	Willdenowia_incurvata	Willdenowia_sp3	Zaluzianskya_capensis	Zaluzianskya_divaricata	Zaluzianskya_sp1	Zaluzianskya_villosa	Zantedeschia_aethiopica	Zygophyllum_flexuosum	Zyrphelis_taxifolia
1_1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1_2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1_3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
